"Centropomus_nigrescens"	"Eleotris_picta"	"Cichlasoma_trimaculatum"	"Diapterus_peruvianus"	"Gobiomorus_maculatus"	"Dormitator_latifrons"	"Hexanematichthys_guatemalensis"	"Poecilia_sphenops"	"Astyanax_fasciatus"	"Centropomus_robalito"	"Lutjanus_argentiventris"	"Mugil_curema"	"Gobionellus_sagittula"	"Ergasilus_sp."	"Contracaecum_sp."	"Argulus_sp."	"Ascocotye_(Phagicola)_longa"	"Austrodiplostomum_compactum"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"	"Clinostomum_complanatum"	"Echinochasmus_leopoldinae"	"Southwellina_hispida"	"Paracryptogonimus_sp."	"Posthodiplostomum_minimum"	"Parvitaenia_cochlearii"	"Pseudoleptorhynchoides_lamothei"	"Centrocestus_formosanus"	"Metadena_sp."	"Gnathostoma_sp."	"Crassicutis_cichlasomae"	"Magnivitellinum_simplex"	"Neoapocreadium_marina"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Cladocystis_trifolium"	"Haplorchis_sp."	"Tylodelphys_sp."	"Aristocleidus_hastatus"	"Cornutohaptor_nigrescensi"	"Ligophorus_mugilinus"	"Microcotyloides_incisa"	"Neotetraonchus_sp."	"Rhabdosynochus_sp."	"Proteocephalus_sp."	"Proteocephalus_chamelensis"	"Floridosentis_mugilis"	"Hysterothylacium_perezi"	"Philometra_sp."	"Rhabdochona_mexicana"	"Procamallanus_gobiomori"
"Centropomus_nigrescens"	1.00283506958879	0.000579916434383084	0.0009074083611289	0.000520476263336413	0.000649287417730343	0.000571711405484902	0.000356831487515399	0.000820611304250009	0.000486558241148253	0.000707207704030029	0.000880213158650043	0.000363021024193751	0.000422697710365817	0.00778247862026783	0.00777801772461873	0.00777398842084963	0.00776849782314536	0.00776634902396567	0.00777794085746541	0.00776616642954776	3.1748436612724e-05	0.00774926403461731	0.00774722751368073	0.00773175392949912	0.00772988376929903	1.60806225924073e-05	1.50130562740907e-05	1.36123157219251e-05	9.60685359466566e-06	1.03635085375583e-05	7.56173634274083e-06	5.40620267942503e-06	4.7316023939674e-06	4.73160239396739e-06	5.71711405484902e-06	8.20611304250009e-06	7.56173634274083e-06	4.73160239396739e-06	4.46089564910065e-06	4.73160239396739e-06	0.00771411591991379	4.53776280242189e-06	9.78014620722271e-06	3.56831487515399e-06	7.85786337811143e-06	0.0077141159199138	4.46089564910065e-06	4.53776280242189e-06	3.56831487515399e-06	7.85786337811143e-06	5.40620267942503e-06	4.46089564910065e-06
"Eleotris_picta"	0.000579916434383084	1.00366718161989	0.000708561938432314	0.00045009136033524	0.00135156760861598	0.000759263557731705	0.000415272768313929	0.000363825455556178	0.000357309303407846	0.000379046661949252	0.000423623630793879	0.000421792017728866	0.000223557743868137	0.00778002933696156	5.95125552700715e-05	0.00777659412870029	0.00777194610136331	0.00776850619346914	0.00777475693673995	0.00776696595450125	0.00775572620625397	2.756250043948e-05	0.00775184637102324	1.33794544573577e-05	1.40038330249317e-05	0.00774039639552896	1.13165131095967e-05	7.60835792676007e-06	7.34640973839839e-06	0.00773280375995163	5.90468282026928e-06	3.97010337119829e-06	4.09173963941128e-06	4.09173963941127e-06	7.59263557731705e-06	3.63825455556178e-06	5.90468282026928e-06	4.09173963941127e-06	0.00772051678169149	4.09173963941127e-06	4.46089564910065e-06	5.27240022161082e-06	4.70692923104311e-06	4.15272768313929e-06	4.21162957721391e-06	4.46089564910065e-06	0.00772051678169149	5.27240022161082e-06	4.15272768313929e-06	4.21162957721391e-06	3.97010337119829e-06	0.00772051678169149
"Cichlasoma_trimaculatum"	0.000983025724556309	0.000767608766635007	1.00279140589155	0.00056347722352329	0.000842368522687937	0.00061899097023404	0.000525727393008091	0.000749034173992976	0.000387101739789711	0.000486606458016778	0.000534804263315874	0.000532651842950629	0.000318207130749808	0.00842433238171151	0.00841842769889124	0.00841868095757764	0.00841288815247757	0.00841195551670531	0.00841767423367464	0.00840492661800462	0.00838826295924662	3.60312039730862e-05	0.00838796276395455	1.89107443575481e-05	0.00837164712717892	1.97524881834091e-05	1.41042205257575e-05	1.17914721820377e-05	9.8030900836496e-06	1.35625784810687e-05	0.00835659504909624	4.3011304421079e-06	5.12252021384809e-06	5.12252021384809e-06	6.1899097023404e-06	7.49034173992976e-06	0.00835659504909625	5.12252021384809e-06	5.90468282026928e-06	5.12252021384809e-06	7.56173634274083e-06	6.65814803688286e-06	5.9422695923986e-06	5.25727393008091e-06	5.40673842240865e-06	7.56173634274084e-06	5.90468282026928e-06	6.65814803688287e-06	5.25727393008091e-06	5.40673842240865e-06	4.3011304421079e-06	5.90468282026928e-06
"Diapterus_peruvianus"	0.000615108311215761	0.000531926153123466	0.000614702425661771	1.00426409996879	0.000614159120207907	0.000522478468101171	0.000420800828052187	0.000512221532746898	0.000269219484181837	0.000530496832584291	0.000430675651688564	0.000428456205684041	0.000346665118970953	0.00918474552702851	0.00918065378738909	0.00917689008653715	0.0091737912024888	0.00917277442608831	0.00917938982445746	0.00917005960084947	2.95860201150062e-05	2.78075738656725e-05	2.73057395971718e-05	1.54112966636658e-05	1.49763379352845e-05	1.48997890495858e-05	1.21516947249845e-05	8.11354292948939e-06	9.16036712296404e-06	9.67500436857406e-06	5.12252021384809e-06	2.99132760202042e-06	0.00912967363607992	0.00912967363607992	5.22478468101171e-06	5.12221532746898e-06	5.12252021384809e-06	0.00912967363607992	4.09173963941127e-06	0.00912967363607992	4.73160239396739e-06	5.35570257105051e-06	4.78528501876182e-06	4.20800828052187e-06	5.89440925093657e-06	4.7316023939674e-06	4.09173963941127e-06	5.35570257105051e-06	4.20800828052187e-06	5.89440925093657e-06	2.99132760202041e-06	4.09173963941127e-06
"Gobiomorus_maculatus"	0.000767339675499496	0.00159730717381888	0.000918947479295932	0.000614159120207907	1.0016769894274	0.00097861262648655	0.000573066553284707	0.000512336951007816	0.000421731629073462	0.000530289207645465	0.000582817879249765	0.000580614585714441	0.00034679779232171	0.00918280515520491	0.00917051817694475	0.00917664470571142	0.00917033038827185	0.00916627492753984	0.00917554747288348	0.00916469343784055	0.00914887379738012	3.69280240430172e-05	0.00914316359735302	1.82704694095158e-05	1.86838780593353e-05	0.00912822755386505	1.53708266985766e-05	9.80927649978329e-06	1.06849197088715e-05	0.00911844142760018	7.65789566079943e-06	4.68590698970513e-06	5.58326472916279e-06	5.58326472916279e-06	9.78612626486551e-06	5.12336951007816e-06	7.65789566079943e-06	5.58326472916279e-06	1.22869782601452e-05	5.58326472916279e-06	5.90261288845766e-06	7.25768232143052e-06	6.47575421388628e-06	5.73066553284707e-06	5.89210230717184e-06	5.90261288845766e-06	1.22869782601452e-05	7.25768232143052e-06	5.73066553284707e-06	5.89210230717184e-06	4.68590698970513e-06	1.22869782601452e-05
"Dormitator_latifrons"	0.000743224827130373	0.000987042625051217	0.000742789164280849	0.000574726314911288	0.00107647388913521	1.00224411017334	0.000529795265112577	0.000629977873694998	0.000363238544516988	0.000482620722207483	0.000640770429670793	0.000537928504346068	0.000548311767608899	0.0100955886588675	0.0100879960232902	0.010086429164975	0.010079373993352	6.22308442697239e-05	0.0100888645525632	0.0100772668211751	0.0100580318322334	0.0100534466750455	4.04414408681251e-05	1.81992379646076e-05	1.82068024941394e-05	0.0100398198635756	1.7166961730648e-05	1.03357625649165e-05	1.31309779026815e-05	1.73787618421825e-05	6.1899097023404e-06	4.03598382796653e-06	5.22478468101171e-06	5.22478468101171e-06	0.0100224411017334	6.29977873694998e-06	6.1899097023404e-06	5.22478468101171e-06	7.59263557731705e-06	5.22478468101171e-06	5.71711405484902e-06	6.72410630432585e-06	7.11967144078659e-06	5.29795265112577e-06	5.36245246897204e-06	5.71711405484902e-06	7.59263557731705e-06	6.72410630432585e-06	5.29795265112577e-06	5.36245246897204e-06	4.03598382796653e-06	7.59263557731705e-06
"Hexanematichthys_guatemalensis"	0.000463880933770019	0.000539854598808108	0.00063087287160971	0.000462880910857405	0.000630373208613177	0.000529795265112577	1.00347250657688	0.000462709320133234	0.000531012368882218	0.000370737183623814	0.000361834906205788	0.00053791998645947	0.00110663197005964	0.0100982398197844	0.0100940870921013	0.0100842116270324	4.95854754572339e-05	0.0100790125885749	0.0100915158199537	5.21636609835737e-05	0.0100618876853967	3.92229141500769e-05	2.86295072999769e-05	1.17080047621496e-05	1.34526820065672e-05	1.51813458671121e-05	0.0100564342313445	1.0527230633357e-05	0.0100505340939125	9.88339321598635e-06	5.25727393008091e-06	5.90013743202464e-06	4.20800828052187e-06	4.20800828052187e-06	5.29795265112577e-06	4.62709320133234e-06	5.25727393008091e-06	4.20800828052187e-06	4.15272768313929e-06	4.20800828052187e-06	3.56831487515399e-06	6.72399983074337e-06	4.02038784673098e-06	0.0100347250657687	4.1193020402646e-06	3.56831487515399e-06	4.15272768313929e-06	6.72399983074337e-06	0.0100347250657687	4.1193020402646e-06	5.90013743202464e-06	4.15272768313929e-06
"Poecilia_sphenops"	0.00106679469552501	0.000472973092223032	0.000898841008791572	0.000563443686021588	0.000563570646108598	0.000629977873694998	0.000462709320133234	1.00256762141683	0.000966457756579772	0.000471371116413457	0.000529377615842323	0.00047086285271366	0.000437009020137319	0.0100894315823014	0.0100857933277458	0.0100886895589679	0.0100834179491063	0.0100817452635706	0.0100835457966424	5.3242489272848e-05	3.30646234027728e-05	0.0100630454849766	4.10784718749819e-05	1.93255434008976e-05	0.0100413726689507	1.50614028025899e-05	2.16084987208471e-05	0.0100364146336858	1.0870079203294e-05	8.76162406563994e-06	7.49034173992976e-06	1.0738419517553e-05	5.12221532746898e-06	5.12221532746898e-06	6.29977873694998e-06	0.0100256762141683	7.49034173992976e-06	5.12221532746898e-06	3.63825455556178e-06	5.12221532746898e-06	8.20611304250009e-06	5.88578565892075e-06	5.88197350935915e-06	4.62709320133234e-06	5.23745684903841e-06	8.2061130425001e-06	3.63825455556178e-06	5.88578565892075e-06	4.62709320133234e-06	5.23745684903841e-06	1.0738419517553e-05	3.63825455556178e-06
"Astyanax_fasciatus"	0.000702806348325254	0.000516113438255778	0.000516135653052948	0.000329046036222246	0.000515449768867564	0.000403598382796653	0.000590013743202464	0.0010738419517553	1.00385987474159	0.00022692733487963	0.000477620614943476	0.000328135376022959	0.000561446711099293	6.19798819172965e-05	5.80097785460982e-05	0.0112054364080237	0.0111967507897021	0.0111986149433062	5.78781897170095e-05	4.12396327674318e-05	2.69949542632895e-05	0.0111875067772878	0.0111776688474439	1.32345132330151e-05	2.0445752639086e-05	1.269199418887e-05	0.0111679194129733	0.0111647370277574	1.39208047334431e-05	8.65601036090341e-06	4.3011304421079e-06	0.0111539986082399	2.99132760202042e-06	2.99132760202041e-06	4.03598382796653e-06	1.0738419517553e-05	4.3011304421079e-06	2.99132760202041e-06	3.97010337119829e-06	2.99132760202041e-06	5.40620267942503e-06	4.10169220028699e-06	5.30689572159418e-06	5.90013743202464e-06	2.52141483199589e-06	5.40620267942503e-06	3.97010337119829e-06	4.10169220028699e-06	5.90013743202464e-06	2.52141483199589e-06	0.0111539986082398	3.97010337119829e-06
"Centropomus_robalito"	0.00102152223915449	0.000547511845037808	0.000648808610689037	0.000648385017603022	0.000648131253788902	0.000536245246897204	0.00041193020402646	0.000523745684903841	0.00022692733487963	1.00324704390478	0.000796334383887588	0.00042130365291775	0.000423120722446619	0.0112113303682456	0.0112071187386683	6.06178246085584e-05	0.0111948397394671	0.0111935965890384	0.0112060640725841	0.0111967073136948	3.02585204775029e-05	3.58719290983284e-05	3.47379083378749e-05	0.0111638953999188	1.85020586495585e-05	1.54661843533578e-05	1.26852986214979e-05	7.7588716810343e-06	1.0163883789502e-05	1.01037318843857e-05	5.40673842240864e-06	2.52141483199589e-06	5.89440925093657e-06	5.89440925093657e-06	5.36245246897204e-06	5.23745684903841e-06	5.40673842240865e-06	5.89440925093656e-06	4.21162957721391e-06	5.89440925093656e-06	7.85786337811143e-06	5.26629566147187e-06	8.84815982097321e-06	4.1193020402646e-06	0.0111471893767198	7.85786337811144e-06	4.21162957721391e-06	5.26629566147187e-06	4.1193020402646e-06	0.0111471893767198	2.52141483199589e-06	4.21162957721391e-06
