"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	1.00237840914189	0.000426004542491037	0.000530580514238781	0.000768238507321978	0.000529446217988333	0.00066435172672064	0.000380443139299735	0.000346403130256678	0.000648971968245869	0.000199939589498079	0.00033759410259524	0.000214963807115591	0.000331869909111098	7.25598991221454e-05	0.000260698324371197	0.000152768296326261	0.000194981332703491	0.000465055494614461	0.000172284490555861	2.7044941057035e-05	0.000199915801350951	0.000212495364009224	7.20828770152146e-05	0.000217282559860469	0.000114577661837969	6.74690995743066e-05	0.000114577661837969	0.00722213108607643	0.00722770570615437	0.00723241124881021	0.0071964377368234	0.00723596764050073	0.00722815740488005	0.00720676709072919	0.00722389960261391	0.00726562341497246	9.91391203837324e-06	1.87980868784325e-05	0.00718767769127605	1.35224705285175e-06	1.51728291666667e-05	1.47970636619191e-05	1.94121263918929e-05	1.32439938168052e-05	4.63551405889906e-06	0.00717628597509955	0.00717197671476158	6.27018121443321e-06	6.90282054838008e-06	0.00715984577958493	1.81399747805363e-06	3.05536592652523e-06	0.00715984577958493
"Sorex_araneus"	0.000542187599534048	1.00102651206509	0.000725630708090831	0.000724359384541409	0.000724346785152462	0.000540620398535381	0.000786809789869826	0.000621951687815924	0.000466144246431487	0.000253860068556402	0.000428855482485911	0.000142898152532498	0.000193875525464079	0.000396509992881312	0.000331154666866279	0.000193885475381371	0.000247488808494718	0.000362966445110227	0.000218900467433792	3.43415842893792e-05	0.000253920136494193	0.000269888347073201	9.14619227480488e-05	0.000145867853063734	0.000145513094749949	8.5546317570379e-05	0.000145513094749949	0.00918170211381933	0.00916672742081864	0.00918258806694356	0.00914233474812051	0.00918385263591719	0.00917848769089861	0.00915966896457629	0.00917633829086512	0.00922586661934172	0.00911889609959416	2.44098567307457e-05	2.90378376102762e-05	1.71707921446896e-06	1.44825221104084e-05	1.69113566342313e-05	0.00912051144216849	1.27720132940382e-05	3.32960176022491e-06	1.51128413388316e-05	1.44529681573214e-05	9.9225221828181e-06	9.44232153817794e-06	3.87276856810034e-06	9.91274982203279e-06	3.87770950762743e-06	3.87276856810034e-06
"Clethrionomys_glareolus"	0.000436948658784879	0.000469525752294067	1.001754717071	0.000869535247671178	0.00111512346024181	0.000351274543278023	0.000313910081249379	0.000816722385251985	0.000879388698239317	0.000164954907634224	0.000278508538696981	0.000177251754464088	0.000126185084644433	5.99310082758538e-05	0.000480780645999105	0.000126032455769827	0.000160873447379736	0.000383547605389209	0.000142194174311348	2.23290338939792e-05	0.000164974547918124	0.000175347664984105	5.94621776729023e-05	0.000179200443545368	9.45748744782513e-05	0.000203140963461056	9.45748744782513e-05	0.00596084895995277	0.00595916623174289	0.00597129223413909	0.00593150109418534	0.00596598613923026	0.00596581960864625	0.00594571606103006	0.00596230867716698	0.0059986949556175	9.25458092850218e-06	0.00592028544695979	0.00592516465457123	1.11645169469896e-06	0.00590998915965316	0.00591293107979273	0.00591854410481475	0.00590516712019938	6.28134784456655e-06	1.61877514457987e-05	1.28447733360378e-05	0.00590009955525685	0.00590063997387317	3.12106184846342e-06	1.49827520689634e-06	2.52064911539655e-06	3.12106184846342e-06
"Microtus_arvalis"	0.000768238507321979	0.000569139516425393	0.001055864229315	1.00129249995978	0.000816069795889924	0.000664071729653611	0.000380489395406912	0.000632912057309801	0.000708507805764662	0.000199904590268661	0.000337588046797293	0.00021487907422544	0.00015281749640767	7.2605216579321e-05	0.000404039138977919	0.000152703325986099	0.000194925375078169	0.000286069055662744	0.00017230040062519	2.70372194574674e-05	0.000199914439603605	0.000212489796500341	7.20510131180246e-05	0.000217228185875003	0.00011458831819701	6.74880925879325e-05	0.00011458831819701	0.00722364436993847	0.00722383676125513	0.00723034118189226	0.00719554256863523	0.00723210193700622	0.00722966747648711	0.00720984333975246	0.00722541265484613	0.00726354900724861	1.12167859673159e-05	0.00717493355666519	0.00718548019090555	1.35186097287337e-06	1.66998842451541e-05	2.21512953038366e-05	0.00717505706303183	0.00716336102152296	5.06077004117615e-06	1.67830829416916e-05	0.00716421742063296	1.19647120303378e-05	1.20400360254364e-05	5.4874179094427e-06	1.81513041448302e-06	3.05406651972199e-06	5.4874179094427e-06
"Microtus_agrestis"	0.000529446217988333	0.000569129616905506	0.00135407848743648	0.000816069795889924	1.00135232739167	0.000425673189114515	0.000380450440501953	0.000633104287802954	0.000648981560209399	0.000199875416843413	0.000337549692606526	0.000214851808013204	0.000152735641958047	7.26042009705044e-05	0.000582883807415887	0.000152674740467493	0.000194896264290346	0.000286018627279804	0.000172301585547259	2.70368383795702e-05	0.000199899260615885	0.000212477995294151	7.20360253731502e-05	0.000217213324839284	0.00011458674244941	6.75203986946246e-05	0.00011458674244941	0.00722354587020261	0.00722149938967644	0.00723024164442585	0.00719320820612475	0.0072297641659875	0.00722956846164394	0.00721017126421457	0.00722531439327198	0.00726344663067155	1.12162377491828e-05	0.00717935240288821	0.00718552983136418	1.35184191897851e-06	1.80294148501209e-05	0.00717240342196502	0.00717724026090375	1.84298201167224e-05	4.63558257292428e-06	1.46500388595553e-05	1.38675605617041e-05	1.37206610986372e-05	0.00716048179179939	3.78175869991666e-06	1.81510502426261e-06	3.05349480934985e-06	3.78175869991666e-06
"Sorex_caecutiens"	0.000930092417408896	0.000594682438388919	0.00059716672357264	0.000929700421515056	0.000595942464760321	1.0009278222918	0.000531193620226741	0.000483394238595508	0.000512362062964218	0.000279009355001816	0.000471379636121172	0.000157091160079472	0.000213180050074046	0.000101278595724499	0.000363821423514412	0.000213131313592286	0.000272057691063527	0.000398980536112922	0.000240554899046908	3.7720680758897e-05	0.00027905216557907	0.000296658391426567	0.000100536677683601	0.00016035574083105	0.000159932128359281	9.39808484515114e-05	0.000159932128359281	0.0100851164596707	0.0100807360525598	0.0100944565082374	0.0100520340139498	0.0100958506824325	0.0100899488167323	0.0100692635861054	0.0100875857449205	0.0101336608858777	1.3840320214319e-05	2.33524554925326e-05	3.26496134316039e-05	1.88603403794485e-06	1.47382864702583e-05	1.59769741390285e-05	2.42108916839563e-05	1.38131917504893e-05	3.65972902117299e-06	1.89999643577817e-05	0.0100225624574817	7.90723851092122e-06	7.76947732392538e-06	6.6435172672064e-06	2.53196489311248e-06	4.26262627184572e-06	6.6435172672064e-06
"Clethrionomys_rufocanus"	0.000591800438910698	0.000961656409840899	0.000592941264582161	0.000591872392855196	0.000591811796336372	0.000590215133585268	1.00096074323367	0.000467006129120591	0.000498795034110744	0.000240245982025102	0.00052344082558788	0.000104679825700939	0.000166954602875993	0.000484340285813657	0.000403872408234329	0.000166906507112486	0.000232453873046909	0.000373256224856578	0.000267147691071134	4.18746344106193e-05	0.000309842063996888	0.000329357425431269	4.20798250447395e-05	0.000108318971342642	0.000177557085965173	0.000104282949514351	0.000177557085965173	0.0112068711559632	6.63302089877232e-05	0.0112051504343839	0.0111636409888657	0.01120356599525	0.0111998004212701	0.0111826379233465	0.0112017033244736	0.0112496205344129	0.0111426368740736	2.12366922249756e-05	2.50577144478422e-05	2.09373172053097e-06	1.46741011683197e-05	1.63263436834969e-05	2.49306181206001e-05	1.12783714128451e-05	3.5628216722196e-06	1.5276351109254e-05	1.43569572770376e-05	7.73340005639241e-06	7.71511690834814e-06	4.22714599221927e-06	1.21085071453414e-05	3.33813014224972e-06	4.22714599221927e-06
"Microtus_oeconomus"	0.000440876711235771	0.000621951687815924	0.00126220732266216	0.00080552443657611	0.000805769093567397	0.000439449307814098	0.000382095923825938	1.00125910286887	0.000365229717176768	0.000253811588904893	0.000327687750784692	0.000142926075999998	0.000193827947997739	9.21198701880533e-05	0.000513302765753871	0.000193874016042618	0.000247487687276035	0.000362946372137642	0.000218838061967537	3.43143955137422e-05	0.000253848733100648	0.000269862565865177	9.14597160194225e-05	0.000145917034846198	0.00014549827948068	8.55818901027128e-05	0.00014549827948068	0.00917439891210658	0.00917070279731984	0.00918289648292549	4.3667254696335e-05	0.00918188287547439	0.00918024127513544	0.00916069843906676	0.00917664586864061	0.00921856235476684	1.2202613272306e-05	0.00912770575365591	3.19129692891057e-05	1.71571977568711e-06	1.69189997892425e-05	2.22053107483608e-05	0.00912694357533686	1.57872786264996e-05	2.60878369411977e-06	1.36671994882404e-05	1.32973584196544e-05	0.00910978022958296	1.31802424823176e-05	3.14911936596979e-06	2.30299675470133e-06	3.87748032085237e-06	3.14911936596979e-06
"Apodemus_agrarius"	0.000648971968245869	0.00036625619362474	0.00106782913357631	0.000708507805764662	0.000648981560209399	0.000365972902117299	0.000320653950499764	0.000286966206353175	1.00196059904852	0.000199891099659019	0.000277849036648638	0.000214946481400067	0.000331828969120566	7.25073345694575e-05	0.000380056144379945	0.000152752230486002	0.0001949614696496	0.000644058774446255	0.000112628912642089	2.705155894557e-05	0.000199859696296503	0.000152818374451908	7.20802225575577e-05	0.000217284686403383	0.000114563562819612	0.000246569214798342	0.000114563562819612	0.00721913517690171	0.00722622742507449	0.00723419367231914	0.00719199606069848	0.00723177695182583	0.00722750641617702	4.83662147272664e-05	0.00722120288707192	0.00726740131072737	8.70510679668095e-06	2.33371859575361e-05	0.00718828041548782	1.3525779472785e-06	0.00717851795205131	0.00717252905399742	2.19160859130117e-05	0.00716820353966092	0.00715686142177517	0.00717528972382145	1.33560131212482e-05	8.89013153868632e-06	1.09169304174908e-05	4.63551405889907e-06	1.81268336423644e-06	3.05504460972004e-06	4.63551405889907e-06
"Neomys_fodiens"	0.000559830850594621	0.000558492150824085	0.000560846685956361	0.000559732852752251	0.000559651167161556	0.000558018710003631	0.000432442767645183	0.000558385495590766	0.000559695079045252	1.00055570603463	0.000313714904443229	0.000312449467486674	0.000312942680878336	0.000201171817234609	0.000320616941800923	0.000313057520570931	0.000430662221516993	0.000557599188704708	0.000201097417576501	7.50200828456505e-05	0.000430584195978685	0.000187752099045859	0.000200265402981442	0.000318997325853096	0.000193374380312552	7.55282792588795e-05	0.000193374380312552	0.0200842972872561	0.0200992672880031	8.69480869618375e-05	3.92352616817804e-05	0.0201029323717407	0.0200992387178246	5.31038606595392e-05	7.97731030282143e-05	0.020154145256484	1.49114164424953e-05	2.03786418455354e-05	3.50774819115621e-05	3.75100414228253e-06	1.60100759956576e-05	1.53021402552447e-05	2.14481314441519e-05	1.12950119512381e-05	3.99782199318037e-06	2.04510139418721e-05	1.35770706953711e-05	8.37532993078234e-06	7.29660648955273e-06	3.99879178996158e-06	5.02929543086523e-06	6.26115041141862e-06	3.99879178996158e-06
