"Unidentified_sp1_M_SD_034"	"Unidentified_sp2_M_SD_034"	"Prunus_africana"	"Bridelia_micrantha"	"Ficus_sur"	"Manilkara_butugi"	"Antiaris_toxicaria"	"Blighia_unijugata"	"Morus_mesozygia"	"Trilepisium_madagascariense"	"Ficus_exasperata"	"Polyscias_fulva"	"Cyphostemma_cyphopetalum"	"Casearia_battiscombei"	"Harungana_madagascariensis"	"Lantana_camara"	"Solanum_mauritianum"	"Jasminum_fluminense"	"Carissa_edulis"	"Cissus_oliveri"	"Maesa_lanceolata"	"Pittosporum_viridiflorum"	"Rhamnus_prinoides"	"Clerodendrum_capitatum"	"Toddalia_asiatica"	"Culcasia_falcifolia"	"Peponium_vogelii"	"Piper_guineense"	"Allophylus_abyssinicus"	"Coffea_eugenioides"	"Psychotria_peduncularis"	"Dracaena_fragrans"	"Rubus_niveus"	"Pycnonotus_barbatus"	"Cercopithecus_mitis"	"Sylvia_atricapilla"	"Cercopithecus_ascanius"	"Cinnyricinclus_leucogaster"	"Phylloscopus_trochilus"	"Turdus_pelios"	"Andropadus_latirostris"	"Zosterops_senegalensis"	"Ceratogymna_subcylindrica"	"Buccanodon_duchaillui"	"Colobus_guereza"	"Pogoniulus_bilineatus"	"Chlorocichla_laetissima"	"Gymnobucco_bonapartei"	"Andropadus_masukuensis"	"Ploceus_bicolor"	"Phyllastrephus_hypochloris"	"Andropadus_curvirostris"	"Heliosciurus_rufobrachium"	"Melaniparus_funereus"	"Phylloscopus_budongoensis"	"Phyllastrephus_cabanisi"	"Trachyphonus_purpuratus"	"Andropadus_gracilirostris"	"Serinus_citrinelloides"	"Apalis_rufogularis"	"Baeopogon_indicator"	"Hippolais_pallida"	"Andropadus_virens"	"Serinus_mozambicus"	"Colius_striatus"	"Musophaga_rossae"	"Nigrita_canicapillus"	"Papio_anubis"	"Turtur_tympanistria"	"Tricholaema_hirsuta"	"Bleda_syndactylus"	"Oriolus_brachyrhynchus"	"Phylloscopus_sibilatrix"	"Treron_calvus"	"Turdus_olivaceus"	"Cuculus_clamosus"	"Ploceus_nigerrimus"	"Sylvia_borin"	"Alethe_poliocephala"	"Eremomela_turneri"	"Andropadus_ansorgei"	"Estrilda_nonnula"	"Nigrita_fusconotus"	"Elminia_longicauda"	"Platysteira_castanea"	"Platysteira_cyanea"	"Ploceus_insignis"	"Ploceus_melanocephalus"	"Ploceus_ocularis"	"Turdoides_sharpei"	"Anthoscopus_caroli"	"Bathmocercus_rufus"	"Centropus_monachus"	"Chalcomitra_senegalensis"	"Columba_larvata"	"Cossypha_polioptera"	"Laniarius_luehderi"	"Lybius_bidentatus"	"Melaniparus_albiventris"	"Phoenicurus_phoenicurus"	"Ploceus_baglafecht"	"Ploceus_nigricollis"	"Schistolais_leucopogon"	"Serinus_dorsostriatus"	"Spermophaga_ruficapilla"	"Terpsiphone_viridis"	"Tockus_alboterminatus"	"Campephaga_flava"	"Chalcomitra_amethystina"	"Chlorocichla_flavicollis"	"Cossypha_heuglini"	"Cossypha_niveicapilla"	"Cyanomitra_olivacea"	"Cyanomitra_verticalis"	"Dicrurus_adsimilis"	"Hylia_prasina"	"Malimbus_rubricollis"	"Oriolus_auratus"	"Prinia_bairdii"	"Prodotiscus_insignis"	"Sylvia_communis"
"Unidentified_sp1_M_SD_034"	1.00325417657026	0.000737832110836482	0.00061661352666868	0.000826948730800631	0.000359144450517365	0.00027891011585955	0.000290302819598119	0.000386110243317393	0.000182104337355319	0.000102101283795659	0.000164792608233319	0.000398346740105779	0.000128962905544751	0.000166648804854877	0.000241169717970788	0.000282413869757765	8.27331448209898e-05	0.000188828255982875	0.000203518656510304	0.000140278520810381	0.000112114358791967	0.000175583928089574	4.64608116956615e-05	9.3931256709856e-05	0.000143552689354984	8.4578718431709e-05	3.21908183735787e-05	5.85739922303358e-05	6.61547927316012e-05	0.000114836044159382	4.50856327653612e-05	9.59209462494034e-05	8.86978234163835e-08	0.00226399824082395	0.00225444689478274	0.00227081700395865	0.00225226767751828	0.00223504269858989	0.00224717298780525	0.00224898077057453	0.00226703055487951	0.00225268300990098	0.00224473120263176	0.00225029735703433	1.95376346122219e-05	0.00226448840156437	0.00225946777728513	0.00224098368437373	0.00224728202429153	0.00224879158038852	0.00224737002009113	0.00225086334365469	1.49520717530911e-05	0.00223647921826398	0.00224317664827347	8.58133083841992e-06	0.00223637189371524	0.00224095381530465	0.00223238012451319	0.00223868156344694	0.00223927297177787	0.00224413944454715	0.00223617045267756	5.70567407372424e-06	2.62069214490542e-06	0.00223570841064083	6.47079814837354e-06	2.38010358334349e-06	0.00223862759528759	0.00223817246953273	0.00223637111774162	0.00223555328774284	1.94246810447889e-06	0.00223195963095654	0.00223183382929503	1.19034860610626e-06	2.0321591753547e-06	0.00223519243827908	4.15849935955057e-06	4.26015769215282e-06	0.00223253679334504	2.3778391589544e-06	3.0830676333434e-06	2.47476034102112e-06	2.941393007174e-06	9.39312567098562e-07	0.00223210937064573	2.3801035833435e-06	2.53943354758039e-06	2.5059052448504e-06	3.13222308171612e-06	1.10257987886002e-06	1.77395646832767e-06	1.17709005880942e-06	0.00222945372571169	1.50285442551204e-06	1.76508668598603e-06	2.5059052448504e-06	1.72264084264849e-06	0.00222945372571169	0.00223121881239768	1.56149761094507e-06	1.17239005040683e-06	0.00222945372571169	1.10257987886002e-06	3.80665051167411e-06	1.56149761094507e-06	1.19034860610626e-06	1.17709005880942e-06	1.76508668598603e-06	9.39312567098561e-07	9.39312567098561e-07	1.86857264653278e-06	1.17709005880942e-06	1.76508668598603e-06	0.00222945372571169	1.76508668598603e-06	0.00222945372571169	0.00222945372571169	0.00222945372571169	7.52119498372635e-07
"Unidentified_sp2_M_SD_034"	0.00107104661250457	1.00194817787874	0.000467132494990241	0.000785163458620156	0.000511712556511088	0.000476526628469283	0.0004929566392643	0.000470115190373416	0.000282369853743519	0.00018015501690946	0.000270743879920987	0.000307310040866546	0.000186489796220797	0.000241300558603951	0.000295119500140198	0.000165866316414947	0.000281584996041014	0.000232795721032688	0.000240570110162527	0.000202816941459314	8.13452661504893e-05	9.26226933789532e-05	6.70674983668013e-05	0.000135790658949843	0.000153839878898854	0.000122306752702417	4.66101930711151e-05	8.47303799057081e-05	3.08005209231721e-05	0.000101487448721422	2.32537447948839e-07	7.41699878130909e-05	5.2093692341378e-08	0.00327114091354655	0.0032634258815365	0.00328045569615615	0.0032620011484196	7.09504926623457e-06	0.00325529989343244	0.00325230475582988	0.00327448999432054	0.00326177757443218	0.00325305351552704	0.00325459494082213	0.00325494295927523	0.00326907260217938	0.00326806285597755	0.00324639095454508	0.0032533633065848	0.00325496571760362	0.00324979174495527	0.00325570515570161	0.00324918663634217	0.0032420786521949	0.00325121594299919	1.00575991858256e-05	0.00323932457364996	0.00324438324938132	3.92381513965938e-06	0.00324251775920908	0.00324137294665074	0.00324668048789306	7.10818497172961e-06	8.47829896904101e-06	3.91561803621434e-06	9.35000200359372e-06	8.50259938568309e-06	0.00323209089638303	1.29943102353088e-05	0.00324083290163666	6.4469040210123e-06	9.45851446915503e-06	4.28343901897249e-06	4.75938679128336e-06	0.00323447099996637	1.72357541859965e-06	2.47429047564956e-06	6.76449966407167e-06	2.05648485404193e-06	4.26954733152969e-06	4.7157660582947e-06	2.35713239228906e-06	2.33566247495121e-06	4.66786002994569e-06	4.82002534126462e-06	1.35790658949843e-06	4.42883718912046e-06	0.00323209089638303	2.15445611704011e-06	2.37928320793987e-06	0.0032346507599834	5.13342015386201e-07	1.04187384682756e-06	1.93388485657848e-06	2.38010358334349e-06	7.75124826496129e-09	1.03666447759342e-06	2.37928320793987e-06	2.10799642957284e-06	2.38010358334349e-06	3.41676806093691e-06	2.22483720222212e-06	1.69536178382543e-06	2.38010358334349e-06	5.13342015386201e-07	4.3962107346793e-06	2.22483720222212e-06	1.72357541859965e-06	1.93388485657848e-06	1.03666447759342e-06	1.35790658949843e-06	1.35790658949843e-06	1.35575443584149e-06	1.93388485657848e-06	1.03666447759342e-06	2.38010358334349e-06	1.03666447759342e-06	2.38010358334349e-06	2.38010358334349e-06	2.38010358334349e-06	2.55986360037285e-06
"Prunus_africana"	0.00138738043500453	0.000724055367234874	1.00218295939896	0.000689856039277184	0.000375481593129971	0.000263292860235351	0.000360606678943988	0.000186201262833892	0.00025896264751036	0.000187176064044994	0.000454088247599794	0.000348040239222301	0.000144259860604814	0.00023633951962911	0.000349732468495936	0.000224727854419262	0.00015114341395736	0.000182283274410497	0.000307260822517012	0.000161341648384657	0.000251251969243282	7.00613661425038e-05	6.99759308676595e-05	9.09523381057046e-05	8.71879865712262e-05	5.27194034286261e-05	3.62017716228235e-05	0.000108124636452643	2.4492861010801e-05	8.83196912911876e-05	2.39748585620406e-07	4.62221209205177e-05	7.05803562874568e-08	0.00504740592642101	0.00503949434676464	0.00505766997940222	2.87536804306441e-05	0.00501608833747442	0.00503309767116061	0.00503019642241768	3.76055959892372e-05	2.87091975229101e-05	1.95175660184643e-05	2.15769163338037e-05	0.00503059278286276	0.00504503986423749	0.00504182738000436	1.25491765214724e-05	1.91771211251348e-05	2.19550735866381e-05	1.86184858601635e-05	0.00503611063603477	1.43480977806801e-05	1.09094428084129e-05	0.00502668053270146	7.76179251666276e-06	8.48920960108327e-06	0.00502233491236922	4.2507570690518e-06	0.00502257513744465	0.00502121728015406	0.00502936964429351	0.00501958994653896	6.24269941853842e-06	5.56156385669736e-06	7.81066780259114e-06	8.21432920259943e-06	2.33566247495121e-06	1.34044927736662e-05	1.30729586989268e-05	6.12682148091017e-06	7.78607579191454e-06	3.0621704618982e-06	5.17354047963789e-06	5.41873010829461e-06	1.68813942592221e-06	9.80006646494167e-07	0.0050163181328896	2.32825988100269e-06	0.00501415828447764	0.00501399786462812	1.87495660822235e-06	0.00501091479699477	3.87212009666125e-06	3.39851472729875e-06	9.09523381057047e-07	5.40333589482541e-06	2.33566247495121e-06	2.57081460458138e-06	2.0904728462945e-06	3.7096935109272e-06	4.08214350180017e-07	1.41160712574913e-06	3.24348748285567e-06	3.0830676333434e-06	7.99161952068019e-09	1.40454909012039e-06	2.0904728462945e-06	2.49808906068525e-06	3.0830676333434e-06	4.48761672346379e-06	1.63252866578249e-06	1.31145327822559e-06	3.0830676333434e-06	4.08214350180017e-07	3.94020604279707e-06	1.63252866578249e-06	1.68813942592221e-06	3.24348748285567e-06	1.40454909012039e-06	9.09523381057046e-07	9.09523381057046e-07	4.18753282072137e-06	3.24348748285567e-06	1.40454909012039e-06	3.0830676333434e-06	1.40454909012039e-06	3.0830676333434e-06	3.0830676333434e-06	3.0830676333434e-06	1.374031035976e-06
"Bridelia_micrantha"	0.00112765736018268	0.000737577794461359	0.000418094569258899	1.00208854287966	0.000556329527882508	0.000325786647946992	0.000341173113982777	0.000593777215408773	0.00043407494542725	0.000108542388207448	0.000226712339043788	0.000261247958302464	0.000251298831764761	0.000165266471355617	0.000267272785004922	0.000155971338443297	0.000126981724103474	0.00029481065165017	0.000276836667929516	0.00026659060436309	7.64073659122608e-05	8.71245698606548e-05	6.30670341349919e-05	0.000127710051846632	0.000195284219304566	0.000175770691241617	4.37856334430855e-05	5.2035781508262e-05	2.90463612654283e-05	0.000156184628582882	2.35158890325539e-07	6.97638046661897e-05	4.89859731291763e-08	0.00307613432291122	0.00306520246716352	0.00308358120611727	0.00306478621486845	0.00304122832621133	2.04399848912938e-05	0.00305836102936858	0.00308199790091733	0.00306426834927637	0.00305638121094401	0.00306262947067744	0.00305758515239577	0.00307611683437915	0.00307396331452931	0.00305190700741368	0.00305838837733092	0.00305849948471192	0.00305544175815584	0.00306078687258247	0.00305438455476819	1.01143872573269e-05	1.88785987724051e-05	0.00304576383561359	0.00304464227981197	0.00304842003821484	3.95798140919465e-06	1.10556003846974e-05	0.00304612430640044	0.0030517304047692	6.84465505495319e-06	0.0030424944132132	2.42783540856926e-06	0.00304494309343721	8.70548636380758e-06	2.37928320793987e-06	0.00304910522973346	0.00304487816347863	7.34502215532117e-06	0.0030446818206383	2.33485410542884e-06	0.00303913785336503	4.88518845279026e-06	1.18047479539727e-06	3.12514323899354e-06	6.33803114649466e-06	1.74949168502728e-06	3.70984669660727e-06	4.5963780911449e-06	2.90765696984584e-06	2.0904728462945e-06	3.06347063149531e-06	5.01692737122737e-06	1.27710051846633e-06	4.24755830020016e-06	2.37928320793987e-06	2.02593810085381e-06	0.00303663194812018	3.53366251797144e-06	4.84106021090472e-07	9.79719462583526e-07	1.61937385031277e-06	2.5059052448504e-06	7.83862967751797e-09	9.74820865270608e-07	0.00303663194812018	1.90909132146373e-06	2.5059052448504e-06	3.480726110121e-06	2.41882403427178e-06	2.28453483422511e-06	2.5059052448504e-06	4.84106021090473e-07	0.00303973248344466	2.41882403427178e-06	1.18047479539727e-06	1.61937385031277e-06	9.74820865270608e-07	1.27710051846632e-06	1.27710051846632e-06	1.27345609853768e-06	1.61937385031277e-06	9.74820865270608e-07	2.5059052448504e-06	9.74820865270608e-07	2.5059052448504e-06	2.5059052448504e-06	2.5059052448504e-06	1.15437931003158e-06
"Ficus_sur"	0.000702673924925279	0.000689699532688857	0.000326505733156496	0.000798211931309686	1.00175476383637	0.000554077033128374	0.00050362583756734	0.000632427222351845	0.000379656596767967	0.000155316459893549	0.000276818681174967	0.000282444216977947	0.000250693974953835	0.000324438390271288	0.000211498630809711	0.000222866881738268	0.000160626683430508	0.000196905917288744	0.000181950649404106	0.000174634487871543	5.46318964442826e-05	8.08531838676164e-05	9.00650683316585e-05	0.000138921187723259	0.000163277986614765	0.000251672053206586	6.26874010456605e-05	0.000113930107439039	4.13621211207714e-05	0.000223648174308325	2.65111684864573e-07	9.97891912581821e-05	6.99958799429234e-08	0.00439498120562938	0.00438815887183061	0.00440363041920932	0.00438807727456185	5.61285031099932e-06	0.00437776744664658	0.00437634843113897	0.00440354452276767	0.00438498796596206	0.00437721431829855	0.00438022379336879	0.0043792626256475	0.00439417652426044	0.00439266240711057	0.00437244302900194	0.0043794933419799	0.00438003015992465	1.77542046210314e-05	0.00438019060997649	0.00437433654528327	1.25106900367904e-05	0.00437377078905404	0.00436811373984032	9.53372317560657e-06	1.27754027915513e-05	2.90905067540534e-06	1.00358971826043e-05	9.49178432598604e-06	1.35006066925521e-05	5.49747589499643e-06	7.74568900023438e-06	2.37077418404569e-06	9.09893976691848e-06	8.65186402909188e-06	2.22483720222212e-06	1.18979306305066e-05	1.00653965880655e-05	8.48190270571338e-06	0.00436276438091414	3.77765965000732e-06	3.98032164521683e-06	3.78633481316718e-06	2.31741707336634e-06	3.3285643281676e-06	5.0769877232472e-06	1.8917985026818e-06	3.6098049598894e-06	3.19402627672755e-06	2.27695493872385e-06	1.63252866578248e-06	2.97094708242463e-06	5.97110949951793e-06	1.38921187723259e-06	3.44445905746471e-06	2.22483720222212e-06	2.89400248305849e-06	2.41882403427178e-06	3.6850797788631e-06	6.8936868534619e-07	1.39991759885847e-06	1.97727629410691e-06	1.56149761094506e-06	8.83705616215243e-09	1.39291801086417e-06	2.41882403427177e-06	1.51070450578365e-06	1.56149761094506e-06	2.95441562180924e-06	0.00435545549494077	2.27903613594396e-06	1.56149761094507e-06	6.89368685346191e-07	5.13065686832869e-06	0.00435545549494077	2.31741707336634e-06	1.97727629410691e-06	1.39291801086417e-06	1.38921187723259e-06	1.38921187723259e-06	9.1053160740471e-07	1.97727629410691e-06	1.39291801086417e-06	1.56149761094506e-06	1.39291801086417e-06	1.56149761094506e-06	1.56149761094506e-06	1.56149761094506e-06	1.46024257664098e-06
"Manilkara_butugi"	0.000738291483157632	0.000868960322502811	0.000309756306159237	0.000632409375426514	0.000749633633056035	1.00116044374632	0.000748904516641282	0.00062964222922958	0.000758100679533935	0.000209853101027386	0.000345682842566865	0.000303941000911561	0.00020752878352298	0.000409981478931777	0.000154417629977946	0.000223371354937327	0.000216788897573419	0.000188410678951891	0.000114604297379087	0.000207370172876742	2.44328444378508e-05	8.09026341260545e-05	9.33997855477198e-05	0.000105498434799744	9.40773392525466e-05	0.000144882658552148	8.47015907117483e-05	0.000104742112949592	2.74781484045744e-05	8.14826442647068e-05	2.12167697251958e-07	8.10370552671542e-05	7.01543200180046e-08	0.00593311130151192	0.00592961285840297	0.00594033882765803	0.00592860984124177	5.10582131789349e-06	0.00591512477446015	1.96386162235606e-05	0.00593431833810498	0.00592108682531339	0.00591640512170076	2.45876496687708e-05	0.0059187824186524	3.89401937730154e-05	0.00592744196392944	0.00590452711257326	0.00591248733760362	0.00591520104301343	1.66667300802891e-05	2.79266146614118e-05	0.00591228023629397	0.00590123191877979	0.00591342578998962	1.18768628943826e-05	9.67404407125187e-06	1.43023967155348e-05	2.98902497578454e-06	1.12925721774904e-05	8.95077638131947e-06	1.23461569163433e-05	4.99271431346895e-06	7.6590089010483e-06	2.37802223372253e-06	8.58377061083478e-06	8.29476817869531e-06	2.8030978145252e-06	1.22928517017398e-05	1.08555741022248e-05	5.4896595897589e-06	1.01302229221877e-05	4.89924729498532e-06	3.5570397870973e-06	4.44374555487548e-06	2.92843913522698e-06	3.31390646962936e-06	5.21570261055689e-06	2.03334559598547e-06	4.01794469198808e-06	3.18942927114648e-06	2.3431525298648e-06	1.54878153079618e-06	3.07379123102939e-06	0.00589459408571448	1.05498434799744e-06	3.6669210797607e-06	2.8030978145252e-06	2.95273406082029e-06	1.91639204674701e-06	4.77390597428354e-06	4.5796914007624e-07	1.40308640036009e-06	2.4691631611919e-06	1.64064774035029e-06	7.07225657506527e-09	1.39607096835829e-06	1.91639204674701e-06	1.10298307127104e-06	1.64064774035029e-06	3.03671870870858e-06	3.25927666546103e-06	1.88662530475436e-06	1.64064774035029e-06	4.57969140076241e-07	7.33139690056084e-06	3.25927666546103e-06	2.92843913522698e-06	2.4691631611919e-06	1.39607096835829e-06	1.05498434799744e-06	1.05498434799744e-06	4.0721407396418e-07	2.4691631611919e-06	1.39607096835829e-06	1.64064774035029e-06	1.39607096835829e-06	1.64064774035029e-06	1.64064774035029e-06	1.64064774035029e-06	1.97080815975835e-06
"Antiaris_toxicaria"	0.000816476680119709	0.000955103488574581	0.000450758348679985	0.000703669547589478	0.000723962141503051	0.000795711048931363	1.00095163231844	0.000544425535437619	0.000509675152909082	0.000222838218780229	0.00036711964350097	0.000288007279743204	0.000185553767406611	0.000400541242589184	0.000181356662593505	0.000202344161448474	0.00019541610310758	0.000269511288176917	8.69275978156449e-05	0.000185449002219069	7.82249897114769e-05	8.59113407956786e-05	9.91597823412828e-05	0.000112055983813559	0.000151963248931535	2.97237151426109e-05	8.99345064619404e-05	0.000163365668067961	2.91682103753636e-05	0.00013864282220766	2.32587518718665e-07	8.6084465774838e-05	6.35503019624604e-08	0.00629922446738527	0.00629592027666299	0.00630940896939352	0.00629491062800866	6.20051632828052e-06	0.00628418917237042	2.17850500474589e-05	0.00630111866914156	0.00628757343079903	0.00628176641902136	2.3547603964701e-05	0.00628482810131014	3.89572079012605e-05	3.98418687888301e-05	1.8216811101398e-05	0.00628005094241009	0.00628205041361409	1.88311156143858e-05	0.00628291094618336	0.00627794536464306	0.00626838473571278	0.00627920323577573	1.09471112786631e-05	9.89310113521731e-06	0.00626767929993371	3.24624830241622e-06	1.29013324697054e-05	1.00717462129155e-05	1.43568007944243e-05	6.63658520346574e-06	7.28159444178564e-06	3.08025985677534e-06	9.26222475960559e-06	8.87458526181729e-06	3.08097899540187e-06	1.15724576250621e-05	1.15700352797679e-05	6.77110772720022e-06	9.9597836246113e-06	4.63751890388775e-06	3.94672458488059e-06	4.89537161789011e-06	2.86100887563703e-06	2.86539755493483e-06	5.98823289750953e-06	1.92780144891198e-06	4.876074911264e-06	4.06818436588817e-06	2.17203685976275e-06	2.25379174339992e-06	3.07191476106148e-06	8.32119003550145e-06	1.12055983813559e-06	3.7344411541096e-06	3.08097899540188e-06	2.91731404807434e-06	2.13233196239236e-06	4.8574890236526e-06	4.86136839589393e-07	1.27100603924921e-06	2.62228316786408e-06	1.81439262248824e-06	7.75291729062218e-09	1.26465100905296e-06	2.13233196239236e-06	1.29540473281075e-06	1.81439262248824e-06	3.0790436315412e-06	3.14766148479588e-06	1.68685243096919e-06	1.81439262248824e-06	4.86136839589393e-07	5.7728687688858e-06	3.14766148479588e-06	2.86100887563703e-06	2.62228316786407e-06	1.26465100905296e-06	1.12055983813559e-06	1.12055983813559e-06	1.30374982852462e-06	2.62228316786407e-06	1.26465100905296e-06	1.81439262248824e-06	1.26465100905296e-06	1.81439262248824e-06	1.81439262248824e-06	1.81439262248824e-06	1.77651002825073e-06
"Blighia_unijugata"	0.000914471628909615	0.000767030047451363	0.000196001329298834	0.00103129726886787	0.000765569795478549	0.000563364099836993	0.000458463608789574	1.00155495775795	0.000356418207416507	0.000187785081901078	0.000286573304458149	0.000293435150045377	0.000255066408505764	0.000179858179133534	0.000163526144440044	0.000269394832732182	8.72385777873717e-05	0.00036972924842	0.000171895762925654	0.000210984422832601	2.18568167347746e-05	9.7684424142969e-05	0.000108835419499901	0.000119806217071745	0.000153386494065562	0.000198903943025204	7.57881799648391e-05	4.58330867134928e-05	4.98790148711435e-05	7.30466218077727e-05	2.16973349892146e-07	7.26274436551307e-05	8.46089298781979e-08	0.00531274953141877	0.0053048401935886	0.00531816811019194	0.00530550500148886	6.13730906084241e-06	2.22211175858149e-05	2.12208739981491e-05	0.00531638096288929	0.00530218011965872	0.005294782890156	0.00529841703835722	0.00529577768980184	0.00531128615903365	0.00530850332799205	0.00528893101234144	0.00529449860795895	0.00529661900231087	2.07785533879497e-05	2.31643319665072e-05	0.00529235620432826	1.19704549550937e-05	1.961794824833e-05	1.22709182605693e-05	0.00527897347582656	1.48381720770632e-05	3.66023291107085e-06	1.04102018243774e-05	1.01742882903615e-05	1.3624652665701e-05	5.06016380533791e-06	8.15504695831843e-06	1.15735825879811e-06	0.00527986036033655	9.22055084808033e-06	2.47429047564956e-06	1.23512105715841e-05	1.16347793983347e-05	5.90383832304464e-06	0.00527982774967907	2.07777925941044e-06	5.15730241434823e-06	4.50644965100426e-06	1.28470127952524e-06	0.00527134188293656	4.96840015548472e-06	1.96346677863225e-06	3.02695882119524e-06	3.01216582184887e-06	2.74935712208816e-06	9.80006646494168e-07	1.96112186874265e-06	5.8597508083187e-06	1.19806217071745e-06	3.98839350899054e-06	2.47429047564956e-06	3.49764136290783e-06	3.12514323899354e-06	3.26736845553475e-06	8.31316914519058e-07	1.69217859756396e-06	2.04695217470107e-06	2.0321591753547e-06	7.23244499640486e-09	1.68371770457614e-06	3.12514323899354e-06	1.16804388885746e-06	2.0321591753547e-06	3.71587687993083e-06	3.32856432816761e-06	2.31878553187058e-06	2.0321591753547e-06	8.31316914519059e-07	5.67098757768288e-06	3.32856432816761e-06	1.28470127952524e-06	2.04695217470107e-06	1.68371770457614e-06	1.19806217071745e-06	1.19806217071745e-06	3.64280278912909e-07	2.04695217470107e-06	1.68371770457614e-06	2.0321591753547e-06	1.68371770457614e-06	2.0321591753547e-06	2.0321591753547e-06	2.0321591753547e-06	7.93077979885197e-07
"Morus_mesozygia"	0.000585335370070669	0.000625247533289222	0.000369946639300514	0.00102317665707852	0.000623721551833089	0.00092055082514835	0.000582485889038951	0.000483710424350973	1.00145616672711	0.000254572975335046	0.000241089904802016	0.000190592670410542	0.000138748861533484	0.000288836975216548	0.000318321472282599	0.000157723765823564	0.000149886508911478	0.000228319101734681	0.000258004392680128	0.000138710284404027	8.92758232525263e-05	9.80193028873773e-05	6.54449509406707e-05	6.26648677951061e-05	0.000292748444942884	7.35093304605042e-05	0.000102741231626472	0.00012160475160081	3.31814583668964e-05	9.32561526979645e-05	1.49145108753787e-07	3.3216574618482e-05	4.95363586129284e-08	0.00719382268483308	0.00719112382480356	0.00720399934287684	0.00719264860290249	6.25101378780664e-06	2.63933137037877e-05	1.98716789712457e-05	0.00719760022333834	3.19593235218073e-05	0.00717908122022286	2.44992636625514e-05	0.00718135227890113	3.75729934612297e-05	0.00718832343318166	1.83160456522786e-05	2.51591209625692e-05	2.58158831545499e-05	1.92188407937382e-05	0.00717989404347316	0.00717476464364692	1.44363357054172e-05	0.00717361884012751	1.06549141293919e-05	8.96405245673283e-06	1.39841063186275e-05	2.93440031494667e-06	1.25325902987852e-05	1.06134357934563e-05	1.56360935685081e-05	5.62418238726566e-06	6.98549582310754e-06	2.85053501401009e-06	9.02275312758141e-06	8.20164178834061e-06	2.01692752673942e-06	0.00716593818919908	9.41089666936626e-06	4.24342465365857e-06	9.65895776405031e-06	3.42572587801475e-06	4.40128059130407e-06	3.31767279356313e-06	2.06312125154677e-06	2.54584433868933e-06	4.42109626606322e-06	1.27558930636207e-06	3.5718039450884e-06	3.15047846332628e-06	1.81402689160609e-06	1.84973319650257e-06	3.63632942848654e-06	0.00715867333861887	6.26648677951062e-07	2.57136306956065e-06	2.01692752673943e-06	2.07652271874179e-06	3.10053532448036e-06	3.3795321532074e-06	5.5302430611494e-07	9.90727172258566e-07	1.72207074858583e-06	1.30074526682371e-06	4.97150362512625e-09	9.85773536397273e-07	3.10053532448036e-06	2.27372480201856e-06	1.30074526682371e-06	2.28651880322098e-06	2.71183283405691e-06	1.26135328666804e-06	1.30074526682371e-06	5.53024306114941e-07	0.00715635886908954	2.71183283405691e-06	2.06312125154677e-06	1.72207074858583e-06	9.85773536397273e-07	6.26648677951061e-07	6.26648677951061e-07	1.48793038754211e-06	1.72207074858583e-06	9.85773536397273e-07	1.30074526682371e-06	9.85773536397273e-07	1.30074526682371e-06	1.30074526682371e-06	1.30074526682371e-06	1.36260462646798e-06
