"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"R11"	0.00111400837181095	0.000210362695849315	0.000690482651972067	0.000633680008446552	0.00111066801378697	0.00111082858646984	0.000633680008446552	0.00111400837181095	0.00111379221520305	0.000210362695849315	1.00110732300212	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.0336580313358904	3.18288106231699e-05	0.000140533348725281	9.53006885968151e-05	0.0334877613603968	6.99566997126104e-05	0.033485430248458	4.12585176979057e-05
"R12"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	1.00062849947757	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"R13"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	0.000628499477568158	1.00062849947757	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"R14"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	0.000628499477568158	0.000628499477568158	1.00062849947757	0.000628499477568158	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"R15"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	0.000628499477568158	0.000628499477568158	0.000628499477568158	1.00062849947757	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"R16"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	1.00062849947757	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"C1"	0.00635316887562514	0.00628499477568158	0.00631088087547945	0.00633206791685208	0.00633411848788989	0.00633322162105593	0.00633206791685208	0.00635316887562514	0.00635556213547075	0.00628499477568158	0.00631088087547945	0.00628499477568158	0.00628499477568158	0.00628499477568158	0.00628499477568158	0.00628499477568158	1.00559916410905	0.000181519110732147	0.000989305070226901	0.000652277941956468	0.000989305070226901	0.000398977287945705	0.000946385049402133	0.000344076461466523
"C2"	0.050197467360179	9.07595553660735e-06	4.77432159347549e-05	6.93432751328703e-05	8.98055176576206e-05	0.000101746994254404	6.93432751328703e-05	0.050197467360179	0.000125909106939407	9.07595553660735e-06	4.77432159347549e-05	9.07595553660735e-06	9.07595553660735e-06	9.07595553660735e-06	9.07595553660735e-06	9.07595553660735e-06	0.00145215288585718	1.00143421335315	0.00144420827645039	0.00144058189603415	0.00144420827645039	0.00143804699456077	0.00144302598597624	4.57243253302063e-06
"C3"	0.0126368224189409	1.23663133778363e-05	0.0125579105101488	0.0126008092393261	0.0125989300888384	0.0125971421955967	0.0126008092393261	0.0126368224189409	0.0126415906995661	1.23663133778363e-05	5.27000057719803e-05	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	0.0019786101404538	0.000361052069112598	1.00196819705423	0.00129765719331336	0.00155135670408436	0.000793589065875477	0.00146592135151627	0.000684626522423989
"C4"	0.016806788787065	1.08712990326078e-05	4.76503442984076e-05	0.0167799539871838	0.0167647258745654	8.73311784193601e-05	0.0167799539871838	0.016806788787065	0.0168131586267935	1.08712990326078e-05	4.76503442984075e-05	1.08712990326078e-05	1.08712990326078e-05	1.08712990326078e-05	1.08712990326078e-05	1.08712990326078e-05	0.00173940784521725	0.000480193965344715	0.00173020959108447	1.00172687462271	0.00173020959108447	0.000722128569295866	0.00106059977640707	0.000911386139870117
"C5"	0.0126368224189409	1.23663133778363e-05	5.27000057719803e-05	0.0126008092393261	0.0125989300888384	0.0125971421955967	0.0126008092393261	0.0126368224189409	0.0126415906995661	1.23663133778363e-05	0.0125579105101488	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	1.23663133778363e-05	0.0019786101404538	0.000361052069112598	0.00155135670408436	0.00129765719331336	1.00196819705423	0.000793589065875477	0.00146592135151627	0.00068462652242399
"C6"	0.0251658224048134	9.97443219864262e-06	5.24675247844578e-05	7.97858379698178e-05	9.03604656637414e-05	0.025111818015717	7.97858379698178e-05	0.0251658224048134	0.0251419499681944	9.97443219864262e-06	5.24675247844578e-05	9.97443219864262e-06	9.97443219864262e-06	9.97443219864262e-06	9.97443219864262e-06	9.97443219864262e-06	0.00159590915178282	0.000719023497280383	0.00158717813175095	0.0010831928539438	0.00158717813175095	1.00158043057143	0.00158573561572498	0.000362362147350141
"C7"	0.0144302598597624	1.35197864200305e-05	0.0143508986779106	7.75230972183421e-05	0.0143869918368809	0.0143944937774426	7.75230972183421e-05	0.0144302598597624	0.0144166136210547	1.35197864200305e-05	0.0143508986779106	1.35197864200305e-05	1.35197864200305e-05	1.35197864200305e-05	1.35197864200305e-05	1.35197864200305e-05	0.00216316582720488	0.000412293138850353	0.00167533868744717	0.00090908552263463	0.00167533868744717	0.00090613463755713	1.00215060105282	0.000209052547046658
"C8"	0.000106690092437148	1.14692153822174e-05	4.12585176979057e-05	0.0334814183486258	9.44589397743759e-05	7.615814002371e-05	0.0334814183486258	0.000106690092437148	0.0335004655051057	1.14692153822174e-05	4.12585176979057e-05	1.14692153822174e-05	1.14692153822174e-05	1.14692153822174e-05	1.14692153822174e-05	1.14692153822174e-05	0.00183507446115479	3.04828835534708e-06	0.00182567072646397	0.00182277227974023	0.00182567072646397	0.000483149529800188	0.000487789276442203	1.00181783481259
