"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"R1"	1.00197467360179	9.07595553660735e-05	0.000477432159347549	0.000693432751328702	0.000898055176576206	0.00101746994254404	0.000693432751328702	0.00197467360179038	0.00125909106939407	9.07595553660735e-05	0.000477432159347549	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	0.0145215288585718	0.0143421335314797	0.0144420827645039	0.0144058189603415	0.0144420827645039	0.0143804699456077	0.0144302598597624	4.57243253302063e-05
"R2"	0.000635316887562514	1.00062849947757	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	0.000628499477568158	0.000631088087547945	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
"R3"	0.00111400837181095	0.000210362695849315	1.00110732300212	0.000633680008446552	0.00111066801378697	0.00111082858646984	0.000633680008446552	0.00111400837181095	0.00111379221520305	0.000210362695849315	0.000690482651972067	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.000210362695849315	0.0336580313358904	3.18288106231699e-05	0.0334877613603968	9.53006885968151e-05	0.000140533348725281	6.99566997126104e-05	0.033485430248458	4.12585176979057e-05
"R4"	0.000970805851860184	0.000126641358337042	0.000380208005067931	1.00163590117463	0.00096782326959813	0.00063381990661385	0.00163590117462628	0.000970805851860184	0.00163904735333004	0.000126641358337042	0.000380208005067931	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.0202626173339267	2.77373100531481e-05	0.0201612947829218	0.0201359447846206	0.0201612947829218	6.38286703758543e-05	0.000108532336105679	0.0200888510091755
"R5"	0.00125727724720669	0.000126682369757798	0.000666400808272185	0.00096782326959813	1.00125367392754	0.000920186619362228	0.00096782326959813	0.00125727724720669	0.00125737031564902	0.000126682369757798	0.000666400808272185	0.000126682369757798	0.000126682369757798	0.000126682369757798	0.000126682369757798	0.000126682369757798	0.0202691791612477	3.59222070630482e-05	0.0201582881421415	0.0201176710494785	0.0201582881421415	7.22883725309931e-05	0.0201417885716333	5.66753638646255e-05
"R6"	0.00142445791956166	0.000126664432421119	0.000666497151881906	0.00063381990661385	0.000920186619362228	1.00142067635611	0.00063381990661385	0.00142445791956166	0.00142394614247704	0.000126664432421119	0.000666497151881906	0.000126664432421119	0.000126664432421119	0.000126664432421119	0.000126664432421119	0.000126664432421119	0.020266309187379	4.06987977017616e-05	0.0201554275129548	0.000104797414103232	0.0201554275129548	0.0200894544125736	0.0201522912884196	4.5694884014226e-05
"R7"	0.000970805851860184	0.000126641358337042	0.000380208005067931	0.00163590117462628	0.00096782326959813	0.00063381990661385	1.00163590117463	0.000970805851860184	0.00163904735333004	0.000126641358337042	0.000380208005067931	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.000126641358337042	0.0202626173339267	2.77373100531481e-05	0.0201612947829218	0.0201359447846206	0.0201612947829218	6.38286703758543e-05	0.000108532336105679	0.0200888510091755
"R8"	0.00197467360179038	9.07595553660735e-05	0.000477432159347549	0.000693432751328702	0.000898055176576206	0.00101746994254404	0.000693432751328702	1.00197467360179	0.00125909106939407	9.07595553660735e-05	0.000477432159347549	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	9.07595553660735e-05	0.0145215288585718	0.0143421335314797	0.0144420827645039	0.0144058189603415	0.0144420827645039	0.0143804699456077	0.0144302598597624	4.57243253302063e-05
"R9"	0.00125909106939407	9.07937447924394e-05	0.000477339520801308	0.00117074810952146	0.000898121654035016	0.0010171043874836	0.00117074810952146	0.00125909106939407	1.00173587044651	9.07937447924394e-05	0.000477339520801308	9.07937447924394e-05	9.07937447924394e-05	9.07937447924394e-05	9.07937447924394e-05	9.07937447924394e-05	0.0145269991667903	3.59740305541163e-05	0.0144475322280755	0.0144112788229658	0.0144475322280755	0.0143668285532539	0.0144166136210547	0.014357342359331
"R10"	0.000635316887562514	0.000628499477568158	0.000631088087547945	0.000633206791685208	0.00063341184878899	0.000633322162105593	0.000633206791685208	0.000635316887562514	0.000635556213547076	1.00062849947757	0.000631088087547945	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.000628499477568158	0.100559916410905	1.81519110732147e-05	9.89305070226901e-05	6.52277941956468e-05	9.89305070226901e-05	3.98977287945705e-05	9.46385049402133e-05	3.44076461466523e-05
