"Microtus_agrestis"	"Apodemus_sylvaticus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Sorex_minutus"	"Ctenophthalmus_nobilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Ctenophthalmus_bisoctodentatus"	"Doratopsylla_dasycnema"	"Hystrichopsylla_talpae"
"Microtus_agrestis"	1.0051055081541	0.00141480360633425	0.00168893822256615	0.00107943793968533	0.000406161089164315	0.000406161089164315	0.0203080544582158	0.0201728503433986	0.0201983055156303	0.0201021101630819	0.0201443336186461	4.22234555641536e-05	4.22234555641536e-05
"Apodemus_sylvaticus"	0.00353700901583562	1.00352233399178	7.63920203378246e-06	0.00101404559579028	0.00100999114778505	0.00100999114778505	0.0504995573892523	0.0502468568799057	0.000121633440157071	7.07401803167123e-05	7.09311603675569e-05	1.90980050844561e-07	1.90980050844561e-07
"Sorex_araneus"	0.00211117277820768	3.81960101689123e-06	1.00713882495642	0.000843795006896788	1.69887923614132e-06	1.69887923614132e-06	8.49439618070659e-05	4.24144356149982e-05	0.0252628838298194	4.22234555641536e-05	0.0252206940794746	0.0251784706239104	0.0251784706239104
"Clethrionomys_glareolus"	0.00269859484921332	0.00101404559579028	0.00168759001379358	1.00268315586831	0.00100881188695159	0.00100881188695159	0.0504405943475796	0.00010467417677378	0.0502303194407446	5.39718969842663e-05	9.61616473291058e-05	4.21897503448394e-05	4.21897503448394e-05
"Neomys_fodiens"	0.00203080544582158	0.00201998229557009	6.79551694456527e-06	0.00201762377390318	1.00201290153439	0.00201290153438534	0.100645076719267	0.000141615223694936	0.000141667185535205	4.06161089164315e-05	4.07859968400457e-05	1.69887923614132e-07	1.69887923614132e-07
"Sorex_minutus"	0.00203080544582158	0.00201998229557009	6.79551694456527e-06	0.00201762377390318	0.00201290153438534	1.00201290153439	0.100645076719267	0.000141615223694936	0.000141667185535205	4.06161089164315e-05	4.07859968400457e-05	1.69887923614132e-07	1.69887923614132e-07
"Ctenophthalmus_nobilis"	0.0203080544582158	0.0201998229557009	6.79551694456527e-05	0.0201762377390318	0.0201290153438534	0.0201290153438534	1.00645076719267	0.00141615223694936	0.00141667185535205	0.000406161089164315	0.000407859968400457	1.69887923614132e-06	1.69887923614132e-06
"Megabothris_walkeri"	0.0504321258584966	0.0502468568799057	8.48288712299964e-05	0.00010467417677378	7.0807611847468e-05	7.0807611847468e-05	0.0035403805923734	1.00352098536117	0.00101599694778937	0.00100864251716993	0.00101076323895068	2.12072178074991e-06	2.12072178074991e-06
"Palaeopsylla_soricis"	0.0336638425260506	8.1088960104714e-05	0.0336838451064259	0.0334868796271631	4.72223951784016e-05	4.72223951784016e-05	0.00236111975892008	0.000677331298526247	1.00318971695954	0.000673276850521011	0.00151537297818166	0.000842096127660647	0.000842096127660647
"Amalaraeus_penicilliger"	0.10051055081541	0.000141480360633425	0.000168893822256615	0.000107943793968533	4.06161089164315e-05	4.06161089164315e-05	0.00203080544582158	0.00201728503433986	0.00201983055156303	1.00201021101631	0.00201443336186461	4.22234555641536e-06	4.22234555641536e-06
"Ctenophthalmus_bisoctodentatus"	0.0503608340466152	7.09311603675569e-05	0.0504413881589491	9.61616473291057e-05	2.03929984200228e-05	2.03929984200228e-05	0.00101964992100114	0.00101076323895068	0.00227305946727249	0.0010072166809323	1.00226825138491	0.00126103470397373	0.00126103470397373
"Doratopsylla_dasycnema"	0.000211117277820768	3.81960101689123e-07	0.100713882495642	8.43795006896788e-05	1.69887923614132e-07	1.69887923614132e-07	8.49439618070659e-06	4.24144356149982e-06	0.00252628838298194	4.22234555641536e-06	0.00252206940794746	1.00251784706239	0.00251784706239104
"Hystrichopsylla_talpae"	0.000211117277820768	3.81960101689123e-07	0.100713882495642	8.43795006896788e-05	1.69887923614132e-07	1.69887923614132e-07	8.49439618070659e-06	4.24144356149982e-06	0.00252628838298194	4.22234555641536e-06	0.00252206940794746	0.00251784706239104	1.00251784706239
