"Catostomus_catostomus"	"Catostomus_commersoni"	"Catostomus_macrocheilus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Lota_lota"	"Mylocheilus_caurinus"	"Oncorhynchus_nerka"	"Prosopium_coulteri"	"Prosopium_williamsoni"	"Ptychocheilus_oregonensis"	"Rhinichthys_cataractae"	"Richardsonius_balteatus"	"Salmo_gairdneri"	"Salvelinus_malma"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Acolpenteron_catostomi"	"Anoncohaptor_anomalum"	"Pellucidhaptor_pellucidhaptor"	"Pseudomurraytrema_copulata"	"Tetraonchus_borealis"	"Tetraonchus_variabilis"	"Octomacrum_lanceatus"	"Allocreadium_isosporum"	"Bunodera_luciopercae"	"Crepidostomum_farionis"	"Phyllodistomum_sp."	"Diplostomum_sp.1_(L)"	"Diplostomum_sp.2_(L)"	"Neascus_sp_(L)"	"Tetracotyle_sp._(L)"	"Glaridacris_catostomi"	"Glaridacris_sp."	"Glaridacris_vogei"	"Hunterella_nodulosa"	"Monobothrium_sp."	"Proteocephalus_ptychocheilus"	"Proteocephalus_salmonidicola"	"Proteocephalus_sp."	"Proteocephalus_tumidocollus"	"Bothriocephalus_opsariichthydis"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Ligula_intestinalis_(L)"	"Hysterothylacium_brachyurum"	"Raphidascaris_acus"	"Eustrongylides_sp._(L)"	"Philometroides_huronensis"	"Philonema_agubernaculum"	"Philonema_sp."	"Haplonema_hamatulum"	"Truttaedacnitis_truttae"	"Cystidicola_farionis"	"Cystidicoloides_tenuissima"	"Rhabdochona_canadensis"	"Rhabdochona_cascadilla"	"Rhabdochona_cotti"	"Rhabdochona_kisutchi"	"Rhabdochona_milleri"	"Rhabdochona_zacconis"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_cylindratus"	"Neoechinorhynchus_rutili"	"Octospinifer_macilentus"	"Pomphorhynchus_bulbocolli"	"Ergasilus_nerkae"	"Salmincola_californiensis"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Catostomus_catostomus"	1.00362239225655	0.00306768761470158	0.00251509456238934	8.21507142727222e-05	8.06576894370625e-05	3.96698098129075e-07	8.81882386139556e-07	8.07541571063474e-05	6.08126477906542e-08	8.18361411244746e-05	8.21994221250887e-05	8.04608552396332e-05	8.08103607443776e-05	8.25132270782165e-05	8.11284159619387e-05	8.07409798092715e-05	8.12443113422615e-05	0.0111681272110442	0.0111960152802688	1.01012950930472e-06	0.0111960152802688	9.02714570469572e-07	5.45574274163165e-07	1.67672970825956e-05	7.64905121587235e-07	5.15707669238853e-07	5.51222683105188e-06	1.4129760815316e-06	2.59654177361918e-06	2.40313283242279e-05	7.47267473864444e-07	0.0112081971348809	0.0111792479831862	1.67672970825956e-05	1.67672970825956e-05	4.46553663071554e-05	0.0111792479831862	7.47267473864444e-07	4.77225976246699e-07	2.74157580542983e-06	5.15707669238854e-07	7.64905121587235e-07	5.05712004301906e-06	3.33289832982226e-06	2.35442433325576e-06	4.8515993820928e-07	7.47267473864443e-07	2.38473272208369e-06	0.0111960152802688	1.06128194340202e-06	4.15999804513826e-06	4.8515993820928e-07	2.43562991752951e-06	1.91992224829066e-06	1.41842223970843e-06	4.77225976246699e-07	1.75739698316916e-06	1.34429482395104e-06	4.77225976246699e-07	4.02304276198166e-06	1.67672970825956e-05	0.0111960152802688	1.01012950930472e-06	6.08126477906542e-06	0.0111960152802688	4.72854228671491e-05	4.76602008111783e-05	1.41282966711965e-06	1.37434797412749e-06	1.44828884463274e-06
"Catostomus_commersoni"	0.00250992623021038	1.00324770426547	0.0023415620298925	0.000350026829812269	6.63607632032135e-05	5.77670763365046e-07	0.000131687335736939	6.68797467266594e-05	1.20928496870054e-07	0.000220032416081303	0.000351013714298388	6.5926739014767e-05	6.67078623550526e-05	0.000350985682501838	6.72960155944442e-05	6.6670462106263e-05	0.000197531408741606	4.34984827571765e-05	0.00916393215789786	8.33848279438158e-07	0.00916393215789785	2.19479343046228e-06	1.46688277387536e-06	1.56104135326166e-05	5.82478048108776e-06	2.19366051563649e-06	1.1612138365642e-05	2.93676881259937e-06	1.01588970586486e-05	2.97934234258753e-05	3.19103376634898e-06	0.00918359474475704	0.00914832174436524	1.56104135326166e-05	1.56104135326166e-05	0.0091360440886733	0.00914832174436524	3.19103376634898e-06	3.95858915261436e-07	6.10611828422236e-06	2.19366051563649e-06	5.82478048108776e-06	1.12353551426129e-05	5.54029341402797e-06	1.93986099949171e-06	4.07412330528737e-07	3.19103376634898e-06	5.60250112392913e-06	0.00916393215789785	3.66054328951184e-06	1.04945722303211e-05	4.07412330528737e-07	4.79718511706509e-06	2.6035246014286e-06	4.38845394609877e-06	3.95858915261437e-07	4.02488204578714e-06	1.10601272005356e-06	3.95858915261436e-07	3.29633695073835e-06	1.56104135326166e-05	0.00916393215789785	8.33848279438158e-07	1.20928496870054e-05	0.00916393215789785	0.00914639593402727	0.0091497575913986	2.9344434279283e-06	1.13664182755325e-06	3.66167620433764e-06
"Catostomus_macrocheilus"	0.0015090567374336	0.00171714548858783	1.00479016856632	0.000318455777181545	0.000109929622544672	6.1545872808847e-05	9.69505791447475e-05	0.000110366962605716	1.40122970447083e-07	0.000223141035628046	0.000319223171889511	4.84630548717648e-05	0.000110298276970119	0.000319398897986332	0.000111078218857144	0.000110208463133922	0.000145439252079696	0.00671536842085804	0.00673097883439066	1.37872846212648e-06	0.00673097883439065	1.6159916897744e-06	1.48760690418697e-06	0.00669860112377544	4.84104041825415e-06	1.99624311241457e-06	1.32271781820158e-05	3.22254269692253e-06	9.40432665219608e-06	0.00671571760604444	2.90202883535919e-06	0.00675090354363683	3.23777106152123e-05	0.00669860112377544	0.00669860112377544	0.00671421153730806	3.23777106152123e-05	2.90202883535919e-06	6.53401287394964e-07	6.55186554790535e-06	1.99624311241457e-06	4.84104041825415e-06	1.13886388293601e-05	6.58808936777027e-06	3.21088883787102e-06	1.88431874357191e-06	2.90202883535919e-06	5.91218015022142e-06	0.00673097883439065	3.48385001660155e-06	1.01641003500943e-05	1.88431874357191e-06	5.36178978326232e-06	3.36554667084774e-06	3.61223480218897e-06	6.53401287394965e-07	4.28075729748568e-06	1.83216037574454e-06	6.53401287394964e-07	2.42315274358824e-06	0.00669860112377544	0.00673097883439065	1.37872846212648e-06	1.40122970447082e-05	0.00673097883439065	0.00672378197393184	0.00672584937030031	3.22078159168038e-06	1.87793976666077e-06	3.10359859396137e-06
"Coregonus_clupeaformis"	7.393564284545e-05	0.000385029512793496	0.000477683665772317	1.0015143727053	0.000291174970401233	0.000319437414733565	0.000396596979677558	0.000954049647678735	0.000100811518498629	0.0011246508644778	0.00072963053375721	7.24141774072298e-05	0.000517896797766963	0.00101788905824308	0.000958445615633734	0.000411106350756821	0.000755884645261492	4.00606491454267e-06	7.50633321266536e-06	6.47370997208704e-06	7.50633321266536e-06	8.39871828068324e-06	7.49767242985201e-06	3.18455777181545e-06	1.45649444458894e-05	6.36180661401923e-06	0.0100648820558726	1.69623582548941e-05	0.010036182381471	0.0100773424585299	6.63300485233828e-06	0.0100872949128271	4.32177544084991e-06	3.18455777181545e-06	3.18455777181545e-06	6.68482606993814e-06	4.32177544084991e-06	6.63300485233828e-06	5.63791538608079e-06	0.0100388798665099	6.36180661401923e-06	1.45649444458895e-05	0.0100582082397463	3.46657944125694e-05	1.13266261454409e-05	1.20266636807521e-05	6.63300485233827e-06	2.59204435828378e-05	7.50633321266535e-06	1.38594790438712e-05	0.0100536403914046	1.20266636807521e-05	2.40652427716945e-05	1.77034361576753e-05	1.47605248947025e-05	5.63791538608079e-06	1.31067148244253e-05	4.85291617335388e-06	5.63791538608079e-06	3.62070887036149e-06	3.18455777181545e-06	7.50633321266535e-06	6.47370997208704e-06	0.0100811518498629	7.50633321266535e-06	0.0100423210370192	0.0100511540224636	1.09296549557617e-05	1.02057637278232e-05	1.58963907105353e-05
"Cottus_cognatus"	0.000120986534155594	0.000121661399205891	0.000274824056361681	0.000485291617335388	1.00340967656293	0.000363792830580161	0.000420781401738687	0.000484740906582761	5.26654329962313e-07	0.000905687152340259	0.000276483397548826	0.000120471292450168	0.0011141327109377	0.000487029279449784	0.000907101390307457	0.00027546076602282	0.00033236214873003	3.17645519969558e-06	4.28246791974913e-06	1.39266588867213e-05	4.28246791974913e-06	3.692912763667e-06	6.03791434893506e-06	1.83216037574454e-06	1.09291134670358e-05	3.04393299656115e-06	0.0167591200428807	8.42994306970293e-06	2.9708688527111e-05	0.0167767601099898	2.51348543226205e-06	0.0167816510383084	2.4503075440046e-06	1.83216037574454e-06	1.83216037574454e-06	2.9381730957981e-06	2.4503075440046e-06	2.51348543226205e-06	5.33589053122033e-06	2.16127311266511e-05	3.04393299656115e-06	1.09291134670358e-05	3.14102520649106e-05	2.28644231278897e-05	0.0167374212682689	1.26117471428236e-05	2.51348543226205e-06	0.0167432840422971	4.28246791974913e-06	9.08184734549621e-06	2.83495768868792e-05	1.26117471428235e-05	1.74784130547479e-05	1.44344800581867e-05	6.73684576022815e-06	5.33589053122033e-06	1.64401443189834e-05	0.0167234946093822	5.33589053122033e-06	6.02356462250839e-06	1.83216037574454e-06	4.28246791974913e-06	1.39266588867213e-05	5.26654329962313e-05	4.28246791974913e-06	1.93864220469102e-05	2.54570484964159e-05	6.10460817459248e-06	8.39656570925166e-06	9.73082711260206e-06
"Lota_lota"	7.14056576632335e-07	1.2708756794031e-06	0.000184637618426541	0.000638874829467131	0.000436551396696193	1.00264218769259	1.43761479790231e-06	0.000639257034820269	0.000201245838280239	0.000642497920073049	0.000185138110581797	4.43984384356349e-07	0.00038672350980804	0.000641772058057392	0.00265341800055666	0.000388802402233617	0.000456037157977959	1.23885141813952e-06	1.25040483340682e-06	4.83404387260051e-06	1.25040483340682e-06	5.06707953308843e-06	4.28331946715366e-06	1.23091745617694e-06	1.71182602851984e-06	4.0110753628587e-06	0.0201025810302434	1.11139313053061e-05	1.29346181957916e-05	0.0201095820124632	1.68307373256179e-06	6.18470247408394e-05	1.94873772298824e-08	1.23091745617694e-06	1.23091745617694e-06	1.24247087144424e-06	1.94873772298824e-08	1.68307373256179e-06	1.5608341179745e-05	3.33832648840174e-05	4.0110753628587e-06	1.71182602851984e-06	4.67814464714492e-05	3.53256186436895e-05	1.21099004842037e-05	0.0200684520950316	1.68307373256179e-06	2.71962695544599e-05	1.25040483340682e-06	8.29439483001236e-06	4.24614197799646e-05	0.0200684520950316	2.8222762701242e-05	2.42116873383833e-05	9.07815489594714e-06	1.5608341179745e-05	6.51711760516229e-06	7.27585661160321e-06	1.5608341179745e-05	2.21992192178174e-08	1.23091745617694e-06	1.25040483340682e-06	4.83404387260051e-06	0.0201245838280239	1.25040483340682e-06	1.76086877286897e-05	1.84212000905825e-05	8.33110205434333e-06	1.99283678712297e-05	9.35039900024209e-06
"Mylocheilus_caurinus"	1.5873882950512e-06	0.000289712138621266	0.000290851737434243	0.000793193959355116	0.000504937682086425	1.43761479790231e-06	1.00330109583574	2.81138488983384e-06	2.57887609841977e-07	0.00050680532362864	0.00281004570008422	4.61659704905935e-07	0.000507495808954138	0.000291621656109288	0.00050650148366194	2.35100417965856e-06	0.000289841835860216	1.95664923061774e-06	4.59039594535652e-06	6.34369761192672e-06	4.59039594535652e-06	3.22046484289129e-06	3.37870215752426e-06	1.93901158289495e-06	0.0200915677867155	1.82263535068305e-06	2.78087803773977e-05	1.85387296057009e-06	0.020105843423921	5.84430169987566e-05	2.55458700007656e-05	6.43091968933967e-05	2.65138436246157e-06	1.93901158289495e-06	1.93901158289495e-06	4.57275829763373e-06	2.65138436246157e-06	2.55458700007657e-05	2.97942049212906e-06	1.43212998530915e-05	1.82263535068305e-06	0.0200915677867155	1.93905223153287e-05	8.23811787888629e-06	1.47593256467005e-05	3.00817278808711e-06	2.55458700007656e-05	0.0200807956673992	4.59039594535652e-06	5.20133750820732e-06	1.93644000466659e-05	3.00817278808711e-06	8.20688026899925e-06	6.3842449183162e-06	5.04310019357434e-06	2.97942049212906e-06	3.18895676126924e-05	8.41562803477375e-06	2.97942049212906e-06	2.30829852452967e-08	1.93901158289495e-06	4.59039594535652e-06	6.34369761192672e-06	2.57887609841977e-05	4.59039594535652e-06	4.32519054001578e-05	0.0201091155848003	1.84875761934592e-06	3.00554276079193e-06	6.59916700041555e-06
"Oncorhynchus_nerka"	8.07541571063473e-05	8.1741912665917e-05	0.000183944937676193	0.00106005516408748	0.000323160604388507	0.000355142797122372	1.56188049435213e-06	1.00183902752167	0.000112052238588323	0.0012872563139938	0.000184113152194883	8.04082026666209e-05	0.000295690634822741	0.00156651497380777	0.00128862781969541	0.000680142770443264	0.000680815019582967	2.1235679968007e-06	2.86667629376358e-06	3.69613293528427e-06	2.86667629376358e-06	7.56461132869963e-06	8.58170875995869e-06	1.22629958450796e-06	1.70499353893143e-06	9.79071858629858e-06	0.0111881513702175	0.0111413354688271	1.60016781150905e-05	0.0111947400892315	1.67375592904439e-06	0.0112008626314603	1.64037670925563e-06	1.22629958450796e-06	1.22629958450796e-06	1.96940788147084e-06	1.64037670925563e-06	1.67375592904439e-06	7.5801636452671e-06	0.0111583071742869	9.79071858629859e-06	1.70499353893143e-06	0.0111832196460957	0.0111650544831262	9.08214300842605e-06	1.46830195877145e-05	1.67375592904439e-06	2.15791200882546e-05	2.86667629376358e-06	1.83724273462573e-05	0.0111756625042019	1.46830195877145e-05	3.35097328853384e-05	2.37190142990398e-05	1.73553299149982e-05	7.5801636452671e-06	5.36988886432866e-06	5.38601007314179e-06	7.5801636452671e-06	4.02041013333105e-06	1.22629958450796e-06	2.86667629376358e-06	3.69613293528427e-06	0.0112052238588323	2.86667629376358e-06	3.26161427976473e-05	3.16302829762753e-05	1.73478604801126e-05	1.51373055390811e-05	1.61463200886583e-05
"Prosopium_coulteri"	5.47313830115888e-07	1.33021346557059e-06	2.10184455670624e-06	0.00100811518498629	3.15992597977388e-06	0.0010062291914012	1.28943804920988e-06	0.00100847014729491	1.00100195656099	0.00101207989073741	3.30271709587073e-06	5.41836521265959e-07	0.00100761351578136	0.00101283224638901	0.00101472543618646	0.0010082767269239	0.00100843791082137	2.00935618237737e-08	3.21864115107791e-08	1.2595168947267e-05	3.21864115107791e-08	1.1204865675793e-05	6.74719927158275e-06	1.40122970447083e-08	5.58134618557498e-08	6.33020153993132e-06	7.17148646110605e-05	1.75354253987636e-05	2.27321342589857e-05	8.43522796240496e-05	3.00247008715521e-08	7.54778274123481e-05	1.81741144660708e-08	1.40122970447083e-08	1.40122970447083e-08	2.61051467317137e-08	1.81741144660708e-08	3.00247008715521e-08	5.968973154038e-06	3.4002548134316e-05	6.33020153993132e-06	5.58134618557498e-08	6.27406900936392e-05	4.14546725679833e-05	1.26478343802632e-05	2.60935569820619e-05	3.00247008715521e-08	1.27946266196012e-05	3.21864115107791e-08	1.30774008115141e-05	5.15376153500403e-05	2.60935569820619e-05	3.0249448709151e-05	2.39192471692196e-05	1.75350672157243e-05	5.968973154038e-06	1.26251936481386e-05	5.26654329962313e-08	5.968973154038e-06	2.70918260632979e-08	1.40122970447083e-08	3.21864115107791e-08	1.2595168947267e-05	0.100195656098968	3.21864115107791e-08	2.32146825089803e-05	2.76981376741747e-05	1.75332762835302e-05	1.71720478976369e-05	1.79520649473758e-05
"Prosopium_williamsoni"	4.91016846746848e-05	0.000161357105126289	0.000223141035628046	0.000749767242985201	0.000362274860936104	0.000214165973357683	0.000168935107876213	0.000772353788396282	6.74719927158275e-05	1.00277983298758	0.000223455240509311	4.8457724541634e-05	0.000178426923324661	0.00122236681634839	0.00133464786518121	0.000800339737166896	0.000744914014659989	2.03318117835014e-06	3.50006395222549e-06	2.23033654155827e-06	3.50006395222549e-06	8.276822385111e-06	0.00668519888658388	1.48760690418697e-06	5.41011343488164e-06	7.63979260217746e-06	0.00673536698637225	1.62215013621362e-05	1.51381224062919e-05	0.00674173218245654	2.03141127735738e-06	0.00675016102864962	2.01245704803852e-06	1.48760690418697e-06	1.48760690418697e-06	2.95448967806233e-06	2.01245704803852e-06	2.03141127735738e-06	7.85086979518359e-06	0.00670912913756888	7.63979260217746e-06	5.41011343488164e-06	0.00673393841630246	0.0067181639214875	8.26825089049333e-06	1.21341892623373e-05	2.03141127735738e-06	0.00670246637288552	3.50006395222549e-06	0.00669283867918605	0.00672504575255616	1.21341892623372e-05	0.00670958221272754	0.00670194242012536	1.59166149872885e-05	7.85086979518359e-06	4.26174781891564e-06	6.03791434893506e-06	7.85086979518359e-06	2.4228862270817e-06	1.48760690418697e-06	3.50006395222549e-06	2.23033654155827e-06	0.00674719927158275	3.50006395222549e-06	0.00670532225257132	3.17788905300844e-05	1.65324563484763e-05	1.67435335414824e-05	0.00669347570896899
