"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"C30"	"C31"	"C32"	"C33"	"C34"	"C35"	"C36"	"C37"	"C38"	"C39"	"C40"	"C41"	"C42"	"C43"	"C44"	"C45"	"C46"
"R1"	1.00065232392412	0.000606565802591898	0.000571707885096899	0.000458431236577393	0.000474687486034872	0.000604297551609117	0.00055598075346605	0.000342939727040421	0.000469633596143386	0.00065405157564744	0.000554255128267836	0.000340945727377414	0.000316711240643026	0.000576647463541171	0.00052772526903242	0.000445389929089156	0.000467844088456986	0.000561291413613654	0.000265528727013555	0.000113431385544637	0.000540620190102802	0	0.00630194088109156	0.00630073421676437	0.00629883758299999	0.00629739798645161	0.00629388859523292	0.00628583298694033	0.00629530020186647	0.00629340356810208	0.00629167081221891	0.00629280936005599	0.00629220707140374	3.39817749716537e-05	3.17548253262079e-05	0.00628061851305464	2.61653690971253e-05	0.00628118375859863	0.00628962892701829	0.00628375586994211	0.00628757613024693	2.14938549052896e-05	2.01663449207075e-05	1.82697111563249e-05	1.86370430394096e-05	1.82443853043946e-05	1.82443853043946e-05	1.61849300774619e-05	1.61849300774619e-05	1.47712440680488e-05	1.38184644835517e-05	1.14856016357e-05	8.82397438340384e-06	8.48860884821402e-06	1.14431035826171e-05	5.15731156269806e-06	4.06225598974211e-06	4.96137366475495e-06	2.81135545653907e-06	2.81135545653907e-06	2.81135545653907e-06	2.81135545653907e-06	2.05945522693275e-06	1.73275588317402e-06	2.22694964544578e-06	2.33871422339023e-06	1.37175890816168e-06	0
"R2"	0.00035944640153594	1.00083724291869	0.000472398873098009	0.000272664339416012	0.000432687733944077	0.000359426090219937	0.000330689641424881	0.000500246213133074	0.000624391251896998	0.000680135280341223	0.000674931395299308	0.000225826770757622	0.0004967377382167	0.000698543119430472	0.000586729295106595	0.000409822964543882	0.000623741866394546	0.000507691077789742	0.000327521849429545	6.74698078043688e-05	0.000612665472536854	0	0.00375088763676921	0.00375155609780686	0.00374921665602522	0.00374695875721515	0.00374377222924385	0.00373704520514296	0.00374556008513843	0.00374322064335678	0.00374091048829606	0.00374230958192268	0.00374185273615929	0.00374058535944289	0.00373853624462017	3.12738828900613e-05	0.00373409481727719	0.00373573834335721	0.0037381957437226	0.00373342379498562	0.00373569599781408	0.003728932384491	0.00372777367214433	0.00372543423036269	0.00372486891977719	0.00372683428109552	0.00372683428109552	0.00372433948424041	0.00372433948424042	0.00372019975562364	1.57595273131959e-05	1.40695420730622e-05	9.1039965648963e-06	9.30248146940864e-06	8.81028055681377e-06	6.81088582176878e-06	3.99502781590377e-06	3.85250849661846e-06	4.25888366260821e-06	4.25888366260821e-06	4.25888366260821e-06	4.25888366260821e-06	2.49479685510883e-06	2.31015506072054e-06	2.04911482271941e-06	2.11537949079059e-06	2.0009848525323e-06	0
"R3"	0.000457366308077519	0.000637738478682312	1.00079972639944	0.000337799038945246	0.000499580120788538	0.000418883298763337	0.000380184206020932	0.000391043320263544	0.00047242216828378	0.000569934850124821	0.000540305693697122	0.000277209157018143	0.000405652368849859	0.00073903823817957	0.00069967031187074	0.000446188155001578	0.000471129107979647	0.000587125582121305	0.000400078446774424	2.56848688319913e-05	0.00054424998129283	0	0.0050479702122296	0.00504970571651278	0.00504684801332154	0.00504500413891767	3.86182637024458e-05	3.04992119278174e-05	0.00504416529069696	0.00504130758750571	0.00503956266488356	0.00504007618608858	0.00503986605106511	0.00503731542982429	0.00503508448904928	0.00503245865835435	0.00502982973516345	0.00503088205651272	0.00503750865545624	0.00503269253126616	0.00503550752325736	0.00502553935920643	2.28159476986568e-05	1.99582445074109e-05	0.00502285838985139	1.91759236977375e-05	1.91759236977375e-05	1.65365014185247e-05	1.65365014185247e-05	1.60054804855309e-05	1.57605216266332e-05	1.22346005836207e-05	1.02320126125208e-05	0.00501111752052361	9.12844538789847e-06	5.31022810207924e-06	3.97625253477179e-06	4.5787347230809e-06	3.40804768491717e-06	3.40804768491717e-06	3.40804768491717e-06	3.40804768491717e-06	2.63942227921275e-06	1.74492262214684e-06	2.23094077500789e-06	2.44635659217211e-06	1.56417328105418e-06	0
"R4"	0.000611241648769858	0.000613494763686027	0.000562998398242077	1.00061025925963	0.000562173071627946	0.00061131066451227	0.000611081416132719	0.000331729732709754	0.000436590778511371	0.000612906018440649	0.000549130806712708	0.000329885970053636	0.000232796002850677	0.000509409233635838	0.000508636091975365	0.000458732851200594	0.000433924628557875	0.000612960406035283	0.000288842339284997	9.14476418398679e-05	0.000521458376600781	0	0.0083856477566048	0.00838508263700347	0.00838301947743716	0.00838196131378784	0.00837702551865992	3.39895302381994e-05	0.00838015997003829	0.00837809681047196	0.00837648968221805	0.00837779217335671	0.00837695211622989	3.36220628434936e-05	3.13283985874906e-05	2.93628743661608e-05	2.5277232504788e-05	2.98022893416108e-05	0.00837459146144192	3.41388164756935e-05	0.00837255764363927	2.11999023071425e-05	1.99877498475919e-05	1.79245902812705e-05	1.83217386554294e-05	1.70526811363841e-05	1.70526811363841e-05	1.52333624448276e-05	1.52333624448276e-05	1.47613304711018e-05	1.39980075514321e-05	1.09790687110927e-05	8.78630168927056e-06	8.08054666350332e-06	1.17953602706742e-05	4.96786498739673e-06	3.59574803434923e-06	5.09158607684165e-06	2.38508258016028e-06	2.38508258016028e-06	2.38508258016028e-06	2.38508258016028e-06	1.81931869155656e-06	1.60712825391806e-06	2.29366425600297e-06	2.55400169181368e-06	1.32691893083902e-06	0
"R5"	0.000474687486034872	0.00073016055103063	0.000624475150985672	0.00042162980372096	1.00072779679519	0.000474699935334215	0.000474471179685619	0.000213177949346401	0.000440889540343968	0.000667012948583807	0.000525490309638355	0.000297679779523524	0.000287816489489104	0.000652224327288994	0.000651371177447328	0.000438998568627696	0.000439022597251137	0.000562826862550701	0.000329565700349026	3.19407883915561e-05	0.000635072160192251	0	0.00629870727066019	0.00630066673085757	0.0062983126901408	0.00629700443337039	3.8841172092156e-05	3.0628437750408e-05	0.00629621591783191	0.00629386187711513	0.00629223586749568	0.00629212006207388	0.00629151140779931	0.00628720362478105	0.00628500863193791	3.07224004185181e-05	2.81700575100773e-05	2.97382343173877e-05	0.00629031895645071	0.00628485911434696	0.00628837269604464	0.00627457030178988	2.09837558623962e-05	1.86297151456175e-05	1.99252073172392e-05	1.8487194335764e-05	1.8487194335764e-05	1.61578217383033e-05	1.61578217383033e-05	0.00626809982124014	1.40331738828113e-05	1.08662583084752e-05	9.58352394059096e-06	9.01850672247186e-06	9.95101825633011e-06	4.42498182290224e-06	3.59810122827828e-06	4.63495638516785e-06	2.16096856779062e-06	2.16096856779062e-06	2.16096856779062e-06	2.16096856779062e-06	2.32937259746069e-06	1.62600961944865e-06	2.19499284313848e-06	2.34511192729459e-06	8.52711797385603e-07	0
"R6"	0.000604297551609116	0.000606531527246143	0.000523604123454172	0.000458482998384202	0.000474699935334215	1.00076069713638	0.000712377172682101	0.000342885167081266	0.000421505040421062	0.000605938397679321	0.000506146297804948	0.000292786347428945	0.000268466714422061	0.000528514532041054	0.000479617630763933	0.00060186652347509	0.000576091894711454	0.000513173217495571	0.000217389494919972	0.000113438464543616	0.000492499933135705	0	0.0063025096853156	0.00630107364094098	0.00629952085883441	0.00629830055558704	0.00629391545748512	0.00628640376198578	0.00629622959435276	0.00629467681224618	0.00629254313856207	0.00629295804638124	0.00629234571901809	3.2601010668335e-05	2.95916780509596e-05	2.81552500888031e-05	2.43726007825904e-05	0.00628159528022721	0.00629071050795155	0.00628501520038054	0.00628883589203375	2.03312725383638e-05	2.00451691031465e-05	1.84923869965753e-05	1.80425727553514e-05	1.74367101926588e-05	1.74367101926588e-05	1.55491582925122e-05	1.55491582925122e-05	1.39692274552103e-05	1.40785735285989e-05	1.21093453982861e-05	9.03351305193667e-06	7.87551998059226e-06	0.00626464654455506	5.37983027023766e-06	3.47250591990335e-06	4.39042441209523e-06	2.59184391569807e-06	2.59184391569807e-06	2.59184391569807e-06	2.59184391569807e-06	1.88755190014662e-06	2.1336736841165e-06	3.00933261737545e-06	2.13822173956488e-06	1.37154066832506e-06	0
"R7"	0.000593046137030453	0.000595241354564786	0.000506912274694576	0.000488865132906175	0.000506102591664661	0.000759868984194241	1.00075963318374	0.000314009700639053	0.000397934480599655	0.000594653083992422	0.000488156012865117	0.000312128152825594	0.000234693655225197	0.000512012767053116	0.000511230764415243	0.000590379011211145	0.00056275798879017	0.000547054792668779	0.000231676947937784	0.00012095708803123	0.000473695995961192	0	0.00671986351631484	0.00671808730859933	0.00671643247325692	0.00671536568391498	0.00671121391868741	0.00670320581226799	0.00671336349466387	0.00671170865932146	0.00670962437047409	0.00671010987899109	0.00670944651841737	3.257078628997e-05	2.96188912339143e-05	2.79576907829513e-05	2.4054764245044e-05	3.06540591143808e-05	0.00670789422055844	0.00670201235921805	0.0067060862353256	2.02050940713303e-05	1.99279309860858e-05	1.8273095643673e-05	1.79068577056359e-05	1.67118831771979e-05	1.67118831771979e-05	1.48832661520082e-05	1.48832661520082e-05	1.40599004198211e-05	1.41645664357462e-05	1.16589748796571e-05	9.19003523576218e-06	7.7493453862823e-06	0.00668151625294624	5.14831288276098e-06	3.46777513289882e-06	4.68038076041936e-06	2.32282814448893e-06	2.32282814448893e-06	2.32282814448893e-06	2.32282814448893e-06	1.8286170251897e-06	2.084288847371e-06	2.95189505605572e-06	2.27939496945324e-06	1.25603880255621e-06	0
"R8"	0.000219481425305869	0.00054026591018372	0.000312834656210835	0.000159230271700682	0.000136433887581696	0.00021944650693201	0.000188405820383432	1.00210042823956	0.000536873696611641	0.000410511663729016	0.000753511587646966	0.00018836009685582	0.00120980459063518	0.000557079780042073	0.000426742893241082	0.000371141374725162	0.000753640414905933	0.000347898701037178	0.000258406919993773	7.28425476769114e-05	0.000337669116052105	0	0.00404606741844257	0.00404524728169168	0.00404340151797744	0.00403790240620183	0.0040417948264905	0.00403717256592444	2.9897533135864e-05	2.80517694216228e-05	2.52605086256749e-05	0.00403412479701093	0.00403728967532302	3.15193114235643e-05	2.96636045499385e-05	2.81816668081823e-05	2.73619689305851e-05	0.0040352892513152	2.2926275162146e-05	1.88085725733553e-05	2.01354915041943e-05	2.34466893697682e-05	0.00402723769026857	0.00402539192655432	0.0040263846974078	0.00402912607158403	0.00402912607158403	0.00402713650094102	0.00402713650094103	9.93977611864406e-06	0.0040209129013095	0.0040201632683923	7.07295082612596e-06	0.0040137335522708	7.27454714045498e-06	0.00401398375741213	6.94803559758231e-06	2.89850174295609e-06	0.00401390082473385	0.00401390082473385	0.00401390082473385	0.00401390082473385	1.9895706430074e-06	2.7912607959479e-06	1.85570687362581e-06	1.44957792098824e-06	0.00400840171295824	0
"R9"	0.000326701632099747	0.000732981034835607	0.000410801885464157	0.000227786493136368	0.000306705767195804	0.000293220897684217	0.000259522487347601	0.000583558365882219	1.00083806469917	0.000630407357115483	0.000839038488314403	0.000270877532926527	0.000540425685904216	0.000703205970592685	0.000499582317471224	0.000403619465303053	0.000810114575394743	0.000452101911543058	0.000341886176515206	7.90954652519325e-05	0.00055131189186355	0	0.00439484091468445	0.00439482969389921	0.00439238764978125	0.00438993116939078	0.00438885189688565	0.00438262787402678	0.00438795530671501	0.00438551326259704	0.00438251283824373	0.00438576207329779	3.67487071701399e-05	0.00438499257393275	0.00438297447660623	0.00438038470618842	0.00437897389223106	0.00438079334376006	3.10429917256062e-05	2.60372209927498e-05	2.79354417688862e-05	0.0043737550532668	0.00437356374115883	0.00437112169704087	2.04964101484696e-05	0.00437284672119507	0.00437284672119507	0.0043703352713001	0.0043703352713001	1.44766905473506e-05	1.686770017227e-05	0.00436444160151318	8.49489817571531e-06	8.98128577528697e-06	8.58130220600616e-06	8.44220777356275e-06	4.54015372067776e-06	3.9674312949668e-06	4.79071385400259e-06	4.79071385400259e-06	4.79071385400259e-06	4.79071385400259e-06	2.51144989497388e-06	3.00042435331386e-06	2.01809732651526e-06	1.88375796476274e-06	2.33423346352888e-06	0
"R10"	0.00043603438376496	0.000765152190383876	0.000474945708437351	0.000306453009220324	0.000444675299055872	0.000403958931786214	0.000371658177495264	0.000427616316384392	0.000604140383902337	1.00079655823614	0.000660859857843551	0.000285815702861591	0.000502241107524604	0.000641035881457442	0.000515383664809208	0.00032607177375432	0.000603257726556651	0.000468184677618681	0.000270408835877557	7.58280893196844e-05	0.00072073014681827	0	0.00421423260480327	0.00421513705014413	0.0042132055584593	0.00421092264433418	0.00420744829677322	0.00420101226052147	0.00420894508842378	0.00420701359673894	0.0042047793088628	0.0042067869313512	0.004206443148155	0.00420314513039627	0.00420151477152749	0.0041986268688055	0.00419653696857869	0.00419909805782357	0.00420215261154149	0.00419715120736153	0.00419970498243836	2.39477120722868e-05	2.1802442410276e-05	1.98709507254363e-05	1.91514707770001e-05	0.00418984301219042	0.00418984301219042	0.00418755359832807	0.00418755359832807	0.004183467671055	1.40524342251917e-05	1.29388522972317e-05	8.01797415790247e-06	8.52203960677736e-06	8.86711125187294e-06	6.39238224479757e-06	4.48149645481638e-06	4.14935181978238e-06	3.9933793906494e-06	3.9933793906494e-06	3.9933793906494e-06	3.99337939064941e-06	2.289413862348e-06	2.23428787613574e-06	1.6303588687716e-06	1.95076949007784e-06	1.71046526553757e-06	0
