"Arvicola_terrestris"	"Apodemus_sylvaticus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Chionomys_gud"	"Spermophilus_pygmaeus"	"Cricetulus_migratorius"	"Microtus_socialis"	"Cricetus_cricetus"	"Microtus_majori"	"Mesocricetus_raddei"	"Amphipsylla_rossica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_wagneri"	"Leptopsylla_taschenbergi"	"Nosopsyllus_mokrzeckyi"	"Ctenophthalmus_proximus"	"Ctenophthalmus_orientalis"	"Citellophilus_tesquorum"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Ctenophthalmus_secundus"	"Paradoxopsyllus_hesperius"	"Ctenophthalmus_chionomydis"	"Rhadinopsylla_ucrainica"	"Amphipsylla_kuznetzovi"	"Callopsylla_caspia"	"Ctenophthalmus_acuminatus"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"
"Arvicola_terrestris"	1.00261200260328	0.00178015817585657	0.000904269237076689	0.00140648428957365	0.00144491179770235	0.000113317911110351	0.000368359016692167	0.00036633020663804	0.000126410047795835	0.000865448904176707	0.000113317911110351	0.0100935833374226	0.0101128038236668	0.0101217990414916	0.0100864088366726	4.47919049802934e-05	0.0100527316824207	0.0101114946099983	1.93594199851835e-05	0.0100599061831706	0.0100597971802847	4.19092284987248e-05	1.8180248592389e-05	1.20409316475196e-05	0.01005185448211	1.20409316475196e-05	1.20409316475196e-05	1.93594199851835e-05	3.3786157137861e-05	0.010046212658741
"Apodemus_sylvaticus"	0.00136935244296659	1.00291474341364	0.00108309719812705	0.00108348141914514	0.0010490055579522	0.000474016973467229	0.000670706069980904	0.000475957018604567	9.7511796194879e-05	0.00040912123746361	0.000474016973467229	0.00776287036982652	0.00780094369559032	0.00780142054690742	0.00776286488095484	0.00775012176008826	0.00774389513703531	0.00783859421331755	0.00773842964416291	0.007743900625907	3.26632683491911e-05	0.00775327897257044	1.99201474826167e-05	8.74171298293496e-06	0.00773716403290215	8.74171298293496e-06	8.74171298293496e-06	0.00773842964416291	0.00773020710147733	2.91718304174537e-05
"Apodemus_agrarius"	0.00129181319582384	0.00201146622509309	1.00200434548755	0.000525163976201195	0.00117497235654707	0.000161386496829171	0.00124049202619536	0.000879961538194892	0.000180259154269506	0.000469763147475138	0.000161386496829171	5.74288065829364e-05	0.0144207323415605	0.0144144505048204	0.0143642742567451	0.0143602869132032	0.0143427387417536	0.0144188450758164	2.35421419575592e-05	3.5893291591499e-05	3.44536469496758e-05	0.0143724945153535	3.0466303407815e-05	9.79143630455894e-06	3.8182385378898e-05	9.79143630455894e-06	9.79143630455894e-06	2.35421419575592e-05	2.29751596332606e-05	2.04204744753984e-05
"Microtus_arvalis"	0.0020092632708195	0.00201217977841241	0.000525163976201195	1.00272089766247	0.000815699477433978	0.000161314378923012	0.000523271621866885	0.000521533203953532	0.000180177904292566	0.000470194447713449	0.000161314378923012	0.0143787075478551	0.0144142323434053	0.0144079694141689	6.16256380512621e-05	3.84993378480123e-05	4.30732812131427e-05	0.0144123459908684	2.35440249339383e-05	0.014360155191017	3.86449895463144e-05	4.47401723015674e-05	1.55186893430646e-05	6.79749564528315e-06	4.23684343412659e-05	6.79749564528315e-06	6.79749564528315e-06	2.35440249339384e-05	0.0143400625583088	0.0143446768850292
"Chionomys_gud"	0.00120409316475196	0.00113642268778155	0.000685400541319126	0.00047582469516982	1.00434141210283	9.44461348027789e-05	0.000935273543826433	0.000305927740600193	0.000105508378348135	0.000722254976777063	9.44461348027789e-05	0.00841514828221875	0.00844067026785081	0.00844817580443542	0.00841814222287803	0.00840363280920819	3.05740809350135e-05	0.00843956404349627	1.34640197230739e-05	2.75801402757377e-05	0.00839960907359053	4.17692351996059e-05	0.00838509965992069	0.00836951176752359	0.00839029441215404	0.00836951176752359	0.00836951176752359	1.34640197230739e-05	1.55392086282181e-05	1.88384272928027e-05
"Spermophilus_pygmaeus"	0.000566589555551754	0.00308111032753699	0.0005648527389021	0.000564600326230542	0.000566676808816674	1.00306724277733	0.00056346589287406	0.000561613133164587	9.21846324159067e-07	2.95958110841713e-06	0.000560977113170208	4.2228759442879e-05	7.37477059327254e-05	7.37295108280199e-05	4.22323653381869e-05	4.58835784695267e-05	3.74360690703376e-05	0.0502550665158253	0.0501770629875399	3.74324631750296e-05	1.04621918233669e-05	5.52016000585023e-05	1.41134049547066e-05	4.72230674013895e-06	3.4089050969018e-05	4.72230674013895e-06	4.72230674013895e-06	5.17497043318719e-05	3.17665676195121e-05	1.37316145016681e-05
"Cricetulus_migratorius"	0.000613931694486945	0.00145319648495863	0.00144724069722792	0.000610483558844699	0.00187054708765287	0.000187821964291353	1.00228080957232	0.00102599313588648	0.000210170609419006	0.000212993331629106	0.000187821964291353	4.69516708301675e-05	0.0168136487535205	0.0167979565258693	5.89053442356421e-05	0.0167521213535387	3.79926185478072e-05	0.0168114138890077	2.05695327142494e-05	2.60389451423326e-05	2.70520426327043e-05	0.0167621832895388	0.0167202680519358	1.55878923971072e-05	3.29056438416584e-05	1.55878923971072e-05	1.55878923971072e-05	2.05695327142494e-05	1.98996281974632e-05	1.48605106426509e-05
"Microtus_socialis"	0.0009158255165951	0.00154686031046484	0.00153993269184106	0.000912683106918681	0.00091778322180058	0.000280806566582293	0.00153898970382972	1.00153564490309	0.000314490409182405	0.00031718710412481	0.000280806566582293	4.96733818480286e-05	0.0251592327345924	0.0251357133712773	5.86340902040626e-05	6.71959858321534e-05	4.30562190859375e-05	0.0251558643503324	2.59392537942288e-05	3.40955107299035e-05	2.47361262840761e-05	0.0250979389148944	3.32980219121669e-05	7.64819351500483e-06	2.870537414607e-05	7.64819351500483e-06	7.64819351500483e-06	2.59392537942288e-05	2.49372555639525e-05	2.21965852647893e-05
"Cricetus_cricetus"	0.00126410047795835	0.00126765335053343	0.00126181407988654	0.00126124533004796	0.00126610054017762	1.84369264831813e-06	0.00126102365651403	0.00125796163672962	1.00125308451602	4.33912784650799e-06	1.84369264831813e-06	5.10692908593042e-05	0.100246761281552	0.000121561308146396	5.10774158569982e-05	5.93449938231526e-05	4.0418099826022e-05	0.000121637199215065	9.84336425190381e-06	4.0409974828328e-05	2.33003208105597e-05	8.02431969065795e-05	3.15678987767141e-05	1.05508378348135e-05	3.29430222338849e-05	1.05508378348135e-05	1.05508378348135e-05	9.84336425190381e-06	2.77689700487445e-05	3.06587952088402e-05
"Microtus_majori"	0.00216362226044177	0.00132964402175673	0.000822085508081491	0.000822840283498536	0.00216676493033119	1.47979055420857e-06	0.000319489997443658	0.00031718710412481	1.084781961627e-06	1.00215533163226	1.47979055420857e-06	0.0251155587799598	8.67825569301598e-05	0.0251405573695405	0.0251155479974539	4.53533173336229e-05	4.36083322278864e-05	8.68220577894179e-05	1.03020204643007e-05	4.36191147338441e-05	0.0250935758878304	3.52266205173166e-05	2.33812077101542e-05	1.80563744194266e-05	4.99206279604345e-05	1.80563744194266e-05	1.80563744194266e-05	1.03020204643007e-05	2.19828921294265e-05	3.33910837972539e-05
