"Meriones_persicus"	"Meriones_libycus"	"Meriones_tristrami"	"Microtus_socialis"	"Apodemus_fulvipectus"	"Microtus_arvalis"	"Cricetulus_migratorius"	"Allactaga_elater"	"Arvicola_terrestris"	"Dryomys_nitedula"	"Xenopsylla_conformis"	"Nosopsyllus_iranus"	"Nosopsyllus_laeviceps"	"Stenoponia_tripectinata"	"Rhadinopsylla_ucrainica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_secundus"	"Leptopsylla_taschenbergi"	"Amphipsylla_schelkovnikovi"	"Mesopsylla_apscheronica"	"Ctenophthalmus_bogatschevi"	"Amphipsylla_rossica"	"Ctenophthalmus_proximus"	"Nosopsyllus_mokrzeckyi"	"Myoxopsylla_jordani"	"Ceratophyllus_sciurorum"	"Callopsylla_caspia"	"Megabothris_turbidus"	"Neopsylla_pleskei"	"Stenoponia_ivanovi"
"Meriones_persicus"	1.00212632570993	0.00212891899875007	0.00179339435801249	0.00157460670149623	0.000620535632494007	0.000282552813397517	0.00129228080827703	0.000281615511273091	7.79567377505034e-07	0	0.0167983652474399	0.0168124460230036	7.77986645370719e-05	0.0167624084630193	0.0167983652474399	0.0167947246087771	0.0167762320368792	2.62178498101327e-05	4.37134798267574e-05	1.40807755636546e-05	7.06382033493792e-06	2.45594503515626e-05	7.79567377505034e-06	7.79567377505034e-06	0	7.75669540617509e-06	1.74956300166247e-05	7.75669540617509e-06	1.84611544039576e-05	7.06382033493792e-06
"Meriones_libycus"	0.00182478771321435	1.00230387278442	0.00201603540140372	0.00182923129050709	0.000532652597210817	0.000242795265076716	0.0011092423070113	0.000241723580610704	6.69161554284946e-07	0	0.0144188115834285	0.014430897762459	0.0143725521362033	0.0143826404726401	0.0144188115834285	0.0144156933038489	0.0143918691508702	2.25044761367253e-05	4.28292682534707e-05	1.20861790305352e-05	6.06988162691789e-06	2.63946737436633e-05	6.69161554284946e-06	6.69161554284946e-06	0	6.65815746513521e-06	2.03247921167455e-05	6.65815746513521e-06	1.58463186715901e-05	6.06988162691789e-06
"Meriones_tristrami"	0.00179339435801249	0.00235204130163767	1.00235002703337	0.00179765413584292	0.000285187595863136	0.000282764846714746	0.000957889639155038	0.000281692914541905	3.58275874199919e-07	0	0.0168029823524246	0.0168170669981517	0.0167594083087556	0.0167693242798797	0.0168029823524247	0.0167999321808386	0.000100713413483473	1.7248982650504e-05	3.72229174932031e-05	1.40846457270953e-05	7.06912116786864e-06	2.70430560105677e-05	3.58275874199919e-06	3.58275874199919e-06	0	3.5648449482892e-06	1.99739348426991e-05	3.5648449482892e-06	1.36841377022148e-05	7.06912116786863e-06
"Microtus_socialis"	0.00104973780099748	0.00142273544817218	0.00119843609056195	1.00346676194534	0.000788475460428903	0.000749432433781167	0.00123625787891061	0.000188182495760254	9.9054706084033e-07	0	0.0112250858720992	0.0112344949968872	0.011189929415241	5.77943569760693e-05	0.0112250858720992	0.0112360167993575	0.0112149678805118	2.75167700969414e-05	0.0111771474583785	9.40912478801272e-06	1.87358108445292e-05	0.011168366499126	9.90547060840331e-06	9.9054706084033e-06	0	9.85594325536129e-06	0.0111496306882815	9.85594325536129e-06	1.76608268415801e-05	1.87358108445292e-05
"Apodemus_fulvipectus"	0.000465401724370505	0.000466071022559465	0.000213890696897352	0.000887034892982516	1.00528736693982	0.000211803616738067	0.00130573801618571	7.79363643020709e-07	0.00126292382781384	0	4.64890413061853e-05	4.65280094883363e-05	2.00789456687857e-05	1.79796978195995e-05	4.64890413061853e-05	0.0125992228182412	0.0126090162831056	0.012584745486979	0.0125946014302343	3.89681821510355e-08	5.29509041845168e-06	1.5151033673813e-05	0.0126292382781384	0.0126292382781384	0	0.0125660920867477	9.85594325536129e-06	0.0125660920867477	1.86534002312245e-05	5.29509041845168e-06
"Microtus_arvalis"	0.000423829220096275	0.000424891713884252	0.000424147270072118	0.00168622297600762	0.000423607233476134	1.00671309465028	4.0311167308186e-06	6.53750567579588e-07	5.32169891301676e-07	0	3.89962213561224e-05	3.90289088845014e-05	3.18748136393157e-05	2.02028231297244e-05	3.89962213561224e-05	0.0252120610906498	3.72221906067055e-05	5.35267780032051e-06	2.40884886448497e-05	3.26875283789794e-08	0.0251678273662571	0.0251865631771016	5.32169891301676e-06	5.32169891301676e-06	0	5.29509041845167e-06	1.87358108445292e-05	5.29509041845167e-06	5.75873818688371e-08	0.0251678273662571
"Cricetulus_migratorius"	0.00110766926423746	0.0011092423070113	0.00082104826213289	0.00158947441574221	0.00149227201849796	2.30349527475348e-06	1.00373563806406	0.000241487560459207	1.87471359107784e-06	0	0.0144047329813917	0.0144168073594146	4.7191283215385e-05	4.79916107777625e-05	0.0144047329813917	8.4363425232436e-05	0.0144097022439207	0.0143577339440036	0.0143753947708451	1.20743780229603e-05	5.75873818688371e-08	1.7718414223449e-05	1.87471359107784e-05	1.87471359107784e-05	0	1.86534002312245e-05	1.76608268415801e-05	1.86534002312245e-05	0.0143390805437723	5.75873818688371e-08
"Allactaga_elater"	0.000844846533819274	0.000846032532137462	0.000845078743625716	0.000846821230921144	3.11745457208283e-06	1.30750113515918e-06	0.000845206461607224	1.00586859572679	3.91640021618447e-09	0	6.17351031322581e-05	0.0503551648894719	3.55799495456432e-05	4.0251600321285e-05	6.17351031322581e-05	4.97323808198277e-05	4.76894255873138e-05	1.21133462051114e-05	2.15224709931241e-05	0.0502934297863396	3.26875283789794e-08	9.44181231639169e-06	3.91640021618447e-08	3.91640021618447e-08	0	3.89681821510354e-08	9.40912478801272e-06	3.89681821510354e-08	1.20743780229603e-05	3.26875283789794e-08
"Arvicola_terrestris"	2.3387021325151e-06	2.34206543999731e-06	1.07482762259976e-06	4.45746177378149e-06	0.00505169531125537	1.06433978260335e-06	6.56149756877244e-06	3.91640021618447e-09	1.00503147197903	0	2.33613272895404e-07	2.33809092906213e-07	1.0089922446626e-07	9.03502402994949e-08	2.33613272895404e-07	6.33126774785988e-05	6.33618908698776e-05	6.32399270702461e-05	6.32894544232881e-05	1.95820010809223e-10	2.66084945650838e-08	7.61358476071003e-08	0.0503147197903424	0.0503147197903424	0	6.31461913906922e-05	4.95273530420165e-08	6.31461913906922e-05	9.37356795538919e-08	2.66084945650838e-08
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
