"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Cordemoya_integrifolia"	0.00168576062626491	4.90075545123952e-06	3.1878687970087e-06	1.52809960386312e-06	1.64024296636418e-06	0.00168671496469805	3.61420509891863e-06	0.00167923853972934	7.3037542369276e-07	0.00168245154125218	1.00167248279455	0.00167876008717051	0.000181965018761169	3.63049553703954e-05	4.58429881158936e-05	1.21474096236973e-05	0.100348967673241	1.22374232523688e-05	1.2090154884976e-05	8.96236488160215e-05	1.20821534046228e-05	1.20411473304636e-05	8.55263256970331e-08	1.21315024579366e-05	1.20411473304636e-05	8.00545976394655e-05	3.3698038379556e-05	1.39362681985361e-07	4.90075545123952e-08	2.4095928067115e-05	2.4095928067115e-05	4.90075545123952e-08	1.20411473304636e-05	1.20411473304636e-05	1.20411473304636e-05	4.10060741591044e-08	4.90075545123952e-08	2.4095928067115e-05	4.90075545123952e-08
"Erythroxylum_macrocarpum"	0.000987966158791401	0.000424399458824282	0.000421040211523962	8.93974631077783e-07	2.11131481037982e-06	0.00266446232040227	0.000422087029849745	0.000981557195372831	1.33137167397195e-06	0.000983647016750071	0.000559586695723504	1.00265192735266	0.0335480739178898	5.57921757687442e-05	2.68192389323335e-05	2.10915748516897e-05	0.0335752017434102	2.5388352310192e-05	1.13008957224671e-05	5.23915135140958e-05	7.1096840044838e-06	7.05690113422429e-06	4.31056317194141e-06	1.76090768804679e-05	7.05690113422429e-06	0.0334597946591896	2.39169349232442e-05	1.47961703344864e-05	4.24399458824282e-06	3.80637474343182e-05	3.80637474343182e-05	4.24399458824281e-06	7.05690113422429e-06	7.05690113422429e-06	7.05690113422429e-06	5.27828702594956e-08	4.24399458824282e-06	3.80637474343182e-05	4.24399458824282e-06
"Musca_domestica"	0.0126961985214786	0.0126525429541522	0.0125691891978552	1.14708249251975e-05	3.23326874822988e-05	0.012646479152559	0.0125818488334279	0.0125841150253058	1.81238180043459e-05	0.0126145266483565	2.27456273451462e-05	0.0125805277192087	1.00222250770161	0.000587611849112948	0.000344124747755926	0.000509660105558117	0.00136473764070877	0.000636993852286697	0.000217212561837798	0.000671761033810658	9.14954494833335e-05	9.06871322962759e-05	0.000127431620441739	0.000405233353131973	9.06871322962759e-05	0.000600014911867324	0.000378815962508652	0.000441071650377219	0.000126525429541522	0.000180663987893701	0.000180663987893701	0.000126525429541522	9.0687132296276e-05	9.06871322962759e-05	9.0687132296276e-05	8.0831718705747e-07	0.000126525429541522	0.000180663987893701	0.000126525429541522
"Apis_mellifera"	0.0202406655508176	0.00011133290820801	3.53040026426357e-05	4.85137737723748e-06	0.0201479339820482	0.0201687993207956	0.0201182185629285	1.90690097930044e-05	0.0200991899452768	2.40000536780239e-05	7.26099107407909e-06	3.34753054612465e-05	0.000940178958580717	1.00244431519798	0.000145541321317124	0.000145752982593928	0.000435659464444744	0.000650564661227213	0.00014568951158792	1.11563473332729e-06	0.000648274532057045	0.00014457618250584	0.00100607282634592	0.000647531646579053	0.00014457618250584	0.00028924154809817	1.59333015564058e-06	0.000504068793155293	1.1133290820801e-06	0.000288125704582795	0.000288125704582795	1.1133290820801e-06	0.00014457618250584	0.00014457618250584	0.00014457618250584	0.000503698349551205	1.1133290820801e-06	0.000288125704582795	1.1133290820801e-06
"Technomyrmex_albipes"	0.0336815426540621	6.35680348306033e-05	2.96188453743032e-05	0.0334753166970308	2.30364196577693e-05	3.18069317312764e-05	2.84542443070687e-05	6.04218637545735e-05	4.89539989438875e-06	0.0335693396844872	1.52809960386312e-05	2.68192389323335e-05	0.000917665994015801	0.000242568868861874	1.00425950091092	0.000241569742374825	0.00091685976231787	0.000242781333214576	0.000241218127877321	0.000673400855814896	0.00024115835802046	0.000240582447529015	8.8045034302547e-07	0.000241293803636692	0.000240582447529015	1.34835937009602e-06	0.00067202247403805	1.34703645598275e-06	6.35680348306033e-07	4.54384739018235e-07	4.54384739018235e-07	6.35680348306033e-07	0.000240582447529015	0.000240582447529015	0.000240582447529015	5.75910491444231e-07	6.35680348306033e-07	4.54384739018235e-07	6.35680348306033e-07
"Brachymyrmex_sp1_M_PL_082"	0.0504378422811171	9.50862906212847e-05	0.0501780199000737	1.20784871187413e-05	7.64813156924995e-05	3.90925509111358e-05	5.09591104293853e-05	3.16532887130622e-05	7.3535762155459e-06	4.38231421192333e-05	6.07370481184864e-06	3.16373622775345e-05	0.00203864042223247	0.00036438245648482	0.000362354613562238	1.00203287096534	0.000364422288710918	0.00203573386114229	0.000361221164914192	1.93157246615341e-06	0.000362182334900292	0.000360270302007979	1.31854171699014e-06	0.000361544279768714	0.000360270302007979	1.61304375560071e-06	1.82732574859751e-06	2.22484066694748e-06	9.50862906212848e-07	5.58465013016226e-07	5.58465013016226e-07	9.50862906212847e-07	0.000360270302007979	0.000360270302007979	0.000360270302007979	1.91203289231249e-06	9.50862906212847e-07	5.58465013016226e-07	9.50862906212847e-07
"Chaetocnema_sp1_M_PL_082"	0.0168576062626491	4.90075545123952e-05	3.1878687970087e-05	1.52809960386312e-05	1.64024296636417e-05	0.0168671496469805	3.61420509891863e-05	0.0167923853972934	7.30375423692759e-06	0.0168245154125218	0.0167248279455402	0.0167876008717051	0.00181965018761169	0.000363049553703954	0.000458429881158936	0.000121474096236973	1.00348967673241	0.000122374232523688	0.00012090154884976	0.000896236488160215	0.000120821534046228	0.000120411473304636	8.55263256970331e-07	0.000121315024579366	0.000120411473304636	0.000800545976394654	0.00033698038379556	1.39362681985361e-06	4.90075545123952e-07	0.00024095928067115	0.00024095928067115	4.90075545123952e-07	0.000120411473304636	0.000120411473304636	0.000120411473304636	4.10060741591044e-07	4.90075545123952e-07	0.00024095928067115	4.90075545123952e-07
"Eristalinus_flaveolus"	0.025301302064933	0.0252239645612023	0.0251143003317916	6.06953333036439e-06	0.0251671592821034	3.54573407953042e-05	5.39720545637629e-05	1.90537313591817e-05	2.89484699862471e-05	3.77730199901374e-05	3.05935581309219e-06	1.9041264232644e-05	0.00127398770457339	0.000813205826534016	0.000182085999910932	0.00101786693057115	0.000183561348785531	1.00189928555824	0.000432963231790116	1.39058477844214e-06	0.000809902568230678	0.000180723586178092	0.000253687069111336	0.000182072887542187	0.000180723586178092	1.14124224768772e-06	0.000252995106011826	0.000253588946976117	0.000252239645612024	5.06533439932917e-07	5.06533439932917e-07	0.000252239645612023	0.000180723586178092	0.000180723586178092	0.000180723586178092	0.000629178982052584	0.000252239645612023	5.06533439932917e-07	0.000252239645612023
"Chrysomya_megacephala"	0.050334970464327	0.0503528149046598	5.05698479271053e-05	1.20609063938661e-05	4.70859847776491e-05	2.43401340231961e-05	6.14519160796461e-05	1.69882992594757e-05	3.25422386282967e-05	5.42798929986704e-05	6.04507744248802e-06	1.69513435837007e-05	0.000868850247351192	0.0003642237789698	0.000361827191815982	0.000361221164914192	0.000362704646549281	0.000865926463580232	1.00086306365236	1.65187450195593e-06	0.000360712652936063	0.000359535503316622	0.000505155260978013	0.000361071801218613	0.000359535503316622	9.12760986454728e-07	0.000504613746906572	0.00050506444694859	0.000503528149046599	3.47716200331373e-07	3.47716200331373e-07	0.000503528149046599	0.000359535503316622	0.000359535503316622	0.000359535503316622	1.17714961944123e-06	0.000503528149046599	3.47716200331373e-07	0.000503528149046599
"Dysauxes_florida"	0.000112900734015251	8.45440687561282e-05	3.37541595527627e-05	3.36700427907448e-05	1.66256126783643e-07	7.89815443406987e-05	3.38109545386437e-05	0.0502123835743372	9.82995198440388e-08	0.0502963922814438	4.48118244080108e-05	7.85872702711436e-05	0.00268704413524263	2.78908683331823e-06	0.00101010128372235	1.93157246615341e-06	0.00268870946448065	2.78116955688428e-06	1.65187450195593e-06	1.00267967396477	8.10590217564242e-07	8.0643381439465e-07	8.50355663553484e-07	1.65170767786074e-06	8.0643381439465e-07	3.74788345200049e-06	0.00100677328631644	1.69071455102737e-06	8.45440687561283e-07	1.1283077762957e-06	1.1283077762957e-06	8.45440687561282e-07	8.0643381439465e-07	8.0643381439465e-07	8.0643381439465e-07	4.15640316959107e-09	8.45440687561282e-07	1.1283077762957e-06	8.45440687561282e-07
"Villa_unifasciata"	0.0504106914704309	6.36285290128578e-05	6.31790176307151e-05	1.2057917901023e-05	0.0502794606508373	4.32636683309965e-05	5.51620368158617e-05	1.06563786873563e-05	3.25268580123896e-05	2.27688797326183e-05	6.04107670231138e-06	1.06645260067257e-05	0.000365981797933334	0.00162068633014261	0.000361737537030689	0.000362182334900292	0.000362464602138683	0.00161980513646135	0.000360712652936063	8.10590217564241e-07	1.00161706288392	0.000360076367645934	2.26262819074806e-06	0.000361455418566331	0.000360076367645934	9.73536604952711e-07	1.09166288478094e-06	2.01533621052512e-06	6.36285290128579e-07	6.18052404728521e-07	6.18052404728521e-07	6.36285290128578e-07	0.000360076367645934	0.000360076367645934	0.000360076367645934	0.00125698651627093	6.36285290128578e-07	6.18052404728521e-07	6.36285290128578e-07
"Panara_naso"	0.100580900086009	6.36006018893166e-05	6.31681020482348e-05	2.40582447529015e-05	6.87093871007385e-05	3.578167167472e-05	5.96289541973672e-05	2.11905039415307e-05	1.4525732883738e-05	4.53258748702471e-05	1.20411473304636e-05	2.11707034026729e-05	0.000725497058370207	0.0007228809125292	0.000721747342587045	0.000720540604015958	0.000722468839827819	0.00072289434471237	0.000719071006633243	1.6128676287893e-06	0.000720152735291869	1.00071843500061	1.36229266308006e-06	0.000719925724469285	0.00071843500061435	1.21685685163271e-06	1.54252351629811e-06	2.12672987382735e-06	6.36006018893166e-07	5.11166738210285e-07	5.11166738210285e-07	6.36006018893165e-07	0.00071843500061435	0.00071843500061435	0.00071843500061435	1.71773467751846e-06	6.36006018893165e-07	5.11166738210285e-07	6.36006018893165e-07
"Paragus_borbonicus"	9.53604864156047e-05	0.0504474114646473	1.91218615635033e-05	4.40225171512735e-08	6.32592743683211e-05	5.70138310654889e-05	8.21383312163246e-05	6.45686196811316e-06	0.0502010299218543	3.17563465641522e-05	4.27631628485166e-08	6.46584475791212e-06	0.000509726481766958	0.0025151820658648	1.32067551453821e-06	1.31854171699014e-06	2.56578977091099e-06	0.000507374138222672	0.000505155260978013	8.50355663553484e-07	2.26262819074806e-06	6.81146331540033e-07	1.00301452561074	2.73460461194815e-06	6.81146331540033e-07	1.03001145953263e-06	0.000505109241577757	0.000506527572926881	0.000504474114646474	8.14483300935555e-07	8.14483300935555e-07	0.000504474114646473	6.81146331540033e-07	6.81146331540033e-07	6.81146331540033e-07	1.58148185920803e-06	0.000504474114646473	8.14483300935555e-07	0.000504474114646473
"Stomorhina_lunata"	0.0503948007128499	0.000110893898397064	4.74425260221437e-05	1.20646901818346e-05	5.97022532675474e-05	5.90432401072571e-05	0.050196182295786	2.641000426946e-05	3.25133125595501e-05	3.85687101106037e-05	6.06575122896831e-06	2.64136153207019e-05	0.00162093341252789	0.00161882911644763	0.000361940705455038	0.000361544279768714	0.000363945073738098	0.000364145775084373	0.000361071801218613	1.65170767786074e-06	0.000361455418566331	0.000359962862234642	2.73460461194815e-06	1.00161486741963	0.000359962862234642	1.7239287026985e-06	1.88031318618272e-06	0.00125601349637862	1.10893898397065e-06	8.43474858675101e-07	8.43474858675101e-07	1.10893898397064e-06	0.000359962862234642	0.000359962862234642	0.000359962862234642	1.49255633168869e-06	1.10893898397064e-06	8.43474858675101e-07	1.10893898397064e-06
"Melanostoma_annulipes"	0.100580900086009	6.36006018893165e-05	6.31681020482348e-05	2.40582447529015e-05	6.87093871007386e-05	3.578167167472e-05	5.96289541973672e-05	2.11905039415307e-05	1.4525732883738e-05	4.53258748702471e-05	1.20411473304636e-05	2.11707034026729e-05	0.000725497058370208	0.0007228809125292	0.000721747342587045	0.000720540604015959	0.000722468839827819	0.00072289434471237	0.000719071006633243	1.6128676287893e-06	0.000720152735291869	0.00071843500061435	1.36229266308007e-06	0.000719925724469285	1.00071843500061	1.21685685163272e-06	1.54252351629811e-06	2.12672987382734e-06	6.36006018893166e-07	5.11166738210285e-07	5.11166738210285e-07	6.36006018893165e-07	0.00071843500061435	0.00071843500061435	0.00071843500061435	1.71773467751846e-06	6.36006018893166e-07	5.11166738210285e-07	6.36006018893166e-07
"Nacoleia_sp1_M_PL_082"	8.517997961429e-05	3.04332560638371e-05	3.01384598935306e-05	6.74179685048009e-08	1.46043271654541e-05	0.0504202408125286	4.46200110752856e-05	7.02154385856989e-05	1.45135779778851e-05	7.03684416238595e-05	4.00272988197327e-05	0.0501896919887843	0.00240005964746929	0.000723103870245423	2.02253905514403e-06	1.61304375560071e-06	0.00240163792918396	2.28248449537543e-06	9.12760986454728e-07	3.74788345200049e-06	9.73536604952711e-07	6.08428425816357e-07	1.03001145953263e-06	1.7239287026985e-06	6.08428425816357e-07	1.00239327888742	1.71170139311556e-06	1.41983283752051e-06	3.04332560638371e-07	0.000720289154464695	0.000720289154464695	3.04332560638371e-07	6.08428425816357e-07	6.08428425816357e-07	6.08428425816357e-07	3.65108179136353e-07	3.04332560638371e-07	0.000720289154464695	3.04332560638371e-07
"Phorinia_sp1_M_PL_082"	0.000107976646140868	0.0503842485148423	3.16819197134538e-05	3.36011237019025e-05	1.28160450652756e-05	3.61098252867344e-05	4.43620571213466e-05	8.61284816310324e-05	2.53351285866698e-05	0.0501951168464368	1.6849019189778e-05	3.58754023848664e-05	0.00151526385003461	3.98332538910145e-06	0.00100803371105708	1.82732574859751e-06	0.00101094115138668	0.000505990212023653	0.000504613746906572	0.00100677328631644	1.09166288478094e-06	7.71261758149054e-07	0.000505109241577756	1.88031318618272e-06	7.71261758149054e-07	1.71170139311556e-06	1.00150774482208	0.000504951536576457	0.000503842485148423	5.15854646953348e-07	5.15854646953348e-07	0.000503842485148423	7.71261758149055e-07	7.71261758149054e-07	7.71261758149054e-07	3.2040112663189e-07	0.000503842485148423	5.15854646953348e-07	0.000503842485148423
"Sarcophaga_arno"	0.000148871091167914	0.0504001082011676	3.48442719010142e-05	6.73518227991376e-08	3.80788509444579e-05	4.76017024557332e-05	0.0501980052576682	2.2207799587405e-05	5.05298183041087e-05	4.7522728239027e-05	6.96813409926804e-08	2.21942555017297e-05	0.00176428660150888	0.00126017198288823	2.02055468397413e-06	2.22484066694748e-06	4.18088045956083e-06	0.000507177893952235	0.00050506444694859	1.69071455102737e-06	2.01533621052512e-06	1.06336493691367e-06	0.000506527572926882	0.00125601349637862	1.06336493691367e-06	1.41983283752051e-06	0.000504951536576457	1.00175895121345	0.000504001082011676	6.80024320796188e-07	6.80024320796188e-07	0.000504001082011676	1.06336493691367e-06	1.06336493691367e-06	1.06336493691367e-06	9.51971273611448e-07	0.000504001082011676	6.80024320796188e-07	0.000504001082011676
"Allograpta_nasuta"	8.90408426450432e-05	0.10064202920743	3.79715938059759e-05	6.35680348306033e-08	2.54625824545596e-05	1.28985963716722e-05	6.32748779619249e-05	1.27860945774207e-05	5.05587443728554e-05	6.32339111270936e-05	4.90075545123952e-08	1.27319837647284e-05	0.00101220343633218	5.56664541040051e-06	1.9070410449181e-06	1.9017258124257e-06	2.94045327074371e-06	0.00100895858244809	0.0010070562980932	1.69088137512256e-06	1.27257058025716e-06	6.36006018893166e-07	0.00100894822929295	2.21787796794129e-06	6.36006018893166e-07	6.08665121276742e-07	0.00100768497029685	0.00100800216402335	1.00100642029207	1.8426566245246e-07	1.8426566245246e-07	0.0010064202920743	6.36006018893166e-07	6.36006018893166e-07	6.36006018893166e-07	6.36564561363991e-07	0.0010064202920743	1.8426566245246e-07	0.0010064202920743
"Episyrphus_sp1_M_PL_082"	7.156334334944e-05	1.8426566245246e-05	1.8172898634665e-05	4.54384739018235e-08	2.89975228498703e-05	0.100574035393017	4.70313191655967e-05	4.22751576341147e-05	2.8894018788373e-05	4.23721815727118e-05	2.4095928067115e-05	0.000114191242302955	0.00144531190314961	0.00144062852291397	1.3631542170547e-06	1.11693002603245e-06	0.0014457556840269	2.02613375973167e-06	6.95432400662745e-07	2.25661555259139e-06	1.23610480945704e-06	5.11166738210285e-07	1.62896660187111e-06	1.6869497173502e-06	5.11166738210285e-07	0.00144057830892939	1.0317092939067e-06	1.36004864159238e-06	1.8426566245246e-07	1.00143677193419	0.00143677193418596	1.8426566245246e-07	5.11166738210285e-07	5.11166738210285e-07	5.11166738210285e-07	7.24938071246757e-07	1.8426566245246e-07	0.00143677193418596	1.8426566245246e-07
"Hippotion_eson"	7.15633433494399e-05	1.8426566245246e-05	1.8172898634665e-05	4.54384739018235e-08	2.89975228498703e-05	0.100574035393017	4.70313191655966e-05	4.22751576341147e-05	2.8894018788373e-05	4.23721815727118e-05	2.4095928067115e-05	0.000114191242302955	0.00144531190314961	0.00144062852291397	1.3631542170547e-06	1.11693002603245e-06	0.0014457556840269	2.02613375973167e-06	6.95432400662745e-07	2.25661555259139e-06	1.23610480945704e-06	5.11166738210285e-07	1.62896660187111e-06	1.6869497173502e-06	5.11166738210285e-07	0.00144057830892939	1.0317092939067e-06	1.36004864159238e-06	1.8426566245246e-07	0.00143677193418596	1.00143677193419	1.8426566245246e-07	5.11166738210285e-07	5.11166738210285e-07	5.11166738210285e-07	7.24938071246757e-07	1.8426566245246e-07	0.00143677193418596	1.8426566245246e-07
