"Sideroxylon_puberulum"	"Labourdonnaisia_callophylloides"	"Psiadia_terebinthina"	"Bakerella_hoyifolia"	"Stillingia_lineata"	"Warneckea_trinervis"	"Gaertnera_sp1_M_PL_066"	"Eugenia_orbiculata"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Flagellaria_indica"	"Gaertnera_petrinensis"	"Agauria_salicifolia"	"Antidesma_madagascariense"	"Cordemoya_integrifolia"	"Erythrospermum_monticolum"	"Euodia_obtusifolia"	"Helichrysum_proteoides"	"Olea_lancea"	"Smilax_anceps"	"Mimusops_erythroxylon"	"Monimiastrum_globosum"	"Pandanus_barklyi"	"Pyrostria_fasciculata"	"Badula_platiphylla"	"Grangeria_borbonica"	"Ocotea_laevigata"	"Pandanus_wiehii"	"Gaertnera_rotundifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Chrysomya_megacephala"	"Paragus_borbonicus"	"Lygistorrhina_sp1_M_PL_066"	"Pachycerina_crinicornis"	"Fannia_pusio"	"Musca_domestica"	"Nacoleia_sp1_M_PL_066"	"Phelsuma_cepediana"	"Stomorhina_lunata"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_066"	"Melanostoma_bituberculatum"	"Brachymyrmex_sp1_M_PL_066"	"Cerambycidae_sp1_M_PL_066"	"Hippotion_eson"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_066"	"Panara_naso"	"Psilopa_iceryae"	"Ahasverus_advena"	"Allograpta_nasuta"	"Bactrocera_cucurbitae"	"Dioxyna_sororcula"	"Ischiodon_aegyptius"	"Lauxania_sp1_M_PL_066"	"Ornidia_obesa"	"Orthellia_albigena"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_066"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_066"	"Sepsis_lateralis"	"Siphona_sp1_M_PL_066"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_066"	"Zosterops_mauritianus"
"Sideroxylon_puberulum"	1.00718251646341	3.4199097469269e-05	0.000468216205360793	0.000130394198474528	0.00046833151415318	3.43603875467411e-05	3.44146455143587e-05	3.4517950263954e-05	0.000338042806939398	0.000131068444798268	3.44465038062567e-05	4.49963173385086e-07	3.40337823094644e-05	3.96341702119256e-07	3.40469426654273e-05	0.000337668006837183	3.47211889891677e-05	3.38636133979171e-05	0.000130859348980461	3.46231969897102e-05	0.000130210869207018	4.4761524198136e-07	3.41420598692244e-05	0.000370472859626235	1.84250520110723e-07	3.40469426654273e-05	2.3365645663602e-07	6.66570601685353e-08	3.45875834315163e-08	0.00677272267958341	2.56660974514237e-05	2.11428779576952e-05	0.00674430790663705	3.09230704571336e-05	0.00671455010975606	1.39492904611704e-05	0.00672235563499195	0.00671975251203783	0.00672689920507694	1.99971180505606e-06	6.35368233416471e-06	0.00671455010975606	7.80552523588633e-06	0.00672299180992698	6.35650884811026e-06	4.13443248111037e-06	6.91751668630325e-07	6.88292910287173e-07	1.12490793346272e-08	2.4460469405269e-08	0.00672131096589485	9.21252600553615e-09	8.44170017092956e-06	6.76085613878795e-06	0.00671455010975605	8.6116259515642e-07	7.80552523588632e-06	0.00671455010975605	0.00671455010975605	5.20240228178659e-06	5.20240228178658e-06	8.54977436731724e-07	1.1682822831801e-08	0.00671455010975605	6.76085613878795e-06	0.00671455010975605	1.70168911547322e-06	0.00671455010975605
"Labourdonnaisia_callophylloides"	0.000128246615509759	1.00365557831859	0.000309855849592653	0.000306645157862279	0.00012763695267901	0.000127100596793758	0.000307639114675377	0.000307258231649983	0.000181303951975822	0.00030738578659399	0.000127419144655396	0.000181483627752181	0.000126848983845588	0.000181891000991512	0.000306183467944047	7.86326327275684e-07	0.000306924096675759	0.000126214738926361	0.000127605963414842	0.000126984476185084	0.000126676428844592	0.000180499912479791	0.000967862909544987	0.00012700033849112	0.000180873094490138	0.000306183467944047	3.56456688736505e-07	0.000840255904847811	3.09185039874751e-07	0.0252429477852721	0.0251956220624762	4.24946769683504e-05	3.231829427619e-05	2.70168028493295e-05	8.54977436731724e-07	2.12804643175693e-05	2.98225998138189e-06	4.29782020998341e-06	5.08832205310239e-06	0.0252076771454343	4.17679731244683e-05	8.54977436731724e-07	2.12728254465016e-06	8.74635594913616e-07	7.67565864608782e-06	1.08716048766206e-05	6.18370079749502e-06	6.15278229350754e-06	4.53709069380453e-06	1.06001240601883e-05	4.48105647624816e-06	9.04365472450688e-06	1.96581581818921e-08	3.62607903951643e-06	8.54977436731724e-07	3.18547861638491e-06	2.12728254465016e-06	8.54977436731724e-07	8.54977436731724e-07	3.4428427732517e-06	3.4428427732517e-06	0.0250913894579647	1.78228344368252e-08	8.54977436731725e-07	3.62607903951643e-06	8.54977436731725e-07	6.34244919227942e-06	8.54977436731725e-07
"Psiadia_terebinthina"	0.000780360342267988	0.000137713710930068	1.00415817904219	0.000296750105515621	0.000218188957600251	0.000196868083655146	0.000277664805549668	0.000277449275647854	8.15601944638068e-05	0.000297680046715677	0.000197361487373579	0.000221956186703819	5.67473661770897e-05	0.000454238710437848	0.000136774960377967	1.19454084230399e-06	0.000137704901578023	5.64636293462043e-05	0.00021763857664486	0.000615936788028662	0.000216438774483858	0.000220366786486284	0.00042995096527629	0.000197107717777778	8.07149055595605e-05	0.000136774960377967	3.50752617507673e-07	5.94466274775742e-07	2.79060106080068e-07	0.0112927258692408	0.0112435863444468	0.0112044364363617	0.0111982601596358	4.06659641945123e-05	5.20240228178659e-06	2.09399312652081e-05	8.83888490845744e-06	0.0111625155027506	1.17726595410459e-05	1.78339882432723e-05	0.0111867860896593	5.20240228178659e-06	3.63648262667085e-06	5.23226580284419e-06	0.0111778443267364	1.23771963073178e-05	5.58120212160136e-06	5.55329611099335e-06	5.54890466759549e-06	2.06901950155238e-05	6.83360617106273e-06	4.03574527797802e-06	2.98635210575998e-08	1.63120388927614e-06	5.20240228178659e-06	4.93403718433949e-06	3.63648262667085e-06	5.20240228178659e-06	5.20240228178659e-06	0.0111573131004688	0.0111573131004688	3.4428427732517e-06	1.75376308753837e-08	5.20240228178659e-06	1.63120388927614e-06	5.20240228178659e-06	2.83736830885449e-06	5.20240228178659e-06
"Bakerella_hoyifolia"	0.000651970992372639	0.000408860210483038	0.000890250316546862	1.00088522378251	0.000649705681499617	0.000169334564408934	0.000409311084523101	0.00040940297706808	0.000241740646987336	0.000886791872576993	0.000169758961813467	0.00024145906242079	0.000168772812970741	0.000240867247613622	0.000407307524790249	1.7921342348033e-06	0.000408875614857548	0.000167928948905887	0.000648103133467414	0.000169642313808674	0.000645845206625332	0.000240152145524023	0.000169244886561013	0.000169201845285148	0.000240581483300867	0.000407307524790249	6.35221973252022e-07	5.30535166581151e-07	4.1136792414382e-07	0.0335857897811774	0.0335130006238107	6.18855711728784e-05	0.0334541380403612	6.55230942738968e-05	4.34647328248426e-06	3.79227518031457e-05	1.51749013074779e-05	1.42381434663383e-05	9.98653479198919e-06	1.59160549974345e-05	2.35620746563419e-05	4.34647328248426e-06	1.08284280249936e-05	4.39127663835434e-06	1.55464139774765e-05	2.64376527633874e-05	8.22735848287639e-06	8.18622169046201e-06	6.03647656051977e-06	1.40653848143072e-05	9.18128622223099e-06	1.20290741650433e-05	4.48033558700825e-08	4.83481293974672e-06	4.34647328248426e-06	4.24397404533669e-06	1.08284280249936e-05	4.34647328248426e-06	4.34647328248426e-06	9.89167018385402e-06	9.89167018385402e-06	1.0221505262076e-05	3.17610986626011e-08	4.34647328248426e-06	4.83481293974672e-06	4.34647328248426e-06	8.43864064853704e-06	4.34647328248426e-06
"Stillingia_lineata"	0.00117082878538295	8.50913017860066e-05	0.000327283436400376	0.000324852840749809	1.00475134294481	8.50319817673127e-05	8.51604743326848e-05	8.57183410385099e-05	0.000241997162727422	0.000565377158201508	8.52450945035716e-05	5.75234634672886e-07	8.47562658328341e-05	5.98224514881374e-07	8.47129853971884e-05	0.000241821424053695	0.000325237302848887	8.433248450367e-05	0.000565302515685668	0.00032507249588662	0.00032447233985629	5.72080463934727e-07	8.47140801752344e-05	8.50561005033861e-05	3.82412958310068e-07	8.47129853971884e-05	5.10470043443885e-07	1.6558813435311e-07	8.55884164147586e-08	0.016866496900734	5.32701250925925e-05	1.53263656332968e-05	0.0168097898746834	0.0168011479830931	7.80552523588633e-06	3.04750615936e-05	0.0167536612409828	1.14420078625572e-05	1.06407285859992e-05	4.96764403059329e-06	6.48022611634137e-06	7.80552523588633e-06	0.0167458557157469	1.38510608372287e-05	1.44722324895582e-05	1.62755214181044e-05	1.71176832829517e-06	1.7032094866537e-06	1.43808658668222e-08	3.43216830295346e-08	1.26454684904348e-05	1.91206479155034e-08	6.04553560134236e-06	4.83994325454845e-06	7.80552523588632e-06	2.13112736258929e-06	0.0167458557157469	7.80552523588633e-06	7.80552523588633e-06	3.63648262667085e-06	3.63648262667085e-06	2.12728254465016e-06	2.55235021721943e-08	7.80552523588633e-06	4.83994325454845e-06	7.80552523588633e-06	4.2378132916417e-06	7.80552523588633e-06
"Warneckea_trinervis"	0.000171801937733706	0.000169467462391677	0.000590604250965436	0.000169334564408934	0.000170063963534626	1.00114429670567	0.00058903777934202	0.000588215783461756	1.80394925804982e-06	0.000728101226259934	0.00114716461720999	0.000421022468216802	0.000168670465125862	1.82444764130203e-06	0.000168714177917297	0.0005609274069396	0.000727480839768297	0.000167827112800233	0.00017024617382059	0.000169287969971728	0.000168447499291869	0.00041944059321492	0.000168564792311531	0.000587416936438063	8.91522730718027e-07	0.000168714177917297	0.000560719663084303	3.29615818400545e-07	5.91997768182935e-07	0.0335654225600465	0.000124189116389021	0.0334842822478285	4.3427054414578e-05	5.95417957482065e-05	1.14534625155804e-06	0.0334749638861329	3.9797456438018e-06	7.70761570672954e-06	2.07259107994935e-05	9.88847455201634e-06	1.22419107869326e-05	1.14534625155804e-06	2.83439939224376e-06	1.5168531425048e-05	1.22052017875625e-05	1.89615489320586e-05	1.18399553636587e-05	1.17807555868404e-05	1.05255617054201e-05	1.05863766267968e-05	1.18142523671903e-06	4.45761365359013e-08	1.402318517349e-05	3.60789851609965e-08	1.14534625155804e-06	2.86791154302499e-05	2.83439939224376e-06	1.14534625155804e-06	1.14534625155804e-06	6.56226945517152e-06	6.56226945517152e-06	4.23668655979192e-06	2.80359831542152e-05	1.14534625155804e-06	3.60789851609965e-08	1.14534625155804e-06	8.4335232562931e-06	1.14534625155804e-06
"Gaertnera_sp1_M_PL_066"	0.000103243936543076	0.000246111291740302	0.000499796649989401	0.00024558665071386	0.000102192569199222	0.000353422667605212	1.00351263769763	0.000497807370064723	0.00014523382792264	0.000246425554997927	0.000354308438701967	0.000397777963426064	0.00010152058597856	0.000145362991935434	0.000245176754383332	8.76606202842247e-07	0.000246015658667399	0.000101012983048667	0.00010248271478811	0.000101769736885207	0.000101422879379196	0.00039604402440999	0.000101791968669548	0.000353516845512027	0.000144888212396648	0.000245176754383332	5.32091940923791e-07	3.19259127619592e-07	0.00100855541477148	0.0202025966097334	0.020182927986853	0.0201504202460261	2.86927431370174e-05	2.16630961993641e-05	6.88292910287174e-07	3.17658888731504e-05	2.39150239694087e-06	6.24158902128051e-06	1.24721877606881e-05	9.57777382858775e-06	1.37917947978261e-05	6.88292910287174e-07	1.7032094866537e-06	7.10208065358229e-07	8.94562067383358e-06	1.50072521213208e-05	0.0201711082954297	0.0200702527539525	9.9444490856516e-06	1.4789882150166e-05	3.59296946873998e-06	7.24441061983238e-06	2.19151550710562e-08	2.9046765584528e-06	6.88292910287173e-07	8.85771096754918e-06	1.7032094866537e-06	6.88292910287174e-07	6.88292910287174e-07	5.55329611099335e-06	5.55329611099335e-06	6.15278229350755e-06	2.66045970461896e-08	6.88292910287174e-07	2.9046765584528e-06	6.88292910287174e-07	5.07602929892799e-06	6.88292910287174e-07
"Eugenia_orbiculata"	0.000129442313489827	0.000307258231649983	0.000624260870207671	0.00030705223280106	0.000128577511557765	0.000441161837596317	0.000622259212580904	1.00187445996958	0.000181676015768397	0.000308549250636657	0.000442267506362222	0.000496350577766308	0.000126836537348624	0.000181385849472629	0.000306091402944052	1.54596263330215e-06	0.000307588420779649	0.000126202354661881	0.00138206928605799	0.000127597268339895	0.000127163184518889	0.000494186953350564	0.000127175091007817	0.000441278871954695	0.000180793013348915	0.000306091402944052	6.64902377932211e-07	3.98683126806359e-07	6.25386143297391e-07	0.0252404709323762	0.0251844667595039	0.0251438324054715	6.72580899905875e-05	5.8480797868834e-05	8.62948756598849e-07	3.9694671962553e-05	3.0059072825616e-06	7.79918064779519e-06	1.5572244488422e-05	1.19604938041908e-05	1.72215965738779e-05	8.62948756598849e-07	2.14295852596275e-06	9.01597822431402e-07	1.11894741691929e-05	0.025081413231391	1.25077228659478e-05	1.24451842516181e-05	1.24087644441577e-05	1.84549594265787e-05	4.4964690719668e-06	9.03965066744575e-06	3.86490658325536e-08	3.63352031536794e-06	8.62948756598849e-07	1.10566876590556e-05	2.14295852596275e-06	8.62948756598849e-07	8.62948756598849e-07	6.93623189119635e-06	6.93623189119635e-06	7.68145579124957e-06	3.32451188966105e-08	8.6294875659885e-07	3.63352031536794e-06	8.6294875659885e-07	6.34182686743121e-06	8.6294875659885e-07
"Phyllanthus_phillyreifolius"	0.00101412842081819	0.000145043161580657	0.000146808350034852	0.000145044388192402	0.000290396595272907	1.08236955482989e-06	0.00014523382792264	0.000145340812614718	1.00545976527114	0.000433457763103484	1.0850822604811e-06	0.000145186832752834	3.98341213238165e-07	0.000144801009924999	0.000144558461265655	0.000289838311385719	0.000432971836176737	3.96349507171974e-07	0.000289391982646407	0.000288925742824755	8.82276433918903e-07	0.000144401047113469	7.34521527256911e-07	9.74952590081511e-07	0.000144886544480887	0.000144558461265655	4.49331349418342e-07	1.22092411051003e-07	1.45963646153407e-07	7.92699014343947e-05	0.0201826956461876	1.91148283989336e-05	3.40148848722851e-05	0.0201576403152888	6.76085613878796e-06	2.6825081560275e-05	1.16007993933364e-05	8.39206002806409e-06	6.79335455845734e-06	3.6627723315301e-06	6.48238827101801e-06	6.76085613878796e-06	4.83994325454845e-06	1.40068139234309e-05	1.12620619834346e-05	1.08683198815281e-05	2.91927292306814e-06	2.9046765584528e-06	3.62967081882085e-06	8.45637114965416e-06	0.0201159561615616	7.24432722404435e-06	7.24595778464296e-06	0.0201091953054228	6.76085613878795e-06	2.71270565120274e-08	4.83994325454844e-06	6.76085613878796e-06	6.76085613878796e-06	1.63120388927614e-06	1.63120388927614e-06	3.62607903951643e-06	2.24665674709171e-08	6.76085613878796e-06	0.0201091953054228	6.76085613878796e-06	1.99170606619082e-08	6.76085613878796e-06
"Euodia_chapelieri"	0.000393205334394805	0.000245908629275192	0.000535824084088218	0.000532075123546196	0.000678452589841809	0.00043686073575596	0.000246425554997928	0.000246839400509326	0.000433457763103484	1.00115441022513	0.000437955624818005	0.000145366736356905	0.000101612768515898	0.000144765453194296	0.000244974651564999	0.000624809204547417	0.000867309753150566	0.000101104704673319	0.000676648996101768	0.000389340744913045	0.000388205176654516	0.000144580335340243	0.000101896432937169	0.000102116355492501	0.000144592911448925	0.000244974651564999	0.000336729289079476	3.19206137005088e-07	2.47663874369776e-07	0.0202209409346638	0.0201417925648353	5.68310758850055e-05	0.0200970330386838	0.0201102621266042	2.62136889596537e-06	0.0201027385580447	1.39289120599955e-05	8.57496983027889e-06	6.02524741238206e-06	9.57618411015263e-06	1.41756638053624e-05	2.62136889596537e-06	1.13075431640302e-05	1.82415990096508e-05	1.89316257647484e-05	2.30872099152773e-05	4.95327748739553e-06	4.92851109995855e-06	3.63416840892263e-06	8.45968351539915e-06	1.12905241580351e-05	7.22964557244625e-06	1.56202301136854e-05	8.66915526206968e-06	2.62136889596537e-06	1.09488906204501e-05	1.13075431640302e-05	2.62136889596537e-06	2.62136889596537e-06	5.95360093431353e-06	5.95360093431353e-06	6.14771573187981e-06	1.68364644539738e-05	2.62136889596537e-06	8.66915526206969e-06	2.62136889596537e-06	5.08063842579492e-06	2.62136889596537e-06
