"Elmerrillia_tsiampacca"	"Cinnamomum_culilaban"	"Piper_plagiophyllum"	"Ficus_nodosa"	"Pipturus_argenteus"	"Castanopsis_acuminatissima"	"Caldcluvia_brassii"	"Aleurites_moluccana"	"Melicope_denhamii"	"Cordia_dicotoma"	"Coenobius_kleinhoviae"	"Micromolpus_sp._3"	"Rhyparida_coriacea"	"Rhyparida_sp._5"	"Rhyparida_sp._6"	"Rhyparida_sp._7"	"Rhyparida_sp._8"	"Rhyparidella_wauensis"	"Rhyparidella_sp._10"	"Rhyparidella_sp._11"	"Rhyparidella_sp._12"	"Rhyparidella_sp._13"	"Rhyparidella_sp._14"	"Rhyparidella_sp._15"	"Rhyparidella_sp._16"	"Rhyparidella_sp._17"	"Rhyparidella_sp._18"	"Rhyparidella_sp._19"	"Stethotes_integra"	"Stethotes_lateralis"	"Stethotes_suturalis"	"Stethotes_sp._25"	"Stethotes_sp._26"	"Thyrasia_sp._27"	"Atysa_sp._29"	"Aulacophora_sp._30"	"Momaea_sp._32"	"Neolepta_sp._34"	"Neolepta_sp._35"	"Neolepta_sp._36"	"Neolepta_sp._40"	"Oides_sp._41"	"Sastra_sp._42"	"Crepidodera_sp._44"	"Manobia_sp._45"	"Xenidea_sp._46"
"Elmerrillia_tsiampacca"	1.00168253517699	0.0010199700403008	0.00168939580481603	0.000517931276204657	0.0016947644143284	0.000732122118245229	2.48379729850077e-06	0.00101494544073296	0.00101910136817588	0.000727760663921609	4.31609396837214e-06	7.32122118245229e-06	1.32359066753637e-05	3.10474662312596e-08	1.0199700403008e-05	3.10474662312596e-08	1.91108263887504e-05	0.0201029343767947	3.10474662312596e-08	1.32359066753637e-05	8.9198127069916e-06	0.0201241335206068	0.0201284496145752	4.31609396837214e-06	0.0201241335206068	2.85940503555095e-05	7.0552002114522e-05	1.32359066753637e-05	4.17988779725976e-05	3.44689700688961e-05	1.75432823304423e-05	2.55578440831538e-05	8.9198127069916e-06	7.32122118245229e-06	1.45157943713802e-05	2.69954588309702e-05	1.02220611479901e-05	8.9198127069916e-06	3.10474662312596e-08	7.35226864868355e-06	8.9198127069916e-06	1.91108263887504e-05	1.91195131099996e-05	0.0200579286599269	1.32359066753637e-05	1.53581436801457e-05
"Cinnamomum_culilaban"	0.000509985020150402	1.00341441378753	0.00126749746689798	0.000908729300306224	0.00127206999262047	0.000763875309271843	0.000146208552530986	0.000653088207863306	0.000656193657304169	0.000508948806539783	7.57274416921854e-06	7.63875309271844e-06	1.42678493935368e-05	1.82760690663733e-06	0.0100341441378753	1.82760690663733e-06	1.32570417973599e-05	0.0100897580926466	1.82760690663733e-06	1.42678493935368e-05	6.69510522431826e-06	0.0101025478217336	0.0101101205659028	7.57274416921854e-06	0.0101025478217336	2.57905536380639e-05	0.0100835306629376	1.42678493935368e-05	0.0100600007004368	2.4779746041887e-05	1.60282965723974e-05	0.0100456668421198	6.69510522431826e-06	7.63875309271844e-06	0.0100417168820445	2.6734201506464e-05	8.38954347967902e-06	6.69510522431826e-06	1.82760690663733e-06	9.46635999935576e-06	6.69510522431826e-06	1.325704179736e-05	0.0100408392430996	2.84175098718534e-05	1.42678493935368e-05	1.15227042445271e-05
"Piper_plagiophyllum"	0.000767907184007286	0.00115227042445271	1.00327898314994	0.000848637995865728	0.00161488611804296	0.000868699940451156	2.13219829237733e-06	0.000463839599441124	0.000770958985968124	0.000332694504550708	7.07198329888107e-06	8.68699940451156e-06	1.55713839201598e-05	2.66524786547167e-08	1.15227042445271e-05	2.66524786547167e-08	1.620899048096e-05	0.00918015664232914	2.66524786547167e-08	1.55713839201598e-05	8.49940062127874e-06	0.00919008902104854	0.00919716100434742	7.07198329888107e-06	0.00919008902104853	0.00913628941255596	5.26120838888458e-05	1.55713839201598e-05	0.00914942713290612	0.00913692701911675	1.64232417428475e-05	0.00913224073288032	8.49940062127874e-06	8.68699940451156e-06	1.85946875434081e-05	0.00913647701133919	7.73624233833596e-06	8.49940062127874e-06	2.66524786547167e-08	8.71365188316628e-06	8.49940062127873e-06	1.620899048096e-05	2.00221048658058e-05	0.00914457557293723	1.55713839201598e-05	0.0091207180286358
"Ficus_nodosa"	0.000215804698418607	0.000757274416921853	0.000777918162876917	1.00466312211338	0.00218076763587796	0.000496783707133054	0.000121530083643059	0.00033506685405726	0.000337857162345058	0.000214885266359852	0.00837219268427814	4.96783707133054e-06	0.00838367040867749	1.51912604553824e-06	7.57274416921853e-06	1.51912604553824e-06	1.48562960228083e-05	0.00841271113881856	1.51912604553824e-06	0.0083836704086775	1.14777243993577e-05	5.08584232707521e-05	0.00842305110754889	0.00837219268427813	5.08584232707521e-05	0.00839074239197638	0.00840170443192781	0.0083836704086775	3.10902889387878e-05	2.19282793216893e-05	9.86553474031934e-06	1.46447274680996e-05	1.14777243993577e-05	4.96783707133054e-06	0.00837976542844735	0.00838423250464835	4.89769766898881e-06	1.14777243993577e-05	1.51912604553824e-06	6.48696311686878e-06	1.14777243993577e-05	1.48562960228083e-05	1.90504685685762e-05	2.28658016666109e-05	0.0083836704086775	7.07198329888106e-06
"Pipturus_argenteus"	0.00044599063534958	0.000669510522431826	0.000934934068340661	0.00137732692792292	1.00490287871943	0.000328140592340311	1.69179715531042e-06	0.000269703803112294	0.000977410985364235	0.000193422049563097	1.14777243993577e-05	3.28140592340311e-06	0.0053004402439753	2.11474644413803e-08	6.69510522431826e-06	2.11474644413803e-08	0.00529873662942958	0.00533972274844378	2.11474644413803e-08	0.0053004402439753	0.00528896251957595	0.00533636198120691	0.00534783970560626	1.14777243993577e-05	0.0053363619812069	0.00530893964459658	4.14791201664861e-05	0.0053004402439753	0.00530743843134495	0.00530723603005086	1.30766632414868e-05	1.5194505845597e-05	0.00528896251957595	3.28140592340311e-06	1.8172829623676e-05	2.32585309440395e-05	9.79525731808373e-06	0.00528896251957595	2.11474644413803e-08	3.30255338784449e-06	0.00528896251957595	0.00529873662942959	0.00529565762480026	0.00530638173290422	0.0053004402439753	8.49940062127873e-06
"Castanopsis_acuminatissima"	0.000366061059122614	0.000763875309271844	0.000955569934496272	0.000596140448559665	0.000623467125446591	1.00394131099351	0.000988137140599916	0.000509643302169808	0.000847883884542216	0.000508920903290333	4.96783707133054e-06	0.0100394131099351	8.24924299473365e-06	1.2351714257499e-05	7.63875309271844e-06	1.2351714257499e-05	1.17602447688253e-05	5.05679215632343e-05	1.2351714257499e-05	8.24924299473365e-06	3.28140592340311e-06	0.0100977362170093	0.0101027040540806	4.96783707133054e-06	0.0100977362170093	1.69362423992452e-05	0.0100957661418277	8.24924299473365e-06	0.0100590202683557	2.04472441733368e-05	0.010060243663038	1.632575249723e-05	3.28140592340311e-06	0.0100394131099351	1.2606590164049e-05	0.0100530679464109	2.08305531029211e-05	3.28140592340311e-06	1.2351714257499e-05	0.0100517648241926	3.28140592340311e-06	1.17602447688253e-05	1.09201590161215e-05	1.9289626510367e-05	8.24924299473365e-06	8.68699940451156e-06
"Caldcluvia_brassii"	1.55237331156298e-06	0.000182760690663732	2.93177265201883e-06	0.000182295125464589	4.01801824386225e-06	0.0012351714257499	1.00689501090797	0.000181869764609961	0.00123380741559267	0.000181592606755537	1.51912604553824e-06	1.2351714257499e-05	1.54027350997962e-06	0.0125861876363496	1.82760690663733e-06	0.0125861876363496	1.23592216203681e-05	1.94010498096289e-05	0.0125861876363496	1.54027350997962e-06	2.11474644413803e-08	3.4773453190478e-05	3.62925792360163e-05	1.51912604553824e-06	3.4773453190478e-05	1.56692598863434e-06	0.0126224013681763	1.54027350997962e-06	1.42271211072324e-05	1.23858740990228e-05	0.012610877424763	1.85425938529204e-06	2.11474644413803e-08	1.2351714257499e-05	3.34673295217556e-06	1.38974927816919e-05	0.0125985257105055	2.11474644413803e-08	0.0125861876363496	0.0125985393506071	2.11474644413803e-08	1.23592216203681e-05	1.84875437107871e-06	7.88474093273565e-08	1.54027350997962e-06	2.66524786547167e-08
"Aleurites_moluccana"	0.00101494544073296	0.00130617641572661	0.00102044711877047	0.000804160449737425	0.00102487445182672	0.00101928660433962	0.000290991623375937	1.00130089422697	0.00130539389543155	0.00101383987409442	6.70133708114521e-06	1.01928660433962e-05	1.20954131433911e-05	3.63739529219921e-06	1.30617641572661e-05	3.63739529219921e-06	1.84480150165614e-05	0.020093804701598	3.63739529219921e-06	1.20954131433911e-05	5.39407606224587e-06	0.0201226422274126	0.0201293435644937	6.70133708114521e-06	0.0201226422274125	2.13722051322136e-05	0.0200980111829202	1.20954131433911e-05	3.79254982517306e-05	2.77248070053838e-05	2.68842002899109e-05	2.23385561460886e-05	5.39407606224588e-06	1.01928660433962e-05	1.97631012384113e-05	2.61709951133638e-05	1.66913342465147e-05	5.39407606224587e-06	3.63739529219921e-06	1.38302613355954e-05	5.39407606224587e-06	1.84480150165614e-05	1.8455840219512e-05	3.49697768657276e-05	1.20954131433911e-05	9.27679198882248e-06
"Melicope_denhamii"	0.00050955068408794	0.000656193657304169	0.000848054884564936	0.000405428594814069	0.00185708087219205	0.000847883884542215	0.000987045932474139	0.000652696947715775	1.00282836273543	0.00050871190788863	3.37857162345058e-06	8.47883884542216e-06	1.31526814770929e-05	1.23380741559267e-05	6.56193657304169e-06	1.23380741559267e-05	0.0100380577372079	0.0100789527879002	1.23380741559267e-05	1.31526814770929e-05	9.77410985364236e-06	0.0100967708528193	0.0101001494244428	3.37857162345057e-06	0.0100967708528193	2.08622713367742e-05	0.0100848127852036	1.31526814770929e-05	3.25244751317874e-05	0.0100457673270676	0.0100491005403556	1.42715264327229e-05	9.77410985364236e-06	8.47883884542216e-06	9.94050819649226e-06	1.9567000328554e-05	0.0100406217015102	9.77410985364235e-06	1.23380741559267e-05	2.08169130013489e-05	9.77410985364235e-06	0.0100380577372079	1.6336046426684e-05	2.76747133950824e-05	1.31526814770929e-05	7.70958985968124e-06
"Cordia_dicotoma"	0.000909700829902011	0.00127237201634946	0.000914909887514447	0.000644655799079557	0.00091875473542471	0.00127230225822583	0.000363185213511075	0.00126729984261803	0.00127177976972158	1.00126604974866	5.37213165899631e-06	1.27230225822583e-05	1.02076828980737e-05	4.53981516888843e-06	1.27237201634946e-05	4.53981516888843e-06	1.75533489362932e-05	8.75065768229525e-05	4.53981516888843e-06	1.02076828980737e-05	4.83555123907742e-06	0.0251265087114628	0.0251318808431218	5.3721316589963e-06	0.0251265087114628	1.85250455118414e-05	0.0251050737278398	1.02076828980737e-05	3.8599656598598e-05	2.58707115500608e-05	2.99806354483625e-05	2.10410827772623e-05	4.83555123907742e-06	1.27230225822583e-05	1.80958518224909e-05	2.64125168550223e-05	1.72576128661042e-05	4.83555123907742e-06	4.53981516888843e-06	1.72628377511468e-05	4.83555123907742e-06	1.75533489362932e-05	1.7559271402572e-05	3.13469304508853e-05	1.02076828980737e-05	8.3173626137677e-06
