"Miconia_argentea"	"Miconia_lacera"	"Miconia_minutiflora"	"Miconia_impetiolaris"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Tachyphonus_luctuosus"	"Eucometis_penicillata"	"Euphonia_fulvicrissa"	"Manacus_vitellinus"	"Mionectes_oleagineus"	"Catharus_minimus"	"Dendroica_pensylvanica"	"Catharus_fuscescens"	"Dendroica_striata"	"Empidonax_virescens"	"Habia_fuscicauda"	"Leptotila_cassinii"	"Oryzoborus_angolensis"	"Ramphocelus_dimidiatus"	"Schiffornis_turdinus"	"Seiurus_aurocapillus"
"Miconia_argentea"	1.00697830444565	0.000913682015883844	0.000909889399110477	0.00129913424036797	0.0077959890049946	0.0077959890049946	0.00777433676765513	0.00774598695727422	0.00776763919461369	1.01520223987094e-05	0.00777779121701239	0.00778583698259589	2.83498103809189e-05	0.00774598695727421	1.01520223987094e-05	0.00774598695727421	1.01520223987094e-05	0.00774598695727422	0.00774598695727422	0.00774598695727421	0.00774598695727421	2.16522373394662e-05	1.01520223987094e-05
"Miconia_lacera"	0.00131976291183222	1.00634271775036	0.00149836283271272	0.000940166606102134	0.0112373744752698	0.0112373744752698	0.0112217050318348	1.01520223987094e-05	2.58214658337449e-05	0.0111815857527818	0.0112074072186156	5.57887224879993e-05	0.0112115530094361	1.01520223987094e-05	0.0111815857527818	1.01520223987094e-05	0.0111815857527818	1.01520223987094e-05	1.01520223987094e-05	1.01520223987094e-05	1.01520223987094e-05	1.56694434350355e-05	0.0111815857527818
"Miconia_minutiflora"	0.00236571243768724	0.0026970530988829	1.00335296926718	0.00168527529726246	0.0201433123516011	0.0201433123516011	0.02011522442998	1.81977879822095e-05	4.62857096032506e-05	2.99672566542544e-05	7.6252966257505e-05	0.0201133450949468	0.0200970266419978	1.81977879822095e-05	2.99672566542544e-05	1.81977879822095e-05	2.99672566542544e-05	1.81977879822095e-05	1.81977879822095e-05	1.81977879822095e-05	1.81977879822095e-05	2.80879216210411e-05	2.99672566542544e-05
"Miconia_impetiolaris"	0.0028147908541306	0.0014102499091532	0.00140439608105205	1.00447157325667	0.0168066024900068	0.0168066024900068	6.54096023955428e-05	2.16522373394662e-05	0.0167628451249507	1.56694434350355e-05	0.0167785145683857	0.0167909330465717	4.37573650560766e-05	2.16522373394662e-05	1.56694434350355e-05	2.16522373394662e-05	1.56694434350356e-05	2.16522373394662e-05	2.16522373394662e-05	2.16522373394662e-05	2.16522373394662e-05	0.0167411928876112	1.56694434350355e-05
"Pipra_mentalis"	0.0253369642662325	0.0252840925693571	0.0251791404395013	0.0252099037350102	1.00139958195805	0.00139958195804681	0.000979416895796637	0.000194899725124865	0.000615064787375035	0.000280934361881745	0.00089599914925678	0.00111864759616506	0.000784517170671771	0.000194899725124865	0.000280934361881745	0.000194899725124865	0.000280934361881745	0.000194899725124865	0.000194899725124865	0.000194899725124865	0.000194899725124865	0.000420165062250169	0.000280934361881745
"Pipra_coronata"	0.0253369642662325	0.0252840925693571	0.0251791404395013	0.0252099037350102	0.00139958195804681	1.00139958195805	0.000979416895796637	0.000194899725124865	0.000615064787375035	0.000280934361881745	0.00089599914925678	0.00111864759616506	0.000784517170671771	0.000194899725124865	0.000280934361881745	0.000194899725124865	0.000280934361881745	0.000194899725124865	0.000194899725124865	0.000194899725124865	0.000194899725124865	0.00042016506225017	0.000280934361881745
"Catharus_ustulatus"	0.0336887926598389	0.0336651150955043	0.0335253740499667	0.000130819204791086	0.00130588919439552	0.00130588919439552	1.00130370887432	0.000259144558921838	0.000261324879001689	0.000374056834394493	0.000635381713396182	0.000931832360001023	0.00104456431539383	0.000259144558921838	0.000374056834394493	0.000259144558921838	0.000374056834394493	0.000259144558921838	0.000259144558921838	0.000259144558921838	0.000259144558921838	2.18032007985143e-06	0.000374056834394493
"Tachyphonus_luctuosus"	0.100697830444565	9.13682015883844e-05	9.09889399110477e-05	0.000129913424036797	0.00077959890049946	0.00077959890049946	0.000777433676765513	1.00077459869573	0.000776763919461369	1.01520223987094e-06	0.000777779121701239	0.000778583698259589	2.83498103809189e-06	0.000774598695727422	1.01520223987094e-06	0.000774598695727421	1.01520223987094e-06	0.000774598695727422	0.000774598695727422	0.000774598695727422	0.000774598695727422	2.16522373394662e-06	1.01520223987094e-06
"Eucometis_penicillata"	0.0504896547649889	0.000116196596251852	0.000115714274008126	0.0502885353748521	0.00123012957475007	0.00123012957475007	0.000391987318502534	0.000388381959730684	1.00122652421598	1.29107329168725e-06	0.00122781528926991	0.00122883850145838	3.60535877184977e-06	0.000388381959730684	1.29107329168725e-06	0.000388381959730684	1.29107329168725e-06	0.000388381959730684	0.000388381959730684	0.000388381959730684	0.000388381959730684	0.000838142256247536	1.29107329168725e-06
"Euphonia_fulvicrissa"	0.000131976291183222	0.100634271775036	0.000149836283271272	9.40166606102133e-05	0.00112373744752698	0.00112373744752698	0.00112217050318348	1.01520223987094e-06	2.58214658337449e-06	1.00111815857528	0.00112074072186156	5.57887224879993e-06	0.00112115530094361	1.01520223987094e-06	0.00111815857527818	1.01520223987094e-06	0.00111815857527818	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.56694434350355e-06	0.00111815857527818
"Manacus_vitellinus"	0.033703761940387	0.0336222216558466	0.000127088277095842	0.0335570291367715	0.00119466553234237	0.00119466553234237	0.000635381713396181	0.000259259707233746	0.000818543526179938	0.000373580240620518	1.0011921237668	0.000821085291721854	0.000376122006162435	0.000259259707233746	0.000373580240620519	0.000259259707233746	0.000373580240620519	0.000259259707233746	0.000259259707233746	0.000259259707233746	0.000259259707233746	0.000559283818946191	0.000373580240620518
"Mionectes_oleagineus"	0.0337386269245822	0.000167366167463998	0.0335222418249113	0.0335818660931435	0.00149153012822008	0.00149153012822008	0.000931832360001023	0.000259527899419863	0.000819225667638921	1.85962408293331e-06	0.000821085291721854	1.00148967050414	0.00067230446058116	0.000259527899419863	1.85962408293331e-06	0.000259527899419863	1.85962408293331e-06	0.000259527899419863	0.000259527899419863	0.000259527899419863	0.000259527899419863	0.000559697768219058	1.85962408293331e-06
"Catharus_minimus"	0.000184273767475973	0.0504519885424623	0.0502425666049945	0.00013127209516823	0.00156903434134354	0.00156903434134354	0.00156684647309074	1.41749051904595e-06	3.60535877184977e-06	0.000560577650471803	0.000564183009243653	0.00100845669087174	1.00156542898257	1.41749051904595e-06	0.000560577650471803	1.41749051904594e-06	0.000560577650471803	1.41749051904595e-06	1.41749051904595e-06	1.41749051904595e-06	1.41749051904595e-06	2.18786825280383e-06	0.000560577650471803
"Dendroica_pensylvanica"	0.100697830444565	9.13682015883844e-05	9.09889399110477e-05	0.000129913424036797	0.00077959890049946	0.00077959890049946	0.000777433676765513	0.000774598695727422	0.000776763919461368	1.01520223987094e-06	0.000777779121701239	0.000778583698259589	2.83498103809189e-06	1.00077459869573	1.01520223987094e-06	0.000774598695727421	1.01520223987094e-06	0.000774598695727422	0.000774598695727422	0.000774598695727422	0.000774598695727422	2.16522373394662e-06	1.01520223987094e-06
"Catharus_fuscescens"	0.000131976291183222	0.100634271775036	0.000149836283271272	9.40166606102133e-05	0.00112373744752698	0.00112373744752698	0.00112217050318348	1.01520223987094e-06	2.58214658337449e-06	0.00111815857527818	0.00112074072186156	5.57887224879993e-06	0.00112115530094361	1.01520223987094e-06	1.00111815857528	1.01520223987094e-06	0.00111815857527818	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.56694434350356e-06	0.00111815857527818
"Dendroica_striata"	0.100697830444565	9.13682015883844e-05	9.09889399110477e-05	0.000129913424036797	0.00077959890049946	0.00077959890049946	0.000777433676765514	0.000774598695727421	0.000776763919461368	1.01520223987094e-06	0.000777779121701239	0.000778583698259589	2.83498103809189e-06	0.000774598695727422	1.01520223987094e-06	1.00077459869573	1.01520223987094e-06	0.000774598695727422	0.000774598695727422	0.000774598695727421	0.000774598695727421	2.16522373394662e-06	1.01520223987094e-06
"Empidonax_virescens"	0.000131976291183222	0.100634271775036	0.000149836283271272	9.40166606102133e-05	0.00112373744752698	0.00112373744752698	0.00112217050318348	1.01520223987094e-06	2.58214658337449e-06	0.00111815857527818	0.00112074072186155	5.57887224879993e-06	0.00112115530094361	1.01520223987094e-06	0.00111815857527818	1.01520223987094e-06	1.00111815857528	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.01520223987094e-06	1.56694434350356e-06	0.00111815857527818
"Habia_fuscicauda"	0.100697830444565	9.13682015883844e-05	9.09889399110477e-05	0.000129913424036797	0.00077959890049946	0.00077959890049946	0.000777433676765513	0.000774598695727421	0.000776763919461368	1.01520223987094e-06	0.000777779121701239	0.000778583698259589	2.83498103809189e-06	0.000774598695727422	1.01520223987094e-06	0.000774598695727421	1.01520223987094e-06	1.00077459869573	0.000774598695727422	0.000774598695727422	0.000774598695727422	2.16522373394662e-06	1.01520223987094e-06
"Leptotila_cassinii"	0.100697830444565	9.13682015883844e-05	9.09889399110477e-05	0.000129913424036797	0.00077959890049946	0.00077959890049946	0.000777433676765513	0.000774598695727422	0.000776763919461368	1.01520223987094e-06	0.000777779121701239	0.000778583698259589	2.83498103809189e-06	0.000774598695727422	1.01520223987094e-06	0.000774598695727422	1.01520223987094e-06	0.000774598695727422	1.00077459869573	0.000774598695727422	0.000774598695727422	2.16522373394662e-06	1.01520223987094e-06
