"Pittosporum_senacia"	"Aphloia_theiformis"	"Embelia_angustifolia"	"Stillingia_lineata"	"Memecylon_ovatifolium"	"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Gaertnera_sp1_M_PL_068"	"Casearia_coriacea"	"Calophyllum_eputamen"	"Olea_lancea"	"Labourdonnaisia_callophylloides"	"Tabernaemontana_persicarifolia"	"Antidesma_madagascariense"	"Euodia_chapelieri"	"Turraea_rigida"	"Warneckea_trinervis"	"Xylopia_lamarckii"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_068"	"Apis_mellifera"	"Paragus_borbonicus"	"Nacoleia_sp1_M_PL_068"	"Stomorhina_lunata"	"Chrysomya_megacephala"	"Chaetocnema_sp1_M_PL_068"	"Episyrphus_sp1_M_PL_068"	"Graphomya_maculata"	"Melanostoma_annulipes"	"Villa_unifasciata"	"Allograpta_nasuta"	"Musca_domestica"	"Pachycerina_crinicornis"	"Ahasverus_advena"	"Cheloninae_sp1_M_PL_068"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Orthellia_albigena"	"Phorinia_sp1_M_PL_068"	"Siphona_sp1_M_PL_068"	"Unidentified_sp1_M_PL_068"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_068"	"Drosophila_sp1_M_PL_068"	"Henotesia_narcissus"	"Hyadina_sp1_M_PL_068"	"Hyperaspis_hottentota"	"Macroglossum_milvus"	"Nacoleia_sp2_M_PL_068"	"Panara_naso"	"Papillio_manlius"	"Pelecophora_intemipta"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_068"	"Sarcophaga_arno"	"Scolia_oryctophaga"	"Zosterops_mauritianus"
"Pittosporum_senacia"	1.00389514887223	0.000830186532389275	3.27099266909386e-07	0.00126576275161184	0.000873149679013224	0.000189356658656503	0.000406345537268366	0.000407904656835823	0.000140535742343628	0.000826482362782088	0.000188362654367567	0.000125574750365882	0.000280044175530086	3.27648091182724e-07	0.000265482618957681	0.000265482618957681	0	0.000140535742343628	0.0112428593874902	1.63549633454693e-08	0.0112452188952648	0.0111956615239768	0.0112017670212034	2.52555892556101e-05	0.0111716743298701	2.28084024012273e-05	0.011168943037675	1.2892580861802e-05	2.20996449446683e-05	0.0111709201902804	2.42891312010807e-05	9.73663655086029e-06	9.76391311724517e-06	6.27875514558556e-06	7.54715029444795e-06	1.2892580861802e-05	0	2.62662838065021e-05	0.0111641271795756	9.73663655086028e-06	0.0111543905430248	5.8272093833689e-06	7.54715029444795e-06	7.54715029444795e-06	5.8272093833689e-06	1.09216030394241e-08	9.73663655086028e-06	5.8272093833689e-06	3.15594431094171e-06	5.8272093833689e-06	5.8272093833689e-06	1.09216030394241e-08	1.35448512422789e-05	7.54715029444795e-06	9.73663655086028e-06	3.15594431094171e-06	7.54715029444795e-06	6.27873751829413e-06
"Aphloia_theiformis"	0.000679243526500316	1.00601234096951	1.49552892210701e-07	0.0005787187545381	0.00102152417653333	0.000461552765312254	0.000102947569842401	0.000103342572508463	0.000115083721246773	0.000218889440864311	0.00015411313214398	0.000102806285852886	3.12156852638295e-07	1.49803819882195e-07	0.000217375975670395	0.000217375975670395	0	0.000115083721246773	0.00920669769974185	7.47764461053505e-09	0.00920630289812596	0.00918742062254371	1.24862741055318e-05	0.00917028468511726	0.00915756556910816	9.51489322208554e-06	2.45725532366702e-05	1.21442288157537e-05	0.00916259213902872	1.19249391117342e-05	2.14770856694384e-05	4.45168272721615e-06	4.46415383248942e-06	5.13710440479932e-06	0.0091455667360865	1.21442288157537e-05	0	8.82947154450237e-06	1.19988330216641e-05	4.45168272721615e-06	7.54715029444795e-06	1.47632246440662e-06	0.0091455667360865	0.0091455667360865	1.47632246440662e-06	4.99346066273984e-09	4.45168272721614e-06	1.47632246440662e-06	7.69254608853756e-06	1.47632246440662e-06	1.47632246440662e-06	4.99346066273985e-09	3.43158566141338e-06	0.0091455667360865	4.45168272721615e-06	7.69254608853756e-06	0.0091455667360865	5.14031429264431e-06
"Embelia_angustifolia"	1.47194670109224e-06	8.22540907158855e-07	1.00671373748881	0.00168943621596798	8.7331283020947e-07	1.52656193051062e-06	1.20732265501408e-09	1.21195506807888e-09	1.63562490592434e-07	8.17774841036012e-07	2.19696539846657e-07	7.95936548510609e-10	4.11341380395977e-10	0.00169144510204839	1.64354447458202e-07	1.64354447458202e-07	0	1.63562490592434e-07	1.30849992473947e-05	0.0503356868744406	7.1276117919125e-08	1.30668169383833e-05	1.64536552158391e-08	4.74755572892032e-08	1.30194958077097e-05	2.36787148156088e-08	3.09101771822938e-08	1.30211058985955e-05	2.20328584473596e-08	3.27104601661895e-08	1.30102184135905e-05	1.29956631997537e-05	0.050405064041042	7.32321799488856e-09	7.47764461053504e-09	1.30211058985955e-05	0	1.30120186965744e-05	1.30120181630991e-05	1.29956631997537e-05	1.63549633454693e-08	1.73136438296983e-11	7.47764461053504e-09	7.47764461053504e-09	1.73136438296983e-11	5.63815034016129e-05	1.29956631997537e-05	1.73136438296983e-11	2.54426988418436e-08	1.73136438296983e-11	1.73136438296983e-11	5.6381503401613e-05	4.02440885004693e-11	7.47764461053504e-09	1.29956631997537e-05	2.54426988418436e-08	7.47764461053504e-09	3.97968274255304e-11
"Stillingia_lineata"	0.000876297289577425	0.000489685099993776	0.000259913263995074	1.00577580415659	0.000519911261391382	0.000908811495066973	7.18758070145613e-07	7.21515894875189e-07	9.73740197768896e-05	0.000486847707293147	0.000130792427643139	4.73846668237311e-07	2.44884775015671e-07	0.000260349360075602	9.78454972117858e-05	9.78454972117858e-05	0	9.73740197768896e-05	0.00778992158215118	1.29956631997537e-05	4.24329691406512e-05	0.00777909706785782	9.79539100062682e-06	2.82637286681887e-05	0.00775092527432875	1.40967017339676e-05	1.84018242407166e-05	0.00775188381330179	1.31168704170725e-05	1.94735906967232e-05	0.00774540214274053	0.00773673695505068	0.00775841093025295	4.35974758810464e-06	4.45168272721615e-06	0.0077518838133018	0	0.00774647390919655	0.00774647359160154	0.00773673695505068	9.73663655086029e-06	1.03073699267884e-08	4.45168272721615e-06	4.45168272721615e-06	1.03073699267884e-08	8.67831200252007e-06	0.00773673695505067	1.03073699267884e-08	1.51468582511162e-05	1.03073699267884e-08	1.03073699267884e-08	8.67831200252008e-06	2.39586023381871e-08	4.45168272721615e-06	0.00773673695505068	1.51468582511162e-05	4.45168272721615e-06	2.36923334118655e-08
"Memecylon_ovatifolium"	0.00130972451851984	0.00187279432364445	2.9110427673649e-07	0.00112647439968133	1.00353587415785	0.000843461178987371	0.000187860351079641	0.000188581158182105	7.8670252333052e-07	0.000189630471998055	0.000281418041942171	0.000187582878263139	5.89186037552224e-07	2.91592706731014e-07	0.000187431666395154	0.000187431666395154	0	7.8670252333052e-07	6.29362018664416e-05	1.45552138368245e-08	0.0167980467484641	0.0167892792756277	2.35674415020889e-05	0.0167566809918896	4.0243085282299e-05	1.31732108380335e-05	0.0167401503972811	2.27228740063125e-05	0.0167426233055731	1.83451040901815e-05	0.0167342630903208	8.66518768985637e-06	8.68946266058423e-06	9.38060139807236e-06	1.70254029422222e-05	2.27228740063126e-05	0	1.24577971298175e-05	2.32176823400768e-05	8.66518768985637e-06	1.45524946502204e-05	2.69401654545864e-06	1.70254029422222e-05	1.70254029422222e-05	2.69401654545864e-06	9.71975689103381e-09	8.66518768985637e-06	2.69401654545864e-06	1.40576863164562e-05	2.69401654545864e-06	2.69401654545864e-06	9.71975689103382e-09	6.2620117026547e-06	1.70254029422222e-05	8.66518768985637e-06	1.40576863164562e-05	1.70254029422222e-05	9.37914391315695e-06
"Syzygium_coriaceum"	0.000284034987984754	0.000846180069739132	5.08853976836872e-07	0.00196909157264511	0.000843461178987371	1.00587064246003	3.58918296112702e-07	3.60295440654141e-07	3.27014845554221e-07	1.99574347627358e-06	0.000281642740009655	2.79594678899377e-07	7.9525196287446e-08	5.09707758677202e-07	6.05211551059101e-07	6.05211551059101e-07	0	3.27014845554221e-07	2.61611876443377e-05	2.54426988418436e-08	2.50377034954392e-05	0.0168139518339678	3.18100785149784e-06	0.0167862609400721	2.59953486505955e-05	9.42800620318064e-06	1.72136306273979e-05	0.0167796575659182	2.17502324049937e-05	3.19585918046718e-06	2.92045445675724e-05	1.51468582511162e-05	1.51892912085806e-05	9.38809133365516e-06	7.69254608853756e-06	0.0167796575659182	0	1.51867731206417e-05	1.83028025620579e-05	1.51468582511162e-05	3.15594431094171e-06	5.14707772363058e-09	7.69254608853756e-06	7.69254608853756e-06	5.14707772363059e-09	1.69902586225734e-08	1.51468582511162e-05	5.14707772363059e-09	0.0167645107076671	5.14707772363059e-09	5.14707772363059e-09	1.69902586225734e-08	1.19639432037567e-08	7.69254608853756e-06	1.51468582511162e-05	0.0167645107076671	7.69254608853756e-06	1.39797339449688e-08
"Diospyros_revaughanii"	0.0012190366118051	0.000377474422755472	8.04881770009386e-10	3.11461830396433e-06	0.000375720702159282	7.17836592225403e-07	1.00456176862441	0.00122195766469933	7.75889577778634e-07	0.000375802546748577	7.67975261845869e-07	0.000375095004100052	0.000840009866586212	8.06232242777858e-10	0.00037399541865733	0.00037399541865733	0	7.75889577778634e-07	6.20711662222907e-05	4.02440885004693e-11	0.0335897576171596	2.32999703272837e-05	0.0336003946634484	9.70556130727183e-06	1.70003955060304e-05	7.5416501103664e-06	1.98068629449336e-05	3.59225455419438e-08	9.69359736406808e-06	2.10609021772504e-05	6.28597030499289e-06	2.39586023381871e-08	2.40257208347802e-08	2.55991753948623e-08	3.43158566141338e-06	3.59225455419438e-08	0	7.54000953730973e-06	1.35688098446171e-05	2.39586023381871e-08	1.35448512422789e-05	1.74565380671333e-05	3.43158566141338e-06	3.43158566141338e-06	1.74565380671333e-05	2.68744080925953e-11	2.39586023381871e-08	1.74565380671333e-05	1.19639432037567e-08	1.74565380671333e-05	1.74565380671333e-05	2.68744080925953e-11	0.0334853922874805	3.43158566141338e-06	2.39586023381871e-08	1.19639432037567e-08	3.43158566141338e-06	1.87547502050026e-05
"Gaertnera_sp1_M_PL_068"	0.000524448844503201	0.000162395471084728	3.46272876593966e-10	1.33995809048249e-06	0.000161640992727518	3.08824663417835e-07	0.000523696142013998	1.00771995013201	3.33799976627067e-07	0.000161676203565215	3.30395112650237e-07	0.000161371807519303	0.000361385539725579	3.46853871353352e-10	0.000160898748458333	0.000160898748458333	0	3.33799976627067e-07	2.67039981301654e-05	1.73136438296983e-11	0.0144508453633536	1.00240160113062e-05	0.0144554215890231	4.17548608758889e-06	7.31383921770231e-06	3.24453724172598e-06	8.52122592882753e-06	1.5454447650419e-08	4.17033900986526e-06	9.0607334546732e-06	2.70432391538543e-06	1.03073699267884e-08	1.03362453663299e-08	1.10131704216746e-08	1.47632246440662e-06	1.5454447650419e-08	0	3.24383144123109e-06	5.83751675329569e-06	1.03073699267884e-08	5.8272093833689e-06	0.0143959992876001	1.47632246440662e-06	1.47632246440662e-06	0.0143959992876001	1.15617957117784e-11	1.03073699267884e-08	0.0143959992876001	5.14707772363059e-09	0.0143959992876001	0.0143959992876001	1.15617957117784e-11	1.74565380671333e-05	1.47632246440662e-06	1.03073699267884e-08	5.14707772363059e-09	1.47632246440662e-06	8.06859037596515e-06
"Casearia_coriacea"	0.00126482168109265	0.0012659209337145	3.27124981184868e-07	0.00126586225709957	4.72021513998312e-06	1.96208907332533e-06	2.3276687333359e-06	2.33659983638947e-06	1.0012554673034	0.00126241210217643	1.86294043917659e-06	1.97478266844915e-06	3.55001082451211e-07	3.27673848602963e-07	0.00125743221215857	0.00125743221215857	0	0.00125546730340346	0.100437384272277	1.63562490592434e-08	0.000176841787959621	3.54728180882567e-05	1.42000432980484e-05	1.16197438615658e-05	3.5299348336729e-05	2.53103400581678e-05	1.41322444866958e-05	9.77010346224439e-06	1.15870423770104e-05	3.93018162778914e-05	9.81607223002202e-06	9.73740197768897e-06	9.76468068836831e-06	6.20980146392197e-08	1.15083721246773e-05	9.77010346224439e-06	0	3.49856440212176e-05	2.37909762120517e-05	9.73740197768897e-06	1.40535742343628e-05	3.33799976627067e-08	1.15083721246773e-05	1.15083721246773e-05	3.33799976627067e-08	1.09224616200988e-08	9.73740197768896e-06	3.33799976627067e-08	3.27014845554221e-08	3.33799976627067e-08	3.33799976627067e-08	1.09224616200988e-08	7.75889577778635e-08	1.15083721246773e-05	9.73740197768897e-06	3.27014845554221e-08	1.15083721246773e-05	9.87391334224576e-08
"Calophyllum_eputamen"	0.00148766825300776	0.000481556769901484	3.27109936414405e-07	0.00126580403896218	0.000227556566397666	2.39489217152829e-06	0.000225481528049146	0.000226346684991301	0.000252482420435286	1.0034899947578	0.00100967390949715	0.000225172093642863	6.83689781000441e-07	3.27658778589597e-07	0.000476528653609935	0.000476528653609935	0	0.000252482420435286	0.0201985936348229	1.63554968207203e-08	0.0201641609857184	6.81327115115157e-05	2.73475912400176e-05	8.21031312677279e-06	3.06443902187909e-05	0.0201034556921393	2.03222566956028e-05	9.77686901538842e-06	8.17039825724732e-06	0.0200863295424117	1.35295635858241e-05	9.73695414586295e-06	9.76423160196999e-06	3.36557969832382e-05	4.37778881728622e-06	9.77686901538842e-06	0	0.0200795368493019	2.62666014015047e-05	9.73695414586295e-06	1.65296472556418e-05	3.2335240713043e-06	4.37778881728622e-06	4.37778881728622e-06	3.2335240713043e-06	1.09219592863199e-08	9.73695414586294e-06	3.2335240713043e-06	3.99148695254715e-08	3.2335240713043e-06	3.2335240713043e-06	1.09219592863199e-08	7.51605093497154e-06	4.37778881728622e-06	9.73695414586295e-06	3.99148695254715e-08	4.37778881728622e-06	1.12586046821431e-05
