"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Ceratophyllus_indages"	0.033724164478524	0.0336354882770772	0.0335085247666204	0.000110696642933501	3.12268449459841e-05	0	0.000883047677428983	0.000401732191032395	0.000401732191032395	0.000880425401984115	1.00088042540198	0.000401732191032395	0.000401732191032395	0.000401732191032395	0.000882006782597451	0.00088200678259745	0.000403313571645731	0.000657770194083603	0.000401732191032395	0.000401732191032395	0.000180117877963416	0	0.000226858863958716	0.000177495602518547	0.000401732191032395	0.000656188813470267	0.000177495602518547
"Amalaraeus_ioffi"	0.0504272823810941	0.0503542584621694	0.000104753653196527	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788642	0.000601101805788642	0.000602598286548593	0.000602598286548593	1.00060110180579	0.000601101805788642	0.000601101805788643	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788642	0.000601101805788642	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.00026540674937418
"Catallagia_striata"	0.0504272823810941	0.0503542584621694	0.000104753653196528	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788642	0.000601101805788642	0.000602598286548593	0.000602598286548593	0.000601101805788643	1.00060110180579	0.000601101805788643	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788642	0.000601101805788643	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.00026540674937418
"Amalaraeus_penicilliger"	0.0504272823810941	0.0503542584621694	0.000104753653196527	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788642	0.000601101805788642	0.000602598286548593	0.000602598286548593	0.000601101805788642	0.000601101805788642	1.00060110180579	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788642	0.000601101805788642	0.000267790562230093	0	0.000338078869270377	0.00026540674937418	0.000601101805788643	0.00026690323013413	0.00026540674937418
"Hystrichopsylla_microti"	0.0253546628161362	0.0252760801657054	0.0251686604451973	0.0251560990125605	5.45985705015979e-05	0	0.00102269788233472	0.000301952794873841	0.000301952794873841	0.000661505086948088	0.000661505086948088	0.000301952794873841	0.000301952794873841	0.000301952794873841	1.00102087792998	0.00102087792998467	0.000661325637910419	0.000852370728879964	0.000301952794873841	0.000301952794873841	0.00049463838915577	0	0.000529699996491335	0.000133445593769138	0.000301952794873841	0.000492997885843385	0.000133445593769138
"Neopsylla_acanthina"	0.0253546628161362	0.0252760801657054	0.0251686604451973	0.0251560990125605	5.45985705015979e-05	0	0.00102269788233472	0.000301952794873841	0.000301952794873841	0.000661505086948088	0.000661505086948088	0.000301952794873841	0.000301952794873841	0.000301952794873841	0.00102087792998467	1.00102087792998	0.000661325637910419	0.000852370728879964	0.000301952794873841	0.000301952794873841	0.00049463838915577	0	0.000529699996491335	0.000133445593769138	0.000301952794873841	0.000492997885843385	0.000133445593769138
"Peromyscopsylla_silvatica"	0.0337002408637203	0.0336354575853097	0.000119524929107061	0.0334917761897713	6.31014421926615e-05	0	0.000883870898620315	0.000401606072658487	0.000401606072658487	0.000403313571645731	0.000403313571645731	0.000401606072658487	0.000401606072658487	0.000401606072658487	0.000881767517213892	0.000881767517213892	1.00088006001823	0.000657531133311828	0.000401606072658487	0.000401606072658487	0.000657927015731006	0	0.000704793710876649	0.000177369688756423	0.000401606072658487	0.000179077187743667	0.000177369688756423
"Ctenophthalmus_pisticus"	0.0336782467985135	0.000232963755547996	0.033527422030302	0.0335106877762778	6.07806494597331e-05	0	0.00113852032682194	0.000178807022222145	0.000178807022222145	0.000657770194083603	0.000657770194083603	0.000178807022222145	0.000178807022222145	0.000178807022222145	0.00113649430517328	0.00113649430517328	0.000657531133311828	1.00113494121347	0.000178807022222145	0.000178807022222145	0.000658004063256832	0	0.000482303224441994	0.000177253930518492	0.000178807022222145	0.000656217102379949	0.000177253930518492
"Rhadinopsylla_integella"	0.0504272823810941	0.0503542584621695	0.000104753653196528	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788643	0.000601101805788643	0.000602598286548593	0.000602598286548593	0.000601101805788643	0.000601101805788643	0.000601101805788643	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	1.00060110180579	0.000601101805788643	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.000265406749374179
"Stenoponia_montana"	0.0504272823810941	0.0503542584621695	0.000104753653196528	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788643	0.000601101805788643	0.000602598286548593	0.000602598286548593	0.000601101805788643	0.000601101805788643	0.000601101805788643	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788643	1.00060110180579	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.000265406749374179
"Ctenophthalmus_congeneroides"	0.033632517981815	0.000227068342629111	0.000111358553368081	0.0335579981970994	0.0334811579351894	0	0.00177555645004734	0.000178527041486729	0.000178527041486729	0.000180117877963416	0.000180117877963416	0.000178527041486729	0.000178527041486729	0.000178527041486729	0.000659517852207693	0.000659517852207693	0.000657927015731006	0.000658004063256832	0.000178527041486729	0.000178527041486729	1.00177245182462	0	0.00159695236103479	0.000177013252535868	0.000178527041486729	0.000178604089012555	0.000177013252535868
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Frontopsylla_elata"	0.000270270307088452	0.0335945156319679	0.000103106577825877	0.0335585458620811	0.0334836626311377	0	0.00182238874969304	0.000225385912846918	0.000225385912846918	0.000226858863958716	0.000226858863958716	0.000225385912846918	0.000225385912846918	0.000225385912846918	0.000706266661988446	0.000706266661988446	0.000704793710876648	0.000482303224441994	0.000225385912846918	0.000225385912846918	0.00159695236103479	0	1.00181949332328	1.42247530046554e-06	0.000225385912846918	2.89542641226378e-06	1.42247530046554e-06
"Ctenophyllus_armatus"	0.100470653893184	0.000303087528161289	0.000117131616509834	9.06897264636717e-05	2.85382457823526e-05	0	0.000534733649935964	0.000530813498748359	0.000530813498748359	0.000532486807555642	0.000532486807555642	0.000530813498748359	0.000530813498748359	0.000530813498748359	0.000533782375076552	0.000533782375076552	0.000532109066269268	0.000531761791555476	0.000530813498748359	0.000530813498748359	0.000531039757607605	0	4.26742590139661e-06	1.00052879291523	0.000530813498748359	0.000530466224034567	0.000528792915227284
"Megabothris_bispinosa"	0.0504272823810941	0.0503542584621695	0.000104753653196528	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788642	0.000601101805788642	0.000602598286548593	0.000602598286548593	0.000601101805788643	0.000601101805788643	0.000601101805788642	0.000603905589747681	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788643	0.000601101805788643	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	1.00060110180579	0.00026690323013413	0.000265406749374179
"Nosopsyllus_fasciatus"	0.0503942912832838	0.000250517717526953	0.0502165993049889	0.000119878603695899	2.88141006053799e-05	0	0.00098695624170695	0.00026690323013413	0.00026690323013413	0.000984283220205401	0.000984283220205401	0.00026690323013413	0.00026690323013413	0.00026690323013413	0.00098599577168677	0.00098599577168677	0.0002686157816155	0.000984325653569924	0.00026690323013413	0.00026690323013413	0.000267906133518833	0	4.34313961839567e-06	0.000265233112017283	0.00026690323013413	1.00098261310209	0.000265233112017283
"Ceratophyllus_anisus"	0.100470653893184	0.000303087528161289	0.000117131616509834	9.06897264636717e-05	2.85382457823526e-05	0	0.000534733649935964	0.000530813498748359	0.000530813498748359	0.000532486807555642	0.000532486807555642	0.000530813498748359	0.000530813498748359	0.000530813498748359	0.000533782375076552	0.000533782375076552	0.000532109066269268	0.000531761791555476	0.000530813498748359	0.000530813498748359	0.000531039757607605	0	4.26742590139661e-06	0.000528792915227284	0.000530813498748359	0.000530466224034567	1.00052879291523
