"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Clethrionomys_rutilus"	1.00470653893184	0.00303087528161289	0.00117131616509834	0.000906897264636717	0.000285382457823527	0	0.00534733649935964	0.00530813498748359	0.00530813498748359	0.00532486807555642	0.00532486807555642	0.00530813498748358	0.00530813498748359	0.00530813498748359	0.00533782375076552	0.00533782375076551	0.00532109066269268	0.00531761791555477	0.00530813498748359	0.00530813498748359	0.00531039757607604	0	4.26742590139661e-05	0.00528792915227283	0.00530813498748359	0.00530466224034567	0.00528792915227283
"Clethrionomys_rufocanus"	0.00383910869004299	1.00405429396178	0.000923756898832211	0.000923327214087047	0.000360523336271924	0	0.00675230548873051	0.00671390112828926	0.00671390112828926	0.00672709765541543	0.00672709765541544	0.00671390112828926	0.00671390112828926	0.00671390112828926	0.00674028804418811	0.0067402880441881	0.00672709151706193	4.65927511095991e-05	0.00671390112828926	0.00671390112828926	4.54136685258221e-05	0	0.00671890312639358	2.02058352107526e-05	0.00671390112828926	3.3402362336927e-05	2.02058352107526e-05
"Tamias_sibiricus"	0.00317928673383835	0.00197947906892617	1.00316066993468	0.00149067480928127	0.000290899554284072	0	0.0143917883347794	2.99296151990078e-05	2.99296151990079e-05	0.0143607963285516	0.0143607963285516	2.99296151990078e-05	2.99296151990079e-05	2.99296151990079e-05	0.0143820916829699	0.0143820916829699	5.12249696173117e-05	0.0143688951558437	2.99296151990079e-05	2.99296151990079e-05	4.77250943006063e-05	0	4.41885333539473e-05	1.67330880728334e-05	2.99296151990079e-05	0.0143475998014254	1.67330880728334e-05
"Apodemus_peninsulae"	0.00246157828972823	0.00197855831590081	0.00149067480928127	1.00292306121442	0.00124713747168439	0	0.0144164849705193	2.61460639817681e-05	2.61460639817681e-05	4.74414184000719e-05	4.74414184000719e-05	2.61460639817681e-05	2.61460639817681e-05	2.61460639817681e-05	0.0143749137214632	0.0143749137214631	0.0143536183670448	0.0143617233326905	2.61460639817681e-05	2.61460639817681e-05	0.0143819992273283	0	0.0143822339408919	1.2955675209096e-05	2.61460639817681e-05	3.42510296273998e-05	1.2955675209096e-05
"Microtus_maximowiczii"	0.00180742223288233	0.00180261668135962	0.000678765626662836	0.00290998743393025	1.00290221812618	0	0.0335028720315413	2.1530193136515e-05	2.1530193136515e-05	3.12268449459841e-05	3.12268449459841e-05	2.1530193136515e-05	2.1530193136515e-05	2.1530193136515e-05	7.27980940021305e-05	7.27980940021305e-05	6.31014421926614e-05	6.07806494597331e-05	2.1530193136515e-05	2.1530193136515e-05	0.0334811579351894	0	0.0334836626311377	9.51274859411755e-06	2.1530193136515e-05	1.92094004035866e-05	9.51274859411755e-06
"Sciurus_vulgaris"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Megabothris_advenarius"	0.0203198786975666	0.0202569164661915	0.0201485036686911	0.020183078958727	0.0201017232189248	0	1.0014882157465	0.000241992839761803	0.000241992839761803	0.00052982860645739	0.00052982860645739	0.000241992839761803	0.000241992839761803	0.000241992839761803	0.000818158305867776	0.000818158305867776	0.000530322539172189	0.000683112196093166	0.000241992839761803	0.000241992839761803	0.0010653338700284	0	0.00109343324981582	0.000106946729987193	0.000241992839761803	0.00039478249668278	0.000106946729987193
"Amphipsylla_marikovskii"	0.0504272823810941	0.0503542584621695	0.000104753653196527	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	1.00060110180579	0.000601101805788643	0.000602598286548593	0.000602598286548593	0.000601101805788642	0.000601101805788642	0.000601101805788643	0.000603905589747681	0.000603905589747681	0.00060240910898773	0.000268210533333218	0.000601101805788643	0.000601101805788643	0.000267790562230093	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.000265406749374179
"Catallagia_dacenkoi"	0.0504272823810941	0.0503542584621694	0.000104753653196528	9.15112239361882e-05	3.22952897047725e-05	0	0.000604982099404507	0.000601101805788642	1.00060110180579	0.000602598286548593	0.000602598286548593	0.000601101805788642	0.000601101805788642	0.000601101805788642	0.000603905589747682	0.000603905589747681	0.000602409108987731	0.000268210533333218	0.000601101805788642	0.000601101805788642	0.000267790562230094	0	0.000338078869270377	0.000265406749374179	0.000601101805788643	0.00026690323013413	0.000265406749374179
"Catallagia_ioffi"	0.033724164478524	0.0336354882770772	0.0335085247666204	0.000110696642933501	3.12268449459841e-05	0	0.000883047677428983	0.000401732191032395	0.000401732191032395	1.00088042540198	0.000880425401984115	0.000401732191032395	0.000401732191032395	0.000401732191032395	0.000882006782597451	0.00088200678259745	0.000403313571645731	0.000657770194083603	0.000401732191032395	0.000401732191032395	0.000180117877963416	0	0.000226858863958716	0.000177495602518547	0.000401732191032395	0.000656188813470267	0.000177495602518547
