"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	1.00648406966231	0.000827050835016741	0.00082373932016182	0.000827050835016741	0.00113909944850442	0.0126443820508395	0.0126443820508396	0.0126159045646269	1.83789074448165e-05	9.18945372240824e-06	0.0125810508707789	2.56642401256446e-05	0.0125810508707789	0.0125810508707789	0.0125810508707789	2.56642401256446e-05	1.83789074448165e-05	9.18945372240824e-06	0.0126095283569915	9.18945372240824e-06	2.84774862126104e-05	9.18945372240824e-06	9.18945372240824e-06	9.18945372240824e-06
"Phoenicophorium_borsigianum"	0.000735156297792659	1.00576262727455	0.00129283145373888	0.00185855588581909	0.000451839189106429	0.011242132986529	0.011242132986529	0.0112308370068013	0.0111957909240041	2.06506209535454e-05	9.18945372240823e-06	4.65072500283229e-05	9.18945372240824e-06	9.18945372240823e-06	9.18945372240823e-06	0.0112009969321254	0.0111957909240041	0.0111751403030506	2.0485433450069e-05	2.06506209535454e-05	1.12959797276607e-05	0.0111751403030506	0.0111751403030506	2.06506209535454e-05
"Deckenia_nobilis"	0.00131798291225891	0.00232709661672998	1.00331877991356	0.00232709661672998	0.000810054041731345	0.0201548149938673	0.0201548149938673	0.020134563642824	5.17132581495551e-05	2.58566290747775e-05	1.64747864032364e-05	0.020092232227346	1.64747864032364e-05	1.64747864032364e-05	1.64747864032364e-05	0.020092232227346	5.17132581495551e-05	2.58566290747775e-05	3.672613744652e-05	2.58566290747775e-05	2.02513510432836e-05	2.58566290747775e-05	2.58566290747775e-05	2.58566290747775e-05
"Nephrosperma_vanhoutteanum"	0.000735156297792659	0.00185855588581909	0.00129283145373888	1.00576262727455	0.000451839189106429	0.011242132986529	0.011242132986529	0.0112308370068013	0.0111957909240041	0.0111751403030506	9.18945372240823e-06	0.0112009969321254	9.18945372240824e-06	9.18945372240823e-06	9.18945372240823e-06	4.65072500283229e-05	0.0111957909240041	2.06506209535454e-05	2.0485433450069e-05	0.0111751403030506	1.12959797276607e-05	2.06506209535454e-05	2.06506209535454e-05	0.0111751403030506
"Chrysobalanus_icaco"	0.00227819889700883	0.00101663817548947	0.00101256755216418	0.00101663817548947	1.00477696730086	0.0251907449792326	0.0251907449792327	7.13207967112155e-05	2.25919594553215e-05	1.12959797276607e-05	2.84774862126104e-05	3.15473307709444e-05	2.84774862126104e-05	2.84774862126104e-05	2.84774862126104e-05	3.15473307709443e-05	2.25919594553214e-05	1.12959797276607e-05	0.0251479016687341	1.12959797276607e-05	0.0251194241825214	1.12959797276607e-05	1.12959797276607e-05	1.12959797276607e-05
"Apis_mellifera"	0.0202310112813433	0.0202358393757522	0.0201548149938673	0.0202358393757522	0.0201525959833861	1.00160948415994	0.00160948415993995	0.0011056692603553	0.00044968531946116	0.00022484265973058	0.000252887641016791	0.000627938959607925	0.000252887641016791	0.000252887641016791	0.000252887641016791	0.000627938959607925	0.000449685319461159	0.00022484265973058	0.000756702540601444	0.00022484265973058	0.000503814899584653	0.00022484265973058	0.00022484265973058	0.00022484265973058
"Lasioglossum_mahense"	0.0202310112813433	0.0202358393757522	0.0201548149938673	0.0202358393757522	0.0201525959833861	0.00160948415993995	1.00160948415994	0.0011056692603553	0.00044968531946116	0.00022484265973058	0.000252887641016791	0.000627938959607925	0.000252887641016791	0.000252887641016791	0.000252887641016791	0.000627938959607925	0.000449685319461159	0.00022484265973058	0.000756702540601444	0.00022484265973058	0.000503814899584653	0.00022484265973058	0.00022484265973058	0.00022484265973058
"Hemipyrellia_germana"	0.0252318091292539	0.025269383265303	0.02516820455353	0.025269383265303	7.13207967112155e-05	0.00138208657544412	0.00138208657544412	1.00138030355553	0.000561541850340067	0.000280770925170033	0.000315397614115673	0.000784135016240633	0.000315397614115673	0.000315397614115673	0.000315397614115673	0.000784135016240633	0.000561541850340066	0.000280770925170033	0.000317180634033454	0.000280770925170033	1.78301991778039e-06	0.000280770925170033	0.000280770925170033	0.000280770925170033
"Rhiparida_seychellensis"	7.3515629779266e-05	0.0503810591580186	0.000129283145373888	0.0503810591580186	4.51839189106429e-05	0.0011242132986529	0.0011242132986529	0.00112308370068013	1.0011195790924	0.000559789546200206	9.18945372240823e-07	0.000562375209107685	9.18945372240824e-07	9.18945372240824e-07	9.18945372240824e-07	0.000562375209107684	0.00111957909240041	0.000559789546200207	2.0485433450069e-06	0.000559789546200207	1.12959797276607e-06	0.000559789546200207	0.000559789546200207	0.000559789546200207
"Unidentified_sp2_M_PL_114"	7.35156297792659e-05	0.000185855588581908	0.000129283145373888	0.100576262727455	4.51839189106429e-05	0.0011242132986529	0.0011242132986529	0.00112308370068013	0.00111957909240041	1.0011175140303	9.18945372240823e-07	0.00112009969321254	9.18945372240824e-07	9.18945372240823e-07	9.18945372240823e-07	4.65072500283229e-06	0.00111957909240041	2.06506209535454e-06	2.0485433450069e-06	0.00111751403030506	1.12959797276607e-06	2.06506209535454e-06	2.06506209535454e-06	0.00111751403030506
