"Cyrtocymura_scorpioides"	"Vernonanthura_aff._lucida"	"Vernonanthura_aff._laxa"	"Vernonanthura_glanduloso-dentata"	"Vernonanthura_membranacea"	"Vernonanthura_mucronulata"	"Vernonanthura_phosphorica"	"Vernonanthura_subverticillata"	"Vernonanthura_westiniana"	"Vernonanthura_mariana"	"Lessingianthus_buddleiifolius"	"Proteopsis_sp._1"	"Lessingianthus_coriaceus"	"Lessingianthus_roseus"	"Lessingianthus_linearis"	"Lessingianthus_vepretorum"	"Lessingianthus_rosmarinifolius"	"Lessingianthus_linearifolius"	"Lessingianthus_carduoides"	"Lessingianthus_brevipetiolatus"	"Lessingianthus_pumillus"	"Lessingianthus_glabratus"	"Lessingianthus_simplex"	"Lessingianthus_aff._simplex"	"Eremanthus_sp._03"	"Chresta_sp._01"	"Lessingianthus_tomentellus"	"Chresta_sphaerocephala"	"Lessingianthus_sp._01"	"Eremanthus_erythropappus"	"Lessingianthus_psilophyllus"	"Lessingianthus_warmingianus"	"Lepidaploa_spixiana"	"Echinocoryne_schwenkiaefolia"	"Lessingianthus_rubricaulis"	"Lepidaploa_lilacina"	"Lepidaploa_aff._rufogrisea"	"Lessingianthus_virgulatus"	"Echinocoryne_holosericea"	"Stilpnopappus_bicolor"	"Lessingianthus_hovaefolius"	"Lepidaploa_rufogrisea"	"Chrysolaena_herbacea"	"Centratherum_punctatum"	"Vernonanthura_ferruginea"	"Lepidaploa_sp._01"	"Lepidaploa_salzmannii"	"Lepidaploa_aurea"	"Minasia_sp._06"	"Proteopsis_argenica"	"Minasia_sp._02"	"Minasia_sp._04"	"Eremanthus_polycephalus"	"Minasia_sp._01"	"Piptolepis_sp._02"	"Piptolepis_sp._01"	"Piptolepis_sp._03"	"Minasia_sp._05"	"Minasia_scapigera"	"Minasia_alpestris"	"Lychnophora_tomentosa"	"Lychnophora_cipoensis"	"Eremanthus_crotonoides"	"Lychnophora_markgravii"	"Lychnophora_pseudovillosissima"	"Anteremanthus_hatschbachii"	"Lychnophora_candelabrum"	"Lychnophora_villosissima"	"Eremanthus_bicolor"	"Lychnophora_passerina"	"Eremanthus_aff._glomerulatus"	"Eremanthus_elaegnus"	"Lychnophora_aff._pohlii"	"Lychnophora_salicifolia"	"Lychnophora_pohlii"	"Lychnophora_diamantiana"	"Lychnophora_pinaster"	"Eremanthus_glomerulatus"	"Lychnophora_rosmarinifolia"	"Lychnophora_granmogolense"	"Eremanthus_incanus"	"Tomoplagia_argentiniensis"	"Tomoplagia_pseudopenicillata"	"Tomoplagia_fiebrigi"	"Tomoplagia_reimoseri"	"Tomoplagia_minuta"	"Tomoplagia_grandis"	"Tomoplagia_achromoptera"	"Tomoplagia_brasiliensis"	"Dictyotripeta_atacta"	"Tomoplagia_cipoensis"	"Tomoplagia_tripuntacta"	"Tomoplagia_incompleta"	"Xanthaciura_biocellata"	"Dictyotrypeta_sp._1"	"Dictyotrypeta_sp._2"	"Tomoplagia_sp._1"	"Tomoplagia_dimorphica"	"Tomoplagia_variabilis"	"Tetreuaresta_sp._1"	"Tomoplagia_formosa"	"Tomoplagia_punctata"	"Tetreuaresta_sp._2"	"Dictyotrypeta_sp._3"	"Tomoplagia_bicolor"	"Tetreuaresta_sp._3"	"Trupanea_sp._1"	"Acrotaeniini_n._gen.1_sp._1"	"Tomoplagia_interrupta"	"Tomoplagia_aczeli"	"Xanthaciura_chrysura"	"Tomoplagia_voluta"	"Acrotaeniini_n._gen.2_sp._1"	"Tomoplagia_rupestris"	"Tomoplagia_sp._2"	"Tetreuaresta_sp._4"
"Lessingianthus_warmingianus"	0	1.93670002857311e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	7.04745060899129e-10	5.12043408056105e-10	4.58245819434978e-07	2.92344171225232e-07	4.68360590949562e-07	0.000141045791282466	0.000141235535299019	3.67222157133274e-07	0.000446943246948566	7.53131407779664e-07	0.000140847025856618	0.000140847025856618	0.000140847025856618	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000305707711649547	0.000350737224391672	0.000304954580241767	0.000304954580241767	0.000351295673080761	1.00065503958084	0.000655039580840374	0.000655039580840374	0.000350085000598607	0.000350085000598607	0.000350085000598607	0.000210448647224143	0.000514945686391536	4.40624653758382e-07	0.000141257724143932	0.000350672391539209	0.000351255853443418	0.000306487015318359	0.000209991106149768	0.000209991106149768	0.000209991106149768	5.87390940601689e-07	0.000305166179381074	0.000210343899815159	5.3299531311461e-10	0.000140305493588145	2.12662451564322e-07	2.12132134619615e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	3.5279366539038e-07	7.65346986949527e-07	1.41194526083879e-07	3.65604076802686e-07	0.000305561768792047	3.53828529399922e-07	4.44508202763721e-10	2.29743837272718e-07	2.12494120991418e-07	4.54716042200513e-07	1.55110618040639e-07	1.54269207891815e-07	8.88420870172604e-08	8.77834983979297e-08	8.82102472702954e-08	4.68232812552107e-10	4.26748872365791e-10	8.89007319126291e-08	0	0	9.68350014286553e-12	1.54161322274419e-08	1.53613022416832e-08	1.46172085612616e-08	3.54956281160913e-06	1.45060872803466e-05	1.45441225184553e-05	1.10166647139982e-05	5.27191985445765e-05	0.0336225346677212	2.28770537187039e-05	0.0335450038265944	8.81249307516763e-06	0.033598576983963	3.5314431035983e-06	3.5314431035983e-06	1.17478188120338e-05	1.17085284481139e-05	1.5324350765918e-05	1.06331225782161e-08	1.06599062622922e-08	4.44358192543651e-05	7.05972630419396e-06	8.89016405527442e-09	6.16019749984742e-06	6.15203900317053e-06	1.18071161355734e-08	7.6581279090906e-09	1.27489546380298e-08	6.14484488785507e-06	3.27762968786475e-08	2.13374436182896e-08	2.22251829781573e-09
"Lepidaploa_spixiana"	0	1.93670002857311e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	7.04745060899129e-10	5.12043408056105e-10	4.58245819434978e-07	2.92344171225232e-07	4.68360590949562e-07	0.000141045791282466	0.000141235535299019	3.67222157133274e-07	0.000446943246948566	7.53131407779664e-07	0.000140847025856618	0.000140847025856618	0.000140847025856618	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000305707711649547	0.000350737224391672	0.000304954580241767	0.000304954580241767	0.000351295673080761	0.000655039580840374	1.00065503958084	0.000655039580840374	0.000350085000598607	0.000350085000598607	0.000350085000598607	0.000210448647224143	0.000514945686391536	4.40624653758382e-07	0.000141257724143932	0.000350672391539209	0.000351255853443418	0.000306487015318359	0.000209991106149768	0.000209991106149768	0.000209991106149768	5.87390940601689e-07	0.000305166179381074	0.000210343899815159	5.3299531311461e-10	0.000140305493588145	2.12662451564322e-07	2.12132134619615e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	3.5279366539038e-07	7.65346986949527e-07	1.41194526083879e-07	3.65604076802686e-07	0.000305561768792047	3.53828529399922e-07	4.44508202763721e-10	2.29743837272718e-07	2.12494120991418e-07	4.54716042200513e-07	1.55110618040639e-07	1.54269207891815e-07	8.88420870172604e-08	8.77834983979297e-08	8.82102472702954e-08	4.68232812552107e-10	4.26748872365791e-10	8.89007319126291e-08	0	0	9.68350014286553e-12	1.54161322274419e-08	1.53613022416832e-08	1.46172085612616e-08	3.54956281160913e-06	1.45060872803466e-05	1.45441225184553e-05	1.10166647139982e-05	5.27191985445765e-05	0.0336225346677212	2.28770537187039e-05	0.0335450038265944	8.81249307516763e-06	0.033598576983963	3.5314431035983e-06	3.5314431035983e-06	1.17478188120338e-05	1.17085284481139e-05	1.5324350765918e-05	1.06331225782161e-08	1.06599062622922e-08	4.44358192543651e-05	7.05972630419396e-06	8.89016405527442e-09	6.16019749984742e-06	6.15203900317053e-06	1.18071161355734e-08	7.6581279090906e-09	1.27489546380298e-08	6.14484488785507e-06	3.27762968786475e-08	2.13374436182896e-08	2.22251829781573e-09
"Echinocoryne_schwenkiaefolia"	0	1.93670002857311e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	1.92701652843024e-10	7.04745060899129e-10	5.12043408056105e-10	4.58245819434978e-07	2.92344171225232e-07	4.68360590949562e-07	0.000141045791282466	0.000141235535299019	3.67222157133274e-07	0.000446943246948566	7.53131407779664e-07	0.000140847025856618	0.000140847025856618	0.000140847025856618	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000140093894448838	0.000305707711649547	0.000350737224391672	0.000304954580241767	0.000304954580241767	0.000351295673080761	0.000655039580840374	0.000655039580840374	1.00065503958084	0.000350085000598607	0.000350085000598607	0.000350085000598607	0.000210448647224143	0.000514945686391536	4.40624653758382e-07	0.000141257724143932	0.000350672391539209	0.000351255853443418	0.000306487015318359	0.000209991106149768	0.000209991106149768	0.000209991106149768	5.87390940601689e-07	0.000305166179381074	0.000210343899815159	5.3299531311461e-10	0.000140305493588145	2.12662451564322e-07	2.12132134619615e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	2.115991393065e-07	3.5279366539038e-07	7.65346986949527e-07	1.41194526083879e-07	3.65604076802686e-07	0.000305561768792047	3.53828529399922e-07	4.44508202763721e-10	2.29743837272718e-07	2.12494120991418e-07	4.54716042200513e-07	1.55110618040639e-07	1.54269207891815e-07	8.88420870172604e-08	8.77834983979297e-08	8.82102472702954e-08	4.68232812552107e-10	4.26748872365791e-10	8.89007319126291e-08	0	0	9.68350014286553e-12	1.54161322274419e-08	1.53613022416832e-08	1.46172085612616e-08	3.54956281160913e-06	1.45060872803466e-05	1.45441225184553e-05	1.10166647139982e-05	5.27191985445765e-05	0.0336225346677212	2.28770537187039e-05	0.0335450038265944	8.81249307516763e-06	0.033598576983963	3.5314431035983e-06	3.5314431035983e-06	1.17478188120338e-05	1.17085284481139e-05	1.5324350765918e-05	1.06331225782161e-08	1.06599062622922e-08	4.44358192543651e-05	7.05972630419396e-06	8.89016405527442e-09	6.16019749984742e-06	6.15203900317053e-06	1.18071161355734e-08	7.6581279090906e-09	1.27489546380298e-08	6.14484488785507e-06	3.27762968786475e-08	2.13374436182896e-08	2.22251829781573e-09
"Lessingianthus_rubricaulis"	0	2.89911742805788e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	1.05495877433104e-09	7.66496590239282e-10	6.85965003283139e-07	2.8396987247273e-07	5.47585890124187e-07	0.000210933521830808	0.000210963221258832	2.947352950374e-07	0.000212310287408848	6.91606205046256e-07	0.000210608011366817	0.000210608011366817	0.000210608011366817	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	1.34706615001605e-06	0.000525295769704289	6.55459944969792e-07	6.55459944969792e-07	0.000525848557202496	0.00052512750089791	0.00052512750089791	0.00052512750089791	1.00052447204095	0.00052447204095294	0.00052447204095294	0.000315240545835678	0.000315211095736139	6.5991930867373e-07	0.000211659613272643	0.000525352027598835	0.000526226128046429	6.58753713537479e-07	0.000314555635791169	0.000314555635791169	0.000314555635791169	8.79986645894196e-07	8.19269387644472e-07	0.000314930525326484	4.12618243513047e-10	0.000210080214604446	1.64632605703196e-07	1.64222060918193e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	3.74889535314224e-07	6.87155150057633e-07	2.11080092639545e-07	1.65000477851976e-07	8.21891418890046e-07	3.75833092665803e-07	4.72152126464577e-10	2.12164232444443e-07	1.64095252999812e-07	1.65666723828924e-07	1.45149458541458e-09	1.17405501881421e-09	9.68315569149777e-10	3.7692569675002e-10	5.42751374597037e-10	1.19984647285586e-10	1.65825677847017e-10	6.64397014418669e-10	0	0	1.44955871402894e-11	2.30769747273407e-08	2.29948977071784e-08	1.41984936236365e-08	5.30071734027642e-06	1.40859233673885e-05	1.41275011555183e-05	8.842058851122e-06	4.84124343532379e-05	0.0503799372388251	3.42455022254404e-05	7.21005939466771e-05	1.31983861734746e-05	0.0503289017265871	5.29149033181608e-06	5.29149033181608e-06	1.75997329178839e-05	1.75408709348809e-05	3.2937685676874e-08	8.23163028515978e-09	8.25236487026094e-09	3.43999829616827e-05	1.05540046319772e-05	9.44304252929154e-09	4.76414070918346e-08	4.21628148611448e-08	9.42810450228341e-09	7.07214108148144e-09	2.80949521666255e-09	2.63847987725014e-08	8.39892530999102e-09	8.29128389235083e-09	1.66099253604667e-11
"Lepidaploa_lilacina"	0	2.89911742805788e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	1.05495877433104e-09	7.66496590239282e-10	6.85965003283139e-07	2.8396987247273e-07	5.47585890124187e-07	0.000210933521830808	0.000210963221258832	2.947352950374e-07	0.000212310287408848	6.91606205046256e-07	0.000210608011366817	0.000210608011366817	0.000210608011366817	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	1.34706615001605e-06	0.000525295769704289	6.55459944969792e-07	6.55459944969792e-07	0.000525848557202496	0.00052512750089791	0.00052512750089791	0.00052512750089791	0.00052447204095294	1.00052447204095	0.00052447204095294	0.000315240545835678	0.000315211095736139	6.5991930867373e-07	0.000211659613272643	0.000525352027598835	0.000526226128046429	6.58753713537479e-07	0.000314555635791169	0.000314555635791169	0.000314555635791169	8.79986645894196e-07	8.19269387644472e-07	0.000314930525326484	4.12618243513047e-10	0.000210080214604446	1.64632605703196e-07	1.64222060918193e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	3.74889535314224e-07	6.87155150057633e-07	2.11080092639545e-07	1.65000477851976e-07	8.21891418890046e-07	3.75833092665803e-07	4.72152126464577e-10	2.12164232444443e-07	1.64095252999812e-07	1.65666723828924e-07	1.45149458541458e-09	1.17405501881421e-09	9.68315569149777e-10	3.7692569675002e-10	5.42751374597037e-10	1.19984647285586e-10	1.65825677847017e-10	6.64397014418669e-10	0	0	1.44955871402894e-11	2.30769747273407e-08	2.29948977071784e-08	1.41984936236365e-08	5.30071734027642e-06	1.40859233673885e-05	1.41275011555183e-05	8.842058851122e-06	4.84124343532379e-05	0.0503799372388251	3.42455022254404e-05	7.21005939466771e-05	1.31983861734746e-05	0.0503289017265871	5.29149033181608e-06	5.29149033181608e-06	1.75997329178839e-05	1.75408709348809e-05	3.2937685676874e-08	8.23163028515978e-09	8.25236487026094e-09	3.43999829616827e-05	1.05540046319772e-05	9.44304252929154e-09	4.76414070918346e-08	4.21628148611448e-08	9.42810450228341e-09	7.07214108148144e-09	2.80949521666255e-09	2.63847987725014e-08	8.39892530999102e-09	8.29128389235083e-09	1.66099253604667e-11
"Lepidaploa_aff._rufogrisea"	0	2.89911742805788e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	2.88462184091759e-10	1.05495877433104e-09	7.66496590239282e-10	6.85965003283139e-07	2.8396987247273e-07	5.47585890124187e-07	0.000210933521830808	0.000210963221258832	2.947352950374e-07	0.000212310287408848	6.91606205046256e-07	0.000210608011366817	0.000210608011366817	0.000210608011366817	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	0.000209916405161771	1.34706615001605e-06	0.000525295769704289	6.55459944969792e-07	6.55459944969792e-07	0.000525848557202496	0.00052512750089791	0.00052512750089791	0.00052512750089791	0.00052447204095294	0.00052447204095294	1.00052447204095	0.000315240545835678	0.000315211095736139	6.5991930867373e-07	0.000211659613272643	0.000525352027598835	0.000526226128046429	6.58753713537479e-07	0.000314555635791169	0.000314555635791169	0.000314555635791169	8.79986645894196e-07	8.19269387644472e-07	0.000314930525326484	4.12618243513047e-10	0.000210080214604446	1.64632605703196e-07	1.64222060918193e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	1.6380944267468e-07	3.74889535314224e-07	6.87155150057633e-07	2.11080092639545e-07	1.65000477851976e-07	8.21891418890046e-07	3.75833092665803e-07	4.72152126464577e-10	2.12164232444443e-07	1.64095252999812e-07	1.65666723828924e-07	1.45149458541458e-09	1.17405501881421e-09	9.68315569149777e-10	3.7692569675002e-10	5.42751374597037e-10	1.19984647285586e-10	1.65825677847017e-10	6.64397014418669e-10	0	0	1.44955871402894e-11	2.30769747273407e-08	2.29948977071784e-08	1.41984936236365e-08	5.30071734027642e-06	1.40859233673885e-05	1.41275011555183e-05	8.842058851122e-06	4.84124343532379e-05	0.0503799372388251	3.42455022254404e-05	7.21005939466771e-05	1.31983861734746e-05	0.0503289017265871	5.29149033181608e-06	5.29149033181608e-06	1.75997329178839e-05	1.75408709348809e-05	3.2937685676874e-08	8.23163028515978e-09	8.25236487026094e-09	3.43999829616827e-05	1.05540046319772e-05	9.44304252929154e-09	4.76414070918346e-08	4.21628148611448e-08	9.42810450228341e-09	7.07214108148144e-09	2.80949521666255e-09	2.63847987725014e-08	8.39892530999102e-09	8.29128389235083e-09	1.66099253604667e-11
"Lessingianthus_virgulatus"	0	4.24902838232777e-07	4.22778324041613e-07	4.22778324041613e-07	4.22778324041613e-07	4.22778324041613e-07	4.22778324041613e-07	1.54617737485755e-06	1.12339905081594e-06	0.00100536968251961	1.24460256849631e-09	2.1173106007017e-09	6.98910214836889e-07	6.99512157596299e-07	1.48087380445851e-09	1.60741936880412e-06	4.7548221067206e-07	1.17021675217077e-06	1.17021675217077e-06	1.17021675217077e-06	6.94734541498712e-07	6.94734541498712e-07	6.94734541498712e-07	6.94734541498712e-07	6.94734541498712e-07	6.94734541498712e-07	9.07907211207818e-07	0.000315726109884681	4.32425000535758e-07	4.32425000535758e-07	0.0013195395331911	0.000315672970836214	0.000315672970836214	0.000315672970836214	0.000315240545835678	0.000315240545835678	0.000315240545835678	1.00131836931644	0.000314978236294715	3.96640841563669e-07	0.00100956607003643	0.000315769472926006	0.000316294862042486	4.34597990488199e-07	0.000314545811294179	0.000314545811294179	0.000314545811294179	5.28927090328319e-07	5.21348207974753e-07	0.000314845645267897	2.23987928057922e-10	7.83657748937707e-07	8.93700577276331e-08	8.91471953670528e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	8.89232074389949e-08	2.99833973717029e-07	0.00100550485753152	2.10910766278034e-07	9.29811638288995e-07	2.20365835860481e-06	3.00591692273877e-07	3.77627754112911e-10	2.12577120539131e-07	9.05712283344116e-08	9.34178675370415e-07	8.44347015879682e-07	8.41736813694503e-07	2.61071243577616e-09	9.57763859300024e-10	1.33292698097588e-09	1.27285777374083e-09	3.75163121675862e-10	2.61231554357565e-09	0	0	2.12451419116388e-08	3.3822265923329e-05	3.37019715244782e-05	6.22301284248156e-11	1.75786209009573e-08	6.17508821242317e-08	6.19189777826915e-08	4.44262141337553e-08	3.32837547470442e-05	0.000166736289959691	0.0501911752572377	4.75667500589333e-05	7.93281683127339e-06	0.0503273298070687	2.52391517509109e-05	2.52391517509109e-05	1.05785418065664e-05	1.05431620680829e-05	2.17298995244099e-08	4.46850288638165e-09	4.47975856115843e-09	1.86738735621889e-05	1.05455383139017e-05	7.55255508225822e-09	3.3635537234e-05	3.36185582368305e-05	7.60181605470613e-09	7.08590401797103e-09	4.37145451188297e-08	6.70434701510016e-08	8.91000441618579e-08	1.87581560837931e-08	6.53078885893913e-11
"Echinocoryne_holosericea"	0	2.00904370753547e-10	1.99899848899779e-10	1.99899848899779e-10	1.99899848899779e-10	1.99899848899779e-10	1.99899848899779e-10	7.31070175622012e-10	5.31170326722233e-10	4.7536317780641e-07	1.55382882793265e-07	1.56398272561105e-07	1.12104680032241e-06	1.37633420153154e-06	2.57079705390942e-07	0.000459136490169053	5.52722116356822e-07	1.26021366541155e-06	1.26021366541155e-06	1.26021366541155e-06	7.07491549054727e-07	7.07491549054727e-07	7.07491549054727e-07	7.07491549054727e-07	7.07491549054727e-07	7.07491549054727e-07	0.000457760155967521	0.000315849765179681	0.000457207433851165	0.000457207433851165	0.000316238449960127	0.000772418529587303	0.000772418529587303	0.000772418529587303	0.000315211095736139	0.000315211095736139	0.000315211095736139	0.000314978236294715	1.00077171103804	3.96796187411659e-07	1.18806397656836e-06	0.000315739973413549	0.000316265313447631	0.000459504958644386	0.000314503604187084	0.000314503604187084	0.000314503604187084	5.28877677409629e-07	0.000457449307107295	0.000314956781030585	6.09252534332809e-10	9.49364805184852e-07	2.43088699628266e-07	2.42482508664458e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	2.41873256130125e-07	4.53176843500145e-07	9.35558373781184e-07	2.11303587370019e-07	4.72457798622494e-07	0.000458041803755797	4.54537722237594e-07	5.71027289243208e-10	3.44020705406131e-07	2.43084437713643e-07	6.05888323435374e-07	2.32123665650209e-07	2.30989067103587e-07	1.33007577245191e-07	1.31570382351425e-07	1.32134220489383e-07	6.47343445559947e-10	5.63838137957584e-10	1.33114349809466e-07	0	0	1.00452185376773e-11	1.59919879119823e-08	1.5935109801667e-08	7.76914413966327e-09	3.58460836361154e-08	7.71470936119723e-06	7.73029841896495e-06	7.71239116172827e-06	3.86905481449775e-05	0.000169797971773134	2.37316053815394e-05	0.0502928177236281	7.93592374823319e-06	0.0503205766699335	2.97015994142089e-08	2.97015994142089e-08	1.05775535481926e-05	1.0542177114921e-05	2.29752479322193e-05	1.21544349814133e-08	1.21850506866562e-08	5.07933837873263e-05	1.0565179368501e-05	1.14205457848642e-08	9.22338169969477e-06	9.21366894632107e-06	1.57970289641129e-08	1.14673568468711e-08	1.78355942455965e-08	9.20992676459975e-06	4.53140411891963e-08	2.81919068978792e-08	3.32785874523665e-09
"Stilpnopappus_bicolor"	0	7.30018399111193e-13	7.26368307115637e-13	7.26368307115637e-13	7.26368307115637e-13	7.26368307115637e-13	7.26368307115637e-13	2.6564612668393e-12	1.93009295972366e-12	1.72730869297187e-09	7.14776911929466e-10	1.37820057519551e-09	5.30841637110159e-07	5.30916594798667e-07	7.41955236333802e-10	5.34692801784839e-07	1.74086305848656e-09	5.30022449510313e-07	5.30022449510313e-07	5.30022449510313e-07	5.28281586451826e-07	5.28281586451826e-07	5.28281586451826e-07	5.28281586451826e-07	5.28281586451826e-07	5.28281586451826e-07	3.77620698617175e-09	0.00503337208059546	2.03534392768519e-09	2.03534392768519e-09	1.32330413263765e-06	1.32187396127515e-06	1.32187396127515e-06	1.32187396127515e-06	1.31983861734746e-06	1.31983861734746e-06	1.31983861734746e-06	7.93281683127339e-07	7.93592374823319e-07	1.0050314489599	5.32669586616614e-07	1.32205311167187e-06	1.32425279332521e-06	2.04557178661828e-09	7.91557030895634e-07	7.91557030895634e-07	7.91557030895634e-07	2.21449432440849e-09	6.05317421791924e-07	1.39668382109583e-06	1.51960221124493e-09	1.13156366431606e-06	6.06313646094712e-07	6.04801680075484e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.03282077864238e-07	6.05126790200193e-07	3.348224732863e-09	1.84471233595474e-09	6.04345603701729e-07	6.07262083325186e-07	6.06649754236318e-07	7.62122806829545e-10	2.17304485089528e-09	6.04325185513989e-07	6.05714428441308e-07	2.00712470737028e-09	9.95538302001653e-10	1.5174218997328e-09	3.21089032104217e-10	9.28705043520912e-10	4.35491638333627e-10	6.07616011416695e-10	1.36761572115743e-09	0	0	3.65009199555596e-14	5.81094645692509e-11	5.79027887917099e-11	3.57388455964733e-11	1.33399509565138e-08	3.54555024941347e-08	3.55601513684909e-08	2.22586570900141e-08	1.21860414094059e-07	0.000126787580748438	8.62326115852514e-08	2.23887832045371e-07	0.100628979198005	0.000126649124943301	1.33167396654154e-08	1.33167396654154e-08	4.42898864881698e-08	4.4141759777507e-08	1.02278589330914e-10	3.03156823047356e-08	3.03920442248987e-08	0.00012668923635149	9.22356167977372e-08	1.52424561365909e-08	4.25410334995979e-08	2.2401866546721e-08	1.5216824585899e-08	7.2434828363176e-11	1.01621446309341e-08	2.24762322472952e-08	3.04844146833539e-08	3.03808005708347e-08	3.41903930289358e-11
"Lessingianthus_hovaefolius"	0	2.1346338078243e-07	2.12396063878518e-07	2.12396063878518e-07	2.12396063878518e-07	2.12396063878518e-07	2.12396063878518e-07	7.76771111012399e-07	5.64375047133881e-07	0.000505079260612573	1.424831548668e-07	2.74782235277886e-07	0.00010585963247778	0.000105874486629527	1.47865647932159e-07	0.000106459242446004	4.71269344849825e-07	0.000105820530464515	0.000105820530464515	0.000105820530464515	0.000105349261119665	0.000105349261119665	0.000105349261119665	0.000105349261119665	0.000105349261119665	0.000105349261119665	5.8475581647729e-07	0.000106001247736706	1.13486471627464e-07	1.13486471627464e-07	0.000610603565482732	0.000105943293107949	0.000105943293107949	0.000105943293107949	0.000105829806636322	0.000105829806636322	0.000105829806636322	0.000504783035018217	5.94031988284178e-07	1.33167396654154e-07	1.0056378409554	0.00010600737342598	0.000106183752477915	1.14056755404487e-07	4.80545516656714e-07	4.80545516656714e-07	4.80545516656714e-07	1.77566789658258e-07	1.51760175357899e-07	5.19224786794228e-07	9.64073141824561e-11	0.000105387534823395	3.84660338999348e-08	3.83701110446176e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.82737037304351e-08	3.86792701375143e-08	0.000505147048540077	4.0556640707917e-10	4.60657182713612e-07	9.96716484554372e-07	3.87782629812323e-08	4.87164107804426e-11	8.05522161094729e-10	3.9090182352547e-08	4.62755493101648e-07	4.24110574932546e-07	4.22810174946714e-07	1.08216252664651e-09	3.97270680145242e-10	5.79133888693509e-10	6.34615413563652e-10	1.81863208548267e-10	1.21679128045831e-09	0	0	1.06731690391215e-08	1.69916851102814e-05	1.69312514140164e-05	7.12415774334e-09	2.66022992370839e-06	7.06767368511607e-06	7.0885369546233e-06	4.43596943796478e-06	3.29888541394878e-05	0.0252838226687196	0.025215124475078	1.24835118790211e-05	2.66334793308307e-06	7.68872826650742e-05	0.025140946023885	0.025140946023885	3.55133579316516e-06	3.53945841593049e-06	5.70283777022434e-09	1.92330169499674e-09	1.92814628364912e-09	8.03747778339137e-06	2.02783203539585e-08	9.74328215608852e-10	1.68953391593271e-05	1.6887022381326e-05	1.00552865875236e-09	2.68507387031576e-11	2.18496107161123e-08	2.78089476101669e-08	4.44230789494557e-08	9.09316042741333e-09	3.04197820114577e-11
