"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Villa_unifasciata"	0.0336892123299986	7.97045259085954e-05	0.0336495733609705	0.0335364681436945	2.70688030349569e-05	2.80738464938535e-05	0.000842215394815606	0.00108275212139828	0.000241633537502419	9.96306573857441e-07	1.00192028826855	0.000841239334024262	0.000240637230928561	0.00167965103761662	0.000240637230928561	0.000241633537502419	0.000240637230928561	9.96306573857441e-07	9.9630657385744e-07	0.000240637230928561	0.000841239334024263	0.000240637230928561	0.000240637230928562	0.000240637230928561	0.000240637230928561	9.96306573857441e-07	0.000240637230928561	0.000240637230928561
"Brachymyrmex_sp1_M_PL_080"	8.49390787724277e-05	3.86621897558602e-07	0.10071384874183	0.000210603032860937	1.47283616560407e-07	1.76251123586719e-07	5.28753370760158e-06	5.89134466241629e-06	6.11540479236823e-07	4.83277371948253e-09	0.00252371800207279	1.00251784621854	6.06707705517341e-07	0.00252311129436727	6.06707705517341e-07	6.11540479236824e-07	6.06707705517341e-07	4.83277371948252e-09	4.83277371948252e-09	6.06707705517341e-07	0.00251784621854575	6.06707705517341e-07	6.06707705517342e-07	6.06707705517341e-07	6.06707705517341e-07	4.83277371948252e-09	6.06707705517342e-07	6.06707705517342e-07
"Phorinia_sp1_M_PL_080"	0.100834554947141	9.07715990863292e-05	2.42683082206937e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	1.00072024682105	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051003	1.13464498857911e-06	1.13464498857911e-06	0.000720246821051003	6.0670770551734e-07	0.000720246821051004	0.000720246821051004	0.000720246821051004	0.000720246821051003	1.13464498857911e-06	0.000720246821051004	0.000720246821051004
"Stomorhina_lunata"	0.00011654102142764	7.41709893197284e-05	0.0504622258873454	0.0502835389349584	3.15500763560852e-05	4.20741006936608e-05	0.00126222302080982	0.00126200305424341	1.75957323383689e-06	9.27137366496604e-07	0.00251947655642494	0.00126155564718364	8.32435867340289e-07	1.00251864412056	8.32435867340289e-07	1.75957323383689e-06	8.32435867340289e-07	9.27137366496603e-07	9.27137366496603e-07	8.32435867340289e-07	0.00126155564718364	8.32435867340289e-07	8.32435867340289e-07	8.32435867340289e-07	8.32435867340289e-07	9.27137366496603e-07	8.32435867340289e-07	8.32435867340289e-07
"Ahasverus_advena"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665295e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857911e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051004	1.66487173468058e-06	1.00072024682105	0.000721381466039583	0.000720246821051004	1.13464498857911e-06	1.13464498857911e-06	0.000720246821051004	6.0670770551734e-07	0.000720246821051004	0.000720246821051004	0.000720246821051004	0.000720246821051004	1.13464498857911e-06	0.000720246821051004	0.000720246821051004
"Allograpta_nasuta"	0.0504967026227708	0.0503970329937448	1.22308095847365e-05	5.81521197687393e-05	2.48648483317248e-05	2.11176159002016e-05	0.000633528477006049	0.000994593933268993	0.000990653645441601	0.00062996291242181	0.000362450306253628	3.05770239618412e-07	0.000360690733019791	1.75957323383689e-06	0.000360690733019791	1.00099065364544	0.000360690733019791	0.00062996291242181	0.00062996291242181	0.000360690733019791	3.05770239618412e-07	0.000360690733019791	0.000360690733019792	0.000360690733019791	0.000360690733019791	0.00062996291242181	0.000360690733019791	0.000360690733019791
"Syritta_nigrofemorata"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051004	1.66487173468058e-06	0.000720246821051004	0.000721381466039583	1.00072024682105	1.13464498857911e-06	1.13464498857911e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051004	0.000720246821051004	0.000720246821051004	0.000720246821051004	1.13464498857912e-06	0.000720246821051004	0.000720246821051004
"Episyrphus_sp1_M_PL_080"	0.000158850298401076	0.100703294388403	1.93310948779301e-07	7.3977678370949e-05	3.16234402707492e-05	4.21618937061643e-05	0.00126485681118493	0.00126493761082997	0.00125992582484362	0.00125879117985504	2.98891972157232e-06	4.83277371948252e-09	1.13464498857912e-06	1.85427473299321e-06	1.13464498857912e-06	0.00125992582484362	1.13464498857912e-06	1.00125879117985	0.00125879117985504	1.13464498857911e-06	4.83277371948252e-09	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	0.00125879117985504	1.13464498857912e-06	1.13464498857912e-06
"Lecithoceridae_sp1_M_PL_080"	0.000158850298401076	0.100703294388403	1.93310948779301e-07	7.3977678370949e-05	3.16234402707492e-05	4.21618937061644e-05	0.00126485681118493	0.00126493761082997	0.00125992582484362	0.00125879117985504	2.98891972157232e-06	4.83277371948252e-09	1.13464498857912e-06	1.85427473299321e-06	1.13464498857912e-06	0.00125992582484362	1.13464498857912e-06	0.00125879117985504	1.00125879117985	1.13464498857911e-06	4.83277371948252e-09	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	0.00125879117985504	1.13464498857912e-06	1.13464498857912e-06
"Mauritiborium_undulatus"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051003	1.13464498857912e-06	1.13464498857912e-06	1.00072024682105	6.06707705517341e-07	0.000720246821051003	0.000720246821051004	0.000720246821051003	0.000720246821051003	1.13464498857912e-06	0.000720246821051003	0.000720246821051003
"Melanostoma_bituberculatum"	8.49390787724278e-05	3.86621897558602e-07	0.10071384874183	0.000210603032860937	1.47283616560407e-07	1.76251123586719e-07	5.28753370760158e-06	5.89134466241629e-06	6.11540479236824e-07	4.83277371948253e-09	0.00252371800207279	0.00251784621854575	6.06707705517341e-07	0.00252311129436727	6.06707705517341e-07	6.11540479236824e-07	6.06707705517341e-07	4.83277371948253e-09	4.83277371948253e-09	6.06707705517341e-07	1.00251784621854	6.06707705517341e-07	6.06707705517341e-07	6.06707705517341e-07	6.06707705517341e-07	4.83277371948252e-09	6.06707705517341e-07	6.06707705517341e-07
"Mordellidae_sp1_M_PL_080"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665295e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051004	1.66487173468058e-06	0.000720246821051004	0.000721381466039583	0.000720246821051004	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051004	6.06707705517341e-07	1.00072024682105	0.000720246821051004	0.000720246821051004	0.000720246821051003	1.13464498857911e-06	0.000720246821051004	0.000720246821051004
"Musca_domestica"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051003	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051003	1.00072024682105	0.000720246821051004	0.000720246821051003	1.13464498857912e-06	0.000720246821051003	0.000720246821051003
"Pachycerina_crinicornis"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051004	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051003	0.000720246821051004	1.00072024682105	0.000720246821051003	1.13464498857912e-06	0.000720246821051004	0.000720246821051004
"Pelecophora_intemipta"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051004	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051003	0.000720246821051004	0.000720246821051004	1.00072024682105	1.13464498857912e-06	0.000720246821051004	0.000720246821051004
"Polistes_hebraeus"	0.000158850298401076	0.100703294388403	1.93310948779301e-07	7.3977678370949e-05	3.16234402707492e-05	4.21618937061644e-05	0.00126485681118493	0.00126493761082997	0.00125992582484362	0.00125879117985504	2.98891972157232e-06	4.83277371948252e-09	1.13464498857912e-06	1.85427473299321e-06	1.13464498857912e-06	0.00125992582484362	1.13464498857912e-06	0.00125879117985504	0.00125879117985504	1.13464498857912e-06	4.83277371948252e-09	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	1.13464498857912e-06	1.00125879117985	1.13464498857912e-06	1.13464498857912e-06
"Sarcophaga_arno"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051004	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051003	0.000720246821051004	0.000720246821051004	0.000720246821051004	1.13464498857912e-06	1.00072024682105	0.000720246821051004
"Technomyrmex_albipes"	0.10083455494714	9.07715990863292e-05	2.42683082206936e-05	4.23265611665294e-05	1.81062563927004e-05	7.33380942388746e-08	2.20014282716624e-06	0.000724250255708016	0.000721381466039583	1.13464498857912e-06	0.000721911692785684	6.06707705517341e-07	0.000720246821051003	1.66487173468058e-06	0.000720246821051003	0.000721381466039583	0.000720246821051004	1.13464498857912e-06	1.13464498857912e-06	0.000720246821051003	6.06707705517341e-07	0.000720246821051003	0.000720246821051004	0.000720246821051004	0.000720246821051004	1.13464498857912e-06	0.000720246821051004	1.00072024682105
