"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Syzygium_venosum"	"Roussea_simplex"	"Stillingia_lineata"	"Dracaena_reflexa"	"Bertiera_zaluzania"	"Coffea_mauritiana"	"Chassalia_coriacea"	"Claoxylon_linostachys"	"Psiadia_terebinthina"	"Antidesma_madagascariense"	"Antirhea_borbonica"	"Toddalia_asiatica"	"Erythroxylum_macrocarpum"	"Pandanus_wiehii"	"Agauria_salicifolia"	"Flagellaria_indica"	"Polyscias_mauritiana"	"Stomorhina_lunata"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_063"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Musca_domestica"	"Fannia_pusio"	"Chaetocnema_sp1_M_PL_063"	"Ophyra_capensis"	"Panara_naso"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_063"	"Stomoxys_calcitrans"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_063"	"Chrysomya_megacephala"	"Dioxyna_sororcula"	"Eristalinus_flaveolus"	"Melanostoma_bituberculatum"	"Phelsuma_cepediana"	"Phorinia_sp1_M_PL_063"	"Sarcophaga_arno"	"Cephonodes_trochilus"	"Ornidia_obesa"	"Graphomya_maculata"	"Lecithoceridae_sp1_M_PL_063"	"Nacoleia_sp2_M_PL_063"	"Psilopa_iceryae"	"Syritta_nigrofemorata"	"Syritta_sp1_M_PL_063"	"Cryptinae_sp1_M_PL_063"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_063"	"Homoneura_sp1_M_PL_063"	"Hydrillodes_sp1_M_PL_063"	"Leptotes_pirithous"	"Macroglossum_milvus"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Remigia_frugalis"	"Scatopsidae_sp1_M_PL_063"	"Stomoxys_niger"	"Tarundia_servillei"	"Trichoplusia_indicator"	"Zosterops_mauritianus"
"Sideroxylon_cinereum"	1.00415101684886	0.00103571345620325	0.00077695529001751	0.000544809725701418	0.000284549211185464	0.000819961537245969	1.26014890217228e-06	0.000776258855062477	0.000121744374748668	1.16922364583919e-06	0.000165346359738229	0.000421049134795932	0.00028529521257005	7.13241609862785e-05	0.000169641397225794	1.16922364583919e-06	0.000164193204301638	6.73871620833953e-07	0.000238086490915286	7.05027311607162e-05	2.89642479872461e-07	0.00842557064170125	4.23827145206088e-05	2.42811922741168e-05	0.008412644200886	3.47570975846953e-05	0.00840895244458103	0.00839489738793957	4.09664837556072e-06	0.0083743983495084	1.88499229913312e-05	1.12743584477332e-05	2.46205476928949e-05	0.00838842417883828	0.00839367011172212	0.00838448372588982	9.30056572170023e-06	0.00836792514040714	1.508893604264e-05	1.65839732734672e-05	6.47320910127034e-06	8.94179017728538e-06	1.20228897442525e-05	0.00837634612310306	9.22459645449113e-06	0.00837994364484231	5.47310681005461e-06	7.65755980862529e-06	1.20228897442525e-05	4.01609263686787e-06	1.48898064881059e-05	1.29610637434305e-05	2.92305911459799e-08	6.47320910127034e-06	6.47320910127034e-06	2.10024817028713e-08	2.92305911459799e-08	4.54008104751181e-06	2.75577266230382e-06	1.18873601643798e-06	0.00836792514040714	2.8273566204299e-06	1.18873601643798e-06	5.54968064298221e-06	2.10024817028713e-08	6.46882379218732e-06	2.43488749497335e-06
"Molinaea_alternifolia"	0.00077678509215244	1.00430723808552	0.00104421446925546	0.000749937432764218	0.000124462097688895	0.000289893550353062	0.000211635980091682	0.000178497476284673	0.000290187473286946	0.000132453544453941	0.000123992223113858	1.4042193225995e-06	0.000386639297471565	0.000106572456726186	0.000573755974329085	0.000132453544453941	0.000123292735088243	0.000210457254322221	0.000178902794440132	0.000105487090515496	5.274730937609e-05	0.00632877373672871	0.00631986475644068	2.63754232845529e-05	3.64831115643568e-05	0.0063296771251308	0.00631277803486884	0.0062906407858946	9.05068487016942e-06	0.00628339344713576	1.65361093366408e-05	2.04707794502851e-05	1.5635328479496e-05	1.37205478600969e-05	0.0063081506650363	2.16688414570739e-05	0.00628648283760665	6.47320910127033e-06	0.00628869313517617	0.00629415565775612	0.0062769202380345	0.00629324685021635	0.00628437891281489	6.50129348772233e-06	3.55401602093657e-06	1.54193628507054e-05	4.10975783627475e-06	3.26368658114205e-06	0.00628437891281489	1.13388071842545e-05	1.51556335549093e-06	6.27756299282047e-06	3.31133861134853e-06	0.00627692023803449	0.0062769202380345	3.52726633486136e-06	3.31133861134853e-06	6.24947860636848e-06	2.06653705189763e-06	1.77620761210311e-06	6.47320910127033e-06	9.56259957215141e-06	1.77620761210311e-06	7.45867478039613e-06	3.52726633486136e-06	1.48747896903894e-06	5.80374946573892e-06
"Aphloia_theiformis"	0.000665961677157866	0.00119338796486338	1.00294764025434	0.000755516587924058	0.000585870886345016	0.000194055507404152	0.000344485111133763	0.000904889148394009	0.000194612029692113	0.000253773242680223	0.000321749256213481	0.000104679183113113	0.000484532657942192	0.000121592317298072	0.000151724105173869	0.000253773242680223	0.000140940526111842	0.000240367225725871	6.07519530640898e-05	0.000120480881812106	6.02263419425936e-05	0.00723054478434153	0.00720162738794804	0.00720244876971052	0.00720438508076799	0.00722716103311122	0.0072194566039761	1.78597431084821e-05	1.26633136323559e-05	1.30083554233783e-05	0.00718373684172272	0.00718764749511562	2.51850263289797e-05	1.0401068328086e-05	2.48706597288478e-05	0.00718329811121471	9.98740986662728e-06	5.54968064298221e-06	2.06765414598898e-05	0.00718340778096774	7.45867478039613e-06	2.3369276660532e-05	0.00717137039088281	7.64326430524447e-06	1.29032305068414e-05	0.00717700213964868	4.6980175370614e-06	9.56728152491795e-06	0.00717137039088281	4.55527370786568e-06	9.63432656554565e-06	8.38955522829607e-06	6.34433106700558e-06	7.45867478039613e-06	7.45867478039613e-06	5.74141851889605e-06	6.34433106700558e-06	6.29597156603381e-06	5.36248760355802e-06	2.02653862163454e-06	5.54968064298221e-06	2.52873508623114e-06	2.02653862163454e-06	0.00716391171610241	5.74141851889605e-06	7.54074290328341e-06	3.89224059384225e-06
"Croton_fothergillifolius"	0.000544809725701418	0.000999916577018956	0.000881436019244734	1.00274603863538	0.000284545687161346	0.000106306782114571	0.000401690156280436	0.000614856816952617	0.000274170173497896	0.000295970404315808	0.0003329864647132	0.000708204580603209	0.000514601191279607	0.000141656831756598	0.000344446831411605	0.000295970404315808	0.000164106042093342	7.93303257043049e-07	0.000237890874272259	0.000140405318231242	7.02072814093665e-05	0.00842376441862506	0.0083974428125627	0.00840386132170329	3.71432917772419e-05	0.00842487376912397	0.00840248866180395	1.34472292067446e-05	1.40462815277159e-05	1.07895596538803e-05	2.43209983755676e-05	1.20265504721129e-05	0.00838653806493	7.19775060037609e-06	0.00838464187251918	0.00837217684804964	1.19902591298952e-05	4.54008104751181e-06	0.00836981791282424	0.00837545727473857	6.24947860636848e-06	1.17725472391786e-05	1.25454501724023e-05	1.8704172659576e-05	1.06735812198251e-05	1.59598594214841e-05	5.47020140311139e-06	7.48475400388178e-06	1.25454501724023e-05	8.10172771947005e-06	1.92878984200026e-05	0.00837038108024022	7.3992601078952e-06	6.24947860636848e-06	6.24947860636848e-06	6.69483593800727e-06	7.3992601078952e-06	0.00835621698862816	5.54977441188666e-06	2.3609471959433e-06	4.54008104751181e-06	5.74078052352675e-06	2.36094719594331e-06	6.29597156603382e-06	6.69483593800727e-06	5.12380680793848e-06	5.48340346995793e-06
"Syzygium_venosum"	0.000682918106845113	0.000398278712604463	0.00164043848176605	0.000682909649187232	1.00163375444449	0.000288586538945155	0.000289647573171398	0.00068335641104472	0.000289992683069307	0.000288650390382692	0.000393568344320508	0.00028909916690327	0.000680418183542999	0.000169289647680331	1.85908915212571e-06	0.000288650390382692	0.00039217410677984	0.000670658247566286	0.000168053950806262	0.000168156918363033	5.49064002375827e-07	0.0201129425232789	4.73755948972569e-05	0.0200751253827701	0.0200785129044991	6.58876802850992e-05	0.0200933104856925	1.53948896511161e-05	1.45477193177566e-05	8.18022617748717e-06	3.36917866558481e-05	0.0200779254189951	2.95268599067263e-05	1.29056476973381e-05	2.23048222802293e-05	2.87939524525425e-05	2.52022677297999e-06	5.69098422370928e-06	1.79004154619048e-05	2.47250329767618e-05	2.4892419537779e-06	4.18220079934783e-05	1.42066596806782e-05	1.14729675617747e-05	1.22541091640478e-05	2.31030387093156e-05	1.30724702259947e-05	8.51613088671151e-06	1.42066596806782e-05	2.85247894720761e-06	1.14766200967714e-05	1.14728970812923e-05	7.2162597595673e-06	2.4892419537779e-06	2.4892419537779e-06	4.82745955285663e-06	7.2162597595673e-06	5.69091374322693e-06	6.5594724053418e-06	2.82149412800551e-06	5.69098422370928e-06	3.09848192020952e-08	2.82149412800551e-06	1.17174177269003e-05	4.82745955285663e-06	5.694636758706e-06	5.79985366138613e-06
"Roussea_simplex"	0.00245988461173791	0.00115957420141225	0.000679194275914531	0.000318920346343714	0.000360733173681444	1.00276392667243	1.43798493173861e-06	0.000363456068549695	0.000675314903447441	0.000315573489635927	1.85552993425384e-06	2.13771920393861e-06	0.000361348490365921	1.21259413316408e-06	0.00031648088091286	0.000315573489635927	9.90593220581972e-07	1.09764842764241e-06	1.1383934758538e-06	7.91357066508505e-07	3.67676545958313e-07	5.08416624660231e-05	0.0251184142167069	3.05691159930011e-05	0.0251233604763318	4.41211855149975e-05	5.07249650366856e-05	0.0250968445440008	5.1860877064707e-06	2.77463771899758e-05	1.30732350461972e-05	1.21209335801148e-05	1.92664480760436e-05	0.025089597205242	3.57356477651804e-05	3.10368962403647e-05	1.25220201073742e-05	2.04990384311492e-05	1.50671296026326e-05	1.47803624123236e-05	7.24733875882655e-06	2.08085192491575e-05	1.20987264439303e-05	2.0541792815228e-05	3.05972607015169e-06	2.83792266875005e-05	3.3019774019399e-08	3.04901047346686e-06	1.20987264439303e-05	5.29489125076707e-06	3.07155495532623e-06	2.70042393694306e-06	7.88933724089819e-06	7.24733875882655e-06	7.24733875882655e-06	2.39664155289768e-08	7.88933724089819e-06	2.65766955286428e-06	3.09254989042307e-08	2.02099022194014e-08	2.04990384311492e-05	5.27468134854767e-06	2.02099022194014e-08	4.85138768510379e-06	2.39664155289768e-08	3.02880057124746e-06	1.35062980689488e-05
"Stillingia_lineata"	2.52029780434456e-06	0.000564362613577818	0.000803798592645447	0.000803380312560872	0.000241372977642832	9.5865662115907e-07	1.00498737769283	0.000143376309608687	1.21425206269999e-06	0.000381507703897159	1.62342056377144e-06	0.000241245352064951	0.000980886524792178	0.000141479379047576	0.000141702500989271	0.000381507703897159	7.82513942259023e-07	4.72255165480537e-07	6.31827086584194e-07	0.000140594156605844	0.000140215057608434	4.54918796891707e-05	3.74488657932268e-05	0.0167909536344597	2.58455992301992e-05	0.0168258069130121	3.60725908537563e-05	3.57223523209321e-06	0.0167638022928536	3.54826881656423e-06	2.09759427482529e-05	1.05924908300267e-05	1.27658876100289e-05	4.4968897231848e-08	1.26364044587219e-05	1.36520595186786e-05	5.88897468468254e-06	2.10024817028713e-08	2.42347669127569e-05	0.0167657531490055	3.52726633486136e-06	3.57516413438939e-06	9.26868485375741e-06	4.8459095230019e-06	1.22185958946858e-06	6.95722358067131e-06	2.60837980753007e-08	3.55279223086533e-06	9.26868485375741e-06	4.71969800061412e-06	6.01970962137141e-06	1.15197429793063e-05	9.53769259742898e-06	3.52726633486136e-06	3.52726633486136e-06	0.0167497896282138	9.53769259742898e-06	6.69483593800727e-06	2.70570093961907e-08	2.35798965079294e-06	2.10024817028713e-08	2.36170834982118e-06	2.35798965079294e-06	5.74141851889605e-06	0.0167497896282138	1.19480258007239e-06	2.42850412539999e-08
"Dracaena_reflexa"	0.000776258855062478	0.00023799663504623	0.00105570400645968	0.000614856816952617	0.0002847318379353	0.000121152022849898	7.16881548043433e-05	1.00331246211478	0.000289125818759194	7.11266801179233e-05	0.000962086230543027	0.000588884664396571	0.000564661983944003	0.000561323370435726	7.15873580910484e-05	7.11266801179233e-05	0.00016437446878591	6.85798495191045e-07	7.06623120376282e-05	0.000140410238237312	7.01040531558023e-05	0.00843674220978122	2.77128022674392e-05	3.48880163438279e-05	0.00839751930446109	0.00841248637869627	0.00841683319276022	1.09851033324737e-05	9.26140235070099e-06	7.95630276122625e-06	0.00839257929747281	1.3269669586749e-05	0.00839965597126995	9.49762436343477e-06	1.78063478058969e-05	0.00838007055779326	2.68060160388975e-06	6.46882379218731e-06	1.4677885547606e-05	1.53468312603332e-05	1.48747896903894e-06	7.30428526898238e-06	9.02822187232234e-06	1.82465170801187e-05	0.0083769719547989	0.00837494675098532	5.47914895953033e-06	0.00837029257379712	9.02822187232235e-06	1.05485121421129e-05	0.00837271487757778	1.69015000958699e-05	1.77816700294808e-06	1.48747896903894e-06	1.48747896903894e-06	1.19480258007239e-06	1.77816700294808e-06	5.12380680793847e-06	1.60347705090504e-05	9.35538950726211e-06	6.46882379218731e-06	1.19312263485081e-06	9.35538950726211e-06	7.54074290328341e-06	1.19480258007239e-06	0.00836093718428986	5.78251637518389e-06
"Bertiera_zaluzania"	0.000292186499396802	0.000928599914518228	0.000544913683137916	0.000658008416394951	0.000289992683069307	0.000540251922757953	1.45710247523999e-06	0.000693901965022067	1.00361832801342	0.000252970526463294	0.000404564187701993	0.000404380809813104	0.000289623329811183	1.1918118505059e-06	0.000253319885331163	0.000252970526463294	7.83130955794795e-07	0.000671834863009681	6.94507263283273e-07	6.85627068051538e-07	3.50695082422006e-07	4.01918382755438e-05	0.020117922776279	3.59359252858671e-05	0.020107919832603	4.20834098906407e-05	4.01029680281353e-05	2.17449350296611e-05	4.16176118141375e-06	8.23863696071227e-06	2.05549695708858e-05	4.32838374057124e-05	0.0200984628327716	1.59411855639222e-05	1.79787638826871e-05	1.75930479339574e-05	1.00257475545916e-05	2.43488749497335e-06	1.54246290758566e-05	1.52036785707931e-05	5.80374946573892e-06	0.0201117620528847	9.69599005958117e-06	1.05225036912354e-05	1.25252528368838e-05	1.21096444639995e-05	2.61043651931598e-08	5.80237990602566e-06	9.69599005958118e-06	4.24186161969448e-06	1.38701325714459e-05	1.357101966622e-05	6.32426316158236e-06	5.80374946573892e-06	5.80374946573892e-06	2.42850412539999e-08	6.32426316158236e-06	5.48340346995792e-06	6.74273646169989e-06	1.9863530841765e-08	2.43488749497335e-06	4.22199808885271e-06	1.9863530841765e-08	3.89224059384225e-06	2.42850412539999e-08	5.78251637518389e-06	0.0200723665602685
"Coffea_mauritiana"	3.50767093751758e-06	0.000529814177815765	0.000888206349380782	0.000887911212947424	0.000360812987978365	0.000315573489635927	0.000572261555845739	0.00021338004035377	0.000316213158079118	1.00339187761649	1.5115734343683e-06	0.000361208392663495	0.000212367735247351	0.000211798331823224	0.000526677272420997	0.000885611952327514	6.86615956419988e-07	7.75792394632234e-07	7.5142887558587e-07	0.000210211534086944	0.000209851212317248	4.32386123634589e-05	0.0251469837239495	0.0251446589506056	3.26154136123954e-05	0.0251821454780697	2.91604920182787e-05	1.12299064433927e-05	1.25715173866768e-05	3.34056920249451e-06	1.11815157497743e-05	1.35993804463045e-05	2.27510510162683e-05	7.91856783204416e-06	1.95553552945189e-05	1.55509887689948e-05	1.20892931516985e-05	2.92305911459798e-08	1.37444235084916e-05	2.65926223836783e-05	3.31133861134853e-06	9.6743913926625e-06	9.65566967835411e-06	7.25339844441588e-06	1.80335989352089e-06	8.15172866109965e-06	2.28871985473329e-08	5.30813920000182e-06	9.65566967835412e-06	1.23079267374037e-05	9.00233485621797e-06	1.46234279611651e-05	2.21402988081879e-05	3.31133861134853e-06	3.31133861134853e-06	9.53769259742898e-06	0.0250847969404122	7.3992601078952e-06	2.51928905728051e-08	3.52997219705374e-06	2.92305911459798e-08	8.77795454034994e-06	3.52997219705374e-06	6.34433106700558e-06	9.53769259742898e-06	1.77816700294808e-06	6.32426316158236e-06
