"Geophagus_brasiliensis"	"Pimelodus_maculatus"	"Mugil_liza"	"Centropomus_undecimalis"	"Trachelyopterus_striatulus"	"Gymnotus_carapo"	"Rhamdia_quelen"	"Cyphocharax_gilbert"	"Cichla_ocellaris"	"Hoplosternum_littorale"	"Hypostomus_affinis"	"Astronotus_ocellatus"	"Astyanax_bimaculatus"	"Astyanax_parahybae"	"Leporinus_copelandii"	"Loricariichthys_castaneus"	"Oligosarcus_hepsetus"	"Leporinus_conirostris"	"Mylossoma_aureum"	"Glanidium_melanopterum"	"Pimelodella_sp."	"Tilapia_rendalii"	"Austrodiplostomum_compactum"	"Contracaecum_sp."	"Polymorphus_sp."	"Placobdella_sp."	"Henneguya_sp."	"Scleroductus_sp."	"Clinostomum_complanatum"	"Procamallanus_(Procamallanus)_peraccuratus"	"Glossiphoniidae_gen._sp."	"Helobdella_sp."	"Piscicolidae_gen._sp."	"Lamproglena_monodi"	"Capillariidae_gen._sp."	"Cucullanus_sp."	"Paracapillaria_piscicola"	"Hysterothylacium_sp."	"Procamallanus_(Spirocamallanus)_hilarii"	"Gyrodactylus_sp."	"Clinostomum_detruncatum"	"Diplostomum_sp."	"Posthodiplostomum_macrocotyle"	"Neoechinorhynchus_paraguayensis"	"Neoechinorhynchus_sp."	"Andracantha_sp"	"Ergasilus_sp."	"Naobranchia_lizae"	"Henneguya_cyphocharax"	"Henneguya_guanduensis"	"Myxobolus_absonus"	"Myxobolus_sp."	"Goezia_sp."	"Raphidascaris_sp."	"Cucullanus_(Cucullanus)_brevispiculus"	"Cucullanus_(Cucullanus)_grandistomis"	"Cucullanus_(Cucullanus)_pinnai_pinnai"	"Cosmoxynemoides_aguirrei"	"Spinoxyuris_annulata"	"Travnema_araujoi"	"Procamallanus_sp."	"Procamallanus_(Spirocamallanus)_inopinatus"	"Rhabdochona_sp."	"Rhabdochona_uruyeni"	"Nomimoscolex_sp."	"Proteocephalus_macrophallus"	"Proteocephalus_sp."	"Anacanthorus_paraspathulatus"	"Aphanoblastella_mastigatus"	"Demidospermus_armostus"	"Demidospermus_leptosynophallus"	"Demidospermus_majusculus"	"Demidospermus_paravalenciennesi"	"Demidospermus_sp."	"Demidospermus_uncusvalidus"	"Gussevia_asota"	"Gussevia_astronoti"	"Gussevia_tucunarense"	"Gussevia_undulata"	"Ligophorus_brasiliensis"	"Ligophorus_guanduensis"	"Ligophorus_lizae"	"Ligophorus_tainhae"	"Sciadicleithrum_ergensi"	"Sciadicleithrum_guanduensis"	"Trinigyrus_hypostomatis"	"Rhabdosynochus_hargisi"	"Hyperopletes_malmbergi"	"Phanerothecioides_agostinhoi"	"Scleroductus_yuncens"	"Anakohnia_brasiliana"	"Acanthocollaritrema_umbilicatum"	"Creptotrema_creptotrema"	"Crassicutis_sp"	"Bucephalus_sp."	"Neascus_tipo_1"	"Neascus_tipo_2"	"Posthodiplostomum_sp."	"Sphincterodiplostomum_musculosum"	"Phyllodistomum_rhamdiae"	"Haplosplanchnidae_gen._sp."	"Saccocoelioides_elongatus"	"Ascocotyle_sp"	"Hysterolecitha_brasiliensis"	"Magnivitellinum_corvitellinum"	"Herpetodiplostomum_caimanicola"	"Zonocotyloides_haroltravassosi"
"Geophagus_brasiliensis"	1.00560017755056	0.000388259710261174	4.26820430013061e-07	0.000372998087962625	0.000845460135117537	0.00065664587876505	0.000639580913671336	0.00019772098614331	0.00022943388484575	0.000338340311900555	0.000197933236765429	0.00034395741856204	4.14418351148171e-07	4.14418351148171e-07	8.55841075985555e-08	0.000161438240141656	0.0001265994709717	8.5369072152328e-08	0	3.68159429563177e-07	3.68159429563177e-07	3.01346172878546e-07	0.0063198677538109	0.00632135679148399	0.00630935623561537	0.0063008662963557	4.24711133957832e-06	1.84079714781589e-05	1.63702016300432e-05	0.00630402940328813	0.00629713060803775	1.52638409994395e-05	0.00629583754516696	9.04038518635639e-06	1.92359529431106e-05	0.00630056216563851	1.12822190192529e-05	8.45815818809214e-06	2.07209175574086e-08	2.07209175574086e-08	1.55610559475236e-05	0.00628777439333572	0.00629345571104217	0.006285001109691	7.29606531961166e-06	3.72998087962624e-06	3.5568369167755e-09	3.55683691677551e-09	2.47151232679138e-06	2.82761766807756e-06	2.77328364472267e-06	3.72998087962624e-06	4.83343302715079e-06	2.47151232679138e-06	2.13960268996389e-09	3.5568369167755e-09	2.77328364472267e-06	2.47151232679138e-06	0	2.47151232679138e-06	2.77328364472267e-06	2.13960268996389e-09	3.72998087962624e-06	2.77328364472267e-06	2.77328364472267e-06	3.27762692636786e-06	7.29606531961167e-06	0	7.10645459634816e-06	2.77328364472267e-06	2.77328364472267e-06	2.77328364472267e-06	2.77328364472267e-06	4.03595600354141e-06	2.77328364472267e-06	5.73262364270066e-06	5.73262364270067e-06	3.27762692636786e-06	3.27762692636786e-06	3.5568369167755e-09	3.55683691677551e-09	3.55683691677551e-09	3.5568369167755e-09	3.27762692636786e-06	0.00628500110969098	2.82761766807756e-06	3.72998087962625e-06	2.82761766807755e-06	2.82761766807755e-06	2.13960268996389e-09	3.72998087962625e-06	3.72998087962625e-06	4.2684536076164e-09	0.00628500110969098	3.72998087962625e-06	0.00628500110969099	0.00628500110969098	0.00628500110969098	2.47151232679138e-06	7.10645459634817e-06	3.55683691677551e-09	3.5568369167755e-09	3.55683691677551e-09	3.55683691677551e-09	4.8334330271508e-06	4.8334330271508e-06	2.47151232679138e-06
"Pimelodus_maculatus"	0.000443725383155628	1.0080257001119	2.35956576198926e-07	8.12417115079527e-05	0.000467390651354039	8.12491878954654e-05	0.000146284503186824	8.09363323537371e-05	8.09695008883503e-05	3.25895459793129e-07	8.10842611513052e-05	5.15244055347835e-07	1.84439293594274e-08	1.84439293594274e-08	1.02455951000602e-10	0.000321733678275409	1.24635263263773e-07	1.02198523988038e-10	0	0.000144708491207031	0.000144708491207031	3.89730620893085e-08	0.00722071604811031	1.88396887542868e-05	5.31417767755713e-06	4.95657743736825e-06	5.08437656840489e-09	0.00723542456035153	9.12501109063106e-07	9.50666606820498e-06	3.68070804854234e-06	0.00721290082069826	5.21108412854468e-06	1.16919186267926e-06	2.53280777256216e-06	9.07257352700554e-06	5.83225310141617e-06	4.67587281834205e-06	9.22196467971369e-10	9.2219646797137e-10	6.29928988228288e-06	0.00720295685587257	7.44719015826307e-06	2.77328364472267e-06	9.02768754394059e-07	8.12417115079526e-07	1.96630480165771e-09	1.96630480165772e-09	1.01170415442171e-06	1.15834658787579e-06	0.00720018357222783	8.12417115079527e-07	4.65564942561612e-09	1.01170415442172e-06	2.56139877501506e-12	1.96630480165771e-09	0.00720018357222783	1.01170415442172e-06	0	1.01170415442171e-06	0.00720018357222783	2.56139877501506e-12	8.12417115079527e-07	0.00720018357222784	0.00720018357222784	1.15670715554786e-06	9.02768754394061e-07	0	1.62538336874248e-06	0.00720018357222783	0.00720018357222784	0.00720018357222784	0.00720018357222784	8.04334195688524e-06	0.00720018357222783	8.58740092246392e-09	8.58740092246392e-09	1.15670715554786e-06	1.15670715554786e-06	1.96630480165771e-09	1.96630480165772e-09	1.96630480165772e-09	1.96630480165771e-09	1.15670715554786e-06	2.77328364472266e-06	1.15834658787579e-06	8.12417115079528e-07	1.15834658787579e-06	1.15834658787579e-06	2.56139877501506e-12	8.12417115079528e-07	8.12417115079528e-07	5.1099261994019e-12	2.77328364472266e-06	8.12417115079528e-07	2.77328364472266e-06	2.77328364472266e-06	2.77328364472266e-06	1.01170415442171e-06	1.62538336874248e-06	1.96630480165772e-09	1.96630480165771e-09	1.96630480165772e-09	1.96630480165772e-09	4.65564942561613e-09	4.65564942561613e-09	1.01170415442171e-06
"Mugil_liza"	5.69093906684081e-07	2.75282672232081e-07	1.00967627536746	1.0883278552082e-07	0.000422123709809342	2.14704659987328e-07	4.99818921433221e-07	4.76797829006461e-08	1.53865557263796e-07	6.92503912692609e-10	2.60055826892155e-07	6.13274976631704e-08	4.86495502939348e-11	4.86495502939348e-11	2.50212749770546e-13	2.49335564388523e-07	2.98967870105891e-10	2.49584074519867e-13	0	8.49147981218186e-08	8.49147981218186e-08	1.07699142158382e-10	4.24297672402703e-06	4.24107692784084e-06	1.25280783781713e-08	8.89993531844139e-09	1.24168077073634e-11	4.24573990609093e-06	2.40789831941589e-09	4.22937762173287e-06	5.95233716300649e-09	4.22943679200481e-06	1.01987083434639e-08	3.23097426475148e-09	7.94904381771122e-09	4.23034747858168e-06	4.22495218133475e-06	0.00841819019849359	2.43247751469674e-12	2.43247751469674e-12	4.22679064166491e-06	5.52314171843323e-09	4.2247939350102e-06	3.55683691677551e-09	2.38560733319253e-09	1.08832785520819e-09	0.00841396896139549	0.0084139689613955	5.95997286258077e-10	3.7150832413165e-09	1.96630480165771e-09	1.08832785520819e-09	9.89291303846584e-12	5.95997286258079e-10	6.25531874426366e-15	0.00841396896139549	1.96630480165771e-09	5.95997286258078e-10	0	5.95997286258078e-10	1.96630480165771e-09	6.25531874426366e-15	1.08832785520819e-09	1.96630480165772e-09	1.96630480165772e-09	2.1980793894828e-09	2.38560733319253e-09	0	5.55354357148022e-09	1.96630480165771e-09	1.96630480165772e-09	1.96630480165772e-09	1.96630480165772e-09	6.23338910971307e-09	1.96630480165771e-09	1.02212496105284e-09	1.02212496105284e-09	2.19807938948279e-09	2.1980793894828e-09	0.00841396896139549	0.0084139689613955	0.0084139689613955	0.0084139689613955	2.1980793894828e-09	3.5568369167755e-09	3.7150832413165e-09	1.0883278552082e-09	3.7150832413165e-09	3.7150832413165e-09	6.25531874426367e-15	1.0883278552082e-09	1.0883278552082e-09	1.24792037259933e-14	3.5568369167755e-09	1.0883278552082e-09	3.5568369167755e-09	3.5568369167755e-09	3.5568369167755e-09	5.95997286258077e-10	5.55354357148023e-09	0.0084139689613955	0.0084139689613955	0.0084139689613955	0.0084139689613955	9.89291303846584e-12	9.89291303846584e-12	5.95997286258077e-10
"Centropomus_undecimalis"	0.0005967969407402	0.000113738396111134	1.30599342624984e-07	1.00764618749961	0.000258695531182988	0.000258163717760238	0.000483068837744532	0.000113228105105314	0.000113247314985358	7.40156734203128e-07	0.000113236189011978	0.000145375577393861	5.84523483724994e-08	5.84523483724994e-08	2.91856560054915e-10	0.000257450357803661	3.46167353924792e-07	2.91123252115079e-10	0	1.76040240108518e-07	1.76040240108518e-07	1.3514197576598e-07	0.0100975468029429	0.0100998739137059	1.44003633647077e-05	9.19649199400008e-06	1.44833817927252e-08	8.80201200542592e-06	2.89352094973912e-06	1.08032407298528e-05	6.60904030014925e-06	9.83563137200094e-06	0.0100855592874062	4.0542592729794e-06	8.2464909510178e-06	1.16843677219509e-05	4.20461515485814e-06	2.58804363968509e-06	2.92261741862497e-09	2.92261741862498e-09	7.95438684232468e-06	4.54239799470578e-06	6.31693619145614e-06	3.72998087962626e-06	2.86848575289153e-06	0.0100764618749961	1.0883278552082e-09	1.0883278552082e-09	1.41535131381642e-06	1.61765984302826e-06	8.12417115079527e-07	0.0100764618749961	1.05736676314732e-08	1.41535131381642e-06	7.29641400137288e-12	1.0883278552082e-09	8.12417115079527e-07	1.41535131381642e-06	0	1.41535131381642e-06	8.12417115079527e-07	7.29641400137289e-12	0.0100764618749961	8.12417115079527e-07	8.12417115079527e-07	1.61781878550512e-06	2.86848575289153e-06	0	5.36743153049479e-06	8.12417115079527e-07	8.12417115079527e-07	8.12417115079528e-07	8.12417115079528e-07	6.43625894509153e-06	8.12417115079527e-07	2.42292628989769e-06	2.42292628989769e-06	1.61781878550512e-06	1.61781878550512e-06	1.08832785520819e-09	1.0883278552082e-09	1.0883278552082e-09	1.0883278552082e-09	1.61781878550512e-06	3.72998087962625e-06	1.61765984302826e-06	0.0100764618749961	1.61765984302826e-06	1.61765984302826e-06	7.29641400137288e-12	0.0100764618749961	0.0100764618749961	1.45561626057539e-11	3.72998087962625e-06	0.0100764618749961	3.72998087962625e-06	3.72998087962625e-06	3.72998087962625e-06	1.41535131381642e-06	5.36743153049479e-06	1.0883278552082e-09	1.0883278552082e-09	1.0883278552082e-09	1.0883278552082e-09	1.05736676314733e-08	1.05736676314733e-08	1.41535131381642e-06
"Trachelyopterus_striatulus"	0.00135273621618806	0.000654346911895654	0.000506548451771211	0.000258695531182988	1.00338805821681	0.000510352976789878	0.00118806957624677	0.000113334843954836	0.000365738429616043	1.64608180047033e-06	0.000618152700522652	0.000145775461945356	1.15639981048683e-07	1.15639981048683e-07	5.94755706204589e-10	0.000592670636551518	7.10646627241703e-07	5.93261345133723e-10	0	0.000201842475135563	0.000201842475135563	2.56000860910475e-07	0.0100855556730122	0.0100810398574777	2.97792423049132e-05	2.11551462519352e-05	2.95147519204027e-08	0.0100921237567781	5.72357430525157e-06	0.010053230606859	1.41487054364665e-05	0.0100533712545954	2.42423297324138e-05	7.68002582731426e-06	1.88948771546996e-05	0.0100555359565886	0.0100427113350327	0.0100381018192662	5.78199905243414e-09	5.78199905243415e-09	0.0100470813552375	1.31285078647158e-05	0.0100423351835192	8.45460135117539e-06	5.67058863099864e-06	2.58695531182988e-06	4.22123709809342e-06	4.22123709809343e-06	1.41668554943545e-06	8.83075286460932e-06	4.67390651354038e-06	2.58695531182988e-06	2.35154542924333e-08	1.41668554943545e-06	1.48688926551147e-11	4.22123709809342e-06	4.67390651354039e-06	1.41668554943545e-06	0	1.41668554943545e-06	4.67390651354039e-06	1.48688926551147e-11	2.58695531182988e-06	4.67390651354039e-06	4.67390651354039e-06	5.22483470880061e-06	5.67058863099864e-06	0	1.32007730694085e-05	4.67390651354039e-06	4.67390651354039e-06	4.67390651354039e-06	4.67390651354039e-06	1.4816765913788e-05	4.67390651354039e-06	2.4295910324226e-06	2.4295910324226e-06	5.22483470880061e-06	5.22483470880061e-06	4.22123709809342e-06	4.22123709809342e-06	4.22123709809342e-06	4.22123709809342e-06	5.22483470880061e-06	8.45460135117537e-06	8.83075286460932e-06	2.58695531182988e-06	8.83075286460932e-06	8.83075286460932e-06	1.48688926551147e-11	2.58695531182988e-06	2.58695531182988e-06	2.96630672566862e-11	8.45460135117537e-06	2.58695531182988e-06	8.45460135117538e-06	8.45460135117537e-06	8.45460135117537e-06	1.41668554943545e-06	1.32007730694085e-05	4.22123709809342e-06	4.22123709809342e-06	4.22123709809342e-06	4.22123709809342e-06	2.35154542924333e-08	2.35154542924333e-08	1.41668554943545e-06
"Gymnotus_carapo"	0.00116737045113787	0.000126387625615168	2.86272879983104e-07	0.000286848575289153	0.000567058863099865	1.00398756702352	0.000760378886641196	0.000125880770669788	0.000406402751562436	0.000973851794156667	0.000126030389683566	0.000386071267156392	0.000225564048407152	0.000225564048407152	5.29183382052521e-07	0.000285390609026112	0.000448287019220077	5.27853775564953e-07	0	3.01646820911767e-07	3.01646820911767e-07	4.0937373622148e-07	0.0111884697824215	0.0111932704917169	0.011192539552748	3.10166986985463e-05	2.62607253343564e-05	1.50823410455884e-05	0.0111955506829214	0.0111741898189168	0.01117662564518	1.37081226110455e-05	1.86132053685165e-05	1.22812120866444e-05	0.0111777782341564	2.14153082466236e-05	7.4710227693353e-06	5.67297423833183e-06	1.12782024203576e-05	1.12782024203576e-05	1.41192429270119e-05	8.19883407400574e-06	1.29666539506103e-05	7.29606531961169e-06	0.0111554174113725	2.86848575289153e-06	2.38560733319253e-09	2.38560733319253e-09	1.57350963337235e-06	1.80043413833667e-06	9.02768754394059e-07	2.86848575289153e-06	1.39121684879524e-05	1.57350963337236e-06	1.3229584551313e-08	2.38560733319253e-09	9.0276875439406e-07	1.57350963337236e-06	0	1.57350963337236e-06	9.0276875439406e-07	1.3229584551313e-08	2.86848575289153e-06	9.0276875439406e-07	9.0276875439406e-07	5.80575359374909e-06	0.0111554174113725	0	8.44865429601328e-06	9.0276875439406e-07	9.0276875439406e-07	9.0276875439406e-07	9.0276875439406e-07	7.13476522565279e-06	9.0276875439406e-07	6.43452111927319e-06	6.4345211192732e-06	5.80575359374908e-06	5.80575359374909e-06	2.38560733319253e-09	2.38560733319253e-09	2.38560733319253e-09	2.38560733319253e-09	5.80575359374909e-06	7.29606531961167e-06	1.80043413833666e-06	2.86848575289153e-06	1.80043413833666e-06	1.80043413833666e-06	1.3229584551313e-08	2.86848575289153e-06	2.86848575289153e-06	2.63926887782476e-08	7.29606531961167e-06	2.86848575289153e-06	7.29606531961167e-06	7.29606531961167e-06	7.29606531961167e-06	1.57350963337236e-06	8.44865429601329e-06	2.38560733319253e-09	2.38560733319253e-09	2.38560733319253e-09	2.38560733319253e-09	1.39121684879524e-05	1.39121684879524e-05	1.57350963337236e-06
"Rhamdia_quelen"	0.00113703273541571	0.000227553671623948	6.66425228577628e-07	0.000536743153049479	0.00132007730694085	0.000760378886641195	1.00451698783951	8.27537579582984e-07	1.38566791072418e-06	0.000375616107831789	1.49095440811585e-06	0.00038577976409226	5.79766808413103e-07	5.79766808413103e-07	1.51537998361529e-07	0.000161559563035847	0.000224392155474902	1.51157249621927e-07	0	0.000224420201231358	0.000224420201231358	2.15700936145099e-07	3.98391247612031e-05	0.0112058918301865	0.0111907643750265	1.89337052972483e-05	7.52007316869086e-06	0.0112210100615679	2.1323325549861e-05	2.87756772176375e-05	2.09210532899585e-05	1.88651455140472e-05	0.0111737737510103	6.47102808435299e-06	0.0111751144635771	0.0111816070925492	1.32220724180959e-05	1.320632661298e-05	2.89883404206551e-08	2.89883404206552e-08	0.0111745006379529	8.73183796509067e-06	2.03072276657567e-05	7.10645459634819e-06	8.44865429601328e-06	5.36743153049479e-06	5.55354357148023e-09	5.55354357148023e-09	1.03442197447873e-08	2.12993486873693e-08	1.62538336874248e-06	5.36743153049479e-06	5.36594439759699e-06	1.03442197447873e-08	3.78844995903822e-09	5.55354357148023e-09	1.62538336874248e-06	1.03442197447873e-08	0	1.03442197447873e-08	1.62538336874248e-06	3.78844995903822e-09	5.36743153049479e-06	1.62538336874249e-06	1.62538336874249e-06	1.97952558674883e-08	8.44865429601328e-06	0	0.0111612998648835	1.62538336874249e-06	1.62538336874249e-06	1.62538336874249e-06	1.62538336874249e-06	4.03898907589617e-06	1.62538336874249e-06	6.42966273487099e-06	6.42966273487099e-06	1.97952558674882e-08	1.97952558674882e-08	5.55354357148022e-09	5.55354357148023e-09	5.55354357148023e-09	5.55354357148023e-09	1.97952558674882e-08	7.10645459634817e-06	2.12993486873693e-08	5.3674315304948e-06	2.12993486873693e-08	2.12993486873693e-08	3.78844995903822e-09	5.3674315304948e-06	5.3674315304948e-06	7.55786248109634e-09	7.10645459634817e-06	5.3674315304948e-06	7.10645459634818e-06	7.10645459634818e-06	7.10645459634817e-06	1.03442197447873e-08	0.0111612998648835	5.55354357148023e-09	5.55354357148023e-09	5.55354357148023e-09	5.55354357148023e-09	5.36594439759699e-06	5.36594439759699e-06	1.03442197447873e-08
"Cyphocharax_gilbert"	0.00039544197228662	0.00014163858161904	7.15196743509693e-08	0.000141535131381642	0.000141668554943545	0.000141615867003512	9.30979777030857e-07	1.00795215397511	0.000141409428250589	0.00025392953482551	0.000395123735732645	0.000253737298879816	1.0511836082292e-07	1.0511836082292e-07	2.88016114579534e-10	0.000140965309220823	2.70459498575965e-07	2.87292456000189e-10	0	4.89705607148987e-08	4.89705607148987e-08	2.08999654535933e-07	0.0126184795798827	1.46404907550112e-05	8.29333647785799e-06	0.0126153745815764	1.42927996860094e-08	2.44852803574493e-06	5.21534565125427e-06	7.48184219889331e-06	7.67258674338531e-06	5.95252243437775e-06	3.89720786035259e-06	6.26998963607799e-06	5.21141863633872e-06	3.89854209597162e-06	7.06131034561608e-06	1.41728154672171e-06	5.25591804114602e-09	5.25591804114602e-09	1.42702976918024e-06	3.48321648121309e-06	3.88819787622683e-06	2.47151232679138e-06	1.57350963337235e-06	1.41535131381642e-06	5.95997286258077e-10	5.95997286258078e-10	0.0125994019246889	5.64462479618064e-06	1.01170415442171e-06	1.41535131381642e-06	3.62756478322158e-06	0.0125994019246889	7.20040286448835e-12	5.95997286258077e-10	1.01170415442171e-06	0.0125994019246889	0	0.0125994019246889	1.01170415442171e-06	7.20040286448835e-12	1.41535131381642e-06	1.01170415442171e-06	1.01170415442171e-06	2.02013468929413e-06	1.57350963337236e-06	0	1.03442197447873e-08	1.01170415442171e-06	1.01170415442171e-06	1.01170415442171e-06	1.01170415442171e-06	3.52413273052059e-06	1.01170415442171e-06	4.22895498133026e-06	4.22895498133026e-06	2.02013468929413e-06	2.02013468929413e-06	5.95997286258077e-10	5.95997286258077e-10	5.95997286258078e-10	5.95997286258077e-10	2.02013468929413e-06	2.47151232679137e-06	5.64462479618064e-06	1.41535131381642e-06	5.64462479618063e-06	5.64462479618063e-06	7.20040286448835e-12	1.41535131381642e-06	1.41535131381642e-06	1.43646228000094e-11	2.47151232679137e-06	1.41535131381642e-06	2.47151232679137e-06	2.47151232679137e-06	2.47151232679137e-06	0.0125994019246889	1.03442197447873e-08	5.95997286258077e-10	5.95997286258077e-10	5.95997286258077e-10	5.95997286258077e-10	3.62756478322158e-06	3.62756478322158e-06	0.0125994019246889
"Cichla_ocellaris"	0.000524420308218858	0.000161939001776701	2.63769526737936e-07	0.000161781878550512	0.000522483470880061	0.000522517823437417	1.78157302807394e-06	0.000161610775143531	1.00675415849358	9.32393342127749e-07	0.000161699432416644	0.000483951074843185	1.17821422475122e-07	1.17821422475122e-07	4.28961085062868e-10	0.000161235734545697	4.60920135920777e-07	4.27883293391856e-10	0	1.28540906028433e-07	1.28540906028433e-07	0.000481279870081652	0.0144076460253086	2.8042573881319e-05	1.71843910279015e-05	1.56869246596023e-05	2.12871938462448e-08	6.42704530142165e-06	5.84032857429107e-06	0.0143965104794229	9.09670042500449e-06	1.04124352279909e-05	4.91524096774047e-06	0.0144383961024496	5.83886875450411e-06	8.52225689103596e-06	7.53482660046695e-06	5.22703278819009e-06	5.8910711237561e-09	5.8910711237561e-09	5.2446299646681e-06	4.43433408191573e-06	8.50246163516848e-06	3.27762692636787e-06	5.80575359374907e-06	1.61781878550511e-06	2.1980793894828e-09	2.1980793894828e-09	2.02013468929413e-06	2.30999189166635e-06	1.15670715554786e-06	1.61781878550512e-06	1.33199048875393e-08	2.02013468929414e-06	1.07240271265717e-11	2.1980793894828e-09	1.15670715554786e-06	2.02013468929414e-06	0	2.02013468929413e-06	1.15670715554786e-06	1.07240271265717e-11	1.61781878550512e-06	1.15670715554786e-06	1.15670715554786e-06	0.014382202264194	5.80575359374908e-06	0	1.97952558674882e-08	1.15670715554786e-06	1.15670715554786e-06	1.15670715554786e-06	1.15670715554786e-06	4.03089336364243e-06	1.15670715554786e-06	8.06585124738639e-06	8.0658512473864e-06	0.014382202264194	0.014382202264194	2.19807938948279e-09	2.1980793894828e-09	2.1980793894828e-09	2.1980793894828e-09	0.014382202264194	3.27762692636786e-06	2.30999189166634e-06	1.61781878550512e-06	2.30999189166634e-06	2.30999189166634e-06	1.07240271265717e-11	1.61781878550512e-06	1.61781878550512e-06	2.13941646695928e-11	3.27762692636786e-06	1.61781878550512e-06	3.27762692636786e-06	3.27762692636786e-06	3.27762692636786e-06	2.02013468929413e-06	1.97952558674882e-08	2.1980793894828e-09	2.1980793894828e-09	2.1980793894828e-09	2.1980793894828e-09	1.33199048875393e-08	1.33199048875393e-08	2.02013468929413e-06
"Hoplosternum_littorale"	0.000773349284344127	6.51790919586258e-07	1.1871495646159e-09	1.05736676314733e-06	2.35154542924333e-06	0.00125209516391571	0.000482934995783729	0.000290205182657726	9.32393342127749e-07	1.00584586293355	0.000289893420118412	0.000290048311076478	0.000290079933555198	0.000290079933555198	4.87399559522618e-07	7.12949026270824e-07	0.000289401381830588	4.86174937513768e-07	0	1.08315572315563e-07	1.08315572315563e-07	1.62122355278556e-07	2.65843892733388e-05	2.89975972782222e-05	3.85923971583278e-05	0.0143866630842378	2.41872031413099e-05	5.41577861577816e-06	0.0144072894912297	1.87824368742831e-05	0.0143879722148515	4.599482937482e-08	1.02099510923793e-05	4.8636706583567e-06	0.0143885047262219	1.02228928790402e-05	4.1648500274126e-06	2.35253472054718e-08	1.45039966777599e-05	1.45039966777599e-05	5.38945985188943e-06	4.83808867657642e-06	4.85694848144323e-06	4.8334330271508e-06	1.39121684879524e-05	1.05736676314732e-08	9.89291303846584e-12	9.89291303846586e-12	3.62756478322158e-06	4.14133457312017e-06	4.65564942561612e-09	1.05736676314732e-08	0.0143692266133364	3.62756478322159e-06	1.21849889880654e-08	9.89291303846585e-12	4.65564942561613e-09	3.62756478322158e-06	0	3.62756478322158e-06	4.65564942561613e-09	1.21849889880654e-08	1.05736676314732e-08	4.65564942561613e-09	4.65564942561613e-09	1.33199048875393e-08	1.39121684879524e-05	0	5.36594439759699e-06	4.65564942561613e-09	4.65564942561613e-09	4.65564942561613e-09	4.65564942561613e-09	1.78237256567706e-08	4.65564942561613e-09	4.8341385179413e-06	4.8341385179413e-06	1.33199048875393e-08	1.33199048875393e-08	9.89291303846584e-12	9.89291303846585e-12	9.89291303846585e-12	9.89291303846585e-12	1.33199048875393e-08	4.83343302715079e-06	4.14133457312017e-06	1.05736676314733e-08	4.14133457312017e-06	4.14133457312017e-06	1.21849889880654e-08	1.05736676314733e-08	1.05736676314733e-08	2.43087468756884e-08	4.83343302715079e-06	1.05736676314733e-08	4.83343302715079e-06	4.83343302715079e-06	4.83343302715079e-06	3.62756478322158e-06	5.365944397597e-06	9.89291303846585e-12	9.89291303846585e-12	9.89291303846585e-12	9.89291303846585e-12	0.0143692266133364	0.0143692266133364	3.62756478322158e-06
