"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Apis_mellifera"	0.0112938773918234	0.0112776441225923	0.0112524791680435	0.01121497090415	0.0112099782578568	0.0112324093263827	0.0111762472797508	0.0111762472797508	0.0111762472797508	0	1.00586225517757	0.00116170873197875	0.000225552882451847	0.000561620466319133	0.00101192934318115	0.000225877547836467	0.000375082638934784	0	0.000225552882451847	0.000225552882451847	0.000225877547836468
"Lasioglossum_mahense"	0.0336447847263838	6.166675383127e-05	0.0335996312293338	0.0334876324585693	6.12967533082823e-05	3.89182154766752e-05	3.87236243992918e-05	3.87236243992918e-05	3.87236243992918e-05	0	0.00348512619593626	1.0034672650251	1.2333350766254e-06	1.94591077383376e-06	0.000677193867269717	0.000672895694527677	0.00111998770764446	0	1.2333350766254e-06	1.2333350766254e-06	0.000672895694527677
"Hemipyrellia_sp1_M_PL_127"	9.03795904681345e-05	0.100694059093158	2.27544699861343e-05	2.26786217528472e-05	8.98947385985995e-05	2.26686314021957e-05	2.25552882451847e-05	2.25552882451847e-05	2.25552882451847e-05	0	0.00202997594206662	3.7000052298762e-06	1.00201388118186	1.13343157010978e-06	0.00202018351060245	1.80759180936269e-06	7.58482332871145e-07	0	0.00201388118186315	0.00201388118186315	1.80759180936269e-06
"Xylocopa_caffra"	5.67531527227305e-05	5.66715785054892e-05	5.65451214474549e-05	5.63566377092967e-05	5.63315490344563e-05	0.100558956830786	5.61620466319133e-05	5.61620466319133e-05	5.61620466319133e-05	0	0.0050545841968722	5.83773232150128e-06	1.13343157010978e-06	1.00502794784154	5.08507207628721e-06	1.13506305445461e-06	1.88483738158183e-06	0	1.13343157010978e-06	1.13343157010978e-06	1.13506305445461e-06
"Lygistorrhina_sp1_M_PL_127"	0.0336247790708395	0.0336697251767074	5.64924150652465e-05	5.6304107015029e-05	0.0334677068256472	3.39004805085814e-05	3.37309781060385e-05	3.37309781060385e-05	3.37309781060385e-05	0	0.00303578802954346	0.000677193867269716	0.000673394503534148	1.69502402542907e-06	1.00301927542623	0.00067249558141679	1.88308050217488e-06	0	0.000673394503534148	0.000673394503534148	0.00067249558141679
"Megachile_seychellensis"	0.100559364339737	9.03795904681346e-05	9.01779172940613e-05	8.98773242364145e-05	8.98373129253258e-05	2.27012610890922e-05	2.25877547836468e-05	2.25877547836468e-05	2.25877547836468e-05	0	0.00203289793052821	0.00201868708358303	1.80759180936269e-06	1.13506305445461e-06	0.00201748674425037	1.00201118728679	3.00593057646871e-06	0	1.80759180936269e-06	1.80759180936269e-06	0.00201118728679474
"Unidentified_sp1_M_PL_127"	0.000150296528823435	3.79241166435572e-05	0.10048445521872	0.000149507034657924	3.76965719436959e-05	3.76967476316366e-05	3.75082638934784e-05	3.75082638934784e-05	3.75082638934784e-05	0	0.00337574375041306	0.00335996312293338	7.58482332871145e-07	1.88483738158183e-06	5.64924150652465e-06	3.00593057646871e-06	1.00334948184062	0	7.58482332871145e-07	7.58482332871145e-07	3.00593057646871e-06
"Cratopus_aurostriatus"	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0
"Eristalinus_vicarians"	9.03795904681346e-05	0.100694059093158	2.27544699861344e-05	2.26786217528472e-05	8.98947385985995e-05	2.26686314021957e-05	2.25552882451847e-05	2.25552882451847e-05	2.25552882451847e-05	0	0.00202997594206662	3.7000052298762e-06	0.00201388118186315	1.13343157010978e-06	0.00202018351060244	1.80759180936269e-06	7.58482332871145e-07	0	1.00201388118186	0.00201388118186315	1.80759180936269e-06
"Leptotes_pirithous"	9.03795904681345e-05	0.100694059093158	2.27544699861344e-05	2.26786217528472e-05	8.98947385985995e-05	2.26686314021957e-05	2.25552882451847e-05	2.25552882451847e-05	2.25552882451847e-05	0	0.00202997594206662	3.7000052298762e-06	0.00201388118186315	1.13343157010978e-06	0.00202018351060244	1.80759180936269e-06	7.58482332871145e-07	0	0.00201388118186315	1.00201388118186	1.80759180936269e-06
"Unidentified_sp2_M_PL_127"	0.100559364339737	9.03795904681346e-05	9.01779172940613e-05	8.98773242364145e-05	8.98373129253258e-05	2.27012610890922e-05	2.25877547836468e-05	2.25877547836468e-05	2.25877547836468e-05	0	0.00203289793052821	0.00201868708358303	1.80759180936269e-06	1.13506305445461e-06	0.00201748674425037	0.00201118728679474	3.00593057646871e-06	0	1.80759180936269e-06	1.80759180936269e-06	1.00201118728679
