"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_xantophylla"	"Shorea_domatiosa"	"Shorea_laxa"	"Shorea_confusa"	"Shorea_falciferoides"	"Shorea_ochracea"	"Shorea_parvifolia"	"Shorea_pilosa"	"Shorea_quadrinervis"	"Shorea_scabrida"	"Shorea_agami"	"Shorea_kunsitleri"	"Ctenomerus_sp._1"	"Ctenomerus_sp._2"	"Nanophyes_shoreae"	"Endaenidius_spinipes"	"Sternuchopsis_toyi"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_sp._1"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Idotasia_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._3"	"Involvulus_sp._1"	"Coccotrypes_advena"	"Coccotrypes_cinnamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_myristicae"	"Coccotrypes_nitidus"	"Coccotripes_papuanus"	"Hypothenemus_areccae"	"Xyleborinus_exiguus"	"Xyleborinus_ferrugineus"	"Xyleborinus_subdentatus"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Assara_albicostalis"	"Lamoria_adaptella"	"Crambidae_Gn._Sp._A"	"Crambidae_Gn._Sp._B"
"Dipterocarpus_geniculatus"	1.0014327212369	2.00314637151798e-06	0.00143390405807905	0.00143844745150238	0.00143920316136116	0.00144837587534767	9.39312611231669e-06	3.93008759149218e-07	3.60989105637647e-06	1.57582993880285e-06	7.8355791123126e-07	1.93854117973559e-06	0.00144106624615577	1.16763596091407e-06	0.00143995603615796	1.57945394395352e-06	3.9663276429989e-07	3.03382458002525e-06	1.06837816925677e-06	3.93008759149218e-07	3.08092397554605e-05	5.00786592879494e-08	4.6881406631033e-05	7.24801030134454e-08	3.37684705053774e-05	3.08175428942183e-05	1.77739840188563e-05	1.98598694279305e-05	2.2574672943472e-05	6.58352670612576e-06	0.100290486582957	2.87689490300477e-05	5.52536830136276e-08	6.26846328985008e-05	4.84982388388049e-05	5.9731407244862e-05	5.52536830136275e-08	2.26716000024587e-05	4.6881406631033e-05	5.52536830136275e-08	6.58352670612576e-06	6.58352670612576e-06	5.52536830136275e-08	4.71610510979062e-05	1.77239053595684e-05	9.46256943722908e-05	3.08902603936868e-05	1.97292898087572e-05	1.76686516765547e-05
"Dipterocarpus_crinitus"	5.00786592879494e-07	1.00408123766273	7.85510225979564e-07	0.000317060175331214	0.000318415774809186	0.00158232498069664	0.00095123665139114	3.39425269552105e-07	0.000316425837878531	6.24148902652175e-07	0.000314682843402804	6.43474067523582e-07	0.00157724801105994	1.12725810469653e-06	0.000633763623555783	6.2604561697348e-07	3.41321983873411e-07	2.37763882302654e-06	9.09505295878947e-07	3.39425269552105e-07	0.0251271174923392	0.0251020309415683	3.42794545089946e-05	3.79342864261199e-08	2.85040013163421e-05	2.51429136761528e-05	0.0251269515145664	2.49342631396356e-05	1.07303393293292e-05	7.19238627589381e-06	3.50550615015646e-05	6.34120350662429e-06	5.59550971406553e-06	0.0251746274722243	2.48905869834544e-05	4.34112217197541e-05	5.59550971406553e-06	1.07625130327054e-05	3.42794545089945e-05	5.59550971406553e-06	7.19238627589381e-06	7.19238627589381e-06	5.59550971406553e-06	4.07310323462526e-05	2.49205729981127e-05	2.27778906480056e-05	3.07415014555591e-05	1.85493834768301e-05	1.93250632840472e-05
"Dipterocarpus_globosus"	0.000716952029039523	1.57102045195913e-06	1.00134430930411	0.000720587773541252	0.00135054477951719	0.00135785470094681	0.000636229700828907	8.53263849381005e-07	0.000630215505155992	0.000628210538921206	7.20208533119656e-07	0.000629111731956026	0.000723927507010479	1.0420178562839e-06	0.000723009773989752	0.000629264079397683	1.90680432585846e-06	2.38158294957116e-06	1.46451477837972e-06	8.53263849381005e-07	1.83528315918139e-05	3.92755112989782e-08	3.71216764119355e-05	2.1070809529549e-05	3.05625464499356e-05	1.83656569733291e-05	1.55225431165691e-05	2.91438215975339e-05	2.11781199282321e-05	6.1720668224855e-06	0.0501866420327666	1.44117554708251e-05	3.74252765193475e-06	5.76166826495725e-05	3.08991660724248e-05	4.91316888801338e-05	3.74252765193475e-06	5.26337065260333e-05	3.71216764119355e-05	3.74252765193475e-06	6.1720668224855e-06	6.1720668224855e-06	3.74252765193475e-06	0.000102391661925721	1.54832676052701e-05	0.050188582005746	2.21156233061889e-05	1.64874106015998e-05	1.17407399533353e-05
"Dipterocarpus_palembanicus"	0.000287689490300477	0.000253648140264972	0.000288235109416501	1.00333558529531	0.000543186506942096	0.00133982727629889	0.00104986727479409	3.79795002447234e-07	0.000540589181852579	9.25414118471575e-07	0.00025167174297955	9.51389085028278e-07	0.000832825701317078	1.21950905889995e-06	0.00108240324080537	9.27916388968884e-07	3.82297272944544e-07	0.000289440203557741	8.74821244015041e-07	3.79795002447234e-07	2.8677708500261e-05	6.3412035066243e-06	4.17836055670001e-05	5.004540994619e-08	2.47513120783903e-05	2.23974804465817e-05	2.50133688901239e-05	3.29786023867703e-05	1.21255296158667e-05	6.09012398317676e-06	0.0201382643210334	0.0200667117059062	6.17568985172996e-06	0.020133739438364	0.0200888175492029	0.0201132716894775	6.17568985172996e-06	1.21730990701181e-05	4.17836055670001e-05	6.17568985172996e-06	6.09012398317676e-06	6.09012398317676e-06	6.17568985172996e-06	4.55754002936681e-05	1.86721653834996e-05	4.36495292819472e-05	3.57481999343102e-05	2.21058432967737e-05	1.24964755317697e-05
"Dipterocarpus_tempehes"	0.000159911462373462	0.000141518122137416	0.000300121062114931	0.000301770281634498	1.00205886041384	0.00206861039584892	0.000976624507581395	9.35732665969894e-05	0.000374933974211329	0.000233782866338459	0.000139847990992852	0.000512510120357337	0.000994172355251977	1.13969435533337e-06	0.000630538595784597	0.000234409046700357	9.41994469588872e-05	0.000373887289949398	0.000317025941381542	9.35732665969894e-05	2.63203762883931e-05	3.5379530534354e-06	0.0111718617934599	1.25236072379562e-05	0.0111726337392276	2.28394079527243e-05	2.63330572804023e-05	2.84354578257629e-05	0.0111433901124582	9.40277452658599e-06	0.0111938023661423	6.03540563268996e-06	5.74485004459644e-06	0.0111878392794282	2.69151992564596e-05	5.14085406452056e-05	5.74485004459644e-06	0.011169015618476	0.0111718617934599	5.74485004459644e-06	9.40277452658599e-06	9.40277452658599e-06	5.74485004459644e-06	0.0112287919916387	2.27951042269669e-05	0.0112167679793175	3.78744555282891e-05	2.08797936237697e-05	1.70502541823704e-05
"Dryobalanops_aromatica"	6.58352670612576e-05	0.000287695451035753	0.00012344133644971	0.000304506199158838	0.000846249707392739	1.00345659155618	0.00118596188498308	3.85585530265704e-05	0.000311519184446687	9.61646224150228e-05	5.76593760633834e-05	0.000210308887527062	0.00129036795577861	0.000206640464600968	0.00100407666063825	9.6422367104487e-05	3.88162977160346e-05	0.000311197359895421	0.00013043841651341	3.85585530265704e-05	0.00458741258852555	7.19238627589381e-06	0.00460437915715588	5.15489378928463e-06	0.004593993174342	0.0045905522254797	0.00458526086526564	0.00459383294819875	0.00457056909978193	0.00456116632525535	0.00460846869428803	6.09012398317676e-06	6.97624638225339e-06	0.00461275008507067	0.00458336066526294	0.00460729689030141	6.97624638225339e-06	0.00458108454415829	0.00460437915715588	6.97624638225338e-06	0.00456116632525534	0.00456116632525535	6.97624638225338e-06	0.00462702636318845	0.00457806847898974	0.00460848555107619	0.00459497638262929	0.00457727054127976	0.00457109223260749
"Dryobalanops_lanceolata"	5.52536830136276e-07	0.000223820388562621	7.48505530386949e-05	0.000308784492586498	0.00051703650401368	0.00153477420409574	1.00389087227813	4.97768595938085e-05	0.000402212363426296	0.000124074875802367	7.44107049559726e-05	7.48467974184845e-05	0.000992986482221899	0.000119414776103324	0.000917911823450386	0.000124407495325703	5.01094791171442e-05	0.000401933312250205	0.000168457314491258	4.97768595938085e-05	2.855476659233e-05	5.59550971406553e-06	0.0059439928648946	6.65239046671398e-06	0.00593402274487245	2.89299956834307e-05	0.00592545053881735	0.00593457631056188	1.27210964268498e-05	6.97624638225338e-06	3.86775781095393e-05	6.17568985172996e-06	0.00590524042516548	0.0059528563964778	0.00592673701433992	0.00595246795197026	0.00590524042516548	1.6463436297774e-05	0.0059439928648946	0.00590524042516548	6.97624638225338e-06	6.97624638225338e-06	0.00590524042516548	0.00597322315125703	0.00591985502910329	0.00594384129668469	0.00593824801485	0.00592056132448819	1.46146039378065e-05
"Shorea_smithiana"	3.93008759149218e-07	1.35770107820842e-06	1.70652769876201e-06	1.89897501223617e-06	0.000842159399372905	0.000848288166584549	0.000846206613094746	1.00083641841959	0.000839487654660581	0.000837731938533166	5.1987247728997e-07	1.75688648249548e-06	0.000843084826131631	1.11773892314671e-06	0.000841451217603844	0.000841233795550611	0.000839920276610998	2.1089712468243e-06	0.000837749692001855	0.000836418419593553	1.80246222466038e-05	3.39425269552105e-08	3.2378416619899e-05	7.00371403489036e-05	6.65636204151499e-05	1.80465666658059e-05	1.53527516823133e-05	3.33287378250782e-05	1.3213181962356e-05	3.85585530265704e-06	2.75106131404453e-05	3.79795002447235e-08	4.97768595938086e-06	4.15897981831976e-05	1.65210772859539e-05	3.98488225536564e-05	4.97768595938086e-06	1.33010262864808e-05	3.2378416619899e-05	4.97768595938086e-06	3.85585530265704e-06	3.85585530265704e-06	4.97768595938086e-06	0.100370210351226	1.53188091553581e-05	0.000105081515169023	2.30210899602e-05	1.64830977857092e-05	1.03411231959773e-05
"Shorea_xantophylla"	7.21978211275293e-07	0.000253140670302825	0.000252086202062397	0.000540589181852578	0.000674881153580393	0.00137068441156542	0.0013675220356494	0.000167897530932116	1.00135861275234	0.000419261754783238	0.000251208635886151	0.000252242263061997	0.000712938384642042	0.0004023798194802	0.000862067649793663	0.000420384948174336	0.000169020724323215	0.000288861182173749	0.000168611291260617	0.000167897530932116	2.58800205013156e-05	6.32851675757063e-06	4.23159600508412e-05	2.24638678219719e-05	3.56880164250405e-05	3.9670494717755e-05	2.60872891353537e-05	0.0200694028556128	1.37290631731603e-05	6.23038368893374e-06	5.05384747892705e-05	1.08117836370516e-05	8.04424726852591e-06	0.0200966908708921	3.29233932289991e-05	0.0200728013192505	8.04424726852591e-06	2.63411763262602e-05	4.23159600508412e-05	8.04424726852591e-06	6.23038368893374e-06	6.23038368893374e-06	8.04424726852591e-06	0.0201477037118539	1.9758772377783e-05	0.0201091379080897	3.48172805666146e-05	2.21116095919475e-05	1.17145251092571e-05
"Shorea_domatiosa"	7.87914969401427e-07	1.24829780530435e-06	0.000628210538921206	2.31353529617894e-06	0.00105202289852306	0.00105781084656525	0.00105463644432012	0.000418865969266583	0.00104815438695809	1.00104628859322	5.88365816149011e-07	0.000629020904607405	0.000424936796998412	1.01706933740023e-06	0.000423757364712692	0.00104909125020101	0.000421668626249207	1.91915628297068e-06	0.000419805171694679	0.000418865969266583	1.19605228373855e-05	3.12074451326087e-08	2.98701814063685e-05	5.60531396524941e-05	4.69601214048219e-05	1.19801688591229e-05	1.43119269482976e-05	3.58782557961077e-05	1.64973744376741e-05	4.80823112075114e-06	5.51540478580999e-05	4.62707059235788e-08	6.20374379011836e-06	4.70692652919209e-05	1.49105852959994e-05	3.9190396534531e-05	6.20374379011836e-06	4.79484196680443e-05	2.98701814063685e-05	6.20374379011836e-06	4.80823112075114e-06	4.80823112075114e-06	6.20374379011836e-06	0.0502639163119899	1.4280719503165e-05	0.0501938099161443	1.81810380894455e-05	1.48643145900758e-05	8.07697571304661e-06
