"R1"	"R2"	"R3"	"R4"	"R5"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"
"R1"	1.00433125666077	0.00232516238635108	0.000812234650077914	0.000813204366708857	0.00181915203710041	2.59878862442916e-05	0.0101202900398848	0.010069300452852	1.1617205238698e-05	1.1617205238698e-05	2.51544494066632e-05	1.35372441679652e-05	0.0100691477042338	2.58351376261232e-05	2.58351376261232e-05	0.0101202900398848	0.0100691477042338	0.0100691477042338	0.0100433125666077	0.0101202900398848	0.010069300452852	0.0101202900398848
"R2"	0.00258351376261232	1.00480996682584	0.000901395350649235	0.000902471515107985	0.000903662646801007	1.29094663828715e-05	0.0112312154970227	3.87446040089947e-05	1.28924502158284e-05	1.28924502158284e-05	2.79157060599823e-05	1.50232558441539e-05	0.0111903903245799	0.0111645551869538	0.0111645551869538	0.0112312154970228	0.0111903903245799	0.0111903903245799	2.58351376261232e-05	0.0112312154970228	3.87446040089947e-05	0.0112312154970228
"R3"	0.00135372441679652	0.00135209302597385	1.00385600801229	0.00218916943541612	0.00135001521053582	1.92859315790831e-05	0.01681005374754	3.28231757470483e-05	3.12738490773731e-05	3.12738490773731e-05	0.0167622073159488	0.0167309334668715	2.85605000121191e-05	1.50232558441539e-05	1.50232558441539e-05	0.01681005374754	2.85605000121191e-05	2.85605000121191e-05	1.35372441679652e-05	0.01681005374754	3.28231757470483e-05	0.01681005374754
"R4"	0.00116172052386979	0.00116032051942455	0.00187643094464239	1.0047440007046	0.00115853740846842	1.65505344066917e-05	0.0144258197632901	2.81677396453896e-05	0.0143534857243515	0.0143534857243515	0.0143847595734289	3.12738490773731e-05	2.45096554545263e-05	1.28924502158284e-05	1.28924502158284e-05	0.0144258197632901	2.45096554545263e-05	2.45096554545263e-05	1.1617205238698e-05	0.0144258197632901	2.81677396453896e-05	0.0144258197632901
"R5"	0.00259878862442916	0.00116185197445844	0.00115715589474499	0.00115853740846842	1.00402467619891	0.0143432096599844	0.0144179434785973	0.0143691975462287	1.65505344066917e-05	1.65505344066917e-05	3.58364659857747e-05	1.92859315790831e-05	3.88973526271632e-05	1.29094663828715e-05	1.29094663828715e-05	0.0144179434785974	3.88973526271632e-05	3.88973526271632e-05	2.59878862442916e-05	0.0144179434785974	0.0143691975462287	0.0144179434785974
"C1"	0.000259878862442916	0.000116185197445844	0.000115715589474499	0.000115853740846842	0.100402467619891	1.001434320966	0.00144179434785973	0.00143691975462287	1.65505344066917e-06	1.65505344066917e-06	3.58364659857747e-06	1.92859315790831e-06	3.88973526271632e-06	1.29094663828715e-06	1.29094663828715e-06	0.00144179434785974	3.88973526271632e-06	3.88973526271632e-06	2.59878862442916e-06	0.00144179434785974	0.00143691975462287	0.00144179434785974
"C2"	0.0202405800797696	0.0202161878946409	0.0201720644970481	0.0201961476686061	0.0201851208700363	0.000288358869571947	1.00134010645053	0.000490764670369643	0.000288516395265802	0.000288516395265802	0.000624717470216603	0.000336201074950801	0.000427030110738151	0.000224624309940455	0.000224624309940455	0.0013401064505267	0.000427030110738151	0.000427030110738151	0.000202405800797696	0.0013401064505267	0.000490764670369643	0.0013401064505267
"C3"	0.0503465022642601	0.000174350718040476	9.84695272411449e-05	9.85870887588636e-05	0.0502921914118005	0.000718459877311435	0.00122691167592411	1.00122192489995	1.40838698226948e-06	1.40838698226948e-06	3.0495457696219e-06	1.64115878735242e-06	0.00050540225284305	1.93723020044973e-06	1.93723020044973e-06	0.00122691167592411	0.00050540225284305	0.00050540225284305	0.000503465022642601	0.00122691167592411	0.00122192489995404	0.00122691167592411
"C4"	0.00011617205238698	0.000116032051942455	0.000187643094464239	0.10047440007046	0.000115853740846842	1.65505344066917e-06	0.00144258197632901	2.81677396453896e-06	1.00143534857243	0.00143534857243515	0.00143847595734289	3.12738490773731e-06	2.45096554545263e-06	1.28924502158284e-06	1.28924502158284e-06	0.00144258197632901	2.45096554545263e-06	2.45096554545263e-06	1.1617205238698e-06	0.00144258197632901	2.81677396453896e-06	0.00144258197632901
"C5"	0.00011617205238698	0.000116032051942455	0.000187643094464239	0.10047440007046	0.000115853740846842	1.65505344066917e-06	0.00144258197632901	2.81677396453896e-06	0.00143534857243515	1.00143534857243	0.00143847595734289	3.12738490773731e-06	2.45096554545263e-06	1.28924502158284e-06	1.28924502158284e-06	0.00144258197632901	2.45096554545263e-06	2.45096554545263e-06	1.1617205238698e-06	0.00144258197632901	2.81677396453896e-06	0.00144258197632901
"C6"	0.000125772247033316	0.00012562067726992	0.0502866219478465	0.0503466585070011	0.000125427630950212	1.79182329928874e-06	0.00156179367554151	3.0495457696219e-06	0.000719237978671444	0.000719237978671444	1.00155734834447	0.000838110365797442	2.65350777333227e-06	1.39578530299911e-06	1.39578530299911e-06	0.00156179367554151	2.65350777333227e-06	2.65350777333227e-06	1.25772247033316e-06	0.00156179367554151	3.0495457696219e-06	0.00156179367554151
"C7"	0.000135372441679652	0.000135209302597385	0.100385600801229	0.000218916943541612	0.000135001521053582	1.92859315790831e-06	0.001681005374754	3.28231757470483e-06	3.12738490773731e-06	3.12738490773731e-06	0.00167622073159488	1.00167309334669	2.85605000121191e-06	1.50232558441539e-06	1.50232558441539e-06	0.001681005374754	2.85605000121191e-06	2.85605000121191e-06	1.35372441679652e-06	0.001681005374754	3.28231757470483e-06	0.001681005374754
"C8"	0.0503457385211692	0.0503567564606095	8.56815000363574e-05	8.57837940908421e-05	0.000136140734195071	1.94486763135816e-06	0.00106757527684538	0.00050540225284305	1.22548277272632e-06	1.22548277272632e-06	2.65350777333227e-06	1.42802500060596e-06	1.00106297690144	0.000559519516228995	0.000559519516228995	0.00106757527684538	0.00106297690144069	0.00106297690144069	0.000503457385211692	0.00106757527684538	0.00050540225284305	0.00106757527684538
"C9"	0.000258351376261232	0.100480996682584	9.01395350649235e-05	9.02471515107985e-05	9.03662646801007e-05	1.29094663828715e-06	0.00112312154970227	3.87446040089947e-06	1.28924502158284e-06	1.28924502158284e-06	2.79157060599823e-06	1.50232558441539e-06	0.00111903903245799	1.0011164555187	0.00111645551869538	0.00112312154970228	0.00111903903245799	0.00111903903245799	2.58351376261232e-06	0.00112312154970227	3.87446040089947e-06	0.00112312154970227
"C10"	0.000258351376261232	0.100480996682584	9.01395350649235e-05	9.02471515107985e-05	9.03662646801007e-05	1.29094663828715e-06	0.00112312154970227	3.87446040089947e-06	1.28924502158284e-06	1.28924502158284e-06	2.79157060599823e-06	1.50232558441539e-06	0.00111903903245799	0.00111645551869538	1.0011164555187	0.00112312154970228	0.00111903903245799	0.00111903903245799	2.58351376261232e-06	0.00112312154970228	3.87446040089947e-06	0.00112312154970227
