"Clethrionomys_rutilus"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Myopus_schisticolor"	"Arvicola_terrestris"	"Neomys_fodiens"	"Sicista_betulina"	"Megabothris_rectangulatus"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Rhadinopsylla_integella"	"Palaeopsylla_soricis"
"Clethrionomys_rutilus"	1.00343996111348	0.00200815396732737	0.00128997674226965	0.00128829822968804	0.000999612110400959	0.000469917724692238	0.000422180095165786	1.67851258160947e-06	0.000181231605405159	0.0144985284324127	0.0144358003808793	0.0144358003808793	0.0144569093856376	0.0144343059643539	5.03553774482841e-05	0.0143348565873354	0.0143635445011544
"Clethrionomys_glareolus"	0.00200815396732737	1.00248524103408	0.0017677457519373	0.00128778989380161	0.000999217684097703	0.000469732304858828	0.000422013511615515	0.000479955858135694	0.000181160095154924	0.0144928076123939	0.0144301043120547	0.0144301043120547	0.0144512049876355	0.0144286104851952	0.0143986757440708	2.86879138189624e-05	0.0143499056428773
"Microtus_agrestis"	0.00150497286598126	0.00206237004392685	1.00205982194185	0.00150027480266563	0.00116408827328524	0.000547237980644006	0.00049164560221245	0.000559547139182712	0.000211051451263611	0.0168841161010889	0.0168110667768197	0.0168110667768197	0.0168356490569303	0.0168093264690198	0.0167864141754814	2.14996123711608e-05	5.09620415701158e-05
"Microtus_oeconomus"	0.00180361752156325	0.00180290585132225	0.00180032976319876	1.00179846483698	0.00139545890054604	0.000656005329090197	0.000589363579434988	1.86492621837274e-06	0.000252999392655853	0.0202399514124682	0.0201523830277764	0.0201523830277764	0.0201818512067481	0.0201502968217172	5.59477865511821e-05	2.57659645937608e-05	5.15217624697929e-05
"Clethrionomys_rufocanus"	0.00174932119320168	0.00174863094717098	0.00174613240992786	0.00174432362568255	1.00174172631824	0.000318118957514116	0.000735426214954303	1.80878424530346e-06	0.000315521650072437	0.0252417320057949	0.0251575025821643	0.0251575025821643	0.025194273892912	0.000129865372083954	5.42635273591038e-05	2.4990302760024e-05	4.99707448624666e-05
"Myopus_schisticolor"	0.00164471203642283	0.0016440630670059	0.00164171394193202	0.00164001332272549	0.000636237915028232	1.00163251435798	0.000631315890434633	1.70061920652648e-06	0.000628738950278605	0.0502991160222884	0.000123050614839969	0.000123050614839969	0.000154616409361701	0.0501887703848631	5.10185761957944e-05	2.34958862346119e-05	4.69825014775533e-05
"Arvicola_terrestris"	0.00147763033308025	0.0014770472906543	0.00147493680663735	0.00147340894858747	0.00147085242990861	0.000631315890434633	1.0014655311719	1.52785804987954e-06	0.00062875937175577	0.0503007497404616	0.000133031450169152	0.000133031450169152	0.0502063080087642	0.000127825933943169	4.58357414963862e-05	2.11090047582893e-05	4.22096803390651e-05
"Neomys_fodiens"	1.17495880712663e-05	0.00335969100694986	0.00335728283509627	9.32463109186368e-06	7.23513698121385e-06	3.40123841305296e-06	3.05571609975908e-06	1.003347958204	1.31174430240313e-06	0.00010493954419225	0.000104485522036369	0.000104485522036369	0.000104638307841357	0.000104474705532491	0.100438746120132	1.67851258160947e-07	4.81634370717304e-05
"Sicista_betulina"	0.00126862123783612	0.00126812066608447	0.00126630870758167	0.00126499696327926	0.00126208660028975	0.00125747790055721	0.00125751874351154	1.31174430240313e-06	1.00125456753757	0.100365403005415	0.000114196419455198	0.000114196419455198	0.000177072356630775	0.000145518149475815	3.93523290720938e-05	1.81231605405159e-05	3.62391700560083e-05
"Megabothris_rectangulatus"	0.0126862123783612	0.0126812066608447	0.0126630870758167	0.0126499696327926	0.0126208660028975	0.0125747790055721	0.0125751874351154	1.31174430240313e-05	0.0125456753756769	1.00365403005415	0.00114196419455198	0.00114196419455198	0.00177072356630775	0.00145518149475815	0.000393523290720938	0.000181231605405159	0.000362391700560083
"Peromyscopsylla_silvatica"	0.0202101205332311	0.0202021460368766	0.0201732801321836	0.0201523830277764	0.0201260020657314	4.92202459359877e-05	5.32125800676609e-05	2.08971044072738e-05	2.28392838910397e-05	0.00182714271128317	1.00181973714159	0.00181973714159389	0.00182239777059727	0.0013190481022474	0.000626913132218215	0.000288716007617587	0.00057731809385868
"Ctenophthalmus_uncinatus"	0.0202101205332311	0.0202021460368766	0.0201732801321836	0.0201523830277764	0.0201260020657314	4.92202459359877e-05	5.32125800676609e-05	2.08971044072738e-05	2.28392838910397e-05	0.00182714271128317	0.00181973714159389	1.00181973714159	0.00182239777059727	0.0013190481022474	0.000626913132218215	0.000288716007617587	0.00057731809385868
"Amalaraeus_penicilliger"	0.0168663942832439	0.0168597391522414	0.0168356490569303	0.0168182093389568	0.0167961825952747	5.1538803120567e-05	0.0167354360029214	1.74397179735595e-05	2.95120594384626e-05	0.002360964755077	0.00151866480883106	0.00151866480883106	1.00235543660898	0.00110133718410522	0.000523191539206786	0.000240948489760627	0.000481801906221218
"Amphipsylla_sibirica"	0.0202080283500955	0.0202000546792733	0.0201711917628237	0.0201502968217172	0.000103892297667164	0.0200755081539452	5.11303735772674e-05	2.08949411064983e-05	2.9103629895163e-05	0.00232829039161304	0.0013190481022474	0.0013190481022474	0.00132160462092626	1.0023202262025	0.000626848233194949	0.000288686119287078	0.000577258328990982
"Corrodopsylla_birulai"	0.000117495880712663	0.0335969100694986	0.0335728283509627	9.32463109186368e-05	7.23513698121385e-05	3.40123841305296e-05	3.05571609975908e-05	0.0334795820400441	1.31174430240313e-05	0.0010493954419225	0.00104485522036369	0.00104485522036369	0.00104638307841357	0.00104474705532491	1.00438746120132	1.67851258160947e-06	0.000481634370717304
"Rhadinopsylla_integella"	0.100343996111348	0.000200815396732737	0.000128997674226965	0.000128829822968804	9.99612110400959e-05	4.69917724692238e-05	4.22180095165786e-05	1.67851258160947e-07	1.81231605405159e-05	0.00144985284324127	0.00144358003808793	0.00144358003808793	0.00144569093856376	0.00144343059643539	5.03553774482841e-06	1.00143348565873	0.00143635445011544
"Palaeopsylla_soricis"	0.0502724057540403	0.0502246697500704	0.000152886124710347	0.000128804406174482	9.99414897249331e-05	4.69825014775533e-05	4.22096803390651e-05	2.40817185358652e-05	1.81195850280042e-05	0.00144956680224033	0.0014432952346467	0.0014432952346467	0.00144540571866365	0.00144314582247746	0.000722451556075955	0.000718177225057719	1.0014356725072
