"Catostomus_catostomus"	"Catostomus_macrocheilus"	"Cottus_asper"	"Cottus_cognatus"	"Lota_lota"	"Mylocheilus_caurinus"	"Oncorhynchus_nerka"	"Oncorhynchus_tshawytscha"	"Prosopium_williamsoni"	"Ptychocheilus_oregonensis"	"Richardsonius_balteatus"	"Salmo_gairdneri"	"Salvelinus_malma"	"Salvelinus_namaycush"	"Acolpenteron_catostomi"	"Anoncohaptor_anomalum"	"Pseudomurraytrema_copulata"	"Tetraonchus_alaskensis"	"Tetraonchus_variabilis"	"Octomacrum_lanceatum"	"Octomacrum_micronfibulum"	"Allocreadium_isosporum"	"Bunodera_luciopercae"	"Crepidostomum_farionis"	"Phyllodistomum_sp."	"Brachyphallus_crenatus"	"Genolinea_oncorhynchi"	"Lampritrema_miescheri"	"Diplostomum_sp.1_(L)"	"Diplostomum_sp.2_(L)"	"Neascus_sp._(L)"	"Tetracotyle_sp._(L)"	"Glaridacris_catostomi"	"Proteocephalus_ptychocheilus"	"Proteocephalus_salmonidicola"	"Proteocephalus_sp."	"Proteocephalus_tumidocollus"	"Bothriocephalus_opsariichthydis"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Ligula_intestinalis_(L)"	"Phyllobothrium_sp._(L)"	"Hysterothylacium_brachyurum"	"Eustrongylides_sp._(L)"	"Philometroides_huronensis"	"Philonema_agubernaculum"	"Philonema_oncorhynchi"	"Philonema_sp."	"Haplonema_hamatulum"	"Cystidicola_farionis"	"Cystidicoloides_tenuissima"	"Rhabdochona_canadensis"	"Rhabdochona_cascadilla"	"Rhabdochona_cotti"	"Rhabdochona_kisutchi"	"Rhabdochona_milleri"	"Rhabdochona_zacconis"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_rutili"	"Octospinifer_macilentus"	"Ergasilus_nerkae"	"Salmincola_californiensis"	"Salmincola_edwardsii"	"Salmincola_extensus"	"Salmincola_thymalli"
"Richardsonius_balteatus"	0.000728792033677084	0.000728037255368418	7.54140287297102e-07	0.000725601085988743	9.85569369763893e-07	0.00198733847395333	0.000309132553555798	1.38702099649253e-06	0.000731152950834807	0.000306640750555809	1.00239508297387	0.000730397033943293	0.000729562748143509	0.000726145510464299	1.84982214826275e-05	8.09768926307871e-06	1.84982214826275e-05	4.86375165429006e-06	4.06196083797115e-06	1.38702099649253e-08	2.48417309244167e-05	2.48417309244167e-05	4.2964531408429e-06	1.71248319967606e-05	1.466996043319e-05	1.38702099649253e-08	1.38702099649253e-08	1.38702099649253e-08	3.32001449032307e-05	0.0334794500297367	8.11155947304363e-06	0.0335158219363445	8.0976892630787e-06	7.66601876389522e-06	4.86375165429006e-06	3.77070143648551e-05	4.2964531408429e-06	7.66601876389521e-06	2.25960781906087e-05	2.36095431354162e-05	2.48417309244167e-05	1.38702099649253e-08	2.46392342440973e-08	2.09128236312434e-05	8.09768926307872e-06	8.35841397881405e-06	1.38702099649253e-08	1.70863225525516e-05	8.38305321305814e-06	4.86375165429006e-06	9.16020479513295e-06	4.86375165429006e-06	0.0334380111633868	2.41867028662914e-05	1.70863225525516e-05	4.06196083797115e-06	1.04005322195488e-05	1.84982214826275e-05	2.74598298448987e-05	1.04005322195488e-05	2.87058878438642e-05	4.31032335080782e-06	1.92992197846083e-05	4.06196083797115e-06	4.06196083797115e-06
"Salmo_gairdneri"	0.000129776673742601	0.000129383248677866	5.93343506620982e-07	0.000128949870881176	0.000416375827293537	0.000253973744009013	0.000718288031251363	0.000516808849948543	0.00172475876477957	0.000173806362065511	0.000128893594225287	1.00378721674498	0.0011808863477952	0.000811298697854058	3.29029516555397e-06	1.44196304158446e-06	3.29029516555397e-06	7.87257565196803e-06	9.5819931376643e-06	5.16808849948543e-06	3.17467180011267e-06	3.17467180011267e-06	0.00590463068673518	0.00594664134009727	0.00591622066813309	5.16808849948543e-06	5.16808849948543e-06	5.16808849948543e-06	0.00591738735167296	0.00594556031425849	6.61005154106989e-06	0.00596205874550089	1.44196304158446e-06	4.34515905163778e-06	7.87257565196802e-06	2.96671753310491e-05	0.00590463068673518	4.34515905163778e-06	0.0059347812616614	0.00593884332542221	3.17467180011267e-06	5.16808849948543e-06	1.04093956823384e-05	0.00593683981025878	1.44196304158446e-06	0.00591421267987284	5.16808849948543e-06	0.00593106385591545	0.00592462207555518	7.87257565196803e-06	0.00591250326238714	7.87257565196802e-06	7.47112494095557e-06	4.29832902937255e-06	0.00593106385591545	9.5819931376643e-06	1.84833212396952e-06	3.29029516555397e-06	0.00594265383731337	1.84833212396952e-06	1.21532721907547e-05	0.00590979877523466	2.90445501875474e-05	9.5819931376643e-06	9.5819931376643e-06
"Salvelinus_malma"	0.000146799388643117	0.000146522720740792	0.000134580953808901	0.000146032215541154	0.000247949232088893	0.000198272890619918	0.000780236342888493	0.000248835471817555	0.00136156788166922	0.000196803572337611	0.000145912549628702	0.00133833786083456	1.00436909454541	0.000640064474985875	3.72428604312532e-06	1.63110431825686e-06	3.72428604312532e-06	0.00669579396363603	7.56426600927343e-06	2.48835471817555e-06	2.47841113274898e-06	2.47841113274898e-06	7.87257565196803e-06	0.00672967084510378	1.7016353866052e-05	2.48835471817555e-06	2.48835471817555e-06	2.48835471817555e-06	1.79152527939904e-05	0.00673383036172681	4.1194590364324e-06	0.00675098181645411	1.63110431825686e-06	4.92008930844028e-06	0.00669579396363604	0.00672904769044505	7.87257565196803e-06	4.92008930844028e-06	3.43335741614315e-05	0.00672286293822954	2.47841113274898e-06	2.48835471817555e-06	6.19873080222232e-06	0.00672234962540793	1.63110431825686e-06	1.54368416612415e-05	2.48835471817555e-06	0.00672098375958338	2.16355724634638e-05	0.00669579396363604	0.006703666539288	0.00669579396363603	7.34216278703904e-06	4.86774051803845e-06	0.00672098375958339	7.56426600927343e-06	2.09318172486846e-06	3.72428604312532e-06	0.00673012753779747	2.09318172486846e-06	1.22313654188551e-05	1.03609303701436e-05	0.00671250200785939	7.56426600927343e-06	7.56426600927343e-06
"Salvelinus_namaycush"	0.000313157958129445	0.00031268822574465	6.05200413512469e-07	0.000311641660219776	2.10627904111958e-06	0.000133901952137117	0.000780759481230312	0.000290581623315976	0.00173204181055718	0.000132192956930716	0.000311205218770414	0.00197029683764557	0.00137156673211259	1.00243826416476	7.94650752159994e-06	3.47953286810495e-06	7.94650752159994e-06	9.14377821408393e-06	9.62245450309542e-06	2.90581623315976e-06	1.67377440171396e-06	1.67377440171396e-06	1.15899813979151e-05	4.30741808396611e-05	0.0143321366123231	2.90581623315976e-06	2.90581623315976e-06	2.90581623315976e-06	2.28862103027245e-05	0.0143796109151949	6.3853491012647e-06	0.0143943490070352	3.47953286810494e-06	3.30482392326791e-06	9.14377821408393e-06	3.02600206756234e-05	1.15899813979151e-05	3.3048239232679e-06	0.0143515185603416	0.0143538086612734	1.67377440171396e-06	2.90581623315976e-06	5.26569760279894e-08	3.37136950143903e-05	3.47953286810495e-06	2.12124359010105e-05	2.90581623315976e-06	4.01157076304734e-05	2.12650928770385e-05	9.14377821408393e-06	2.0733759611999e-05	9.14377821408392e-06	1.20472816940611e-05	1.03880553406592e-05	4.01157076304734e-05	9.62245450309542e-06	4.46697465349499e-06	7.94650752159994e-06	0.0143606623385556	4.46697465349499e-06	1.14332679170929e-05	1.44957976310749e-05	0.0143393128636423	9.62245450309542e-06	9.62245450309542e-06
"Acolpenteron_catostomi"	0.0504157170188879	0.0503635375918029	1.27537902587987e-08	2.77863299121196e-05	4.24327092438323e-08	1.18045725155456e-05	1.17820114625803e-05	2.82540713895725e-05	2.79661557656185e-05	1.17383090851187e-05	2.77473322239413e-05	2.79675089072088e-05	2.79321453234399e-05	2.78127763255998e-05	1.001279653742	0.000560174633543198	0.00127965374199753	1.86214302156266e-07	1.55367532031214e-07	2.82540713895725e-07	1.4755715644432e-07	1.4755715644432e-07	1.64514758277699e-07	9.36973267374254e-07	5.61840134357696e-07	2.82540713895725e-07	2.82540713895725e-07	2.82540713895725e-07	4.67439446753232e-07	0.00128240828603727	0.000560457174257093	0.00128299657606413	0.000560174633543198	2.93457727127967e-07	1.86214302156266e-07	6.37689512939934e-07	1.64514758277699e-07	2.93457727127967e-07	8.64482809671165e-07	1.1859626824409e-06	1.4755715644432e-07	2.82540713895725e-07	1.06081773109581e-09	8.00615137324241e-07	0.000560174633543199	3.19882290308913e-07	2.82540713895725e-07	6.53371735747433e-07	3.20943108040008e-07	1.86214302156266e-07	3.50729060433964e-07	1.86214302156266e-07	1.0724682305757e-06	9.26210997070652e-07	6.53371735747433e-07	1.55367532031214e-07	0.000719479108454327	0.00127965374199753	1.05069711182743e-06	0.000719479108454327	2.94832299726574e-07	4.47055472173424e-07	7.38907210267477e-07	1.55367532031214e-07	1.55367532031214e-07
"Anoncohaptor_anomalum"	0.100583484669571	0.00019284950860363	1.11702738004489e-08	2.43272106468164e-05	4.2457772876987e-08	1.03350372165592e-05	1.03205880713804e-05	5.63272524060989e-05	2.44963646491447e-05	1.02770165428996e-05	2.42930677892361e-05	2.45133717069358e-05	2.44665647738529e-05	2.43567300767346e-05	0.0011203492670864	1.00111759427411	0.0011203492670864	1.63110431825686e-07	1.3609091471747e-07	5.6327252406099e-07	1.2918796520699e-07	1.2918796520699e-07	1.44196304158446e-07	1.13673896997677e-06	4.92149590968941e-07	5.63272524060989e-07	5.63272524060989e-07	5.6327252406099e-07	4.09475184082906e-07	0.00112276129397178	0.0011181575466304	0.00112327641470145	0.00111759427410634	2.5692541357249e-07	1.63110431825686e-07	5.58513690022446e-07	1.44196304158446e-07	2.5692541357249e-07	7.57247856578667e-07	1.35462346157309e-06	1.2918796520699e-07	5.63272524060989e-07	1.06144432192468e-09	7.01384508596016e-07	0.00111759427410635	2.80287218875916e-07	5.6327252406099e-07	5.72405001593857e-07	2.81348663197841e-07	1.63110431825686e-07	3.07306735984131e-07	1.63110431825686e-07	9.38956891514861e-07	8.10907021560548e-07	5.72405001593858e-07	1.36090914717471e-07	2.75499298005186e-06	0.0011203492670864	9.20358288404353e-07	2.75499298005186e-06	2.58195316099245e-07	7.07468828219434e-07	6.47154633353651e-07	1.3609091471747e-07	1.3609091471747e-07
"Pseudomurraytrema_copulata"	0.0504157170188878	0.0503635375918029	1.27537902587987e-08	2.77863299121196e-05	4.24327092438323e-08	1.18045725155456e-05	1.17820114625803e-05	2.82540713895725e-05	2.79661557656185e-05	1.17383090851187e-05	2.77473322239413e-05	2.79675089072088e-05	2.79321453234399e-05	2.78127763255998e-05	0.00127965374199753	0.000560174633543198	1.001279653742	1.86214302156266e-07	1.55367532031214e-07	2.82540713895725e-07	1.4755715644432e-07	1.4755715644432e-07	1.64514758277699e-07	9.36973267374254e-07	5.61840134357696e-07	2.82540713895725e-07	2.82540713895725e-07	2.82540713895725e-07	4.67439446753232e-07	0.00128240828603727	0.000560457174257093	0.00128299657606413	0.000560174633543198	2.93457727127967e-07	1.86214302156266e-07	6.37689512939934e-07	1.64514758277699e-07	2.93457727127967e-07	8.64482809671165e-07	1.1859626824409e-06	1.4755715644432e-07	2.82540713895725e-07	1.06081773109581e-09	8.00615137324241e-07	0.000560174633543199	3.19882290308913e-07	2.82540713895725e-07	6.53371735747433e-07	3.20943108040008e-07	1.86214302156266e-07	3.50729060433964e-07	1.86214302156266e-07	1.0724682305757e-06	9.26210997070652e-07	6.53371735747433e-07	1.55367532031214e-07	0.000719479108454327	0.00127965374199753	1.05069711182743e-06	0.000719479108454327	2.94832299726574e-07	4.47055472173424e-07	7.38907210267477e-07	1.55367532031214e-07	1.55367532031214e-07
"Tetraonchus_alaskensis"	1.46799388643117e-05	1.46522720740792e-05	1.34580953808901e-05	1.46032215541154e-05	2.47949232088893e-05	1.98272890619918e-05	7.80236342888492e-05	2.48835471817555e-05	0.000136156788166922	1.96803572337611e-05	1.45912549628702e-05	0.000133833786083456	0.100436909454541	6.40064474985875e-05	3.72428604312532e-07	1.63110431825686e-07	3.72428604312532e-07	1.00066957939636	7.56426600927343e-07	2.48835471817555e-07	2.47841113274898e-07	2.47841113274898e-07	7.87257565196803e-07	0.000672967084510378	1.7016353866052e-06	2.48835471817555e-07	2.48835471817555e-07	2.48835471817555e-07	1.79152527939904e-06	0.000673383036172681	4.1194590364324e-07	0.000675098181645411	1.63110431825686e-07	4.92008930844029e-07	0.000669579396363604	0.000672904769044505	7.87257565196803e-07	4.92008930844029e-07	3.43335741614315e-06	0.000672286293822954	2.47841113274898e-07	2.48835471817555e-07	6.19873080222232e-07	0.000672234962540794	1.63110431825686e-07	1.54368416612415e-06	2.48835471817555e-07	0.000672098375958338	2.16355724634638e-06	0.000669579396363604	0.0006703666539288	0.000669579396363603	7.34216278703904e-07	4.86774051803845e-07	0.000672098375958338	7.56426600927343e-07	2.09318172486846e-07	3.72428604312532e-07	0.000673012753779747	2.09318172486846e-07	1.22313654188551e-06	1.03609303701436e-06	0.000671250200785939	7.56426600927343e-07	7.56426600927343e-07
"Tetraonchus_variabilis"	1.22481823245723e-05	1.2225090454147e-05	1.12234245230467e-05	1.21841652488314e-05	3.93406188166779e-05	3.52341520878722e-05	7.90584672132545e-05	2.07777602863759e-05	0.100415483884411	1.64243272203354e-05	1.21858825139134e-05	0.000162893883340293	0.000113463990139101	6.73571815216679e-05	3.10735064062428e-07	1.3609091471747e-07	3.10735064062428e-07	7.56426600927343e-07	1.00055786379936	2.07777602863759e-07	4.40426901098403e-07	4.40426901098402e-07	9.58199313766429e-07	0.000561757949185979	1.92044476407597e-06	2.07777602863759e-07	2.07777602863759e-07	2.07777602863759e-07	0.000559262425572704	0.000561663740712329	3.43868517581229e-07	0.000563503006634102	1.3609091471747e-07	4.10608180508384e-07	7.56426600927343e-07	0.000561171226152334	9.58199313766429e-07	4.10608180508385e-07	0.00056077247496208	0.000560748448325706	4.40426901098403e-07	2.07777602863759e-07	9.83515470416947e-07	0.000560972548923457	1.36090914717471e-07	0.000558821998671605	2.07777602863759e-07	0.000560566656112698	0.000559805514142022	7.56426600927343e-07	1.71462591469377e-06	7.56426600927343e-07	8.46622984895518e-07	4.06138841627715e-07	0.000560566656112698	0.000557863799357839	1.74644149344957e-07	3.10735064062428e-07	0.000561528901563008	1.74644149344957e-07	1.42865774126408e-06	1.16597691663019e-06	0.000559582471409075	0.000557863799357839	0.000557863799357839
"Octomacrum_lanceatum"	5.06945271654891e-05	1.26623261132293e-07	1.34207470657238e-08	4.16380597499835e-08	1.69257134959319e-05	6.72202039482076e-08	1.69793561079159e-05	0.100742240603363	3.73999685154767e-05	4.67896554120784e-08	4.16106298947759e-08	8.78575044912524e-05	3.73253207726332e-05	2.03407136321183e-05	5.65081427791451e-07	5.6327252406099e-07	5.65081427791451e-07	2.48835471817555e-07	2.07777602863759e-07	1.00100742240603	8.40252549352596e-10	8.40252549352596e-10	5.16808849948543e-07	0.00100903121274701	8.07390473264519e-07	0.00100742240603363	0.00100742240603363	0.00100742240603363	7.25426705361655e-07	1.83185993205878e-06	0.00100798567855769	2.04611187734238e-06	5.63272524060989e-07	1.16974138530196e-09	2.48835471817555e-07	6.71037353286188e-07	5.16808849948543e-07	1.16974138530196e-09	1.22741002747723e-06	0.00100868640958158	8.40252549352596e-10	0.00100742240603363	4.23142837398298e-07	1.39773450341346e-06	5.6327252406099e-07	7.24586452812303e-07	0.00100742240603363	1.18566387597881e-06	1.1477292902106e-06	2.48835471817555e-07	7.65644321766098e-07	2.48835471817555e-07	2.22727354584512e-09	1.38793532499945e-09	1.18566387597881e-06	2.07777602863759e-07	1.80890373046134e-09	5.65081427791451e-07	1.47624549929478e-06	1.80890373046134e-09	2.13082203898302e-07	0.00100793921488358	7.4719469799729e-07	2.07777602863759e-07	2.07777602863759e-07
"Octomacrum_micronfibulum"	1.16269168686291e-05	1.16148443377155e-05	2.523464577351e-05	1.15759785163002e-05	8.91282318143738e-08	0.100581747515811	9.98969708905868e-05	8.40252549352595e-08	7.92768421977124e-05	1.15669410400896e-05	7.452519277325e-05	5.39694206019154e-05	3.71761669912346e-05	1.17164208119977e-05	2.9511431288864e-07	1.2918796520699e-07	2.9511431288864e-07	2.47841113274898e-07	4.40426901098402e-07	8.40252549352595e-10	1.00125727184395	0.00125727184394764	3.17467180011267e-07	2.25751578886161e-06	4.84844620182663e-07	8.40252549352595e-10	8.40252549352595e-10	8.40252549352595e-10	0.00125802973802875	4.33826599042961e-06	1.30028217756342e-07	0.00126314799560021	1.2918796520699e-07	2.8917352600224e-07	2.47841113274898e-07	0.0012617322886755	3.17467180011267e-07	2.8917352600224e-07	2.1739836574134e-06	1.17395288710532e-06	0.00125727184394764	8.40252549352595e-10	2.22820579535935e-09	1.29713692618217e-06	1.2918796520699e-07	7.57894081109669e-07	8.40252549352596e-10	2.2544473305169e-06	7.60122286905029e-07	2.47841113274898e-07	5.65308293286164e-07	2.47841113274898e-07	0.00125975601704008	3.8586595054334e-07	2.2544473305169e-06	4.40426901098403e-07	1.6592634768165e-07	2.9511431288864e-07	2.4218247706883e-06	1.6592634768165e-07	0.00125852055608377	3.18307432560619e-07	8.55645454544696e-07	4.40426901098403e-07	4.40426901098403e-07
"Allocreadium_isosporum"	1.16269168686291e-05	1.16148443377155e-05	2.523464577351e-05	1.15759785163002e-05	8.91282318143738e-08	0.100581747515811	9.98969708905868e-05	8.40252549352595e-08	7.92768421977124e-05	1.15669410400896e-05	7.452519277325e-05	5.39694206019154e-05	3.71761669912346e-05	1.17164208119977e-05	2.9511431288864e-07	1.2918796520699e-07	2.9511431288864e-07	2.47841113274898e-07	4.40426901098402e-07	8.40252549352595e-10	0.00125727184394764	1.00125727184395	3.17467180011267e-07	2.25751578886161e-06	4.84844620182663e-07	8.40252549352595e-10	8.40252549352595e-10	8.40252549352595e-10	0.00125802973802875	4.33826599042961e-06	1.30028217756342e-07	0.00126314799560021	1.2918796520699e-07	2.8917352600224e-07	2.47841113274898e-07	0.0012617322886755	3.17467180011267e-07	2.8917352600224e-07	2.1739836574134e-06	1.17395288710532e-06	0.00125727184394764	8.40252549352596e-10	2.22820579535935e-09	1.29713692618217e-06	1.2918796520699e-07	7.57894081109669e-07	8.40252549352596e-10	2.2544473305169e-06	7.60122286905029e-07	2.47841113274898e-07	5.65308293286164e-07	2.47841113274898e-07	0.00125975601704008	3.8586595054334e-07	2.2544473305169e-06	4.40426901098403e-07	1.6592634768165e-07	2.9511431288864e-07	2.4218247706883e-06	1.6592634768165e-07	0.00125852055608377	3.18307432560619e-07	8.55645454544696e-07	4.40426901098403e-07	4.40426901098403e-07
"Bunodera_luciopercae"	1.29776673742601e-05	1.29383248677866e-05	5.93343506620982e-08	1.28949870881176e-05	4.16375827293537e-05	2.53973744009013e-05	7.18288031251363e-05	5.16808849948543e-05	0.000172475876477957	1.73806362065511e-05	1.28893594225287e-05	0.100378721674498	0.00011808863477952	8.11298697854059e-05	3.29029516555397e-07	1.44196304158446e-07	3.29029516555397e-07	7.87257565196802e-07	9.5819931376643e-07	5.16808849948543e-07	3.17467180011267e-07	3.17467180011267e-07	1.00059046306867	0.000594664134009727	0.000591622066813309	5.16808849948543e-07	5.16808849948543e-07	5.16808849948543e-07	0.000591738735167295	0.000594556031425849	6.61005154106989e-07	0.000596205874550089	1.44196304158446e-07	4.34515905163778e-07	7.87257565196802e-07	2.96671753310491e-06	0.000590463068673518	4.34515905163778e-07	0.00059347812616614	0.000593884332542221	3.17467180011267e-07	5.16808849948543e-07	1.04093956823384e-06	0.000593683981025878	1.44196304158446e-07	0.000591421267987284	5.16808849948543e-07	0.000593106385591545	0.000592462207555518	7.87257565196803e-07	0.000591250326238714	7.87257565196802e-07	7.47112494095557e-07	4.29832902937255e-07	0.000593106385591545	9.5819931376643e-07	1.84833212396952e-07	3.29029516555397e-07	0.000594265383731337	1.84833212396952e-07	1.21532721907547e-06	0.000590979877523466	2.90445501875474e-06	9.5819931376643e-07	9.5819931376643e-07
"Crepidostomum_farionis"	1.70510845496516e-05	8.60075492233693e-06	8.32859051542924e-06	8.55785886970818e-06	0.0167618115879783	3.01002105181548e-05	0.0167546326777906	0.0168171868791168	0.0168527384755794	1.92830202476422e-05	8.56241599838031e-06	0.0168488171302756	0.0168241771127594	5.02532109796046e-05	3.12324422458085e-07	1.89456494996129e-07	3.12324422458085e-07	0.00011216118075173	9.36263248643297e-05	0.000168171868791168	3.76252631476936e-07	3.76252631476936e-07	9.91106890016212e-05	1.00110154826158	9.98285920156155e-05	0.000168171868791168	0.000168171868791168	0.000168171868791168	0.000193113266497428	0.000306499097883069	0.000168361325286164	0.00051679033449312	1.89456494996128e-07	4.82075506191056e-07	0.00011216118075173	0.000416429525771462	9.91106890016212e-05	4.82075506191056e-07	0.000402887825352328	0.000473787966422843	3.76252631476936e-07	0.000168171868791168	0.000419045289699457	0.000724425559823328	1.89456494996129e-07	0.000192737013865951	0.000168171868791168	0.000514331103090063	0.000611782303565407	0.00011216118075173	0.000211271869753351	0.00011216118075173	6.61666498089613e-07	2.85261962323606e-07	0.000514331103090064	9.36263248643297e-05	1.22867927461956e-07	3.12324422458085e-07	0.000515049006104058	1.22867927461956e-07	0.00020980916110386	0.000267282557792789	0.000206505408630054	9.36263248643297e-05	9.36263248643297e-05
"Phyllodistomum_sp."	2.21467315936023e-05	2.21035737211258e-05	5.99271960066726e-08	2.20295765550476e-05	2.09241053167328e-05	1.93937848073065e-05	7.49523756240837e-05	4.03695236632259e-05	0.000172840028766837	1.52999659498114e-05	2.2004940649785e-05	0.0502878756791312	0.00012762265399539	0.0501624781431308	5.61840134357696e-07	2.4607479548447e-07	5.61840134357696e-07	8.50817693302598e-07	9.60222382037986e-07	4.03695236632259e-07	2.42422310091331e-07	2.42422310091331e-07	0.000295811033406655	0.000299485776046847	1.00101241786402	4.03695236632259e-07	4.03695236632259e-07	4.03695236632259e-07	0.000297013678098784	0.00101625856147267	6.49770032116729e-07	0.00101782038762681	2.4607479548447e-07	3.82499148745284e-07	8.50817693302598e-07	2.99635980033363e-06	0.000295811033406655	3.82499148745284e-07	0.00101431499110015	0.00101463259933478	2.42422310091332e-07	4.03695236632259e-07	5.23102632918321e-07	0.000298527675263658	2.4607479548447e-07	0.000296771255788693	4.03695236632259e-07	0.000298558978177296	0.000297294358421611	8.50817693302598e-07	0.000296661851099957	8.50817693302597e-07	9.75920331750832e-07	7.34319218501588e-07	0.000298558978177296	9.60222382037986e-07	3.15765338873225e-07	5.61840134357696e-07	0.00101516580879345	3.15765338873225e-07	1.17932700539238e-06	0.000296214728643286	0.000718417870691495	9.60222382037986e-07	9.60222382037986e-07
"Brachyphallus_crenatus"	5.0694527165489e-05	1.26623261132293e-07	1.34207470657238e-08	4.16380597499835e-08	1.69257134959319e-05	6.72202039482076e-08	1.69793561079159e-05	0.100742240603363	3.73999685154767e-05	4.67896554120784e-08	4.16106298947759e-08	8.78575044912523e-05	3.73253207726332e-05	2.03407136321183e-05	5.65081427791451e-07	5.6327252406099e-07	5.65081427791451e-07	2.48835471817555e-07	2.07777602863759e-07	0.00100742240603363	8.40252549352595e-10	8.40252549352595e-10	5.16808849948543e-07	0.00100903121274701	8.07390473264518e-07	1.00100742240603	0.00100742240603363	0.00100742240603363	7.25426705361655e-07	1.83185993205878e-06	0.00100798567855769	2.04611187734238e-06	5.63272524060989e-07	1.16974138530196e-09	2.48835471817555e-07	6.71037353286188e-07	5.16808849948543e-07	1.16974138530196e-09	1.22741002747723e-06	0.00100868640958158	8.40252549352596e-10	0.00100742240603363	4.23142837398298e-07	1.39773450341346e-06	5.6327252406099e-07	7.24586452812303e-07	0.00100742240603363	1.18566387597881e-06	1.1477292902106e-06	2.48835471817555e-07	7.65644321766098e-07	2.48835471817555e-07	2.22727354584512e-09	1.38793532499945e-09	1.18566387597881e-06	2.07777602863759e-07	1.80890373046134e-09	5.65081427791451e-07	1.47624549929478e-06	1.80890373046134e-09	2.13082203898302e-07	0.00100793921488358	7.47194697997289e-07	2.07777602863759e-07	2.07777602863759e-07
"Genolinea_oncorhynchi"	5.0694527165489e-05	1.26623261132294e-07	1.34207470657238e-08	4.16380597499835e-08	1.69257134959319e-05	6.72202039482076e-08	1.69793561079159e-05	0.100742240603363	3.73999685154767e-05	4.67896554120784e-08	4.16106298947759e-08	8.78575044912524e-05	3.73253207726332e-05	2.03407136321183e-05	5.65081427791451e-07	5.6327252406099e-07	5.65081427791451e-07	2.48835471817555e-07	2.07777602863759e-07	0.00100742240603363	8.40252549352596e-10	8.40252549352596e-10	5.16808849948543e-07	0.00100903121274701	8.07390473264518e-07	0.00100742240603363	1.00100742240603	0.00100742240603363	7.25426705361655e-07	1.83185993205878e-06	0.00100798567855769	2.04611187734238e-06	5.63272524060989e-07	1.16974138530196e-09	2.48835471817555e-07	6.71037353286188e-07	5.16808849948543e-07	1.16974138530196e-09	1.22741002747723e-06	0.00100868640958158	8.40252549352596e-10	0.00100742240603363	4.23142837398298e-07	1.39773450341346e-06	5.6327252406099e-07	7.24586452812303e-07	0.00100742240603363	1.18566387597881e-06	1.1477292902106e-06	2.48835471817555e-07	7.65644321766098e-07	2.48835471817554e-07	2.22727354584512e-09	1.38793532499945e-09	1.18566387597881e-06	2.07777602863759e-07	1.80890373046134e-09	5.65081427791451e-07	1.47624549929478e-06	1.80890373046134e-09	2.13082203898302e-07	0.00100793921488358	7.47194697997289e-07	2.07777602863759e-07	2.07777602863759e-07
"Lampritrema_miescheri"	5.06945271654891e-05	1.26623261132293e-07	1.34207470657238e-08	4.16380597499835e-08	1.69257134959319e-05	6.72202039482076e-08	1.69793561079159e-05	0.100742240603363	3.73999685154767e-05	4.67896554120784e-08	4.16106298947759e-08	8.78575044912523e-05	3.73253207726332e-05	2.03407136321183e-05	5.65081427791451e-07	5.6327252406099e-07	5.65081427791451e-07	2.48835471817555e-07	2.07777602863759e-07	0.00100742240603363	8.40252549352596e-10	8.40252549352596e-10	5.16808849948543e-07	0.00100903121274701	8.07390473264519e-07	0.00100742240603363	0.00100742240603363	1.00100742240603	7.25426705361655e-07	1.83185993205878e-06	0.00100798567855769	2.04611187734238e-06	5.63272524060989e-07	1.16974138530196e-09	2.48835471817555e-07	6.71037353286188e-07	5.16808849948543e-07	1.16974138530196e-09	1.22741002747723e-06	0.00100868640958158	8.40252549352596e-10	0.00100742240603363	4.23142837398298e-07	1.39773450341346e-06	5.6327252406099e-07	7.24586452812303e-07	0.00100742240603363	1.18566387597881e-06	1.1477292902106e-06	2.48835471817555e-07	7.65644321766098e-07	2.48835471817555e-07	2.22727354584512e-09	1.38793532499945e-09	1.18566387597881e-06	2.07777602863759e-07	1.80890373046134e-09	5.65081427791451e-07	1.47624549929478e-06	1.80890373046134e-09	2.13082203898302e-07	0.00100793921488358	7.47194697997289e-07	2.07777602863759e-07	2.07777602863759e-07
