"Acrocomia_aculeata"	"Agonandra_brasiliensis"	"Alibertia_sessilis"	"Anonna_dioica"	"Attalea_phalerata"	"Bactris_glaucescens"	"Byrsonima_orbignyana"	"Byrsonima_verbascifolia"	"Caryocar_brasiliense"	"Cecropia_pachystachia"	"Copernicia_alba"	"Couepia_uiti"	"Curatella_americana"	"Diospyros_hispida"	"Dipteryx_alata"	"Doliocarpus_dentatus"	"Dulacia_egleri"	"Enterolobium_contortisiliquum"	"Eugenia_dysenterica"	"Ficus_gomelleira"	"Ficus_pertusa"	"Garcinia_brasiliensis"	"Genipa_americana"	"Guazuma_ulmifolia"	"Hancornia_speciosa"	"Hymenaea_stigonocarpa"	"Inga_laurina"	"Licania_parvifolia"	"Melicoccus_lepidopetalus"	"Mouriri_elliptica"	"Ocotea_diospyrifolia"	"Pouteria_gardneri"	"Pouteria_ramiflora"	"Protium_heptaphyllum"	"Psidium_nutans"	"Psittacanthus_calyculatus"	"Psittacanthus_cordatus"	"Rhamnidium_elaeocarpum"	"Salacia_elliptica"	"Sterculia_apetala"	"Swartzia_jorori"	"Syagrus_flexuosa"	"Tocoyena_formosa"	"Vitex_cymosa"	"Zanthoxyllum_rigidum"	"Aburria_pipile"	"Agouti_paca"	"Alouatta_caraya"	"Aratinga_aurea"	"Aratinga_leucophthalmus"	"Brotogeris_versicolurus"	"Casiornis_rufa"	"Cerdocyon_thous"	"Columba_sp."	"Crax_fasciolata"	"Crypturellus_sp."	"Cyanocorax_chrysops"	"Cyanocorax_cyanomelas"	"Dasyprocta_sp."	"Euphractus_sexcintus"	"Geochelone_carbonaria"	"Gnorimopsar_chopi"	"Guira_guira"	"Icterus_croconotus"	"Mazama_sp."	"Myiarchus_ferox"	"Myiodynastes_maculatus"	"Nasua_nasua"	"Ortalis_canicollis"	"Paroaria_coronata"	"Pecari_tajacu"	"Piaractus_mesopotamicus"	"Pitangus_sulphuratus"	"Procyon_cancrivorus"	"Psarocolius_decumanus"	"Pteroglossus_castanotis"	"Ramphastos_toco"	"Ramphocelus_carbo"	"Rhea_americana"	"Saltator_coerulescens"	"Sus_scrofa"	"Tachyphonus_rufus"	"Tapirus_terrestris"	"Tayassu_pecari"	"Thraupis_palmerum"	"Thraupis_sayaca"	"Tityra_cayana"	"Trogon_curucui"	"Turdus_rufiventris"	"Turdus_sp."	"Tyrannus_melancholicus"
"Acrocomia_aculeata"	1.00061494474682	0.000427581860073713	0.000278762777412864	0.000277475663910884	0.000496238280483693	0.000286587126291078	0.000534333117246517	8.43609579818323e-05	0.000104736201664159	9.87041217417958e-07	0.000286626624472795	0.000262623970059133	8.4648173117544e-07	0.000158313965225435	0.000390590664934745	7.94658401299436e-07	0.00010515322428226	0.000106012906647017	0.00012047756258699	0.000262971329992798	0.000308180840254464	0.000366896344146997	0.000300750088672806	0.000368190154499711	0.000617056364359691	4.34127987956319e-07	7.61698538037254e-07	3.06466190031141e-07	0.000368215573019544	0.000226487088902981	6.36134918959213e-07	0.000426281715163101	0.000157402551340646	0.000225260518465251	0.000616834319857676	3.05691952105948e-08	2.99228252978609e-08	5.15515902854415e-07	0.000189097159645991	0.000105149342364171	1.67735528445489e-07	0.000276586303574922	0.000129163470590382	0.000615868985007275	2.8794862075827e-07	1.07947878172828e-05	1.25106785430327e-05	1.40701751439988e-05	2.37422120587074e-06	3.59935775947837e-09	2.38158897274924e-06	3.59935775947837e-09	6.07779183138847e-05	2.68458689529999e-08	2.98537363911501e-05	1.03103180570883e-08	1.62648473133069e-08	1.05754854905105e-05	0.0167577922662654	2.05392287324523e-05	0.0167465032311125	2.37062184811127e-06	3.59341382754963e-06	1.08889069568459e-08	2.44213566715438e-05	9.9607069490705e-09	6.36134918959213e-09	0.0167624379490727	2.00049769128523e-05	5.29772267532957e-09	3.64005015076279e-05	1.22586476012457e-05	1.79536951787165e-06	2.28090768391657e-05	7.84195775698417e-06	6.78580204970667e-06	1.3205282676129e-05	1.05539373442328e-05	0.0167514105720457	1.44882647163242e-08	0.0167995664725271	1.76911816866356e-06	0.0167853659987752	7.73894991610391e-05	9.91605360849443e-09	6.31669584901607e-09	6.36134918959213e-09	1.16590718649217e-08	9.96070694907049e-09	1.79000950836035e-06	5.29772267532957e-09
"Agonandra_brasiliensis"	0.000366498737206039	1.00083936114681	0.000354528422293752	0.000353028711792685	0.000348923881939982	0.000258578242368266	0.000842115557846754	0.000103133939819765	3.45160149476987e-07	8.56545250137027e-07	0.000174275800666263	0.000256151043915255	7.4892826924333e-07	0.000250870424760183	0.00026348385457077	7.55664545857264e-07	5.16932395568112e-07	8.55926693951252e-05	0.000187745459485349	0.000149101108129068	0.000264312162072458	0.000153834179004819	0.000647173105967664	0.000341556475425663	0.000841237205455908	0.000102646559421287	8.4958438719012e-05	3.75006952567642e-07	0.000239000322246177	0.000565121652050554	6.46635800357793e-07	0.000365666196658085	0.000165775557540448	0.000103805856528311	0.000554946041780306	6.46523512639391e-08	6.39385880922008e-08	5.05031341560677e-07	0.000103479099969242	6.22842169124386e-07	1.71140273955173e-07	0.000165798720604954	0.00011086581248266	0.000451496772782857	2.74463209269241e-07	1.31737767259889e-05	5.15316738273374e-06	1.24381143112021e-05	2.03660126759631e-06	3.43079011586551e-09	2.04268764692642e-06	3.43079011586551e-09	0.0143705183189802	2.3916536450557e-08	3.47178870264547e-05	1.01006268312135e-08	1.45549330850154e-08	9.35010897903359e-06	5.52256239163179e-05	0.0143232479484076	0.0143737611480109	2.03317047748045e-06	2.18780911169383e-06	1.07424394375542e-08	3.30727716523735e-05	9.89714811944344e-09	6.46635800357793e-09	0.0143782481474427	2.04156853197818e-05	5.03776363904843e-09	4.43074709801427e-05	1.50002781027057e-05	3.83631528553205e-06	2.55717726645144e-05	3.370231274763e-06	5.8716256824973e-06	9.36710862762623e-06	9.33123020622208e-06	0.014363804718912	1.41732295534197e-08	0.0144075720757572	3.8069006233392e-06	9.74760796955704e-05	0.0143791834002955	1.06236321303786e-08	7.19284201451307e-09	6.46635800357793e-09	1.15041216426264e-08	9.89714811944343e-09	3.82636285353595e-06	5.03776363904843e-09
"Alibertia_sessilis"	0.000209072083059648	0.000310212369507033	1.00094167622151	0.000371981350241068	0.000444276560422474	0.000192698590203101	0.000881112002605168	0.000153088192283409	4.01665845978634e-07	5.26415291552545e-07	0.000118784565815682	0.000459345151973527	4.96093295369403e-07	0.000533024702117531	0.000118828592789767	5.20076347442934e-07	7.20450846660632e-07	0.000214463447284028	0.00030358482086127	0.000332651331261003	5.6409776432866e-05	0.000298102617837892	0.000416714593075186	0.0006018324619777	0.000513812367234278	8.99868477024406e-05	7.43515727556938e-05	1.90447269329962e-07	0.000333275303682096	0.000484304660259644	4.50871118860811e-07	0.000145569072632701	0.000207978400330802	9.0780654490776e-05	0.000553103441621275	4.16553592283332e-08	4.11824353457696e-08	3.05282489914111e-07	0.000153489858129387	5.48050278349645e-07	1.41194423619959e-07	0.000207833377052264	5.4591208837515e-07	0.000283571936973358	1.63879793373143e-07	1.03274239576163e-05	9.56355002045994e-06	1.01618528204002e-05	4.35969854593056e-07	2.04849741716429e-09	4.39770415970921e-07	2.04849741716429e-09	0.0125981586783417	1.55174006367654e-08	0.0125459476814834	6.10564979828223e-09	9.31623444464783e-09	5.52637197364865e-06	6.42665353565815e-05	2.47661842763652e-05	0.0125778554193463	4.33921357175892e-07	1.49100823888814e-06	8.17365643695153e-09	3.09069809576913e-05	6.5572086057724e-09	4.50871118860811e-09	7.70520547775897e-05	1.68534002803569e-05	3.46717564961956e-09	0.0125623683855903	7.61789077319846e-06	2.47094612074618e-06	0.0125442588150182	1.5978981959061e-06	2.90924269632525e-06	5.54111476614637e-06	5.5143217486615e-06	4.62104264758745e-05	1.02221538541158e-08	0.0126247478509005	2.45126231220698e-06	0.0126202689161937	0.0126073913326819	6.90418504106162e-09	4.85568762389734e-09	4.50871118860811e-09	7.97588683822767e-09	6.55720860577239e-09	2.46356912819738e-06	3.46717564961956e-09
"Anonna_dioica"	0.000332970796693061	0.000494240196509759	0.00059517016038571	1.00059357683564	0.000308372604257758	0.000307206920142122	0.00049689488884889	0.000244321467874426	3.84009683468345e-07	5.56443378842604e-07	0.000189194805592686	0.000332948003383135	5.74952039504195e-07	0.000450731425919414	0.000189120021538641	5.41944507024487e-07	6.13033881919343e-07	0.000119377373853243	0.000262231105442276	0.000307792784564274	8.92187417873055e-05	0.000189521913372641	0.000377757803271075	0.000451929843589	0.000596244378783343	0.000143643590245035	0.000118550693348553	3.0347606720231e-07	0.00030845119304823	0.000264015398366642	4.29195989867514e-07	0.000231908909380201	0.000331862852883765	0.000144431038594127	0.000595875563751483	3.78469637790293e-08	3.73699184366597e-08	3.61304945391306e-07	0.000244705477557894	5.63800841434168e-07	1.34687001360902e-07	0.000331686028109682	7.40440222041074e-07	0.000451608775785597	1.70003053794331e-07	8.27712755485077e-06	6.87072595352993e-06	1.17228543355468e-05	6.88423051920933e-07	2.12503817242914e-09	6.92480717957867e-07	2.12503817242914e-09	0.0201101026343048	1.69825680833279e-08	3.1839241375978e-05	7.22609890782612e-09	9.79566758952551e-09	7.1029344581988e-06	6.14415493549352e-05	2.2023980158621e-05	0.0200853471659333	6.86298013748504e-07	2.37212197040238e-06	8.1025300921933e-09	2.55103362450641e-05	6.41699807110428e-09	4.29195989867514e-09	7.4207159211486e-05	1.60729147096966e-05	3.61296338016325e-09	4.65410420975749e-05	1.21390426880924e-05	2.24219510619958e-06	3.10677877149038e-05	2.52276358529428e-06	2.93297242401637e-06	7.11770847575317e-06	7.08956485349563e-06	5.68053401290393e-05	1.02275682646224e-08	0.0201345185521479	2.22210472512397e-06	0.0201355755258783	0.0201020269378297	6.99956701189337e-09	4.87452883946423e-09	4.29195989867514e-09	7.90492327883839e-09	6.41699807110428e-09	2.2365177245256e-06	3.61296338016325e-09
"Attalea_phalerata"	0.000425347097557451	0.000348923881939982	0.000507744640482828	0.000220266145898399	1.000796068369	0.000330210789537253	0.000726894632147938	7.25435392708208e-05	8.98325324766428e-05	7.6788777267021e-07	0.000245824088875935	0.000511671852250612	6.28782140565506e-07	0.000506401486345392	0.000335070164122221	5.94262751405329e-07	9.0295949764656e-05	0.000175338782259702	8.54872334536331e-05	0.000309995358925851	0.000264218526670748	0.00031486570417464	0.000155927669062955	0.000400409327499027	0.000511641035196843	5.00790829340443e-07	8.49969223187562e-05	4.10991320251177e-07	0.000400340127653811	0.000176535696354671	5.01848236967619e-07	0.000263471816639328	0.000135235813941306	9.09566434706028e-05	0.000511402590690673	1.6079857249708e-08	1.56026308642355e-08	3.45998540271068e-07	0.000162376071747464	9.01324818777237e-05	1.4277794639446e-07	0.000135179424070553	0.000110889835426782	0.000510343053934375	2.45793941595684e-07	9.29624666701653e-06	1.3902518640398e-05	1.23007613525756e-05	2.03552262942955e-06	3.07242426994605e-09	2.0409822915226e-06	3.07242426994605e-09	7.0110716107662e-05	2.03536147961067e-08	3.09296177615084e-05	6.91997080542136e-09	1.24938380390379e-08	7.18670452781612e-06	0.0143732051962628	1.82671736404281e-05	6.22161342022316e-05	2.0324502051596e-06	3.08066088770626e-06	8.72101655585084e-09	2.30982505318264e-05	8.09090663962223e-09	5.01848236967619e-09	0.0143770075045959	1.70338537046969e-05	3.96175167603553e-09	4.11211346886716e-05	1.64396528100471e-05	9.36157851854127e-07	0.014328987070279	5.44307391028134e-06	5.21653440355864e-06	9.44107330545285e-06	7.17031266469605e-06	0.014362249733849	1.17934408257969e-08	0.0144192231742117	9.17221582723266e-07	0.0144085496882961	0.0143796082697458	7.5701711876385e-09	4.49774691769246e-09	5.01848236967619e-09	8.98023404571171e-09	8.09090663962223e-09	9.32001330285757e-07	3.96175167603553e-09
"Bactris_glaucescens"	0.000343904551549293	0.000362009539315572	0.000308317744324961	0.000307206920142122	0.000462295105352154	1.00096442191438	0.000363938112246218	0.000100975896094182	3.26245984113509e-07	5.19287237524887e-07	0.00034334782169103	0.000189358927484601	5.46706725097268e-07	0.000307264546563842	0.000343176127686492	4.2483727494595e-07	5.54912079078148e-07	0.000119245238530366	0.000119092504329975	0.000307400368586749	0.000243506415858286	0.000189124269650104	9.05290949111444e-05	0.000308209316431878	0.000463581061733068	3.94720330485931e-07	0.000621673094991648	0.000503340167610508	0.000308088502538089	0.000120404896846159	3.1892176894297e-07	0.000242997129801484	0.000188471814882295	1.21631084087042e-06	0.00046334543421521	9.45918217280335e-09	9.1100950590622e-09	2.89907367413541e-07	0.000101302142078296	4.81668412735575e-07	1.13550772889128e-07	0.000188479272430496	0.000658011892443294	0.00046257634008445	2.08298158565451e-07	5.03220351805609e-06	6.85998284893916e-06	1.01658346204944e-05	1.87573000281503e-06	2.60372698206813e-09	1.87889613402769e-06	2.60372698206813e-09	5.52608462680303e-05	1.54359407580765e-08	2.05534568598744e-05	5.79814734827083e-09	8.60210669436063e-09	6.73393610830068e-06	5.21993574581615e-05	1.42380901231213e-05	5.63049030162716e-05	1.87312627583297e-06	4.29868160520159e-06	6.6172742626106e-09	1.84020959723401e-05	5.79294467149783e-09	3.1892176894297e-09	6.83693283037329e-05	1.3549505096141e-05	2.83224849963967e-09	3.21659163132675e-05	0.0201336067044203	5.46605703543732e-07	2.29902150203918e-05	1.91580781242031e-06	2.42665114974812e-06	6.74633478780886e-06	6.72133241604224e-06	0.0201073242282621	9.22100124467874e-09	0.0201240613212658	5.32524087712614e-07	0.0201162351527393	0.0201165976547938	5.75128155413458e-09	3.14755457206645e-09	3.1892176894297e-09	6.02146618906936e-09	5.79294467149782e-09	5.45156069124601e-07	2.83224849963967e-09
"Byrsonima_orbignyana"	0.000228999907391364	0.000421057778923377	0.000503492572917239	0.000177462460303175	0.000363447316073969	0.000129977897230792	1.00107397252514	5.19202882243753e-05	4.50684070505311e-05	0.00016339395518136	0.000147786024649227	0.000272002613985479	6.08929736951582e-05	0.000269390010055868	0.000132402210306782	0.000163874551870805	4.53861030888469e-05	0.000167845930887156	0.000173989117832361	0.000319095032940628	0.000295710056325633	0.000224735419656593	0.000709493603766521	0.000398707313006496	0.000666139929819256	5.15120655515936e-05	4.27081497835316e-05	1.88290853620439e-07	0.00024523421782821	0.000584923013728792	0.00016338948062144	0.000183523277668051	8.34133113392125e-05	0.000259509446134218	0.000605127615131622	2.4497597661655e-07	1.28033583349333e-07	7.55428774338627e-07	9.69886952749064e-05	4.56491793074777e-05	6.00800780056775e-05	8.34305358216701e-05	5.5556792513262e-05	0.000271874344615189	6.05291681694716e-05	0.0071647623079937	9.53088114947388e-06	1.06373488174044e-05	3.03130734308481e-06	7.56614602118394e-07	4.09018113187041e-06	7.56614602118394e-07	0.0072116891772231	3.66914757456551e-06	0.00718433127712448	1.51085754867725e-08	2.90798540337603e-06	1.52236340626737e-05	0.00721094512808498	0.00717512883869103	0.00721410060476717	2.27469274096641e-06	2.60848747930482e-06	3.09516627932795e-06	0.00717993313825012	2.3905094083328e-06	1.6338948062144e-06	0.00722119405752342	0.00717563123947955	1.09249701247203e-06	0.00719459719815585	7.53163414481757e-06	7.68201500095996e-06	0.00717284198933724	1.03289378748966e-05	1.10387972076336e-05	1.6906261339103e-05	1.26469835005802e-05	0.00719790521575341	3.85178088144634e-06	0.00724339531641257	4.17349178686189e-06	8.16445345563378e-05	0.0072283760180849	1.85727748047764e-06	1.10066287835925e-06	1.63389480621441e-06	2.72639181868644e-06	2.3905094083328e-06	4.94976253353814e-06	1.09249701247203e-06
"Byrsonima_verbascifolia"	0.000253082873945497	0.000360968789369177	0.000612352769133636	0.000610803669686064	0.000253902387447873	0.000252439740235456	0.000363442017570627	1.00060933126553	4.08138717193658e-07	3.52396286168112e-07	0.000252338193578	0.000611121237904515	5.05038684373531e-07	0.0006111642590225	0.00025226885834619	3.75018994200244e-07	5.15733788493293e-07	1.31878591803397e-06	1.20892901165438e-06	0.000253057216121109	1.80834925715383e-06	0.000252773148649837	0.000361982422464533	0.00061200446779812	0.000612959478214263	0.000358428267018742	5.86784937220291e-07	1.27860771280262e-07	0.000253527664129082	2.70862244551254e-06	3.20370475076155e-07	1.77173671911758e-06	0.000609938868638011	1.21019302775443e-06	0.000612856503576341	3.61248162013749e-08	3.57684364426028e-08	2.86653521722885e-07	0.000609739404245122	5.11694316671466e-07	1.13079668874071e-07	0.000251916478501382	4.70214450246821e-07	0.000253824171655261	1.14453987443451e-07	4.76397991607483e-06	3.22785213898903e-06	8.47120631474272e-06	1.53410537442264e-08	1.43067484304313e-09	1.78258931919401e-08	1.43067484304313e-09	0.0501799573826239	1.27286244734276e-08	3.06953685794503e-05	5.7330704344577e-09	6.41564091875843e-09	5.33103527381943e-06	6.53021947509853e-05	1.54930732688669e-05	5.68227634959186e-05	1.39103789011833e-08	3.16054040327967e-06	6.26944892380398e-09	2.01254193063487e-05	4.63437959380468e-09	3.20370475076155e-09	6.65444876726861e-05	1.35011430762783e-05	2.50012662800163e-09	3.09715167240584e-05	5.11443085121049e-06	2.14610618655617e-06	3.83233109274705e-05	5.45587741383279e-08	2.16313032329792e-06	5.34453120985898e-06	5.320806775974e-06	4.45059782656526e-05	7.70012376684712e-09	0.000139748715319096	2.12930836743843e-06	0.0501805997018371	7.80171082098049e-05	5.13496201109059e-09	3.70428716804746e-09	3.20370475076155e-09	5.70383137876318e-09	4.63437959380468e-09	2.14135442142756e-06	2.50012662800163e-09
"Caryocar_brasiliense"	0.000628417209984953	2.41612104633891e-06	3.21332676782908e-06	1.92004841734173e-06	0.000628827727336499	1.63122992056755e-06	0.000630957698707436	8.16277434387316e-07	1.00062647710792	1.40393573209414e-06	1.83574329004243e-06	1.8963272879212e-06	9.12396851650911e-07	1.8889139936658e-06	1.63684833152404e-06	9.61005569634495e-07	0.000628311724530728	0.000629334882155634	1.32641135584101e-06	0.000628795341377077	2.67966663523554e-06	0.000628219026085085	4.19130943788939e-06	0.000629564126721607	0.000630410945171397	3.21943011616519e-07	4.43446658521891e-07	1.79488329890491e-09	0.000631163197328933	2.86376416878594e-06	9.11789418134498e-07	1.44576763968812e-06	1.17514291118387e-06	0.000627997391159919	0.00063021403221688	1.46455193731386e-09	8.61988955288889e-10	4.9707163406779e-07	0.000627293385356881	0.000627448184416625	1.52721041329782e-07	1.15645363050222e-06	3.36378245777209e-07	0.000629384911964428	1.55046717765182e-07	1.24331995601135e-05	5.50384982470389e-05	1.57815061275664e-05	2.25509042431074e-08	1.93808397206477e-09	3.62121061831998e-08	1.93808397206477e-09	4.50720216263127e-05	3.34109503553568e-08	3.0775723548168e-05	9.9414326813558e-09	2.20059897097204e-08	7.96153414533163e-06	0.100236337267599	1.03379309905643e-05	4.24555223308818e-05	2.06128202710427e-08	3.43517517711668e-08	1.14974051752227e-08	2.65125558066002e-05	1.10559781534097e-08	9.11789418134498e-09	7.1850411116542e-05	1.82037985719334e-05	6.4067037975633e-09	5.23355264714838e-05	7.17953319561964e-08	5.17193373173333e-08	1.3605965362947e-05	2.3590195770541e-05	1.57561893721795e-05	2.3650449946131e-05	7.93452989877383e-06	4.34958371221796e-05	1.34354891472875e-08	8.25390596632074e-05	2.46547613993493e-08	9.88668845541594e-05	7.50808017879076e-05	8.39360616753853e-09	6.45552219547377e-09	9.11789418134498e-09	1.55245979789083e-08	1.10559781534097e-08	4.60011547263415e-08	6.4067037975633e-09
"Cecropia_pachystachia"	6.58027478278639e-07	6.66201861217688e-07	4.67924703602262e-07	3.09135210468113e-07	5.97246045410163e-07	2.88492909736048e-07	0.00025416837472656	7.8310285815136e-08	1.55992859121571e-07	1.00241434568768	0.000359566353137638	3.32003588663605e-07	0.00091832929726119	2.32036981983828e-07	3.88113383723283e-07	0.00151506685481329	1.5665900350347e-07	1.93763795609379e-07	1.51026027539693e-07	4.39045799645628e-07	0.00148783985068174	5.01477068786428e-07	0.00074423175706436	5.89456722636135e-07	9.88343971644124e-07	5.08748617437979e-08	1.66629283083507e-08	3.46132692541714e-10	5.8458291132457e-07	6.10824759045606e-07	0.000604288580935879	4.7459919508573e-07	1.7889717941852e-07	0.000705039984180861	9.42919059983882e-05	1.42058674857928e-06	5.35018939575672e-07	0.000266387186666204	2.34303144936707e-07	0.000534652653647015	9.44916811691506e-05	2.41943553108506e-07	1.44153796445517e-07	8.20857669639332e-07	9.58030235337278e-05	0.0111805317498022	1.99843314569651e-08	4.39540187234652e-06	1.26424597224926e-05	1.1975377941716e-06	0.0111493820962358	1.1975377941716e-06	7.1224806441317e-06	0.011159516736222	7.08249427861844e-06	5.32774373332407e-06	0.0111480376200063	0.0111939748149653	2.49588574594514e-05	6.22055043861757e-06	1.59489729607298e-05	1.1444921928321e-05	1.59736956299853e-05	1.32501684043937e-05	7.07554984460559e-06	7.24042360353039e-06	6.04288580935879e-06	1.86053443672937e-05	0.0112017099050774	1.01004456987553e-05	1.87091968410899e-06	1.38453077016685e-08	3.21011363745403e-05	1.84115034747498e-06	0.0111931409742938	0.0111731691322515	0.011203283571417	4.45585244419661e-05	1.86949962878868e-05	1.44477061985653e-05	2.31349855287783e-05	4.37783386508447e-06	5.48708481426762e-06	2.77385525468752e-06	1.13453363845462e-05	1.01477985903746e-05	6.04288580935879e-06	1.61433315081141e-05	7.24042360353039e-06	2.11846938141734e-05	1.01004456987553e-05
