"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Corrodopsylla_birulai"	0.0169130146089722	0.0168736550570813	0.0168640708510852	0.0167707398618624	0.0167735103172292	0.0168009681425247	1.41421713458928e-05	0.00131757579206802	0.000742147164223275	0.000493381053476322	1.00131757579207	0.00131757579206802	0.000982105585723436	0.000646690788486188	0.000406676957878691	0.00074209175511594	0.000113460539293776	0.000406676957878691	0.000646690788486188	0.00025407433143612	0.000448223637071066	0.000112753430726481	0.000153309735009866
"Frontopsylla_ornata"	0.0169130146089722	0.0168736550570813	0.0168640708510852	0.0167707398618624	0.0167735103172292	0.0168009681425247	1.41421713458928e-05	0.00131757579206802	0.000742147164223275	0.000493381053476322	0.00131757579206802	1.00131757579207	0.000982105585723436	0.000646690788486188	0.000406676957878691	0.00074209175511594	0.000113460539293776	0.000406676957878691	0.000646690788486188	0.00025407433143612	0.000448223637071066	0.000112753430726481	0.000153309735009866
"Amphipsylla_kuznetzovi"	0.0202450973206067	0.0202179835523538	0.0202065039319947	0.0201046966794687	7.79703064273625e-05	0.020140915278331	1.69339409187077e-05	0.00117852670286812	0.000488705408159735	0.000591177872859341	0.00117852670286812	0.00117852670286812	1.00117696729674	0.000774873363150202	0.000487146002031187	0.000889239935620562	0.000135814012516647	0.000487146002031188	0.000774873363150202	0.000304297208786262	0.000136526721599259	0.000134967315470711	0.000183695490290861
"Neopsylla_mana"	0.0252582540918169	0.0252244513777915	0.0252101231697187	8.31095745024764e-05	7.22239395764404e-05	0.0251408116713223	2.11271853727825e-05	0.000970036182729281	0.00060921953879177	0.00073774657454117	0.000970036182729281	0.000970036182729281	0.000968591703937753	1.00096692951245	0.000607775060000241	0.000609437251490291	0.000169444719880752	0.000607775060000241	0.000966929512447703	0.000379648481362347	0.000169832839403641	0.000168388360612113	0.000229182937906533
"Rhadinopsylla_dahurica"	0.0336038122352852	0.033558864687168	0.0335556897585897	7.71628359161932e-05	7.21956186035293e-05	0.000114268067241888	2.81078072964403e-05	0.000813353915757383	0.000810178258078461	0.0005053150215889	0.000813353915757383	0.000813353915757383	0.000811910003385312	0.000810366746666989	1.00080873434571	0.000810277602424714	0.000225430805266724	0.00080873434570639	0.000810366746666989	0.000505088010993124	0.000225469327273972	0.000224025414901902	0.000305051725078088
"Frontopsylla_elata"	0.0252509767354054	0.0252171765780268	0.025214774064217	0.0251056334017706	7.93856574104096e-05	0.00012103347702288	2.11210962479324e-05	0.00111313763267391	0.000609295914966744	0.000380212032724682	0.00111313763267391	0.00111313763267391	0.0011115499195257	0.000609437251490291	0.000607708201818536	1.00110982086985	0.000169395899715099	0.000607708201818536	0.000609437251490291	0.000379539037865323	0.000169927558050911	0.000168339844902703	0.000229225218765609
"Amphipsylla_sibirica"	0.0503792981993575	0.000186490065813451	8.03149624849051e-05	3.22795765056537e-05	4.23293294855827e-05	5.2026230299271e-05	0.0502373626461547	0.000340381617881328	0.000338992794489797	0.000338159303738913	0.000340381617881328	0.000340381617881328	0.000339535031291617	0.000338889439761503	0.000338146207900085	0.000338791799430198	1.0028477301203	0.000338146207900085	0.000338889439761503	0.00284928420418523	0.000336708574585428	0.000335861987995716	7.30136022590047e-07
"Stenoponia_suknevi"	0.0336038122352852	0.033558864687168	0.0335556897585897	7.71628359161933e-05	7.21956186035293e-05	0.000114268067241888	2.81078072964403e-05	0.000813353915757383	0.000810178258078461	0.0005053150215889	0.000813353915757383	0.000813353915757383	0.000811910003385312	0.000810366746666989	0.00080873434570639	0.000810277602424714	0.000225430805266723	1.00080873434571	0.000810366746666989	0.000505088010993123	0.000225469327273972	0.000224025414901902	0.000305051725078088
"Rhadinopsylla_angusta"	0.0252582540918169	0.0252244513777915	0.0252101231697187	8.31095745024764e-05	7.22239395764404e-05	0.0251408116713223	2.11271853727825e-05	0.000970036182729281	0.00060921953879177	0.00073774657454117	0.000970036182729281	0.000970036182729281	0.000968591703937753	0.000966929512447703	0.000607775060000241	0.000609437251490291	0.000169444719880752	0.000607775060000241	1.00096692951245	0.000379648481362347	0.000169832839403641	0.000168388360612113	0.000229182937906533
"Pectinoctenus_nemorosa"	0.0336713381639598	0.0335426413532449	0.000119945315198538	4.82019746986649e-05	4.93324114235621e-05	7.76974909670921e-05	0.0335009443006084	0.000508148662872241	0.000506074659221595	0.000505107563193446	0.000508148662872241	0.000508148662872241	0.00050716201464377	0.000506197975149796	0.000505088010993124	0.000506052050487097	0.00189952280279015	0.000505088010993124	0.000506197975149796	1.00217904481407	0.000225462235988203	0.000224475587759732	1.09041195635034e-06
"Palaeopsylla_soricis"	0.0502954721338491	0.00017817352762523	0.000155767035059589	8.25562595431683e-05	0.0501677053607525	0.000102318152742727	2.81085405286816e-05	0.0013446709112132	0.00134155809812601	0.000338249614852196	0.0013446709112132	0.0013446709112132	0.000341316803998146	0.000339665678807283	0.000338203990910958	0.000339855116101822	0.000336708574585428	0.000338203990910958	0.000339665678807283	0.000338193353982305	1.00133865725477	0.000335303147558994	1.41606395508717e-06
"Callopsylla_caspia"	0.100338343216898	0.00020433447453161	0.000159628623581393	6.41567452552858e-05	8.42003502666198e-05	0.00010340384199221	5.60337575755449e-05	0.000676520584358888	0.000673760251711037	0.000672102273143165	0.000676520584358888	0.000676520584358888	0.000674836577353556	0.00067355344244845	0.000672076244705704	0.00067335937961081	0.000671723975991433	0.000672076244705704	0.00067355344244845	0.000673426763279196	0.000670606295117988	1.00066892228811	1.45116930528539e-06
"Ctenophthalmus_assimilis"	0.000217675395792809	0.000217315658864512	0.100308234631562	8.72849914086068e-05	6.90479302444473e-05	0.00011036034743072	1.82054797894039e-07	0.000919858410059194	0.000916536133839155	4.83870952102376e-06	0.000919858410059194	0.000919858410059194	0.000918477451454306	0.000916731751626133	0.000915155175234266	0.000916900875062438	1.46027204518009e-06	0.000915155175234265	0.000916731751626133	3.27123586905103e-06	2.83212791017434e-06	1.45116930528539e-06	1.00091189304211
