"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Clethrionomys_centralis"	1.00338343216898	0.0020433447453161	0.00159628623581393	0.000641567452552858	0.000842003502666197	0.0010340384199221	0.000560337575755448	0.00676520584358888	0.00673760251711037	0.00672102273143165	0.00676520584358889	0.00676520584358889	0.00674836577353556	0.00673553442448451	0.00672076244705705	0.0067335937961081	0.00671723975991433	0.00672076244705705	0.00673553442448451	0.00673426763279196	0.00670606295117988	0.00668922288112656	1.45116930528539e-05
"Alticola_argentatus"	0.00255418093164512	1.00254943928108	0.00199206020625803	0.000800467710846872	0.000633385752995208	0.00129040012302734	0.00028107609515882	0.00843682752854066	0.0084023838868519	0.00839004082102511	0.00843682752854066	0.00843682752854066	0.00842415981348076	0.00840815045926382	0.008389716171792	0.00840572552600894	3.10816776355752e-05	0.008389716171792	0.00840815045926382	0.00838566033831123	2.96955879375383e-05	1.70278728776342e-05	1.81096382387094e-05
"Microtus_gregalis"	0.00217675395792809	0.00217315658864513	1.00308234631562	0.000872849914086068	0.000690479302444473	0.0011036034743072	1.82054797894039e-06	0.00919858410059194	0.00916536133839154	4.83870952102376e-05	0.00919858410059194	0.00919858410059194	0.00918477451454306	0.00916731751626134	0.00915155175234266	0.00916900875062438	1.46027204518009e-05	0.00915155175234266	0.00916731751626134	3.27123586905103e-05	2.83212791017434e-05	1.45116930528539e-05	0.0091189304210511
"Sicista_tianshanica"	0.00192470235765857	0.00192112250603249	0.00192026981098935	1.00191045099334	0.00100955773831051	0.00141329706365856	1.60963102408637e-06	0.0201248878342349	6.64888563159261e-05	4.90306613202598e-05	0.0201248878342349	0.0201248878342349	0.0201046966794687	6.64876596019811e-05	4.6297701549716e-05	0.0200845067214164	1.29118306022615e-05	4.6297701549716e-05	6.64876596019811e-05	2.89211848191989e-05	3.30225038172673e-05	1.28313490510572e-05	1.74569982817214e-05
"Sorex_minutus"	0.00252601050799859	0.0015201258071885	0.00151905446537784	0.00100955773831051	1.00251210371238	0.00101232463493243	1.8332348181829e-06	0.020128212380675	0.0200935594454098	4.39695656122629e-05	0.020128212380675	0.020128212380675	7.79703064273625e-05	5.77791516611523e-05	4.33173711621176e-05	6.35085259283277e-05	1.69317317942331e-05	4.33173711621176e-05	5.77791516611523e-05	2.95994468541373e-05	0.020067082144301	1.6840070053324e-05	1.38095860488895e-05
"Sorex_asper"	0.00221579661411879	0.0022121144966183	0.00173423403105417	0.00100949790261326	0.000723089024951737	1.00220442483564	1.8531960180909e-06	0.0144008298364498	6.34338093169868e-05	0.0143504123339798	0.0144008298364498	0.0144008298364498	0.0143863680559507	0.0143661780978985	4.89720288179521e-05	6.91619868702172e-05	1.48646372283631e-05	4.89720288179521e-05	0.0143661780978985	3.32989247001823e-05	2.92337579264934e-05	1.47719774274586e-05	1.57657639186743e-05
"Apodemus_uralensis"	0.00420253181816587	0.00168645657095292	1.00130138841721e-05	4.02407756021593e-06	4.58308704545724e-06	6.48618606331816e-06	1.00418691534734	4.24265140376784e-05	4.22533726855696e-05	4.2163343346618e-05	4.24265140376784e-05	4.24265140376785e-05	4.23348522967693e-05	4.2254370745565e-05	4.21617109446604e-05	4.22421924958648e-05	0.0502373626461547	4.21617109446604e-05	4.2254370745565e-05	0.0502514164509126	2.81085405286816e-05	2.80168787877724e-05	9.10273989470195e-08
"Amalaraeus_penicilliger"	0.0169130146089722	0.0168736550570813	0.0168640708510852	0.0167707398618624	0.0167735103172292	0.0168009681425247	1.41421713458928e-05	1.00131757579207	0.000742147164223275	0.000493381053476322	0.00131757579206802	0.00131757579206802	0.000982105585723437	0.000646690788486188	0.000406676957878691	0.00074209175511594	0.000113460539293776	0.000406676957878691	0.000646690788486188	0.00025407433143612	0.000448223637071065	0.000112753430726481	0.000153309735009866
"Amphipsylla_primaris"	0.0252660094391639	0.0252071516605557	0.0252047436805768	8.31110703949076e-05	0.0251169493067622	0.000111009166304727	2.11266863427848e-05	0.00111322074633491	1.00110997267969	0.000380085505331981	0.00111322074633491	0.00111322074633491	0.000610881760199668	0.00060921953879177	0.000607633693558846	0.000609295914966744	0.000169496397244898	0.000607633693558846	0.00060921953879177	0.000379555994416196	0.000670779049063004	0.000168440062927759	0.000229134033459789
"Paraneopsylla_ioffi"	0.0336051136571582	0.0335601632841004	0.000177419349104204	8.17177688670996e-05	7.32826093537714e-05	0.0334842954459528	2.8108895564412e-05	0.000986762106952644	0.000506780673775975	1.00098204919621	0.000986762106952644	0.000986762106952644	0.000985296454765568	0.000983662099388226	0.0005053150215889	0.000506949376966242	0.000225439535825942	0.0005053150215889	0.000983662099388226	0.000505107563193446	0.000225499743234797	0.000224034091047722	1.61290317367459e-06
