"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_125"	"Lygistorrhina_sp1_M_PL_125"	"Ornidia_obesa"	"Xylocopa_caffra"	"Nectarinia_dussumieri"	"Rhynchium_brunneum"	"Unidentified_sp2_M_PL_125"	"Unidentified_sp3_M_PL_125"	"Unidentified_sp4_M_PL_125"
"Nephrosperma_vanhoutteanum"	1.00654954757901	0.00152250925080052	0.00152250925080052	0.000506444020404013	0	0	0.0202577608161605	0.0201690536828501	0.0201690536828501	3.8062731270013e-05	3.8062731270013e-05	0	3.8062731270013e-05	3.8062731270013e-05	0.0201309909515801	0.0201309909515801	0
"Chrysobalanus_icaco"	0.00190313656350065	1.00692746049275	0.000638152316650462	0.000632260728107896	0	0	0.0252904291243158	5.40165391862746e-05	0.0252112492435888	1.59538079162616e-05	0.0251731865123188	0	1.59538079162616e-05	0.0251731865123188	3.80627312700131e-05	3.80627312700131e-05	0
"Mimusops_sechellarum"	0.00190313656350065	0.000638152316650462	1.00692746049275	0.000632260728107896	0	0	0.0252904291243158	0.0252112492435888	5.40165391862746e-05	0.0251731865123188	1.59538079162616e-05	0	0.0251731865123188	1.59538079162616e-05	3.80627312700131e-05	3.80627312700131e-05	0
"Memecylon_eleagni"	0.00253222010202007	0.00252904291243158	0.00252904291243158	1.00251070417413	0	0	0.100428166965075	0.000113870474851191	0.000113870474851191	6.32260728107896e-05	6.32260728107896e-05	0	6.32260728107896e-05	6.32260728107896e-05	5.06444020404014e-05	5.06444020404014e-05	0
"Dillenia_suffruticosa"	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Excoecaria_benthiamiana"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Apis_mellifera"	0.0253222010202007	0.0252904291243158	0.0252904291243158	0.0251070417412687	0	0	1.00428166965075	0.00113870474851191	0.00113870474851191	0.000632260728107896	0.000632260728107896	0	0.000632260728107896	0.000632260728107896	0.000506444020404014	0.000506444020404014	0
"Lasioglossum_mahense"	0.0504226342071253	0.000108033078372549	0.0504224984871776	5.69352374255955e-05	0	0	0.00227740949702382	1.00226901514632	0.00101115351110182	0.00126056246217944	2.70082695931373e-06	0	0.00126056246217944	2.70082695931373e-06	0.00100845268414251	0.00100845268414251	0
"Unidentified_sp1_M_PL_125"	0.0504226342071253	0.0504224984871776	0.000108033078372549	5.69352374255954e-05	0	0	0.00227740949702382	0.00101115351110182	1.00226901514632	2.70082695931373e-06	0.00126056246217944	0	2.70082695931373e-06	0.00126056246217944	0.00100845268414251	0.00100845268414251	0
"Lygistorrhina_sp1_M_PL_125"	0.000190313656350065	6.38152316650462e-05	0.100692746049275	6.32260728107896e-05	0	0	0.00252904291243158	0.00252112492435888	5.40165391862746e-06	1.00251731865123	1.59538079162616e-06	0	0.00251731865123188	1.59538079162616e-06	3.80627312700131e-06	3.80627312700131e-06	0
"Ornidia_obesa"	0.000190313656350065	0.100692746049275	6.38152316650462e-05	6.32260728107896e-05	0	0	0.00252904291243158	5.40165391862746e-06	0.00252112492435888	1.59538079162616e-06	1.00251731865123	0	1.59538079162616e-06	0.00251731865123188	3.8062731270013e-06	3.8062731270013e-06	0
"Xylocopa_caffra"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Nectarinia_dussumieri"	0.000190313656350065	6.38152316650462e-05	0.100692746049275	6.32260728107896e-05	0	0	0.00252904291243158	0.00252112492435888	5.40165391862746e-06	0.00251731865123188	1.59538079162616e-06	0	1.00251731865123	1.59538079162616e-06	3.80627312700131e-06	3.80627312700131e-06	0
"Rhynchium_brunneum"	0.000190313656350065	0.100692746049275	6.38152316650462e-05	6.32260728107896e-05	0	0	0.00252904291243158	5.40165391862746e-06	0.00252112492435888	1.59538079162616e-06	0.00251731865123188	0	1.59538079162616e-06	1.00251731865123	3.8062731270013e-06	3.8062731270013e-06	0
"Unidentified_sp2_M_PL_125"	0.100654954757901	0.000152250925080052	0.000152250925080052	5.06444020404013e-05	0	0	0.00202577608161605	0.00201690536828501	0.00201690536828501	3.80627312700131e-06	3.8062731270013e-06	0	3.80627312700131e-06	3.8062731270013e-06	1.00201309909516	0.00201309909515801	0
"Unidentified_sp3_M_PL_125"	0.100654954757901	0.000152250925080052	0.000152250925080052	5.06444020404013e-05	0	0	0.00202577608161605	0.00201690536828501	0.00201690536828501	3.80627312700131e-06	3.8062731270013e-06	0	3.80627312700131e-06	3.8062731270013e-06	0.00201309909515801	1.00201309909516	0
"Unidentified_sp4_M_PL_125"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.01010101010101
