"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"C1"	"C2"
"R1"	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R2"	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R3"	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R4"	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R5"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R6"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R7"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R8"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R9"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
"R10"	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	1.00024603369299	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246750992383715	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	0.000246033692987251	0.000246033692987251	7.17299396464288e-07	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	0.000246033692987251	0.000246750992383715	0.000246750992383715	0.000246033692987251	7.17299396464288e-07	7.17299396464288e-07	0.000246033692987251	0.000246033692987251	0.000246750992383715	0.000136286885328215	0.100873814124773
