"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Canthium_bibracteatum"	"Cinnamomum_verum"	"Roscheria_melanochaetes"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Unidentified_sp3_M_PL_094"	"Unidentified_sp4_M_PL_094"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_094"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Unidentified_sp2_M_PL_094"
"Phoenicophorium_borsigianum"	1.00728224658272	0.00084574495934737	0.000565171845176388	0.000564226741756361	0.000843619972012326	0	0.0168303246910127	0.0167880374430453	0.0168209742972332	0.0167880374430453	0.0168723994402465	1.41292961294097e-05	3.2936854187955e-05	4.22872479673685e-05	1.88075580585453e-05	0	1.41292961294097e-05	0.0167880374430453
"Erythroxylum_sechellarum"	0.00253723487804211	1.00755880540292	1.42360666291282e-06	1.42122604976413e-06	2.12498733504364e-06	0	0.0504202275181134	4.22872479673685e-05	4.23702123356001e-05	4.22872479673685e-05	4.24997467008729e-05	3.55901665728204e-08	8.29643682316248e-08	0.050377940270146	4.73742016588044e-08	0	3.55901665728204e-08	4.22872479673685e-05
"Canthium_bibracteatum"	0.000847757767764582	7.11803331456408e-07	1.00714024656736	0.00211158394767767	7.10014880874859e-07	0	1.41648862959825e-05	1.41292961294097e-05	0.0252630215919026	1.41292961294097e-05	1.42002976174972e-05	0.0251785061641839	0.0252488922957731	3.55901665728204e-08	7.03861315892556e-05	0	0.0251785061641839	1.41292961294097e-05
"Cinnamomum_verum"	0.00112845348351272	9.47484033176088e-07	0.00281544526357022	1.00615521876647	9.45103420027405e-07	0	1.88549322602042e-05	1.88075580585453e-05	0.0336277009818636	1.88075580585453e-05	1.89020684005481e-05	7.03861315892556e-05	0.033608893423805	4.73742016588044e-08	0.0335385072922158	0	7.03861315892556e-05	1.88075580585453e-05
"Roscheria_melanochaetes"	0.00506171983207396	4.24997467008729e-06	2.84005952349944e-06	2.83531026008221e-06	1.00502936492448	0	8.4574495934737e-05	8.43619972012327e-05	8.45275090313229e-05	8.43619972012327e-05	0.100587298489649	7.10014880874859e-08	1.65511830090226e-07	2.12498733504364e-07	9.45103420027404e-08	0	7.10014880874859e-08	8.43619972012327e-05
"Colea_seychellarum"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Lasioglossum_mahense"	0.050490974073038	0.0504202275181134	2.8329772591965e-05	2.82823983903062e-05	4.22872479673685e-05	0	1.00336252761046	0.000841516234550633	0.000843167225478442	0.000841516234550633	0.00084574495934737	7.08244314799126e-07	1.65099092780933e-06	0.00252101137590567	9.42746613010208e-07	0	7.08244314799126e-07	0.000841516234550633
"Rhiparida_seychellensis"	0.100728224658272	8.4574495934737e-05	5.65171845176388e-05	5.64226741756361e-05	8.43619972012326e-05	0	0.00168303246910127	1.0016788037443	0.00168209742972332	0.00167880374430453	0.00168723994402465	1.41292961294097e-06	3.2936854187955e-06	4.22872479673685e-06	1.88075580585453e-06	0	1.41292961294097e-06	0.00167880374430453
"Apis_mellifera"	0.0336419485944665	2.82468082237334e-05	0.0336840287892034	0.0336277009818636	2.81758363437743e-05	0	0.000562111483652295	0.000560699143241108	1.00252372322903	0.000560699143241108	0.000563516726875486	0.000842100719730085	0.0019630240857922	1.41234041118667e-06	0.00112092336606212	0	0.000842100719730085	0.000560699143241108
"Unidentified_sp3_M_PL_094"	0.100728224658272	8.4574495934737e-05	5.65171845176388e-05	5.64226741756361e-05	8.43619972012326e-05	0	0.00168303246910127	0.00167880374430453	0.00168209742972333	1.0016788037443	0.00168723994402465	1.41292961294097e-06	3.2936854187955e-06	4.22872479673685e-06	1.88075580585454e-06	0	1.41292961294097e-06	0.00167880374430453
"Unidentified_sp4_M_PL_094"	0.0506171983207396	4.24997467008729e-05	2.84005952349944e-05	2.83531026008221e-05	0.0502936492448247	0	0.00084574495934737	0.000843619972012327	0.000845275090313229	0.000843619972012327	1.00587298489649	7.10014880874859e-07	1.65511830090226e-06	2.12498733504364e-06	9.45103420027404e-07	0	7.10014880874859e-07	0.000843619972012327
"Hemipyrellia_germana"	8.47757767764582e-05	7.11803331456408e-08	0.100714024656736	0.000211158394767767	7.1001488087486e-08	0	1.41648862959825e-06	1.41292961294097e-06	0.00252630215919026	1.41292961294097e-06	1.42002976174972e-06	1.00251785061642	0.00252488922957731	3.55901665728204e-09	7.03861315892556e-06	0	0.00251785061641839	1.41292961294097e-06
"Ornidia_obesa"	9.88105625638652e-05	8.29643682316248e-08	0.0504977845915463	0.0504133401357076	8.27559150451132e-08	0	1.65099092780933e-06	1.64684270939775e-06	0.00294453612868831	1.64684270939775e-06	1.65511830090226e-06	0.00126244461478866	1.00294288928598	4.14821841158124e-09	0.00168044467119025	0	0.00126244461478866	1.64684270939775e-06
"Unidentified_sp1_M_PL_094"	0.000253723487804211	0.100755880540292	1.42360666291282e-07	1.42122604976413e-07	2.12498733504364e-07	0	0.00504202275181134	4.22872479673685e-06	4.23702123356001e-06	4.22872479673685e-06	4.24997467008729e-06	3.55901665728204e-09	8.29643682316248e-09	1.00503779402701	4.73742016588044e-09	0	3.55901665728204e-09	4.22872479673685e-06
"Leptotes_pirithous"	0.000112845348351272	9.47484033176088e-08	0.000281544526357022	0.100615521876647	9.45103420027405e-08	0	1.88549322602042e-06	1.88075580585454e-06	0.00336277009818636	1.88075580585454e-06	1.89020684005481e-06	7.03861315892556e-06	0.00336088934238051	4.73742016588044e-09	1.00335385072922	0	7.03861315892556e-06	1.88075580585453e-06
"Nectarinia_dussumieri"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Parasarcophaga_hirticeps"	8.47757767764582e-05	7.11803331456408e-08	0.100714024656736	0.000211158394767767	7.1001488087486e-08	0	1.41648862959825e-06	1.41292961294097e-06	0.00252630215919025	1.41292961294097e-06	1.42002976174972e-06	0.00251785061641839	0.00252488922957731	3.55901665728204e-09	7.03861315892556e-06	0	1.00251785061642	1.41292961294097e-06
"Unidentified_sp2_M_PL_094"	0.100728224658272	8.4574495934737e-05	5.65171845176388e-05	5.64226741756361e-05	8.43619972012327e-05	0	0.00168303246910127	0.00167880374430453	0.00168209742972333	0.00167880374430453	0.00168723994402465	1.41292961294097e-06	3.29368541879551e-06	4.22872479673685e-06	1.88075580585453e-06	0	1.41292961294097e-06	1.0016788037443
