"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	1.00333742886843	0.00283374755998939	0.000822728864362308	0.000822380740195924	0.000318078687199673	0.000319222579887501	0.00032067070938158	0.000821329023477115	0.000505423068083626	0.0252766530094673	0.0251840654221798	2.69526732068077e-05	3.37910483035354e-05	5.22527892008706e-05	2.74126913398642e-05	1.27978657853816e-05	0.0251778939737105	0.0251778939737105	1.06026229066558e-05	6.38445159775002e-06	1.06026229066558e-05	6.41341418763159e-06	6.38445159775002e-06
"Gastonia_crassa"	0.00377833007998585	1.0037756596712	0.000424561713701422	0.000424379989179134	0.000423115752115198	0.000423792198245356	0.000423762479326369	0.000424095978325071	3.31223892661952e-06	0.0336235984347544	0.000133520439038653	1.90898868074427e-05	2.26117821973631e-05	1.92549043753939e-05	1.41459996393045e-05	1.69510935514345e-05	0.0335536469077065	0.0335536469077065	1.41038584038399e-05	8.47584396490712e-06	1.41038584038399e-05	8.47524958652739e-06	8.47584396490711e-06
"Erythroxylum_sechellarum"	0.000822728864362308	0.000318421285276066	1.00291360648796	0.000822351810619212	0.000317419186742524	0.00157958424625206	0.00116167383368451	0.000822142549333054	0.00134308183677663	0.0252242447064726	0.0252153789543121	0.0251044318471241	5.06382283181253e-05	0.0251632277307116	2.74117270206404e-05	5.48251615987313e-05	3.11822644515933e-05	3.11822644515933e-05	1.05806395580841e-05	3.15916849250412e-05	1.05806395580841e-05	2.32334766736901e-05	3.15916849250412e-05
"Paragenipa_wrightii"	0.00109650765359457	0.000424379989179134	0.00109646908082562	1.0044404867403	0.000423044416189145	0.000424568619320627	0.000426501172454595	0.00109460262337473	0.000674449805774047	0.0336179296064974	0.0336063832207716	3.5903099407053e-05	4.50167775615828e-05	6.96642407584347e-05	0.0334813495580099	1.70213958355044e-05	4.15586909791686e-05	4.15586909791686e-05	1.41014805396382e-05	8.49137238641255e-06	1.41014805396381e-05	8.5300234490919e-06	8.49137238641255e-06
"Chrysobalanus_icaco"	0.00042410491626623	0.000423115752115198	0.000423225582323365	0.000423044416189145	1.00713487762146	0.000424143103004946	0.000424108424863097	0.000422762981529259	1.62730325830742e-06	0.0336516083187319	4.94582075516021e-05	1.9063501618183e-05	2.25742678815706e-05	1.91441732182614e-05	1.41014805396382e-05	1.69650305573608e-05	2.47064813104957e-05	2.47064813104957e-05	0.033571162587382	8.48286206009892e-06	0.033571162587382	8.48216849726194e-06	8.48286206009891e-06
"Canthium_bibracteatum"	0.000255378063910001	0.000254275318947213	0.00126366739700165	0.000254741171592376	0.000254485861802968	1.00629339572494	0.00126647694973395	0.000255584485445879	3.0051276395107e-06	0.0202231431512758	5.51372481393753e-05	0.0201574595994238	3.3849021842875e-05	5.70714803016958e-05	8.49137238641255e-06	0.0201511974534934	1.48602955626571e-05	1.48602955626571e-05	8.48286206009891e-06	0.0201258679144987	8.48286206009891e-06	2.53295389946791e-05	0.0201258679144987
"Nepenthes_pervillei"	0.000256536567505264	0.000254257487595822	0.000929339066947605	0.000255900703472757	0.000254465054917858	0.00126647694973395	1.00494779298346	0.00126209899243203	0.000674142294945781	0.0202214896974725	0.000113953995472104	4.85630156683692e-05	0.0201410258260836	0.0201558964510902	8.53002344909191e-06	0.0201242853986639	1.4888663774159e-05	1.4888663774159e-05	8.48216849726194e-06	2.53295389946791e-05	8.48216849726194e-06	0.0200989558596692	2.53295389946791e-05
"Dillenia_ferruginea"	0.00109510536463615	0.000424095978325071	0.00109619006577741	0.00109460262337473	0.000422762981529259	0.000425974142409798	0.00210349832072004	1.00276433133184	0.000674449292400377	0.0335955649321918	0.0335504693155541	3.59242344926311e-05	0.0334675476774756	0.000103197182678855	3.6486754112491e-05	5.05894492625969e-05	4.15141667267396e-05	4.15141667267396e-05	1.40920993843086e-05	8.51948284819597e-06	1.40920993843086e-05	4.20699664144009e-05	8.51948284819596e-06
"Memecylon_eleagni"	0.00101084613616725	4.96835838992929e-06	0.00268616367355326	0.00101167470866107	2.44095488746113e-06	7.51281909877675e-06	0.00168535573736445	0.00101167393860057	1.00268037377429	0.000193974548390245	0.0502938888888661	6.7304348220807e-05	6.74295793673079e-05	0.0502348798953005	3.37224902887024e-05	3.38573711292646e-05	2.54367653505123e-05	2.54367653505123e-05	8.13651629153711e-08	1.50256381975535e-07	8.13651629153711e-08	3.37071147472891e-05	1.50256381975535e-07
"Apis_mellifera"	0.0126383265047337	0.0126088494130329	0.0126121223532363	0.0126067236024365	0.0126193531195245	0.0126394644695474	0.0126384310609203	0.0125983368495719	4.84936370975612e-05	1.00281792789821	0.00147385458503774	0.000568092348221855	0.000672713182870803	0.000570496361904191	0.000420224120081217	0.000505557910609353	0.000736253143052772	0.000736253143052772	0.000420645103984149	0.000252789289390948	0.000420645103984149	0.000252768621218406	0.000252789289390948
