"Senecio_erucaeformis"	"Calandrinia_affinis"	"Oxalis_compacta"	"Senecio_sp1_M_PL_002"	"Astragalus_curvicaulis"	"Cerastium_arvense"	"Chaetanthera_euphrasioides"	"Senecio_bustillosianus"	"Chuquiraga_oppositifolia"	"Discaria_nana"	"Laretia_acaulis"	"Senecio_francisci"	"Anarthrophyllum_cumingii"	"Anarthrophyllum_gayanum"	"Azorella_monantha"	"Euphorbia_portulacoides"	"Loasa_caespitosa"	"Nassauvia_heterophylla"	"Tropaeolum_polyph"	"Berberis_empetrifolia"	"Nassauvia_axillaris"	"Sanicula_graveolens"	"Azorella_bolacina"	"Chaetanthera_pusilla"	"Oxalis_geminata"	"Calandrinia_sericea"	"Calceolaria_biflora"	"Cerastium_montioides"	"Mutisia_sinuata"	"Oxalis_cinerea"	"Ranunculus_peduncularis"	"Stenodraba_stenophylla"	"Werneria_pygmaea"	"Acaena_pinnatifida"	"Calandrinia_dianthoides"	"Calceolaria_arachnoides"	"Cardamine_nivalis"	"Chaetanthera_apiculata"	"Erigeron_andicola"	"Nassauvia_pungens"	"Nothoscordum_andinum"	"Tristagma_bivalve"	"Viola_philippii"	"Unidentified_sp1_M_PL_002"	"Unidentified_sp2_M_PL_002"	"Scaeva_melanostom"	"Bombus_dahlbomii"	"Unidentified_sp3_M_PL_002"	"Caenohalictus_sp1_M_PL_002"	"Hypodynerus_sp1_M_PL_002"	"Yramea_modesta"	"Auca_coctei"	"Habromyia_lipoflava"	"Andinus_venustus"	"Etcheverrius_chilensis"	"Unidentified_sp4_M_PL_002"	"Unidentified_sp5_M_PL_002"	"Unidentified_sp6_M_PL_002"	"Villa_sp1_M_PL_002"	"Villa_verdensis"	"Anthidium_funereum"	"Centris_cineraria"	"Faunula_leucoglene"	"Lyophlaeba_lugubris"	"Megachile_semirufa"	"Megachile_sp1_M_PL_002"	"Megachile_sp2_M_PL_002"	"Prosopochaeta_caliginosa"	"Prosopochaeta_sp1_M_PL_002"	"Pseudolucia_chilensis"	"Unidentified_sp7_M_PL_002"	"Unidentified_sp8_M_PL_002"	"Vibrissomyia_sp1_M_PL_002"	"Alloscirtetica_sp1_M_PL_002"	"Anthidium_sp1_M_PL_002"	"Centris_nigerrima"	"Gayella_reedi"	"Hypodynerus_sp2_M_PL_002"	"Phulia_nymphula"	"Unidentified_sp10_M_PL_002"	"Unidentified_sp9_M_PL_002"	"Villa_gayi"	"Villa_hypoxantha"	"Alloscirtetica_rufitarsis"	"Ateloglutus_sp1_M_PL_002"	"Centris_cana"	"Chilicola_sp1_M_PL_002"	"Colletes_fulvipes"	"Colletes_sp1_M_PL_002"	"Dasybasis_sp1_M_PL_002"	"Hypodynerus_sp3_M_PL_002"	"Megachile_sp3_M_PL_002"	"Megachile_sp4_M_PL_002"	"Megachile_sp5_M_PL_002"	"Spathipalpus_philippii"	"Tatochila_mercedis"	"Tatochila_sp1_M_PL_002"	"Unidentified_sp11_M_PL_002"	"Unidentified_sp12_M_PL_002"	"Unidentified_sp13_M_PL_002"	"Unidentified_sp14_M_PL_002"	"Unidentified_sp15_M_PL_002"	"Unidentified_sp16_M_PL_002"	"Villa_arenari"	"Villa_flavicura"	"Villa_semifuscata"	"Yramea_lathonoides"
"Mutisia_sinuata"	0.00164048139633949	1.41607864281303e-06	0.000632439660329547	0.000632707015168952	2.85950123088983e-06	0.00063067644600336	1.85065242777799e-06	0.00163705112210631	0.00163362792606782	9.82604933575306e-07	1.34484013650763e-06	0.00100606462067041	3.54458741145022e-09	8.90090256671792e-07	1.10396714378478e-06	1.21989274326162e-06	0.000630837993864631	1.45653078281872e-06	1.77358541377148e-06	1.78882636384664e-06	1.56631837514369e-06	5.4355488543362e-07	9.95480306782723e-07	1.2530669454673e-06	3.01120657752776e-07	4.77967564479664e-07	0	6.86354036628693e-07	1.00163015643023	1.3078210941679e-09	5.59172300129004e-07	3.01319433827747e-07	7.12140220840477e-07	6.56401802977953e-08	2.99812836658608e-07	0	2.99812836658608e-07	1.76812951559838e-07	8.48123244027876e-07	3.37884492078069e-10	3.02337954865147e-07	4.12327384181869e-07	4.74367747090599e-07	6.5972381469099e-05	4.49719254987912e-05	5.90761622680158e-06	0.0501667689258894	2.26672068753797e-05	1.81551624429277e-05	1.81402772919088e-05	2.84620648254359e-05	0.0501535909327711	5.34209350942699e-06	6.05856980845075e-05	4.97885266332342e-05	3.87974640835935e-08	1.212693499115e-05	2.27463941950581e-05	3.3924929761115e-05	2.31221452778079e-05	3.38401174367122e-05	4.64677091905632e-08	1.73289769188612e-05	1.64543898395379e-05	2.81168304929398e-05	2.81168304929398e-05	1.79225620883143e-05	5.30633337715719e-06	4.93490044056408e-08	1.74874080207826e-05	5.30438854679513e-06	1.01365347623421e-08	6.35958868614281e-06	4.63968174423342e-08	1.26522315855681e-05	0	2.86659040571274e-08	1.09638043852523e-08	5.28122341538325e-06	5.78101257173776e-06	2.44817847728638e-08	6.32527098431137e-06	2.93994369148033e-08	7.08917482290045e-11	1.63767488929218e-08	0	1.17177242595678e-05	2.85950123088984e-08	2.85950123088983e-08	1.850652427778e-08	1.17177242595678e-05	7.08917482290045e-11	1.26167598772926e-05	1.26167598772926e-05	4.17688981822434e-08	5.27033050274622e-06	4.17688981822434e-08	1.17177242595678e-05	2.43978548652325e-08	3.54717082754297e-08	1.08929126370233e-08	1.50659716913874e-08	1.08929126370233e-08	1.850652427778e-08	1.850652427778e-08	2.91306156563744e-08	5.27033050274623e-06
"Oxalis_cinerea"	2.13528750269707e-06	0.00126243348289992	7.50009451535651e-07	1.67808951206347e-06	2.73889155134553e-06	5.66959293932481e-07	8.0123465640151e-07	7.01952995803477e-08	7.85420446572069e-07	5.85239754834182e-07	1.09040102352452e-06	6.53737906199528e-08	1.33698702644169e-06	0.0012603600455936	1.30423035148001e-06	8.33439728553223e-07	1.10178311390779e-09	3.38730528829139e-09	1.10021193133569e-07	2.03514140292158e-07	4.85248409527045e-07	1.3187672333834e-06	7.83909061857904e-07	7.41442396820589e-10	0.00293814208528237	1.7114561400062e-07	0	7.11762554918304e-10	1.3078210941679e-09	1.00293742158403	8.60722301981621e-07	7.24121858865209e-07	7.82493765377255e-07	1.09153098194247e-07	7.20501249570883e-07	0	7.20501249570883e-07	5.352533336689e-10	7.82189618723655e-10	0.00168042839962244	4.21830428783868e-07	6.19925158063726e-08	2.5451163388211e-10	9.9188025290196e-06	0.000108075187435632	9.82377883748225e-06	5.63068049823834e-08	1.13223718451915e-07	9.81547366875169e-06	2.5309825727032e-05	1.52706980329266e-08	3.01993015944056e-08	9.77128882363619e-06	3.52944261254951e-08	2.94599779003381e-08	0.0502797273764145	3.31239084838438e-08	2.81281940134967e-08	3.12875847489462e-08	1.48392487861049e-08	3.12093657870738e-08	2.52613295679143e-05	2.71750309026989e-08	1.79210167412836e-08	4.33429220999521e-08	4.33429220999521e-08	8.47253828774663e-09	5.73926099894575e-08	9.74686539448132e-06	2.52377083246633e-05	1.6057600010067e-08	0.0504128519886733	1.37175276310858e-08	2.52345898273855e-05	2.22245952494954e-09	0	5.41286560422891e-08	9.73776653206664e-06	9.71727687030061e-06	1.53231053063429e-08	9.7439959723724e-06	1.36819395033399e-08	9.71903913810183e-06	2.67397405288338e-08	9.75399591390302e-09	0	1.52520535906933e-08	2.73889155134553e-08	2.73889155134553e-08	8.0123465640151e-09	1.52520535906933e-08	2.67397405288338e-08	2.20356622781558e-11	2.20356622781558e-11	2.47147465606863e-11	6.25007876279709e-09	2.47147465606863e-11	1.52520535906933e-08	1.66687945710645e-08	2.20042386267138e-09	9.71102679153781e-06	3.62060929432605e-08	9.71102679153781e-06	8.0123465640151e-09	8.0123465640151e-09	6.77461057658277e-11	6.25007876279709e-09
"Ranunculus_peduncularis"	0.00105615832348634	0.00105708122354219	2.92654449577032e-06	0.000337949713081411	0.000720125766567017	0.000719571649754251	0.000721298122055473	4.43933795317226e-06	0.000336498540043939	1.87230290976345e-06	0.00033712498921324	1.92647361351442e-06	1.01464651320624e-06	1.81154442496201e-06	0.000336716327736626	0.000337176310119696	2.97472045718917e-07	1.19534184084112e-06	5.61767947320144e-07	0.000717766312100108	1.76896790135737e-06	0.000336581526900957	0.000335808962282514	2.19463148947426e-07	0.000335709726928654	9.78472567796804e-07	0	6.03057967447451e-07	5.59172300129004e-07	8.60722301981621e-07	1.00105067419327	0.000336531662941379	0.000335390840725623	4.36636468845373e-07	0.000334849004626672	0	0.000334849004626672	1.85929495967035e-09	2.67184248705667e-07	3.75697670436595e-07	3.67636348483277e-07	5.41836098951431e-07	1.21762946898463e-07	8.6693775832229e-05	0.0502273506940008	3.92972821960836e-05	2.35229729483498e-05	3.34497245512243e-05	0.0501077632049018	2.20581809089967e-05	7.30577681390779e-06	1.32567569137315e-05	2.05400633214949e-05	1.32210782759646e-05	8.72000245151106e-06	1.94009852618011e-05	1.03361176508152e-05	3.19277938819708e-05	1.06873699482267e-05	1.44647124484726e-05	1.06606515233561e-05	7.25778148443352e-06	1.02923744872625e-05	1.80327753795683e-05	1.47896390701043e-05	1.47896390701044e-05	4.15726706588672e-08	1.40576758635427e-05	1.48969256304762e-05	1.06524890323236e-05	5.57788487901106e-08	1.12709301130979e-05	1.44388506164696e-05	7.23748855416941e-06	1.71847998607812e-08	0	7.22155059593429e-06	8.15168695751171e-06	8.15578189804568e-06	3.09617695573874e-06	1.65459321997715e-05	1.44086977180973e-05	1.53443752478023e-05	2.02929302641249e-08	3.12050484960575e-08	0	7.54398802490246e-06	7.20125766567017e-06	7.20125766567017e-06	7.21298122055474e-06	7.54398802490246e-06	2.02929302641249e-08	5.94944091437834e-09	5.94944091437834e-09	7.31543829824753e-09	2.4387870798086e-08	7.31543829824753e-09	7.54398802490245e-06	6.74352620239392e-06	1.12353589464029e-08	8.13139402724759e-06	1.6826583147069e-05	8.13139402724759e-06	7.21298122055473e-06	7.21298122055473e-06	2.39068368168224e-08	2.4387870798086e-08
"Stenodraba_stenophylla"	0.00033846862815674	0.000339561293512909	1.65677682804456e-06	0.000338130720871359	8.25881630103186e-07	8.47948899735126e-07	1.05080336377059e-06	1.46403033379701e-06	0.000337245097587131	1.34102841293065e-06	0.000338008455352396	1.10586251130683e-06	1.32554732948323e-07	5.73453797924776e-07	0.00033755634397256	0.000337778457656984	1.41346853389368e-07	6.53312332235086e-07	2.98006983296902e-07	7.89701682196429e-07	4.25499943404483e-07	0.000337536241625572	0.00033694283903514	2.19473509133309e-07	0.000336942881728295	6.00775209195889e-07	0	1.41570981860757e-09	3.01319433827747e-07	7.24121858865209e-07	0.000336531662941379	1.00536303392952	0.000336524097014357	2.95438064269189e-07	0.00033621875986943	0	0.00033621875986943	1.20926244534723e-09	1.37999724458283e-07	3.76843996116603e-07	4.10096483823776e-08	3.053371449267e-07	7.8043288107465e-10	4.8853943188272e-05	0.0504328139804145	2.6589425784227e-05	1.11671195036612e-05	3.34993616626359e-05	2.19032150364217e-05	2.46057890294266e-06	4.6825972864479e-08	8.08652200159908e-06	1.50327680325397e-05	8.06683146161962e-06	8.72041409623016e-06	1.38911145099442e-05	3.10609887851225e-06	6.79843148752992e-06	5.51998897833131e-06	5.04848111348727e-08	5.50618900588548e-06	2.23789869184938e-08	3.09620160684948e-06	4.50203439779929e-08	2.44053217790143e-06	2.44053217790143e-06	2.25935503007634e-08	1.40856867700796e-05	9.38548730309936e-06	5.50301777850601e-06	3.62778733604169e-08	1.13053198834981e-05	1.90583081259875e-08	1.97278922595274e-08	8.78707673372541e-09	0	1.09099109599983e-08	2.61466104475827e-06	2.62581642366634e-06	3.08698189092979e-06	1.10504159907386e-05	1.89875226350572e-08	2.62251798373701e-06	2.65109465896646e-09	2.23504735488442e-08	0	2.41763305826243e-06	8.25881630103187e-09	8.25881630103186e-09	1.05080336377059e-08	2.41763305826243e-06	2.65109465896646e-09	2.82693706778736e-09	2.82693706778736e-09	7.31578363777697e-09	1.3806473567038e-08	7.31578363777697e-09	2.41763305826243e-06	6.75556915313968e-06	5.96013966593805e-09	2.6120099500993e-06	0.0502681516964759	2.6120099500993e-06	1.05080336377059e-08	1.05080336377059e-08	1.30662466447017e-08	1.3806473567038e-08
"Werneria_pygmaea"	0.000338804354590616	0.000654247748936332	0.00031743386555517	0.000338324304976675	0.000316034834260202	2.57587653937045e-06	0.00031659805688428	0.000316975228044036	0.000650130798590001	0.000316751668379932	0.000651343150728214	0.000315703697840775	5.19178477062042e-07	1.08176361084411e-06	0.000650800192796835	0.000337375507773369	3.6931394766477e-07	1.46910353288386e-06	8.14508447888384e-07	0.000315246317381552	0.000314751657179982	0.000336834707371828	0.000649286019525226	4.82945015288855e-07	0.000335623970294662	0.00031421051672487	0	2.39696385483159e-07	7.12140220840478e-07	7.82493765377255e-07	0.000335390840725624	0.000336524097014357	1.00064846216851	5.89824739535224e-07	0.000334841476529285	0	0.000334841476529285	2.65032665082228e-07	2.17179420662832e-07	3.75471249657445e-07	2.25318279030565e-07	0.000313620691985335	1.32905580366137e-07	0.0501793107176536	0.0502262214793928	5.30842265581702e-05	2.22150064626291e-05	6.5908080848506e-05	3.84554937436951e-05	1.35190967418339e-05	7.97433482196823e-06	2.17226320028807e-05	3.68288747125168e-05	1.90705789074521e-05	1.91890152741439e-05	1.62809006287924e-05	1.09996077653389e-05	1.78241791358403e-05	8.68717682651328e-06	8.48284970224042e-06	8.66545888444699e-06	3.19236718436014e-06	5.74671647814141e-06	1.89197016444787e-05	8.75013172726106e-06	8.75013172726107e-06	2.66895866087081e-06	2.1921869076059e-05	2.33278733207535e-05	5.51734187622353e-06	7.95097995246684e-06	1.12641374897233e-05	3.20372415351066e-06	3.18198361481891e-06	2.36764479110631e-08	0	3.17073191214326e-06	5.04305856135918e-06	7.67795720477768e-06	3.10505757044564e-06	1.34535426761136e-05	3.1917393342365e-06	8.19865556066074e-06	1.03835695412408e-08	5.27919447299887e-06	0	2.42003110421868e-06	3.16034834260202e-06	3.16034834260202e-06	3.1659805688428e-06	2.42003110421868e-06	1.03835695412408e-08	7.3862789532954e-09	7.3862789532954e-09	1.60981671762952e-08	2.64528221295975e-06	1.60981671762952e-08	2.42003110421868e-06	6.74751015546738e-06	1.62901689577677e-08	5.03267499181794e-06	1.68262048507178e-05	5.03267499181794e-06	3.1659805688428e-06	3.1659805688428e-06	2.93820706576771e-08	2.64528221295975e-06
"Acaena_pinnatifida"	1.95045956683055e-06	0.0011222512817189	4.73547825107888e-06	0.00111797453126253	8.85921820185351e-07	3.17137353829228e-06	0.00112076887445574	1.88754220733998e-06	1.56924013447771e-06	2.07862816298435e-06	0.00111824126058355	2.15062817262878e-06	4.35651100505422e-07	5.60074947714663e-07	2.66060706500721e-06	0.00111834514569552	2.00660543100309e-06	1.6945649287163e-06	0.00111879976659515	1.44095678041156e-06	8.51977940427365e-07	0.0011182887565909	1.82197429917965e-06	2.57566816996922e-07	8.0622794428418e-07	0.00111490859866753	0	7.51869960873799e-07	1.31280360595591e-07	2.18306196388494e-07	8.73272937690746e-07	5.90876128538378e-07	1.17964947907045e-06	1.00111431687094	5.87921747895686e-07	0	5.87921747895686e-07	2.47846560118383e-09	2.55544163052169e-07	1.26386537220393e-09	1.4525167796084e-09	5.91727731174762e-07	3.75970094941e-07	9.46764369879619e-05	8.81882621843529e-05	0.100288518384272	1.03402382888146e-05	5.13859856087363e-05	1.99745832856542e-05	8.71510067765042e-08	2.25582056964599e-05	1.0136909927041e-07	2.73973747729031e-05	9.84235971224753e-08	1.02339881953444e-05	8.68169324065164e-06	1.02503093121273e-05	2.24535159908771e-05	1.02217665220868e-05	1.13091375813918e-05	1.01962121057815e-05	2.87737391662552e-08	1.02345808838013e-05	7.6198790094373e-08	4.16664943240429e-08	4.16664943240429e-08	2.24555897592821e-05	4.66340355765905e-05	8.720558111085e-06	1.01885381826624e-05	7.43539680355149e-08	3.79159611661178e-08	1.1276995977984e-05	2.00607171561468e-08	2.24161274405232e-05	0	1.7572240211962e-08	8.64141518907854e-06	8.67216448582743e-06	1.01972961282337e-05	3.65899210818408e-05	1.12394024799403e-05	1.98403909116258e-05	8.71302201010844e-09	3.46438027164058e-08	0	1.39318540487896e-08	8.85921820185352e-09	8.85921820185352e-09	1.12076887445574e-05	1.39318540487896e-08	8.71302201010844e-09	4.01321086200619e-08	4.01321086200619e-08	8.58556056656406e-09	3.94623187589907e-08	8.58556056656406e-09	1.39318540487896e-08	2.23669029139105e-05	2.23759953319031e-05	8.63270216706844e-06	2.95438064269189e-08	8.63270216706844e-06	1.12076887445574e-05	1.12076887445574e-05	3.38912985743259e-08	3.94623187589907e-08
"Calandrinia_dianthoides"	0.000673552570031913	0.000675726974090689	3.29698588780867e-06	0.000672880134534005	1.64350444390534e-06	1.6874183104729e-06	2.09109869390347e-06	2.91342036425605e-06	0.00067111774419839	2.668646541732e-06	0.000672636826151267	2.20066639750059e-06	2.63783918567163e-07	1.1411730578703e-06	0.000671737124505395	0.000672179130737399	2.81280238244842e-07	1.30009154114782e-06	5.93033896760835e-07	1.57150634757089e-06	8.46744887374922e-07	0.000671697120834888	0.000670516249679928	4.36752283175285e-07	0.000670516334639307	1.19554266629982e-06	0	2.81726253902906e-09	5.99625673317217e-07	1.44100249914177e-06	0.000669698009253344	0.00067243751973886	0.00066968295305857	5.87921747895686e-07	1.00066907533214	0	0.000669075332140166	2.40643226624099e-09	2.74619451671983e-07	7.4991955227204e-07	8.16092002809314e-08	6.07620918404133e-07	1.55306143333855e-09	9.72193469446612e-05	0.100361299821025	5.29129573106118e-05	2.22225678122858e-05	6.66637297086454e-05	4.35873979224791e-05	4.89655201685588e-06	9.31836860003131e-08	1.60921787831822e-05	2.99152083847539e-05	1.6052994608623e-05	1.7353624051498e-05	2.7643317874789e-05	6.18113676823938e-06	1.35288786601845e-05	1.09847780668793e-05	1.00464774158397e-07	1.09573161217121e-05	4.45341839678027e-08	6.16144119763046e-06	8.95904845162059e-08	4.85665903402384e-06	4.85665903402384e-06	4.49611650985191e-08	2.80305166724584e-05	1.86771197331677e-05	1.0951005379227e-05	7.21929679872296e-08	2.24975865681612e-05	3.79260331707152e-08	3.92585055964595e-08	1.74862827001136e-08	0	2.17107228103967e-08	5.20317547906895e-06	5.22537468309601e-06	6.14309396295028e-06	2.19903278215698e-05	3.77851700437637e-08	5.21881078763664e-06	5.27567837134325e-09	4.44774423621999e-08	0	4.81108978594223e-06	1.64350444390534e-08	1.64350444390534e-08	2.09109869390347e-08	4.81108978594223e-06	5.27567837134325e-09	5.62560476489684e-09	5.62560476489684e-09	1.45584094391762e-08	2.74748823984056e-08	1.45584094391762e-08	4.81108978594223e-06	1.3443582614748e-05	1.18606779352167e-08	5.19789980069761e-06	3.3621875986943e-05	5.19789980069761e-06	2.09109869390347e-08	2.09109869390347e-08	2.60018308229564e-08	2.74748823984056e-08
"Calceolaria_arachnoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050631629578998	0	0	0	0	0	0	0	0	1.00503784714311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100756942862206	0	0	0	0	0	0	0	0	0	0.00025315814789499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cardamine_nivalis"	0.000673552570031913	0.000675726974090689	3.29698588780867e-06	0.000672880134534005	1.64350444390534e-06	1.6874183104729e-06	2.09109869390347e-06	2.91342036425605e-06	0.00067111774419839	2.668646541732e-06	0.000672636826151267	2.20066639750059e-06	2.63783918567163e-07	1.1411730578703e-06	0.000671737124505395	0.000672179130737399	2.81280238244842e-07	1.30009154114782e-06	5.93033896760835e-07	1.57150634757089e-06	8.46744887374922e-07	0.000671697120834888	0.000670516249679928	4.36752283175285e-07	0.000670516334639307	1.19554266629982e-06	0	2.81726253902906e-09	5.99625673317217e-07	1.44100249914177e-06	0.000669698009253344	0.00067243751973886	0.00066968295305857	5.87921747895686e-07	0.000669075332140166	0	1.00066907533214	2.40643226624099e-09	2.74619451671983e-07	7.4991955227204e-07	8.16092002809314e-08	6.07620918404133e-07	1.55306143333855e-09	9.72193469446612e-05	0.100361299821025	5.29129573106118e-05	2.22225678122858e-05	6.66637297086454e-05	4.35873979224791e-05	4.89655201685588e-06	9.31836860003131e-08	1.60921787831822e-05	2.99152083847539e-05	1.6052994608623e-05	1.7353624051498e-05	2.7643317874789e-05	6.18113676823938e-06	1.35288786601845e-05	1.09847780668793e-05	1.00464774158397e-07	1.09573161217121e-05	4.45341839678027e-08	6.16144119763046e-06	8.95904845162059e-08	4.85665903402384e-06	4.85665903402384e-06	4.49611650985191e-08	2.80305166724584e-05	1.86771197331677e-05	1.0951005379227e-05	7.21929679872296e-08	2.24975865681612e-05	3.79260331707152e-08	3.92585055964595e-08	1.74862827001136e-08	0	2.17107228103967e-08	5.20317547906895e-06	5.22537468309601e-06	6.14309396295028e-06	2.19903278215698e-05	3.77851700437637e-08	5.21881078763664e-06	5.27567837134325e-09	4.44774423621999e-08	0	4.81108978594223e-06	1.64350444390534e-08	1.64350444390534e-08	2.09109869390347e-08	4.81108978594223e-06	5.27567837134325e-09	5.62560476489684e-09	5.62560476489684e-09	1.45584094391762e-08	2.74748823984056e-08	1.45584094391762e-08	4.81108978594223e-06	1.3443582614748e-05	1.18606779352167e-08	5.19789980069761e-06	3.3621875986943e-05	5.19789980069761e-06	2.09109869390347e-08	2.09109869390347e-08	2.60018308229564e-08	2.74748823984056e-08
"Chaetanthera_apiculata"	1.06701113551506e-06	5.50705079737553e-06	0.00336083377391092	2.00264635790734e-06	5.3341611500279e-07	1.76516263194473e-06	5.39803677029256e-07	1.59001093815174e-06	1.58694261442834e-06	0.00335767002963028	3.85541310922714e-06	1.70521158751443e-06	2.58189790720882e-09	3.11304719406651e-09	4.78641582554199e-06	7.10799135572632e-07	1.29496180856856e-06	7.092285121409e-07	1.41257659388162e-06	5.31913786393695e-07	5.31391957033989e-07	9.44677906669452e-07	1.23303133052171e-06	1.84068293904337e-09	3.47693893357879e-09	5.30137363499399e-07	0	4.70748376621809e-07	3.53625903119676e-07	1.0705066673378e-09	3.7185899193407e-09	2.41852489069446e-09	5.30065330164456e-07	2.47846560118383e-09	2.40643226624099e-09	0	2.40643226624099e-09	1.00334728990352	1.04580184143647e-09	5.66633103075305e-12	7.33795583472923e-10	5.27658897898215e-07	4.69195473891114e-07	8.44254236637144e-05	3.60964839936148e-07	2.23061904106545e-07	2.81363568106182e-05	5.62372800285805e-05	9.18510357169801e-08	4.40277350083754e-08	2.81517284334668e-05	9.60721493473691e-08	8.41704624073041e-05	2.80569187769904e-05	7.31364687779901e-08	4.25936134522819e-08	6.33268714690908e-08	6.10655630722597e-08	4.18320736574586e-08	6.56544264577983e-08	4.1727493473315e-08	5.44806005205341e-09	2.80428056182247e-05	4.24827529672095e-08	2.88557786423671e-08	2.88557786423671e-08	2.80610988839733e-05	2.80948219487448e-05	5.6099257406226e-05	2.58896450356789e-08	0.100418697105629	1.69989930922592e-10	4.65870819208303e-08	5.39642209390924e-09	5.41507680490037e-08	0	5.38579910817208e-09	4.24135671687252e-08	2.80493100451349e-05	3.23904462237938e-08	6.59788768773173e-08	2.30496630897399e-08	4.77599659808736e-08	5.16379581441763e-11	5.59611671605046e-05	0	7.62150811082184e-09	5.33416115002791e-09	5.33416115002791e-09	5.39803677029257e-09	7.62150811082184e-09	5.16379581441763e-11	2.58992361713713e-08	2.58992361713713e-08	6.13560979681125e-11	2.80069481159243e-05	6.13560979681125e-11	7.62150811082184e-09	1.42159827114526e-08	2.82515318776325e-08	4.23619292105811e-08	1.20926244534723e-10	4.23619292105811e-08	5.39803677029256e-09	5.39803677029256e-09	1.4184570242818e-08	2.80069481159243e-05
"Erigeron_andicola"	0.00252339421293405	9.5842423616763e-07	2.84857354552308e-06	0.00251619503059689	3.62008005401674e-06	3.3710179638183e-06	6.83990043429646e-07	0.00251741887823993	3.78744978830724e-06	4.5188173077548e-07	9.81046922988696e-07	1.89437035138033e-06	4.53216579209212e-09	1.67488990336886e-06	7.24702244388067e-07	1.45315137992633e-06	8.34642308964402e-07	2.01544406738981e-06	2.60256283890996e-07	1.89388096186458e-06	1.88032909754001e-06	5.32978908654372e-07	7.22332578425925e-07	5.78569201019689e-07	2.7618383090943e-07	4.15283552705851e-07	0	2.93206296099177e-09	1.69624648805575e-06	1.56437923744731e-09	5.34368497411333e-07	2.75999448916566e-07	4.34358841325664e-07	2.55544163052169e-07	2.74619451671983e-07	0	2.74619451671983e-07	1.04580184143647e-09	1.0025079216274	3.10513266182387e-10	3.03416717592397e-07	1.59739389653681e-07	1.5755068536408e-09	2.5558302344589e-05	4.11929177507974e-05	2.29989746746952e-05	6.62950110648913e-05	2.30378989680209e-05	1.81824332017545e-05	1.82050030555438e-05	9.45304112184479e-08	4.33779424872306e-05	6.94867961208897e-08	4.32852954365175e-05	2.29884829205156e-05	5.0154638850597e-08	2.2995527566578e-05	2.52843090136826e-05	0.100316865096179	1.12431800609948e-07	6.60729334386531e-05	6.97892419233865e-08	2.29319485706711e-05	2.52685440338844e-05	4.32346339610398e-05	4.32346339610398e-05	4.5636084736467e-08	5.34133676455299e-08	2.93979011917191e-08	4.09322424543213e-05	3.1374055243094e-08	9.31539798547161e-09	4.06966832205291e-08	6.96985986075446e-08	2.1897971857108e-08	0	3.62914438560093e-08	7.46313744020822e-09	3.11106070037254e-08	2.29148091595013e-05	2.06969668407257e-08	4.05500800724795e-08	1.42123945586629e-08	9.06433158418425e-11	7.53136217959132e-09	0	1.80242443781003e-05	3.62008005401674e-08	3.62008005401674e-08	6.83990043429647e-09	1.80242443781003e-05	9.06433158418424e-11	1.66928461792881e-08	1.66928461792881e-08	1.92856400339896e-08	2.3738112879359e-08	1.92856400339896e-08	1.80242443781003e-05	2.90630275985266e-08	5.20512567781992e-09	7.37249412436638e-09	1.37999724458283e-08	7.37249412436638e-09	6.83990043429647e-09	6.83990043429647e-09	4.03088813477961e-08	2.3738112879359e-08
