"Roscheria_melanochaetes"	"Mimusops_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Soulamea_terminaloides"	"Aphloia_theiformis"	"Syzygium_wrightii"	"Craterispermum_microdon"	"Glionnetia_sericea"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_101"	"Unidentified_sp3_M_PL_101"	"Ornidia_obesa"	"Unidentified_sp2_M_PL_101"	"Unidentified_sp6_M_PL_101"	"Neavella_albipectus"	"Dichaetomyia_fasciculifera"	"Parasarcophaga_hirticeps"	"Scaptodrosophila_sp1_M_PL_101"	"Unidentified_sp4_M_PL_101"	"Unidentified_sp8_M_PL_101"	"Eristalinus_vicarians"	"Perissoma_aenescens"	"Phelsuma_sp1_M_PL_101"	"Unidentified_sp5_M_PL_101"	"Unidentified_sp7_M_PL_101"
"Roscheria_melanochaetes"	1.00734131226784	7.44725172130244e-07	0.000290776759159202	0.00028939513163639	0.00028939513163639	0.000290363008330826	0.00101441302962826	0.000291214675965164	0.000292654370099073	7.40065961882495e-07	9.35584387098297e-10	0.0202058545972155	5.18046173317747e-05	0.0201721865710974	0.0201468262453567	1.30937124982833e-05	0.0201468262453567	1.86181293032561e-08	1.87116877419659e-08	9.67876694436085e-06	3.26766849931833e-05	3.26766849931833e-05	5.82429351930329e-06	0.0201468262453567	2.53603257407065e-05	7.26941897898004e-06	7.31635925247683e-06	5.82429351930328e-06	1.86181293032561e-08
"Mimusops_sechellarum"	9.30906465162805e-07	1.00665890185335	0.000363612575834633	0.000361884868490118	0.000361884868490118	0.000363095185776038	3.27396728422128e-09	0.000364160185135589	9.29039409412835e-07	0.00036096048246267	0.00126464686162482	6.47070219213292e-05	0.0252672337723869	1.86999784853616e-08	1.86181293032561e-08	1.63735180985776e-05	1.86181293032561e-08	0.0251664725463339	0.0252929372324963	1.21031728592013e-05	2.33078344174264e-08	2.33078344174264e-08	7.28320370271178e-06	1.86181293032561e-08	8.18491821055319e-11	9.09031439586583e-06	2.32259852353209e-08	7.28320370271178e-06	0.0251664725463339
"Dillenia_ferruginea"	0.000363470948949002	0.000363612575834633	1.00449109217903	0.000722262767649284	0.000722262767649284	0.000724678362189917	1.2783153196984e-06	0.00198781571143023	0.000362741960000511	0.000361337713237075	4.56799718385218e-07	0.0252647538088546	0.0252936399265953	7.3013768619725e-06	7.26941897898004e-06	0.0251520336187044	7.26941897898004e-06	9.09031439586583e-06	9.13599436770435e-06	2.41559454063306e-05	9.10050688300524e-06	9.10050688300524e-06	3.97563142286045e-05	7.26941897898004e-06	3.19578829924599e-08	0.0251122773044758	9.06854900001278e-06	3.97563142286045e-05	9.09031439586583e-06
"Paragenipa_wrightii"	0.000723487829090974	0.000723769736980236	0.00144452553529857	1.00143766186352	0.00143766186351564	0.00144247009717288	2.54448279351231e-06	0.00144670102556257	0.000722036778784752	0.000719241629831791	9.09258463543009e-07	0.0502894163578691	0.0503469140882254	1.45333686516573e-05	1.44697565818195e-05	6.50471588937156e-05	1.44697565818195e-05	1.80942434245059e-05	1.81851692708602e-05	4.80823365724293e-05	1.81145315394566e-05	1.81145315394566e-05	2.89340205112514e-05	1.44697565818195e-05	6.36120698378077e-08	3.61131383824642e-05	1.80509194696188e-05	2.89340205112514e-05	1.80942434245059e-05
"Memecylon_eleagni"	0.000723487829090974	0.000723769736980236	0.00144452553529857	0.00143766186351564	1.00143766186352	0.00144247009717288	2.54448279351231e-06	0.00144670102556257	0.000722036778784752	0.000719241629831791	9.09258463543009e-07	0.0502894163578691	0.0503469140882254	1.45333686516573e-05	1.44697565818195e-05	6.50471588937156e-05	1.44697565818195e-05	1.80942434245059e-05	1.81851692708602e-05	4.80823365724293e-05	1.81145315394566e-05	1.81145315394566e-05	2.89340205112514e-05	1.44697565818195e-05	6.36120698378077e-08	3.61131383824642e-05	1.80509194696188e-05	2.89340205112514e-05	1.80942434245059e-05
"Erythroxylum_sechellarum"	0.000483938347218043	0.00048412691436805	0.000966237816253223	0.000961646731448586	0.000961646731448586	1.0043093445466	1.70199517960689e-06	0.000967692993687339	0.000482967745006523	0.000481098080155044	6.08199641165892e-07	0.0336384055905479	0.0336768656108531	9.72131682385102e-06	9.67876694436085e-06	4.35098052800774e-05	9.67876694436085e-06	1.21031728592013e-05	1.21639928233178e-05	0.0334769781515535	1.21167435046533e-05	1.21167435046533e-05	1.93538598737468e-05	9.67876694436086e-06	4.25498794901724e-08	2.41559454063306e-05	1.20741936251631e-05	1.93538598737468e-05	1.21031728592013e-05
"Soulamea_terminaloides"	0.00126801628703533	3.27396728422128e-09	1.2783153196984e-06	1.27224139675615e-06	1.27224139675615e-06	1.27649638470517e-06	1.006296948091	1.28024049337264e-06	0.00252965965642193	3.25348442357376e-09	4.11302422640864e-12	8.88291538632806e-05	2.27743909650163e-07	0.0251827840280156	2.53603257407065e-05	5.75626928599127e-08	2.53603257407065e-05	8.18491821055319e-11	8.22604845281728e-11	4.25498794901724e-08	0.0252206651936855	0.0252206651936855	2.56048098674528e-08	2.53603257407065e-05	0.0251574237022749	3.19578829924599e-08	6.32414914105484e-05	2.56048098674528e-08	8.18491821055319e-11
"Aphloia_theiformis"	0.000291214675965164	0.000291328148108471	0.00159025256914418	0.000578680410225029	0.000578680410225029	0.000580615796212404	1.02419239469811e-06	1.00560871178486	0.000290630606506434	0.000289505517232114	3.65990135814662e-07	0.020242242509504	0.020265386206248	5.84989832917074e-06	5.82429351930329e-06	0.0201519305499258	5.82429351930329e-06	7.28320370271178e-06	7.31980271629325e-06	1.93538598737468e-05	7.29136997252829e-06	7.29136997252829e-06	0.0201121742356972	5.82429351930329e-06	2.56048098674528e-08	3.97563142286045e-05	7.26576516266084e-06	0.0201121742356972	7.28320370271178e-06
"Syzygium_wrightii"	0.000365817962623841	9.29039409412835e-07	0.000362741960000511	0.000361018389392376	0.000361018389392376	0.000362225808754893	0.00252965965642193	0.000363288258133042	1.00539338624267	9.23227077429323e-07	1.16713493644829e-09	0.0252066613620463	6.46258954200526e-05	7.05578506630252e-05	7.31635925247683e-06	1.63343141626736e-05	7.31635925247683e-06	2.32259852353209e-08	2.33426987289657e-08	1.20741936251631e-05	0.0251980761474773	0.0251980761474773	7.26576516266084e-06	7.31635925247683e-06	6.32414914105484e-05	9.06854900001278e-06	0.0251348346560667	7.26576516266084e-06	2.32259852353209e-08
"Craterispermum_microdon"	3.70032980941247e-06	0.00144384192985068	0.0014453508529483	0.00143848325966358	0.00143848325966358	0.00144329424046513	1.3013937694295e-08	0.00144752758616057	3.69290830971729e-06	1.00143480884843	1.8138717711692e-06	0.000257208786332713	0.100436619390118	7.43319446306069e-08	7.40065961882495e-08	6.50843230469189e-05	7.40065961882495e-08	3.6096048246267e-05	3.62774354233839e-05	4.81098080155044e-05	9.26480561852896e-08	9.26480561852896e-08	2.89505517232114e-05	7.40065961882495e-08	3.25348442357376e-10	3.61337713237075e-05	9.23227077429323e-08	2.89505517232114e-05	3.6096048246267e-05
