"Prunus_spinosa"	"Prunus_domestica"	"Prunus_avium"	"Prunus_cerasus"	"Prunus_padus"	"Prunus_laurocerasus"	"Chloroclystis_rectangulata"	"Diloba_caeruleocephala"	"Lomographa_temerata"	"Abraxas_grossulariata"	"Acronicta_psi"	"Acronicta_tridens"	"Allophyes_oxycanthae"	"Angerona_prunaria"	"Aporia_crataegi"	"Callimorpha_dominula"	"Conistra_ligula"	"Cosmia_pyralina"	"Dasycampa_rubiginea"	"Ennomos_autumnaria"	"Epirrita_dilutata"	"Naenia_typica"	"Nola_cucullatella"	"Odontopera_bidentata"	"Phalera_bucephala"	"Selenia_lunalaria"	"Strymonidia_pruni"	"Thalera_fimbrialis"	"Thecla_betulae"	"Theria_rupicaprarian"	"Xestia_baja"	"Acronicta_aceris"	"Acronicta_strigosa"	"Agriopis_aurantiaria"	"Agriopis_marginaria"	"Agrochola_lota"	"Aleucis_distinctata"	"Alsophila_aescularia"	"Amphipyra_pyramidea"	"Apocheima_pilosaria"	"Biston_betularia"	"Blepharita_satura"	"Brachionycha_sphinx"	"Campaea_margaritata"	"Catocala_nupta"	"Chloroclysta_siterata"	"Chloroclystis_chloerata"	"Cilix_glaucata"	"Colocasia_coryli"	"Colotois_pennaria"	"Crocallis_elinguaria"	"Dasychira_fascelina"	"Diarsia_mendica"	"Egira_conspicillaris"	"Electrophaes_corylata"	"Epirrita_christyi"	"Erannis_defoliaria"	"Eriogaster_lanestris"	"Eupithecia_exiguata"	"Euproctis_chrysorrhoea"	"Eupsilia_transversa"	"Eurois_occulata"	"Gastropacha_quercifolia"	"Graphiphora_augur"	"Hydrelia_sylvata"	"Lasiocampa_quercus"	"Lasiocampa_trifolii"	"Lithophane_semibrunnea"	"Lithophane_socia"	"Lomographa_bimaculata"	"Malacosoma_neustria"	"Nola_confusalis"	"Nymphalis_polychlorus"	"Operophtera_brumata"	"Opisthograptis_luteolata"	"Orgyia_antiqua"	"Orgyia_recens"	"Orthosia_gothica"	"Orthosia_gracilis"	"Orthosia_incerta"	"Orthosia_munda"	"Ourapteryx_sambucaria"	"Perconia_strigillaria"	"Plagodis_pulveraria"	"Plemyria_rubiginata"	"Saturnia_pavonia"	"Selenia_dentaria"	"Selenia_tetralunaria"	"Semiothisa_alternaria"	"Smerinthus_ocellata"	"Stauropus_fagi"	"Trichiura_crataegi"	"Triphosa_dubitata"	"Xestia_triangulum"
"Phalera_bucephala"	0.00027234151912414	0.0503829193987494	4.22971941419356e-05	0.0503016120668509	5.48254365753993e-06	5.44828757717303e-06	0.00125876449766401	0.00016344862731519	0.000163086550012724	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.00125791855378117	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557473	1.00142006584812	0.000162903798557473	0.000162903798557473	0.000162903798557473	0.000162903798557472	0.000162903798557473	5.61003565145969e-07	0.000162525546447579	3.7825210989464e-07	3.78252109894638e-07	3.78252109894639e-07	3.78252109894638e-07	3.7825210989464e-07	8.45943882838717e-07	0.000162525546447579	3.7825210989464e-07	0.000162525546447578	3.78252109894638e-07	3.78252109894638e-07	3.78252109894638e-07	0.000162525546447579	3.78252109894639e-07	3.78252109894639e-07	3.78252109894638e-07	3.78252109894638e-07	3.78252109894641e-07	3.78252109894639e-07	0.000162525546447579	3.78252109894638e-07	3.7825210989464e-07	3.7825210989464e-07	3.78252109894639e-07	3.7825210989464e-07	3.78252109894639e-07	3.7825210989464e-07	3.7825210989464e-07	3.78252109894639e-07	3.78252109894639e-07	3.78252109894639e-07	3.7825210989464e-07	3.78252109894639e-07	3.7825210989464e-07	0.000162525546447578	0.000162525546447578	0.000162525546447579	8.45943882838714e-07	3.78252109894639e-07	3.7825210989464e-07	8.45943882838713e-07	3.78252109894639e-07	3.7825210989464e-07	3.7825210989464e-07	3.7825210989464e-07	3.7825210989464e-07	3.7825210989464e-07	3.78252109894639e-07	0.000162525546447578	3.78252109894639e-07	3.7825210989464e-07	0.00125754030167127	3.7825210989464e-07	3.7825210989464e-07	3.7825210989464e-07	8.45943882838712e-07	3.78252109894639e-07	3.7825210989464e-07	3.7825210989464e-07	3.7825210989464e-07	1.8275145525133e-07	3.7825210989464e-07
"Selenia_lunalaria"	0.0505833650110177	0.0503911676257079	2.37411965543278e-06	1.40657970463073e-05	1.13422751603359e-05	7.7861815136364e-06	7.06538009456796e-05	0.000233585445409092	0.000233184903096406	0.000232806827257728	0.000232806827257728	0.000232806827257728	7.06063185525708e-05	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000162903798557473	1.00023280682726	0.000232806827257729	0.000232806827257728	0.000232806827257728	0.000232806827257728	7.06327494650911e-05	0.000162552153631316	7.02546736264133e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264133e-05	4.74823931086558e-08	0.000162552153631316	7.02546736264133e-05	0.000162552153631315	7.02546736264129e-05	7.02546736264131e-05	7.02546736264131e-05	0.000162552153631316	7.02546736264132e-05	7.02546736264132e-05	7.02546736264129e-05	7.0254673626413e-05	7.02546736264135e-05	7.02546736264131e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264133e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264133e-05	0.000162552153631315	0.000162552153631315	0.000162552153631315	4.74823931086557e-08	7.02546736264132e-05	7.02546736264133e-05	4.74823931086557e-08	7.02546736264131e-05	7.02546736264132e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264131e-05	0.000162552153631315	7.02546736264131e-05	7.02546736264132e-05	3.51644926157682e-07	7.02546736264132e-05	7.02546736264131e-05	7.02546736264131e-05	4.74823931086557e-08	7.02546736264131e-05	7.02546736264131e-05	7.02546736264131e-05	7.02546736264131e-05	3.78075838677862e-07	7.02546736264131e-05
"Strymonidia_pruni"	0.0505833650110177	0.0503911676257077	2.37411965543277e-06	1.40657970463073e-05	1.13422751603359e-05	7.78618151363637e-06	7.06538009456792e-05	0.000233585445409092	0.000233184903096406	0.000232806827257728	0.000232806827257728	0.000232806827257728	7.06063185525707e-05	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000232806827257728	0.000162903798557473	0.000232806827257728	1.00023280682726	0.000232806827257728	0.000232806827257728	0.000232806827257728	7.06327494650911e-05	0.000162552153631316	7.02546736264134e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264134e-05	4.74823931086558e-08	0.000162552153631316	7.02546736264133e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264131e-05	7.02546736264131e-05	0.000162552153631316	7.02546736264133e-05	7.02546736264133e-05	7.0254673626413e-05	7.02546736264131e-05	7.02546736264136e-05	7.02546736264132e-05	0.000162552153631316	7.02546736264131e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	7.02546736264135e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264132e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	0.000162552153631315	0.000162552153631315	0.000162552153631316	4.74823931086558e-08	7.02546736264133e-05	7.02546736264135e-05	4.74823931086558e-08	7.02546736264132e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	7.02546736264134e-05	7.02546736264133e-05	0.000162552153631315	7.02546736264133e-05	7.02546736264134e-05	3.51644926157683e-07	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	4.74823931086558e-08	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	3.78075838677863e-07	7.02546736264134e-05
"Thalera_fimbrialis"	0.0505833650110176	0.0503911676257078	2.37411965543279e-06	1.40657970463073e-05	1.13422751603359e-05	7.78618151363643e-06	7.06538009456799e-05	0.000233585445409092	0.000233184903096406	0.000232806827257729	0.000232806827257729	0.000232806827257729	7.0606318552571e-05	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000162903798557473	0.000232806827257729	0.000232806827257729	1.00023280682726	0.000232806827257728	0.000232806827257728	7.06327494650911e-05	0.000162552153631316	7.02546736264134e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264134e-05	4.74823931086558e-08	0.000162552153631316	7.02546736264133e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264131e-05	7.02546736264131e-05	0.000162552153631316	7.02546736264132e-05	7.02546736264132e-05	7.0254673626413e-05	7.02546736264131e-05	7.02546736264135e-05	7.02546736264132e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264133e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264133e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264133e-05	0.000162552153631315	0.000162552153631315	0.000162552153631316	4.74823931086558e-08	7.02546736264132e-05	7.02546736264133e-05	4.74823931086558e-08	7.02546736264131e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264132e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264131e-05	0.000162552153631315	7.02546736264131e-05	7.02546736264132e-05	3.51644926157682e-07	7.02546736264132e-05	7.02546736264131e-05	7.02546736264131e-05	4.74823931086558e-08	7.02546736264131e-05	7.02546736264131e-05	7.02546736264131e-05	7.02546736264131e-05	3.78075838677864e-07	7.02546736264131e-05
"Thecla_betulae"	0.0505833650110175	0.0503911676257076	2.37411965543278e-06	1.40657970463072e-05	1.13422751603359e-05	7.78618151363638e-06	7.06538009456795e-05	0.000233585445409093	0.000233184903096406	0.000232806827257729	0.000232806827257729	0.000232806827257729	7.0606318552571e-05	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000162903798557473	0.000232806827257729	0.000232806827257729	0.000232806827257729	1.00023280682725	0.000232806827257728	7.06327494650911e-05	0.000162552153631316	7.02546736264134e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264134e-05	4.74823931086558e-08	0.000162552153631316	7.02546736264134e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264132e-05	7.02546736264131e-05	0.000162552153631316	7.02546736264133e-05	7.02546736264133e-05	7.0254673626413e-05	7.02546736264131e-05	7.02546736264136e-05	7.02546736264133e-05	0.000162552153631316	7.02546736264131e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	7.02546736264135e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	0.000162552153631315	0.000162552153631315	0.000162552153631316	4.74823931086556e-08	7.02546736264134e-05	7.02546736264135e-05	4.74823931086556e-08	7.02546736264133e-05	7.02546736264134e-05	7.02546736264135e-05	7.02546736264134e-05	7.02546736264135e-05	7.02546736264134e-05	7.02546736264134e-05	0.000162552153631315	7.02546736264133e-05	7.02546736264134e-05	3.51644926157681e-07	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	4.74823931086556e-08	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	3.78075838677864e-07	7.02546736264134e-05
"Theria_rupicaprarian"	0.0505833650110174	0.0503911676257079	2.37411965543279e-06	1.40657970463073e-05	1.13422751603358e-05	7.78618151363636e-06	7.06538009456796e-05	0.000233585445409093	0.000233184903096407	0.000232806827257729	0.000232806827257729	0.000232806827257729	7.06063185525709e-05	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000162903798557473	0.000232806827257729	0.000232806827257729	0.000232806827257729	0.000232806827257729	1.00023280682726	7.06327494650911e-05	0.000162552153631316	7.02546736264134e-05	7.02546736264131e-05	7.02546736264132e-05	7.02546736264131e-05	7.02546736264134e-05	4.74823931086558e-08	0.000162552153631316	7.02546736264134e-05	0.000162552153631315	7.0254673626413e-05	7.02546736264131e-05	7.02546736264131e-05	0.000162552153631316	7.02546736264132e-05	7.02546736264132e-05	7.0254673626413e-05	7.02546736264131e-05	7.02546736264136e-05	7.02546736264132e-05	0.000162552153631316	7.02546736264131e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264133e-05	7.02546736264134e-05	7.02546736264133e-05	7.02546736264135e-05	7.02546736264135e-05	7.02546736264133e-05	7.02546736264133e-05	7.02546736264132e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264135e-05	0.000162552153631315	0.000162552153631315	0.000162552153631316	4.74823931086556e-08	7.02546736264133e-05	7.02546736264135e-05	4.74823931086556e-08	7.02546736264132e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264133e-05	0.000162552153631315	7.02546736264133e-05	7.02546736264134e-05	3.51644926157682e-07	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	4.74823931086556e-08	7.02546736264133e-05	7.02546736264134e-05	7.02546736264134e-05	7.02546736264134e-05	3.78075838677862e-07	7.02546736264134e-05
"Xestia_baja"	0.0505580069623858	0.000128121558706665	2.36607808772373e-06	5.90832857917236e-06	0.0503133357830285	2.36229931321374e-06	7.0414483890658e-05	7.08689793964122e-05	0.00174774394223271	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.03671623289035e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	5.61003565145969e-07	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	7.0632749465091e-05	1.00174733064688	4.13295350666662e-07	7.02194541144245e-05	7.02194541144243e-05	7.02194541144244e-05	7.02194541144243e-05	7.02194541144246e-05	4.73215617544748e-08	4.13295350666662e-07	7.02194541144246e-05	4.1329535066666e-07	7.02194541144242e-05	7.02194541144244e-05	7.02194541144243e-05	4.13295350666661e-07	7.02194541144245e-05	7.02194541144245e-05	7.02194541144242e-05	7.02194541144243e-05	7.02194541144248e-05	7.02194541144245e-05	4.13295350666661e-07	7.02194541144243e-05	7.02194541144246e-05	7.02194541144246e-05	7.02194541144246e-05	7.02194541144247e-05	7.02194541144246e-05	7.02194541144248e-05	7.02194541144247e-05	7.02194541144246e-05	7.02194541144246e-05	7.02194541144245e-05	7.02194541144247e-05	7.02194541144246e-05	7.02194541144248e-05	4.13295350666661e-07	4.1329535066666e-07	4.13295350666661e-07	4.73215617544747e-08	7.02194541144246e-05	7.02194541144248e-05	4.73215617544747e-08	7.02194541144245e-05	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	7.02194541144246e-05	4.13295350666661e-07	7.02194541144246e-05	7.02194541144247e-05	1.47708214479309e-07	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	4.73215617544747e-08	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	7.02194541144247e-05	0.00167711119276762	7.02194541144247e-05
"Acronicta_aceris"	0.000332904435332162	0.100639001397314	2.93046461034105e-08	1.63661161528302e-05	1.09267029011595e-05	1.0873053754603e-05	8.72106268037496e-07	0.00032619161263809	0.000325468530692669	0.000325104307262631	0.000325104307262631	0.000325104307262631	8.71520175115424e-07	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325051092895156	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	0.000325104307262631	8.26590701333322e-07	1.00032464194	4.62367271294671e-07	4.62367271294669e-07	4.6236727129467e-07	4.62367271294669e-07	4.62367271294671e-07	5.86092922068211e-10	0.000324641939991338	4.62367271294671e-07	0.000324641939991336	4.62367271294668e-07	4.62367271294669e-07	4.62367271294669e-07	0.000324641939991337	4.6236727129467e-07	4.6236727129467e-07	4.62367271294668e-07	4.62367271294669e-07	4.62367271294672e-07	4.6236727129467e-07	0.000324641939991336	4.62367271294669e-07	4.62367271294671e-07	4.62367271294671e-07	4.6236727129467e-07	4.62367271294671e-07	4.6236727129467e-07	4.62367271294672e-07	4.62367271294671e-07	4.6236727129467e-07	4.6236727129467e-07	4.6236727129467e-07	4.62367271294671e-07	4.6236727129467e-07	4.62367271294671e-07	0.000324641939991336	0.000324641939991335	0.000324641939991336	5.8609292206821e-10	4.6236727129467e-07	4.62367271294671e-07	5.86092922068209e-10	4.6236727129467e-07	4.62367271294671e-07	4.62367271294671e-07	4.6236727129467e-07	4.62367271294671e-07	4.62367271294671e-07	4.6236727129467e-07	0.000324641939991335	4.6236727129467e-07	4.6236727129467e-07	4.09152903820757e-07	4.6236727129467e-07	4.6236727129467e-07	4.6236727129467e-07	5.86092922068209e-10	4.6236727129467e-07	4.6236727129467e-07	4.6236727129467e-07	4.6236727129467e-07	3.6422343003865e-07	4.6236727129467e-07
"Acronicta_strigosa"	0.100833825586703	0.000143333854101348	4.71893466476216e-06	1.17654779397843e-05	1.17578474195123e-05	4.69930927266978e-06	0.000140435495623321	0.000140979278180093	0.000140901275500144	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140341116930027	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	7.56504219789278e-07	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140438908228848	4.62367271294671e-07	1.00014004697998	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	9.43786932952434e-08	4.62367271294673e-07	0.000140046979981532	4.6236727129467e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981531	0.000140046979981533	0.000140046979981532	4.62367271294671e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	4.6236727129467e-07	4.62367271294671e-07	9.4378693295243e-08	0.000140046979981532	0.000140046979981532	9.43786932952429e-08	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981531	4.62367271294671e-07	0.000140046979981531	0.000140046979981532	2.94136948494607e-07	0.000140046979981532	0.000140046979981531	0.000140046979981531	9.43786932952428e-08	0.000140046979981531	0.000140046979981531	0.000140046979981531	0.000140046979981531	3.91928247317076e-07	0.000140046979981531
"Agriopis_aurantiaria"	0.100833825586703	0.000143333854101348	4.71893466476217e-06	1.17654779397843e-05	1.17578474195123e-05	4.6993092726698e-06	0.000140435495623321	0.000140979278180094	0.000140901275500144	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140341116930026	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	7.56504219789277e-07	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140438908228849	4.62367271294671e-07	0.000140046979981532	1.00014004697998	0.000140046979981532	0.000140046979981532	0.000140046979981532	9.43786932952435e-08	4.62367271294673e-07	0.000140046979981532	4.6236727129467e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981532	0.000140046979981533	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	4.6236727129467e-07	4.62367271294671e-07	9.43786932952432e-08	0.000140046979981532	0.000140046979981532	9.43786932952431e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	2.94136948494608e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	9.43786932952431e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	3.91928247317077e-07	0.000140046979981532
"Agriopis_marginaria"	0.100833825586703	0.000143333854101348	4.71893466476215e-06	1.17654779397843e-05	1.17578474195123e-05	4.69930927266979e-06	0.000140435495623321	0.000140979278180094	0.000140901275500144	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140341116930027	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	7.56504219789279e-07	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140438908228849	4.6236727129467e-07	0.000140046979981532	0.000140046979981532	1.00014004697998	0.000140046979981532	0.000140046979981532	9.43786932952435e-08	4.62367271294672e-07	0.000140046979981532	4.6236727129467e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981532	0.000140046979981533	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.6236727129467e-07	4.62367271294669e-07	4.62367271294671e-07	9.43786932952432e-08	0.000140046979981532	0.000140046979981532	9.43786932952432e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.6236727129467e-07	0.000140046979981532	0.000140046979981532	2.94136948494607e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	9.43786932952431e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	3.91928247317076e-07	0.000140046979981532
"Agrochola_lota"	0.100833825586703	0.000143333854101347	4.71893466476216e-06	1.17654779397843e-05	1.17578474195123e-05	4.6993092726698e-06	0.000140435495623321	0.000140979278180094	0.000140901275500143	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140341116930027	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	7.56504219789277e-07	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140509347252827	0.000140438908228849	4.6236727129467e-07	0.000140046979981531	0.000140046979981531	0.000140046979981531	1.00014004697998	0.000140046979981532	9.43786932952435e-08	4.62367271294673e-07	0.000140046979981532	4.6236727129467e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.6236727129467e-07	4.62367271294669e-07	4.62367271294671e-07	9.43786932952432e-08	0.000140046979981532	0.000140046979981532	9.43786932952432e-08	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981531	4.6236727129467e-07	0.000140046979981531	0.000140046979981531	2.94136948494608e-07	0.000140046979981531	0.000140046979981531	0.000140046979981531	9.43786932952431e-08	0.000140046979981531	0.000140046979981531	0.000140046979981531	0.000140046979981531	3.91928247317076e-07	0.000140046979981531
"Aleucis_distinctata"	0.100833825586703	0.000143333854101347	4.71893466476215e-06	1.17654779397843e-05	1.17578474195123e-05	4.69930927266978e-06	0.000140435495623321	0.000140979278180093	0.000140901275500144	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140341116930026	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	7.56504219789276e-07	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140509347252826	0.000140438908228849	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	1.00014004697998	9.43786932952435e-08	4.62367271294673e-07	0.000140046979981532	4.6236727129467e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981532	0.000140046979981532	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.62367271294671e-07	0.000140046979981531	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.6236727129467e-07	4.6236727129467e-07	4.62367271294671e-07	9.43786932952431e-08	0.000140046979981532	0.000140046979981532	9.43786932952431e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	4.6236727129467e-07	0.000140046979981532	0.000140046979981532	2.94136948494608e-07	0.000140046979981532	0.000140046979981532	0.000140046979981532	9.4378693295243e-08	0.000140046979981532	0.000140046979981532	0.000140046979981532	0.000140046979981532	3.91928247317077e-07	0.000140046979981532
