"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"R60"	"R61"	"R62"	"R63"	"R64"	"R65"	"R66"	"R67"	"R68"	"R69"	"R70"	"R71"	"R72"	"R73"	"R74"	"R75"	"R76"	"R77"	"R78"	"R79"	"R80"	"R81"	"R82"	"R83"	"R84"	"R85"	"R86"	"R87"	"R88"	"R89"	"R90"	"R91"	"R92"	"R93"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	1.00017625584872	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R2"	0.000176255848715112	1.00017625584872	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R3"	0.000176255848715112	0.000176255848715112	1.00017625584872	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R4"	0.000176255848715112	0.000176255848715112	0.000176255848715112	1.00017625584872	0.000176255848715112	0.000176255848715112	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R5"	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	1.00017625584872	0.000176255848715112	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R6"	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	1.00017625584872	0.000176255848715112	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R7"	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	1.00017625584872	5.63941820834056e-07	5.63941820834056e-07	4.7237930522388e-07	4.7237930522388e-07	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000177010155072463	2.8201476870739e-07	0.000176537775767239	4.7237930522388e-07	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	1.03442204182752e-06	0.000177010155072463	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	7.54306357350547e-07	0.000176819790535946	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	1.03442204182752e-06	1.03442204182752e-06	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.000177010155072463	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	0.000176255848715112	2.8201476870739e-07	0.000176255848715112	0.000176537863483819	0.000176728228020336	0.000176728228020336	0.000176728228020336	0.000177008343704813	0.00017729027075694	0.00017729027075694	0.00017729027075694	0.00017729027075694	2.8201476870739e-07	5.63941820834056e-07	0.000176537863483819	0.000176537863483819	5.63941820834056e-07	0.000176537775767239	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	0.000176819790535946	7.54306357350547e-07	7.54306357350547e-07	9.89895589885749e-05	0.000219971519591764	0.000188891124924866	0.100465833767614	3.64150389820065e-05
"R8"	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	1.00013957966544	0.000139579665442262	6.48996710265942e-05	6.48996710265942e-05	0.000139861636352679	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000140238680288915	6.45226270903585e-05	7.53390092623206e-05	6.48996710265942e-05	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000140244785671312	0.000140238680288915	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139861636352679	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140244785671312	0.000140244785671312	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	6.45226270903585e-05	2.81970910417028e-07	6.48045980007755e-05	6.51816419370112e-05	6.51816419370112e-05	6.51816419370112e-05	6.54697182298251e-05	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	6.45226270903585e-05	0.000139579665442262	6.48045980007755e-05	6.48045980007755e-05	0.000139579665442262	7.53390092623206e-05	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000196062846842573	0.0503276491304796	0.0502882156957754	0.000160723418937706	3.74499180658052e-05
"R9"	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	0.000139579665442262	1.00013957966544	6.48996710265942e-05	6.48996710265942e-05	0.000139861636352679	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000140238680288915	6.45226270903585e-05	7.53390092623206e-05	6.48996710265942e-05	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000140244785671312	0.000140238680288915	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139956709378498	0.000139861636352679	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140244785671312	0.000140244785671312	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140238680288915	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	2.81970910417028e-07	6.45226270903585e-05	2.81970910417028e-07	6.48045980007755e-05	6.51816419370112e-05	6.51816419370112e-05	6.51816419370112e-05	6.54697182298251e-05	0.000140526756581729	0.000140526756581729	0.000140526756581729	0.000140526756581729	6.45226270903585e-05	0.000139579665442262	6.48045980007755e-05	6.48045980007755e-05	0.000139579665442262	7.53390092623206e-05	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139861636352679	0.000139956709378498	0.000139956709378498	0.000196062846842573	0.0503276491304796	0.0502882156957754	0.000160723418937706	3.74499180658052e-05
"R10"	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	6.48996710265942e-05	6.48996710265942e-05	1.00016115602579	0.000161156025789371	6.51358606792062e-05	6.51358606792062e-05	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161770407572943	6.45214788956341e-05	6.1438178357202e-07	0.000161156025789371	6.51358606792062e-05	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161883189128265	0.000161770407572943	0.000161534217920331	0.000161534217920331	0.000161534217920331	0.000161534217920331	6.51358606792062e-05	0.000161770407572943	0.000161770407572943	0.000161770407572943	0.000161770407572943	0.000161883189128265	0.000161883189128265	0.000161770407572943	0.000161770407572943	0.000161770407572943	0.000161770407572943	0.000162119378780877	0.000162119378780877	0.000162119378780877	0.000162119378780877	0.000162119378780877	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	2.3618965261194e-07	6.45214788956341e-05	2.3618965261194e-07	6.47576685482461e-05	0.000161392215441983	0.000161392215441983	0.000161392215441983	0.000161741186649917	0.000162119378780877	0.000162119378780877	0.000162119378780877	0.000162119378780877	6.45214788956341e-05	6.48996710265942e-05	6.47576685482461e-05	6.47576685482461e-05	6.48996710265942e-05	6.1438178357202e-07	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	6.51358606792062e-05	0.000161534217920331	0.000161534217920331	0.0502499643847429	0.0503267535385946	0.000253388727743254	0.000134628101988806	4.53662570314256e-05
