"Entacmaea_quadricolor"	"Heteractis_crispa"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Premnas_biaculeatus"	"Amphiprion_clarkii"	"Amphiprion_perideraion"	"Amphiprion_ocellaris"	"Amphiprion_sandaracinos"
"Entacmaea_quadricolor"	1.01010101010101	0	0	0	0.101010101010101	0	0	0	0
"Heteractis_crispa"	0	1.00756306786458	0	0.0025379422364347	0	0.0505050505050505	0.0503781533932288	0	0.000126897111821735
"Heteractis_magnifica"	0	0	1.01010101010101	0	0	0	0	0.101010101010101	0
"Stichodactyla_mertensii"	0	0.0025379422364347	0	1.00756306786458	0	0.0505050505050505	0.000126897111821735	0	0.0503781533932288
"Premnas_biaculeatus"	0.101010101010101	0	0	0	1.01010101010101	0	0	0	0
"Amphiprion_clarkii"	0	0.0505050505050505	0	0.0505050505050505	0	1.0050505050505	0.00252525252525253	0	0.00252525252525253
"Amphiprion_perideraion"	0	0.100756306786458	0	0.00025379422364347	0	0.00505050505050505	1.00503781533932	0	1.26897111821735e-05
"Amphiprion_ocellaris"	0	0	0.101010101010101	0	0	0	0	1.01010101010101	0
"Amphiprion_sandaracinos"	0	0.00025379422364347	0	0.100756306786458	0	0.00505050505050505	1.26897111821735e-05	0	1.00503781533932
