"Euphorbia_obtusifolia"	"Parolinea_intermedia"	"Argyranthemum_frutescencs"	"Convolvulus_sp1_M_PL_050"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Plocama_pendula"	"Echium_bonnetii"	"Periploca_laevigata"	"Ceballosia_fruticosa"	"Echium_aculeatum"	"Fagonia_albiflora"	"Lotus_sp1_M_PL_050"	"Noechamaelea_pulverulenta"	"Lasioglossum_evylaeus"	"Camponotus_rufoglaucus"	"Eucera_gracilipes"	"Sphecodes_marginatus"	"Unidentified_sp1_M_PL_050"	"Unidentified_sp2_M_PL_050"	"Amegilla_quadrifasciata"	"Amegilla_sp1_M_PL_050"	"Anthophora_orotavae"	"Hylaeus_sp1_M_PL_050"	"Unidentified_sp3_M_PL_050"	"Unidentified_sp4_M_PL_050"	"Amegilla_canifrons"	"Apis_mellifera"	"Lucilia_sp1_M_PL_050"	"Unidentified_sp5_M_PL_050"	"Unidentified_sp6_M_PL_050"	"Unidentified_sp7_M_PL_050"	"Unidentified_sp8_M_PL_050"	"Unidentified_sp9_M_PL_050"	"Anthophora_alluardii"	"Gallotia_galloti"	"Unidentified_sp10_M_PL_050"	"Unidentified_sp11_M_PL_050"	"Unidentified_sp12_M_PL_050"	"Unidentified_sp13_M_PL_050"	"Unidentified_sp14_M_PL_050"	"Unidentified_sp15_M_PL_050"	"Unidentified_sp16_M_PL_050"	"Unidentified_sp17_M_PL_050"	"Unidentified_sp18_M_PL_050"	"Unidentified_sp19_M_PL_050"	"Unidentified_sp20_M_PL_050"	"Unidentified_sp21_M_PL_050"	"Unidentified_sp22_M_PL_050"
"Euphorbia_obtusifolia"	1.00654820240536	0.000294991671264933	0.000344304147378188	0.000379663592354903	0.00112162493480215	0.000174911414243609	0.00045788802395386	7.52753978515814e-05	0.000433448230503909	9.94742127886161e-05	8.55508260415992e-05	1.95033244963503e-07	1.95033244963503e-07	8.52851779770273e-05	0.00595613687810444	0.00596996245839191	1.36523271474452e-05	0.00594214172762803	0.00594481351040346	0.00594917133777647	7.96944193715671e-06	8.664771067639e-06	6.37364310112159e-06	0.00594252355760598	9.92141986337577e-06	0.00594572829630269	4.86813514408996e-06	1.03132095319425e-05	2.48565174476247e-05	6.12478393982673e-06	8.77034656297983e-06	0.00593489209054008	7.23967739733093e-06	1.03132095319425e-05	2.18639267804511e-06	1.50550795703163e-06	0.00592087177885505	3.44304147378188e-06	3.79663592354903e-06	0.00592087177885505	0.00592087177885506	3.44304147378188e-06	0.00592087177885505	3.44304147378188e-06	0.00592087177885506	0.00592087177885506	0.00592087177885506	0.00592087177885506	0.00592087177885506
"Parolinea_intermedia"	0.000455896219227624	1.00332512449506	0.00119621446175863	0.00119631163410306	0.000300646067984003	0.00146933820723009	0.00118354015400173	0.000553558274847781	1.41351594366256e-06	0.00015400943311143	1.53088877917087e-06	0.00013143983738475	0.00013143983738475	5.47074194961198e-07	0.00920066613700479	3.82951936472838e-05	0.00920078861693253	0.00918157522269602	0.00915150257468408	1.84373008320228e-05	2.95144375262903e-05	0.00915146733934103	0.00915057538849695	2.6165487549207e-05	0.00914506275636824	6.47515621443646e-06	0.009139504223	0.00914086316464299	3.79341374839161e-06	0.0091330996400272	1.96635879966021e-05	6.43981831584489e-06	2.3925260958617e-05	0.00914086316464298	1.83667275903761e-05	1.10711654969556e-05	2.68174246604484e-06	1.19621446175863e-05	1.19631163410306e-05	2.68174246604485e-06	2.68174246604485e-06	1.19621446175863e-05	2.68174246604485e-06	1.19621446175863e-05	2.68174246604485e-06	2.68174246604485e-06	2.68174246604485e-06	2.68174246604485e-06	2.68174246604485e-06
"Argyranthemum_frutescencs"	0.00058531705054292	0.0013158359079345	1.00508157896307	0.00131545987077697	0.00058232899738231	0.000274328100337507	0.000129095075213233	0.00027223854330797	0.000253409669534661	1.23084058133032e-06	7.6060574923911e-07	0.000144481467121439	0.000144481467121439	4.63542335644437e-07	0.0100976801436044	3.24479634951106e-05	0.0101137026985007	3.42020126693105e-05	0.0100866546868971	0.0100678731853101	8.91190240784021e-06	2.85458445795749e-05	2.08360167379646e-05	1.2873738527948e-05	0.0100759325329561	1.70573956794273e-05	1.53912458718052e-05	1.41137292044736e-05	1.36143542056454e-05	0.0100627779342483	1.32161407368362e-05	1.07221539410608e-05	0.0100639703883385	1.41137292044736e-05	3.42910125421884e-06	5.44477086615939e-06	3.44304147378188e-06	0.0100508157896307	1.31545987077697e-05	3.44304147378188e-06	3.44304147378188e-06	0.0100508157896307	3.44304147378188e-06	0.0100508157896307	3.44304147378188e-06	3.44304147378188e-06	3.44304147378188e-06	3.44304147378188e-06	3.44304147378188e-06
"Convolvulus_sp1_M_PL_050"	0.000645428107003336	0.00131594279751337	0.00131545987077697	1.00346398878479	0.000474138416107157	0.000777760028183526	0.000440958276870765	0.000272687128680996	0.000145543464188807	0.000671762384759584	0.000144703917431499	0.000144340019281127	0.000144340019281127	0.000143956886138249	0.0100920060165621	0.0100769820296775	0.0101038013496789	0.0101010590643173	0.0100694809690216	2.65165514373784e-05	2.2410938797489e-05	0.0100563250045413	2.71388592669446e-05	1.70726707394012e-05	0.0100597576028967	1.33619527296087e-05	2.16851166933247e-05	1.93124209555434e-05	9.56531680605964e-06	2.51177150488003e-05	0.0100682280070859	9.72336612488849e-06	0.0100477944865557	1.93124209555433e-05	9.72200035229408e-06	5.4537425736199e-06	3.79663592354903e-06	1.31545987077697e-05	0.0100346398878479	3.79663592354903e-06	3.79663592354904e-06	1.31545987077697e-05	3.79663592354903e-06	1.31545987077697e-05	3.79663592354904e-06	3.79663592354903e-06	3.79663592354904e-06	3.79663592354903e-06	3.79663592354903e-06
"Euphorbia_canariensis"	0.00238345298645458	0.000413388343478004	0.000727911246727887	0.000592673020133946	1.00299899898061	0.000159934925690204	0.000758925749015487	0.000158735147770968	0.00154392025797858	9.38683234028492e-07	0.00018098527193779	3.17160573710104e-07	3.17160573710104e-07	0.000180511166833675	0.0125862943694712	0.0126357816783573	2.22012401597073e-05	3.84000009525869e-05	0.012568471717461	0.0125973849178594	1.42231531234364e-05	1.1683992622267e-05	8.93196537634695e-06	0.0125641565614262	1.69639185184184e-05	0.0125901058053921	5.75726242092759e-06	1.64068383333915e-05	0.0125760854937071	1.10371883170789e-05	5.97366436304088e-06	0.0125515077989426	1.32058426686184e-05	1.64068383333915e-05	1.99918657112755e-06	3.17470295541935e-06	1.40203116850269e-05	7.27911246727888e-06	5.92673020133945e-06	1.40203116850269e-05	1.40203116850269e-05	7.27911246727887e-06	1.40203116850269e-05	7.27911246727887e-06	1.40203116850269e-05	1.40203116850269e-05	1.40203116850269e-05	1.40203116850269e-05	1.40203116850269e-05
"Lavandula_buchii"	0.000371686755267669	0.00202034003494137	0.000342910125421884	0.000972200035229408	0.000159934925690204	1.00368933328508	0.000370919150776788	0.00117983162047513	1.02100939607519e-06	0.000210898658421194	0.00042027930730746	0.000180533397244554	0.000180533397244554	5.88398512847231e-07	0.0126115986927654	4.11878958993061e-05	0.0126373378071188	0.0125931187054516	3.57034084460617e-05	7.64020573829339e-06	0.0125907272638384	0.0125742053940062	0.0125880800260634	1.03675650954524e-05	3.15178291968891e-05	4.21110448407455e-06	0.0125644833936539	2.45487134366559e-05	2.02471180602943e-06	2.1795828844595e-05	2.02669332733538e-05	4.18557924917266e-06	1.31511016065129e-05	2.45487134366559e-05	0.0125461166660635	2.35966324095026e-05	2.18639267804511e-06	3.42910125421884e-06	9.72200035229408e-06	2.18639267804511e-06	2.18639267804511e-06	3.42910125421884e-06	2.18639267804511e-06	3.42910125421884e-06	2.18639267804511e-06	2.18639267804511e-06	2.18639267804511e-06	2.18639267804511e-06	2.18639267804511e-06
"Plocama_pendula"	0.0012973494012026	0.00216982361566983	0.000215158458688722	0.000734930461451274	0.00101190099868732	0.000494558867702384	1.00296046007914	0.000212446191554675	0.000242321271128398	0.000280584347969719	0.000240544347458196	5.68158568941768e-07	5.68158568941768e-07	0.000239795743223186	0.0167759453656472	0.016785702025623	3.97710998259238e-05	0.0167709253121441	4.95067879842512e-05	2.84898459145863e-05	2.24581270502831e-05	3.32569596941546e-05	3.01565789107354e-05	0.0167362878975351	2.92265584347621e-05	2.63382613276991e-05	2.59076550796419e-05	0.016735733337219	1.87067942618014e-05	2.18772538202493e-05	2.13785220129987e-05	2.02802295494891e-05	9.50088920139998e-06	0.016735733337219	6.18198584627979e-06	4.2489238310935e-06	7.63146706589766e-06	2.15158458688723e-06	7.34930461451274e-06	7.63146706589766e-06	7.63146706589767e-06	2.15158458688723e-06	7.63146706589767e-06	2.15158458688723e-06	7.63146706589767e-06	7.63146706589767e-06	7.63146706589767e-06	7.63146706589767e-06	7.63146706589767e-06
"Echium_bonnetii"	0.000255936352695377	0.00121782820466512	0.00054447708661594	0.000545374257361991	0.000253976236433549	0.00188773059276021	0.00025493542986561	1.00388931331474	1.25806886135114e-06	1.04075585265992e-06	0.000671852645902178	0.000288300180195429	0.000288300180195429	6.86794868867055e-07	0.0201322817123845	4.80756408206938e-05	0.0201810126136801	4.59280100608363e-05	2.66498898491859e-05	1.01564335001442e-05	0.0201349755309994	4.01215404800782e-05	0.0201124540642012	8.92913474354449e-06	2.19696789367349e-05	4.71166263398477e-06	3.46677979064582e-05	1.53200893280491e-05	3.20615467695314e-06	1.6515936363115e-05	5.50578036625291e-06	4.68021091245099e-06	1.08985134397793e-05	1.53200893280491e-05	2.35966324095026e-05	0.0200777862662947	1.50550795703163e-06	5.4447708661594e-06	5.45374257361991e-06	1.50550795703163e-06	1.50550795703163e-06	5.4447708661594e-06	1.50550795703163e-06	5.4447708661594e-06	1.50550795703163e-06	1.50550795703163e-06	1.50550795703163e-06	1.50550795703163e-06	1.50550795703163e-06
"Periploca_laevigata"	0.00184215497964162	3.88716884507205e-06	0.000633524173836652	0.000363858660472018	0.00308784051595716	2.04201879215038e-06	0.000363481906692597	1.57258607668893e-06	1.00308151071647	5.26913830989663e-07	0.000360462351019457	1.44214085932864e-07	1.44214085932864e-07	0.000359859681202543	6.55583871883861e-05	0.025190177684178	1.00949860153005e-05	2.06200329705708e-05	5.94433784537406e-05	0.0251328072218622	1.80800945074085e-05	3.69944973821362e-06	9.23148550272223e-08	5.54922439902722e-05	1.00091662416783e-05	0.0251264719801239	6.08631334934438e-08	6.09336967680151e-06	0.0251156357743613	6.37057963695809e-06	3.66493229626966e-06	4.94342122120623e-05	9.97382834308672e-06	6.0933696768015e-06	2.55252349018797e-08	3.14517215337785e-08	1.08362057625977e-05	6.33524173836653e-06	3.63858660472018e-06	1.08362057625977e-05	1.08362057625977e-05	6.33524173836653e-06	1.08362057625977e-05	6.33524173836653e-06	1.08362057625977e-05	1.08362057625977e-05	1.08362057625977e-05	1.08362057625977e-05	1.08362057625977e-05
"Ceballosia_fruticosa"	0.000845530808703236	0.000847051882112867	6.15420290665159e-06	0.00335881192379792	3.75473293611397e-06	0.000843594633684775	0.000841753043909157	2.60188963164979e-06	1.05382766197933e-06	1.00334735118411	1.1092985278532e-06	7.44227845792406e-07	7.44227845792406e-07	7.54217339850351e-07	7.09969658359281e-05	5.27952137895245e-05	5.20959492054684e-05	0.0502382040110579	4.63707777237495e-05	5.10853252174823e-06	1.06524356400854e-05	5.18335238146104e-05	1.82974423692642e-05	1.90498621996182e-05	4.13501329226173e-05	5.04699049268172e-06	1.82454045766312e-05	2.17296890540575e-05	7.32798532509078e-08	7.76201368463802e-06	0.0502009556784433	5.02064480113223e-06	3.36496612670458e-05	2.17296890540574e-05	1.05449329210597e-05	5.20377926329958e-08	4.9737106394308e-06	6.15420290665159e-08	3.35881192379792e-05	4.9737106394308e-06	4.9737106394308e-06	6.15420290665159e-08	4.9737106394308e-06	6.15420290665159e-08	4.9737106394308e-06	4.9737106394308e-06	4.9737106394308e-06	4.9737106394308e-06	4.9737106394308e-06
