"Oxalis_compacta"	"Phacelia_secunda"	"Azorella_madreporica"	"Tropaeolum_polyphyllum"	"Draba_tenuis"	"Laretia_acaulis"	"Nassauvia_lagascae"	"Nototriche_compacta"	"Caiophora_coronata"	"Draba_gilliesii"	"Junellia_uniflora"	"Oreopolus_glacialis"	"Adesmia_capitellata"	"Adesmia_glomerula"	"Chaetanthera_lycopodioides"	"Loasa_caespitosa"	"Nassauvia_pungens"	"Viola_atropurpurea"	"Acaena_pinnatifida"	"Calandrinia_affinis"	"Calandrinia_caespitosa"	"Calandrinia_occulta"	"Calandrinia_picta"	"Calandrinia_sericea"	"Cardamine_nivalis"	"Chaetanthera_flabellata"	"Erigeron_andicola"	"Leuceria_salina"	"Nassauvia_pinnigera"	"Oxalis_sp1_M_PL_003"	"Pozoa_coriacea"	"Ranunculus_peduncularis"	"Senecio_francisci"	"Valeriana_radicalis"	"Viola_montagnei"	"Viola_philippii"	"Unidentified_sp1_M_PL_003"	"Scaeva_melanostoma"	"Yramea_modesta"	"Phulia_nymphula"	"Unidentified_sp2_M_PL_003"	"Anthidium_sp1_M_PL_003"	"Bombus_dahlbomii"	"Megachile_sp1_M_PL_003"	"Anthidium_espinosai"	"Faunula_leucoglene"	"Habromyia_lipoflava"	"Megachile_semirufa"	"Unidentified_sp3_M_PL_003"	"Unidentified_sp4_M_PL_003"	"Andinus_venustus"	"Cynthia_terpsichore"	"Dasybasis_sp1_M_PL_003"	"Hypsochila_wagenknechti"	"Pseudolucia_chilensis"	"Tatochila_mercedis"	"Unidentified_sp5_M_PL_003"	"Unidentified_sp6_M_PL_003"	"Unidentified_sp7_M_PL_003"	"Vibrissomyia_sp1_M_PL_003"	"Villa_sp1_M_PL_003"
"Oxalis_compacta"	1.00637812699831	0.000242892591459496	6.78552989233463e-07	0.000182614756255613	7.05761087285695e-07	2.18770328151272e-07	0.000207814579804167	0.000387700495903253	0.00024140761350977	0.000206670626110393	0.000387193158106953	0.000388270669210377	0.000241223880587126	0.000241281382072712	0.000206427831164259	0.000241076888706712	6.42796773895611e-07	0.000180982051403305	2.20964971071493e-07	2.20964971071493e-07	2.16724460611093e-07	2.16724460611093e-07	2.16724460611093e-07	2.38554435672987e-07	2.16724460611093e-07	2.16724460611093e-07	2.20964971071493e-07	2.38554435672987e-07	2.20964971071493e-07	2.16724460611093e-07	2.16724460611093e-07	2.16724460611093e-07	2.38554435672987e-07	2.16724460611093e-07	0.000180765326942694	0.000180765326942694	3.25086690916639e-05	1.98868473964344e-05	0.0144612261554155	0.0144347774692554	1.66988104971091e-05	0.0144251046235665	1.21272701466787e-05	1.97543494181061e-05	1.61094038870146e-05	1.72594335987398e-05	1.9040317988451e-08	7.70050498277052e-06	1.16992155754379e-05	9.71015642476348e-06	0.0143768303856902	0.0143768303856902	1.35710597846693e-08	0.0143768303856902	1.29423556403459e-05	0.0143768303856902	5.19536449510418e-06	1.76440271821424e-08	1.76440271821424e-08	5.46925820378179e-09	5.46925820378179e-09
"Phacelia_secunda"	0.000283374690036078	1.00326378952544	0.000188274754695135	0.00158805186816709	2.73785749919157e-08	2.15311157489359e-07	0.000188767013113643	1.21340067064037e-06	0.00084332180323402	0.000187899948631281	6.91652389388633e-07	6.6818897792179e-07	0.00111994245849579	0.00028203047937652	2.41668755297772e-07	0.000840918448362979	0.000559784658630698	4.75674342150777e-07	0.000187138082568788	0.000187138082568788	2.56907080599158e-08	2.56907080599158e-08	2.56907080599158e-08	5.45888015254609e-07	2.56907080599158e-08	2.56907080599158e-08	0.000187138082568788	5.45888015254609e-07	0.000187138082568788	2.56907080599158e-08	2.56907080599158e-08	2.56907080599158e-08	5.45888015254609e-07	2.56907080599158e-08	4.49983634090861e-07	4.49983634090861e-07	3.85360620898737e-06	0.0168424274311909	3.59986907272689e-05	1.51184633066499e-05	3.82121610678227e-05	0.0168653666647012	0.0167771631184633	0.0167948701185388	0.0167770602816821	1.88206992966671e-05	3.77087787283993e-06	0.0167528241961206	5.98717641378092e-05	3.10194811408071e-08	4.04820985765826e-06	4.04820985765826e-06	3.7654950939027e-06	4.04820985765826e-06	2.22729659307263e-08	4.04820985765826e-06	4.71917532784109e-06	6.84464374797893e-10	6.84464374797894e-10	5.38277893723398e-09	5.38277893723398e-09
"Azorella_madreporica"	9.49974184926848e-07	0.000225929705634162	1.00366030755906	0.000225584571759432	0.000136178858448274	0.00114578675998276	0.000225816295366747	0.00028996432733095	8.99802325489421e-07	0.000513519987092945	0.000135845562169577	8.83221065988682e-07	2.53176461092126e-07	3.47407653586661e-07	0.000135556154507573	3.40742887693461e-07	0.000289159820670901	0.000135254692835812	0.000224377746406223	0.000224377746406223	0.000134965285173808	0.000134965285173808	0.000134965285173808	0.000288551371352957	0.000134965285173808	0.000134965285173808	0.000224377746406223	0.000288551371352957	0.000224377746406223	0.000134965285173808	0.000134965285173808	0.000134965285173808	0.000288551371352957	0.000134965285173808	2.89407662003632e-07	2.89407662003632e-07	0.0202447927760712	0.0201939971765601	2.31526129602906e-05	4.13608533635561e-05	0.020198595994707	3.85612591465563e-06	1.82534795382974e-05	8.29422367347601e-06	3.77815391695731e-06	5.66277776684801e-06	0.0201018508201808	8.27718652909134e-06	4.54168484603829e-06	1.06535796444806e-05	1.35710597846693e-08	1.35710597846693e-08	0.0200732061511812	1.35710597846693e-08	2.94407021996227e-08	1.35710597846693e-08	5.64540738416868e-06	3.40447146120684e-06	3.40447146120684e-06	2.8644668999569e-05	2.8644668999569e-05
"Tropaeolum_polyphyllum"	0.000255660658757858	0.00190566224180051	0.000225584571759432	1.00315691696343	4.9107989228865e-07	3.99761124026097e-07	0.000225894744048178	0.000253066078176275	0.00100873736401875	0.000225307638858954	0.000252655802191792	0.000253328552655402	3.31194830017993e-06	2.00299247250387e-06	7.43676606688115e-07	0.000672666706960598	2.44860913616408e-06	0.000252083803630346	0.000224470632715369	0.000224470632715369	1.71678045241502e-07	1.71678045241502e-07	1.71678045241502e-07	2.65007582138243e-07	1.71678045241502e-07	1.71678045241502e-07	0.000224470632715369	2.65007582138243e-07	0.000224470632715369	1.71678045241502e-07	1.71678045241502e-07	1.71678045241502e-07	2.65007582138243e-07	1.71678045241502e-07	0.000251912125585104	0.000251912125585104	2.57517067862253e-05	0.0202023569443832	0.0201529700468083	4.00398993012629e-05	1.8550530749677e-05	0.000102936993675743	6.55080466207752e-05	0.0201285327119801	3.19266347783509e-05	5.74751822482963e-06	4.5216854632893e-06	0.020094899376632	0.0200967629180693	6.33892895171408e-06	3.65229512511226e-06	3.65229512511226e-06	4.51169143518864e-06	3.65229512511226e-06	8.4442850885134e-06	3.65229512511226e-06	5.64736860120444e-06	1.22769973072162e-08	1.22769973072162e-08	9.99402810065243e-09	9.99402810065243e-09
"Draba_tenuis"	1.23508190274997e-06	4.10678624878736e-08	0.000170223573060342	6.13849865360812e-07	1.00646091662855	0.000170193101577019	6.95735835689501e-07	0.00126138280025831	1.7884455640829e-09	1.19533391110531e-06	0.000170186887054156	1.23182200841558e-06	3.43438638252175e-10	1.1809790651915e-09	0.00016961351518512	7.41641615008802e-10	5.03073295380503e-07	0.000169532542988139	3.87798078402299e-08	3.87798078402299e-08	0.000168959171119102	0.000168959171119102	0.000168959171119102	5.02210037247304e-07	0.000168959171119102	0.000168959171119102	3.87798078402299e-08	5.02210037247304e-07	3.87798078402299e-08	0.000168959171119102	0.000168959171119102	0.000168959171119102	5.02210037247304e-07	0.000168959171119102	5.73371869036421e-07	5.73371869036421e-07	0.0253438756678653	3.49018270562069e-06	4.58697495229137e-05	4.5804084621244e-05	3.51547026073113e-05	1.8501409374999e-08	2.58977439959591e-08	1.29985437627646e-08	7.01636306710503e-10	1.74524448454971e-08	7.65929900063231e-06	1.29614616820141e-08	1.23366121593523e-08	0.0251930574857201	1.76440271821424e-08	1.76440271821424e-08	3.40447146120684e-06	1.76440271821424e-08	4.10607336138526e-08	1.76440271821424e-08	1.73933958922375e-08	0.0251615229157137	0.0251615229157137	4.25482753942547e-06	4.25482753942547e-06
"Laretia_acaulis"	3.82848074264726e-07	3.22966736234039e-07	0.00143223344997845	4.99701405032621e-07	0.000170193101577019	1.00646094125278	5.25254466134759e-07	1.00655199286569e-06	1.55508036347764e-09	9.35358103566685e-07	0.000169508613481232	3.81749477318209e-07	4.53665032173085e-10	8.42065168320204e-10	0.000169331058045372	6.97114014017196e-10	4.1294484207796e-07	0.000169305691938032	3.20361113523577e-07	3.20361113523577e-07	0.000169128136502171	0.000169128136502171	0.000169128136502171	4.12075446842852e-07	0.000169128136502171	0.000169128136502171	3.20361113523577e-07	4.12075446842852e-07	3.20361113523577e-07	0.000169128136502171	0.000169128136502171	0.000169128136502171	4.12075446842852e-07	0.000169128136502171	1.77555435860226e-07	1.77555435860226e-07	0.0253692204753257	2.88325002171219e-05	1.4204434868818e-05	1.42045080240179e-05	2.88452812789997e-05	1.10035153638572e-08	2.60818570532479e-08	1.54116627385873e-08	5.40546218884264e-09	1.3173464911785e-08	0.0251901682003191	1.53768070378864e-08	1.00458641127684e-08	4.27999133924711e-06	5.46925820378179e-09	5.46925820378179e-09	2.8644668999569e-05	5.46925820378179e-09	1.27249825772736e-08	5.46925820378179e-09	1.3131361653369e-08	4.25482753942547e-06	4.25482753942547e-06	0.0251615235313195	0.0251615235313195
"Nassauvia_lagascae"	0.000363675514657292	0.000283150519670465	0.000282270369208434	0.000282368430060222	6.95735835689501e-07	5.2525446613476e-07	1.00441018096817	0.000361348984162766	1.66401484241592e-06	0.000641010734814284	0.000360618481698551	0.000361584060644185	1.45819266526873e-06	0.00125988101717035	0.000360067235794584	1.56675113340403e-06	6.77932457802312e-07	7.90947160479059e-07	0.000280665552455482	0.000280665552455482	2.39701256512983e-07	2.39701256512983e-07	2.39701256512983e-07	5.17647820730809e-07	2.39701256512983e-07	2.39701256512983e-07	0.000280665552455482	5.17647820730809e-07	0.000280665552455482	2.39701256512983e-07	2.39701256512983e-07	2.39701256512983e-07	5.17647820730809e-07	2.39701256512983e-07	5.51245903966076e-07	5.51245903966076e-07	3.59551884769475e-05	0.0252598997209934	4.40996723172861e-05	0.025187927417665	3.62353474511567e-05	7.31153050328102e-05	4.80853911214507e-06	1.04448814857157e-05	4.79208496110453e-06	0.0251732485750627	5.65853874582205e-06	1.03665439290455e-05	5.7028357626183e-06	9.05111799996139e-06	5.19536449510418e-06	5.19536449510417e-06	5.64540738416868e-06	5.19536449510418e-06	1.20528020214728e-05	5.19536449510418e-06	0.0251102545242042	1.73933958922375e-08	1.73933958922375e-08	1.3131361653369e-08	1.3131361653369e-08
"Nototriche_compacta"	0.000678475867830693	1.82010100596055e-06	0.000362455409163688	0.000316332597720343	0.00126138280025831	1.00655199286569e-06	0.000361348984162766	1.00228908169836	1.08532765997061e-06	0.000720200754086149	0.000675073052644516	0.000676690883288397	1.65546477925002e-07	6.16844201599345e-07	0.000360109580607437	3.76142330481788e-07	0.000360811941046422	0.000315601277670826	5.20608387961913e-07	5.20608387961913e-07	6.37805633746592e-07	6.37805633746592e-07	6.37805633746592e-07	0.000360208370724497	6.37805633746592e-07	6.37805633746592e-07	5.20608387961913e-07	0.000360208370724497	5.20608387961913e-07	6.37805633746592e-07	6.37805633746592e-07	6.37805633746592e-07	0.000360208370724497	6.37805633746592e-07	0.000314963472037079	0.000314963472037079	9.56708450619887e-05	4.68547549165722e-05	0.0251970777629663	0.0251630242481583	0.0252145859507148	9.81695165351334e-06	1.81071096577528e-05	6.37579408769696e-06	3.86123406622593e-08	9.06456681414912e-06	7.27427198309539e-06	6.35698697117288e-06	6.36282954307255e-06	0.0250887616124654	9.69251239758133e-06	9.69251239758133e-06	7.24910818327375e-06	9.69251239758134e-06	2.25563627762799e-05	9.69251239758133e-06	9.03372460406915e-06	3.15345700064577e-05	3.15345700064577e-05	2.51637998216422e-08	2.51637998216422e-08
"Caiophora_coronata"	0.000563284431522796	0.00168664360646804	1.49967054248237e-06	0.00168122894003126	2.38459408544387e-09	2.07344048463685e-09	2.21868645655456e-06	1.44710354662748e-06	1.00335099282635	1.61233761817279e-06	6.41808105153074e-07	6.43391933993928e-07	0.000562235541240276	0.00056082926256293	1.18290300996731e-07	0.000562419625610306	0.00111843957104351	5.24078615095468e-07	6.90563735877549e-07	6.90563735877549e-07	5.60810939125499e-10	5.60810939125499e-10	5.60810939125499e-10	8.0404439223764e-07	5.60810939125499e-10	5.60810939125499e-10	6.90563735877549e-07	8.0404439223764e-07	6.90563735877549e-07	5.60810939125499e-10	5.60810939125499e-10	5.60810939125499e-10	8.0404439223764e-07	5.60810939125499e-10	5.23517804156343e-07	5.23517804156343e-07	8.41216408688248e-08	6.21507362289794e-05	4.18814243325074e-05	8.24106430403239e-06	5.62831074566348e-05	0.0335654649629071	0.0335290657995383	8.98562868556078e-05	5.62225038364812e-05	2.80969302895604e-05	3.00452468617633e-08	6.17353055750925e-05	0.0334786576730123	3.62372035178231e-08	8.04692045032566e-06	8.04692045032566e-06	2.99934108496474e-08	8.04692045032566e-06	2.14463977997976e-08	8.04692045032566e-06	5.5467161413864e-08	5.96148521360968e-11	5.96148521360968e-11	5.18360121159212e-11	5.18360121159212e-11
"Draba_gilliesii"	0.00048223146092425	0.000375799897262561	0.000855866645154908	0.00037551273143159	1.59377854814041e-06	1.24714413808891e-06	0.000854680979752379	0.000960267672114865	1.6123376181728e-06	1.00133128438008	0.000479637139685053	0.000480856511882591	5.36704074367128e-07	1.29378141134792e-06	0.000478753859478204	6.824526959448e-07	0.000480823630382803	1.26676304891995e-06	0.000373102314988646	0.000373102314988646	3.8348284207095e-07	3.8348284207095e-07	3.8348284207095e-07	0.000479811688458554	3.8348284207095e-07	3.8348284207095e-07	0.000373102314988646	0.000479811688458554	0.000373102314988646	3.8348284207095e-07	3.8348284207095e-07	3.8348284207095e-07	0.000479811688458554	3.8348284207095e-07	8.83280206849005e-07	8.83280206849005e-07	5.75224263106424e-05	0.0335792083489781	7.06624165479204e-05	0.0334859263645293	0.0335868181920988	1.33317439877445e-05	3.03582577274553e-05	1.38077088844717e-05	6.29016682476105e-06	2.14317135643769e-05	1.71485115065504e-05	1.37735862496745e-05	7.56399921590422e-06	2.40465362665751e-05	6.88902087034642e-06	6.88902087034642e-06	1.71173329030982e-05	6.88902087034642e-06	1.60285503960864e-05	6.88902087034642e-06	2.13670244938095e-05	3.98444637035102e-08	3.98444637035102e-08	3.11786034522229e-08	3.11786034522229e-08
