"Fuchsia_regia"	"Gaylussacia_brasiliensis"	"Aechmea_cylindrata"	"Nematanthus_australis"	"Vriesea_altodaserrae"	"Aegiphila_obducta"	"Nidularium_inocentii"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Stephanoxis_lalandi"	"Amazilia_versicolor"
"Fuchsia_regia"	1.00218719572318	0.000840450208445204	0.00219267741672451	0.0021871957231827	0.0013467455147375	0.000673372757368748	0.000673372757368748	0.0336686378684374	0.0336686378684374	0.0336180083378081	5.48169354181128e-05
"Gaylussacia_brasiliensis"	0.00252135062533561	1.00251206220017	0.0025276697998352	0.00252135062533561	9.28842516806911e-06	4.64421258403455e-06	4.64421258403455e-06	0.000232210629201728	0.000232210629201728	0.100482488006702	6.319174499588e-05
"Aechmea_cylindrata"	0.00164450806254338	0.0006319174499588	1.0041548953008	0.00164450806254338	0.00101259061258458	0.000506295306292291	0.000506295306292291	0.0253147653146146	0.0253147653146146	0.025276697998352	0.0251038723825199
"Nematanthus_australis"	0.0021871957231827	0.000840450208445204	0.00219267741672451	1.00218719572318	0.0013467455147375	0.000673372757368748	0.000673372757368748	0.0336686378684374	0.0336686378684374	0.0336180083378081	5.48169354181128e-05
"Vriesea_altodaserrae"	0.00202011827210624	4.64421258403455e-06	0.00202518122516917	0.00202011827210624	1.00201547405952	0.0010077370297611	0.0010077370297611	0.0503868514880552	0.0503868514880552	0.000185768503361382	5.06295306292291e-05
"Aegiphila_obducta"	0.00202011827210624	4.64421258403455e-06	0.00202518122516917	0.00202011827210624	0.00201547405952221	1.00200974103778	5.73302174507193e-06	0.000286651087253596	0.100487051888857	0.000185768503361382	5.06295306292291e-05
"Nidularium_inocentii"	0.00202011827210624	4.64421258403455e-06	0.00202518122516917	0.00202011827210624	0.00201547405952221	5.73302174507193e-06	1.00200974103778	0.100487051888857	0.000286651087253596	0.000185768503361382	5.06295306292291e-05
"Thalurania_glaucopis"	0.0202011827210624	4.64421258403455e-05	0.0202518122516917	0.0202011827210624	0.0201547405952221	5.73302174507193e-05	0.0200974103777714	1.00487051888857	0.00286651087253596	0.00185768503361382	0.000506295306292291
"Clytolaema_rubricauda"	0.0202011827210624	4.64421258403455e-05	0.0202518122516917	0.0202011827210624	0.0201547405952221	0.0200974103777714	5.73302174507193e-05	0.00286651087253596	1.00487051888857	0.00185768503361382	0.000506295306292291
"Stephanoxis_lalandi"	0.0252135062533561	0.0251206220016754	0.025276697998352	0.0252135062533561	9.28842516806911e-05	4.64421258403455e-05	4.64421258403455e-05	0.00232210629201728	0.00232210629201728	1.00482488006702	0.0006319174499588
"Amazilia_versicolor"	0.000164450806254338	6.319174499588e-05	0.10041548953008	0.000164450806254338	0.000101259061258458	5.06295306292291e-05	5.06295306292292e-05	0.00253147653146146	0.00253147653146146	0.0025276697998352	1.00251038723825
