"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R1"	1.0006706912179	0.000670691217904748	0.000674241246279461	0.000675124952098988	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000261233452003965	0.000675561687828775	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000397336528633752	4.92306255519609e-05	4.80409302765822e-05	5.77282344158021e-05	5.77282344158021e-05	6.20821252825349e-05	0.020084555883132	5.77282344158021e-05	6.20821252825349e-05	5.77282344158021e-05	6.20821252825349e-05	6.20821252825349e-05	0.0200889097739987	0.0200855986362601	0.0200812447453934	0.020084555883132	8.7230935629231e-06
"R2"	0.000670691217904748	1.0006706912179	0.000674241246279461	0.000675124952098988	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000261233452003965	0.000675561687828775	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000675125533150629	0.000397336528633752	4.92306255519609e-05	4.80409302765822e-05	5.77282344158021e-05	5.77282344158021e-05	6.20821252825349e-05	0.020084555883132	5.77282344158021e-05	6.20821252825349e-05	5.77282344158021e-05	6.20821252825349e-05	6.20821252825349e-05	0.0200889097739987	0.0200855986362601	0.0200812447453934	0.020084555883132	8.7230935629231e-06
"R3"	0.000259323556261331	0.000259323556261331	1.00071969354226	0.000720636834015207	0.000720651764728102	0.000720651764728102	0.000720651764728102	0.000720651764728102	0.000322083653833187	0.000721117326170535	0.000720651764728102	0.000720651764728102	0.000720651764728102	0.000720651764728102	0.000720651764728102	0.000612965749658567	5.25503347323533e-05	5.28541370860734e-05	0.00775550217912507	0.00775550217912508	0.0077608702400223	0.00776587512137553	0.00775550217912507	0.0077608702400223	0.00775550217912507	0.0077608702400223	0.0077608702400223	0.00777124318227276	0.00776613513435892	0.00776076707346171	0.00776587512137553	9.31122884866723e-06
"R4"	0.000225041650699663	0.000225041650699663	0.00062455192281318	1.00101964399199	0.000686124503996701	0.000686124503996701	0.000686124503996701	0.000686124503996701	0.000279505030036575	0.00102011650506853	0.000686124503996701	0.000686124503996701	0.000686124503996701	0.000686124503996701	0.000686124503996701	0.000531988813731022	0.00672100749167643	5.19764385109056e-05	0.00673024497735094	0.00673024497735095	0.00673490339451823	0.00673924664337893	0.00673024497735095	0.00673490339451823	0.00673024497735095	0.00673490339451823	0.00673490339451823	0.00674390506054622	0.00673947182043178	0.00673481340326451	0.00673924664337893	0.00667984002143662
"R5"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	1.00074676302633	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R6"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	1.00074676302633	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R7"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	1.00074676302633	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R8"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	1.00074676302633	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R9"	0.000217694543336638	0.000217694543336638	0.000697847916638572	0.000698762575091438	0.000698776436291308	0.000698776436291308	0.000698776436291308	0.000698776436291308	1.00069456785546	0.000699227865857753	0.000698776436291308	0.000698776436291308	0.000698776436291308	0.000698776436291308	0.000698776436291308	0.000586226874666673	5.09551775063657e-05	5.11819842946451e-05	6.12084623591411e-05	6.12084623591411e-05	0.0167394512599502	6.99162440926066e-05	6.12084623591411e-05	0.0167394512599502	6.12084623591411e-05	0.0167394512599502	0.0167394512599502	0.0167481590416836	0.0167432738177281	6.5031020137051e-05	6.99162440926066e-05	9.0285913288872e-06
"R10"	0.000211113027446492	0.000211113027446492	0.00058590782751356	0.000956359223501749	0.000700523664735045	0.000700523664735045	0.000700523664735045	0.000700523664735045	0.000262210449696657	1.00101365921965	0.000700523664735045	0.000700523664735045	0.000700523664735045	0.000700523664735045	0.000700523664735045	0.000555934343140729	0.00630474251816359	0.00630299957619975	0.00631388228764499	0.00631388228764499	0.00631825246180661	0.00632232680874285	0.00631388228764499	0.00631825246180661	0.00631388228764499	0.00631825246180661	0.00631825246180661	0.00632669698290447	0.00632206419671162	0.00631769402255002	0.00632232680874285	0.00626271109827948
