"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R11"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	1.00074676302633	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R12"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	1.00074676302633	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R13"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	1.00074676302633	0.000746763026327804	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R14"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	1.00074676302633	0.000746763026327804	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R15"	0.000225041844383543	0.000225041844383543	0.000624564862764355	0.000686124503996701	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000279510574516523	0.000747225242384048	0.000746763026327804	0.000746763026327804	0.000746763026327804	0.000746763026327804	1.00074676302633	0.000592633991631154	0.00672071676937122	0.00672108122260817	0.00673045973106632	0.00673045973106633	0.0067351182406416	0.00673946140484167	0.00673045973106633	0.0067351182406416	0.00673045973106632	0.0067351182406416	0.0067351182406416	0.00674411991441695	0.00673918129782001	0.00673452278824474	0.00673946140484167	9.2443211248783e-06
"R16"	0.00016555688693073	0.00016555688693073	0.000664046228796781	0.000664986017163777	0.000740792489538942	0.000740792489538942	0.000740792489538942	0.000740792489538942	0.000293113437333337	0.000741245790854305	0.000740792489538942	0.000740792489538942	0.000740792489538942	0.000740792489538942	0.000740792489538942	1.00073937244715	5.35135756796011e-05	0.0083885751059581	0.00839811639398633	0.00839811639398634	0.0084030016179419	0.00840473866946357	0.00839811639398634	0.0084030016179419	0.00839811639398634	0.0084030016179419	0.0084030016179419	0.00840962389341913	7.01291230262073e-05	6.52438990706517e-05	0.00840473866946357	9.06602630726459e-06
"C1"	2.23775570690731e-05	2.23775570690731e-05	6.21049410473267e-05	0.0091650102159224	0.0091646137764153	0.0091646137764153	0.0091646137764153	0.0091646137764153	2.77937331852904e-05	0.00917053457187431	0.0091646137764153	0.0091646137764153	0.0091646137764153	0.0091646137764153	0.0091646137764153	5.83784461959285e-05	1.00066829273577	0.000607679154710765	0.000669256953132662	0.000669256953132663	0.000669720182019084	0.000670152055415426	0.000669256953132663	0.000669720182019084	0.000669256953132662	0.000669720182019085	0.000669720182019085	0.000670615284301848	0.000670128797250214	0.000669665568363793	0.000670152055415425	0.000118415909180364
"C2"	2.18367864893556e-05	2.18367864893556e-05	6.24639801926322e-05	7.08769616057803e-05	0.00916511075810204	0.00916511075810204	0.00916511075810204	0.00916511075810204	2.79174459788973e-05	0.00916799938356328	0.00916511075810204	0.00916511075810204	0.00916511075810204	0.00916511075810204	0.00916511075810204	0.00915117284286338	0.000607679154710765	1.00068346641532	0.000684419420556621	0.000684419420556621	0.000684884711322936	0.000685292892016195	0.000684419420556621	0.000684884711322936	0.000684419420556621	0.000684884711322937	0.000684884711322937	0.000685758182782511	0.000609498409091982	0.000609033118325667	0.000685292892016195	5.77725092246424e-05
"C3"	2.22031670830008e-05	2.22031670830008e-05	0.00775550217912507	0.00776566728155878	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	2.82500595503728e-05	0.0077709320463323	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.00775210744060277	0.000566294344958407	0.000579124125086371	1.00069055294937	0.000690552949366956	0.000691023783692795	0.000691441076050276	0.000690552949366956	0.000691023783692795	0.000690552949366955	0.000691023783692795	0.000691023783692795	0.000691911910376116	0.000627311015037759	0.00062684018071192	0.000691441076050275	0.000100339440499969
"C4"	2.22031670830008e-05	2.22031670830008e-05	0.00775550217912507	0.00776566728155879	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	2.82500595503728e-05	0.0077709320463323	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.00775210744060277	0.000566294344958406	0.000579124125086371	0.000690552949366956	1.00069055294937	0.000691023783692795	0.000691441076050276	0.000690552949366956	0.000691023783692795	0.000690552949366955	0.000691023783692795	0.000691023783692795	0.000691911910376116	0.000627311015037759	0.000626840180711919	0.000691441076050276	0.000100339440499969
"C5"	2.21721876009053e-05	2.21721876009053e-05	0.00720652236573499	0.0072159679226981	0.00721619811497314	0.00721619811497314	0.00721619811497314	0.00721619811497314	0.00717405053997864	0.0072208599563504	0.00721619811497314	0.00721619811497314	0.00721619811497314	0.00721619811497314	0.00721619811497314	0.00720257281537877	0.000526208714443566	0.000538123701753736	0.000641664942000453	0.000641664942000453	1.000761232451	0.00064255182950449	0.000641664942000453	0.000761232451000097	0.000641664942000453	0.000761232451000097	0.000761232451000097	0.000762119338504134	0.000702097898375977	0.000582530389376333	0.000642551829504489	9.32368275451773e-05
"C6"	0.006694851961044	0.006694851961044	0.00673042510519212	0.00673924664337893	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	2.79664976370426e-05	0.00674381526265904	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00672379093557086	0.000491444840637979	0.000502548120811876	0.000599248932576906	0.000599248932576906	0.000599715040870857	1.00086704301102	0.000599248932576906	0.000599715040870857	0.000599248932576906	0.000599715040870857	0.000599715040870857	0.000867509119312617	0.000811477528182859	0.000811011419888909	0.000867043011018666	8.70771563474786e-05
"C7"	2.22031670830008e-05	2.22031670830008e-05	0.00775550217912507	0.00776566728155878	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	2.82500595503728e-05	0.0077709320463323	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.00775210744060277	0.000566294344958407	0.000579124125086371	0.000690552949366956	0.000690552949366955	0.000691023783692795	0.000691441076050275	1.00069055294937	0.000691023783692795	0.000690552949366955	0.000691023783692795	0.000691023783692795	0.000691911910376115	0.000627311015037759	0.00062684018071192	0.000691441076050275	0.000100339440499969
"C8"	2.21721876009053e-05	2.21721876009053e-05	0.00720652236573499	0.0072159679226981	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00717405053997864	0.00722085995635041	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00720257281537877	0.000526208714443566	0.000538123701753736	0.000641664942000453	0.000641664942000453	0.000761232451000097	0.000642551829504489	0.000641664942000453	1.000761232451	0.000641664942000453	0.000761232451000098	0.000761232451000098	0.000762119338504134	0.000702097898375977	0.000582530389376333	0.000642551829504489	9.32368275451773e-05
"C9"	2.22031670830008e-05	2.22031670830008e-05	0.00775550217912507	0.00776566728155878	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	2.82500595503728e-05	0.00777093204633229	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.0077659150743073	0.00775210744060277	0.000566294344958407	0.000579124125086371	0.000690552949366956	0.000690552949366955	0.000691023783692795	0.000691441076050275	0.000690552949366955	0.000691023783692795	1.00069055294937	0.000691023783692795	0.000691023783692795	0.000691911910376116	0.000627311015037759	0.00062684018071192	0.000691441076050276	0.000100339440499969
"C10"	2.21721876009053e-05	2.21721876009053e-05	0.00720652236573499	0.0072159679226981	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00717405053997864	0.00722085995635041	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00720257281537877	0.000526208714443566	0.000538123701753736	0.000641664942000453	0.000641664942000453	0.000761232451000097	0.000642551829504489	0.000641664942000453	0.000761232451000098	0.000641664942000453	1.000761232451	0.000761232451000098	0.000762119338504134	0.000702097898375977	0.000582530389376334	0.00064255182950449	9.32368275451774e-05
"C11"	2.21721876009053e-05	2.21721876009053e-05	0.00720652236573499	0.0072159679226981	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00717405053997864	0.00722085995635041	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00721619811497315	0.00720257281537877	0.000526208714443566	0.000538123701753736	0.000641664942000453	0.000641664942000453	0.000761232451000097	0.00064255182950449	0.000641664942000453	0.000761232451000097	0.000641664942000453	0.000761232451000098	1.000761232451	0.000762119338504134	0.000702097898375977	0.000582530389376333	0.00064255182950449	9.32368275451774e-05
"C12"	0.00627778430437461	0.00627778430437461	0.00631413508559661	0.00632241099426208	0.00632261241976589	0.00632261241976589	0.00632261241976589	0.00632261241976589	0.00628055964063136	0.00632669698290447	0.00632261241976589	0.00632261241976589	0.00632261241976589	0.00632261241976589	0.00632261241976589	0.00630721792006435	0.00046104800795752	0.000471458750662976	0.000562178427180594	0.000562178427180594	0.000666854421191117	0.000813289799355578	0.000562178427180594	0.000666854421191117	0.000562178427180594	0.000666854421191117	0.000666854421191117	1.00091796579337	0.000865405644032231	0.000760729650021709	0.000813289799355579	8.16912627715668e-05
"C13"	0.00669519954542003	0.00669519954542003	0.00673065044977773	0.00673947182043178	0.00673918129782002	0.00673918129782002	0.00673918129782002	0.00673918129782002	0.00669730952709122	0.00674353514315906	0.00673918129782002	0.00673918129782002	0.00673918129782002	0.00673918129782002	0.00673918129782002	5.61032984209658e-05	0.000491427784650157	0.000446965500000787	0.000543669546366058	0.000543669546366058	0.000655291371817578	0.000811477528182859	0.000543669546366058	0.000655291371817579	0.000543669546366058	0.000655291371817579	0.000655291371817579	0.00092309935363438	1.00092263182615	0.000811010000696018	0.000811477528182859	8.7076906780956e-05
"C14"	0.00717187312335478	0.00717187312335478	0.00720642656821444	0.00721587150349769	0.00721556013026222	0.00721556013026222	0.00721556013026222	0.00721556013026222	2.78704372015933e-05	0.00722022174005716	0.00721556013026222	0.00721556013026222	0.00721556013026222	0.00721556013026222	0.00721556013026222	5.59233420605586e-05	0.000526165803714409	0.000478526021541596	0.00058206588208964	0.00058206588208964	0.000582530389376333	0.000868940807023831	0.00058206588208964	0.000582530389376334	0.00058206588208964	0.000582530389376334	0.000582530389376334	0.000869405314310525	0.000868939286460019	1.00086847477917	0.000868940807023831	9.32321958986752e-05
"C15"	0.006694851961044	0.006694851961044	0.00673042510519212	0.00673924664337893	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	2.79664976370426e-05	0.00674381526265904	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00673946140484167	0.00672379093557085	0.000491444840637979	0.000502548120811876	0.000599248932576906	0.000599248932576906	0.000599715040870857	0.000867043011018666	0.000599248932576906	0.000599715040870857	0.000599248932576906	0.000599715040870857	0.000599715040870857	0.000867509119312617	0.000811477528182859	0.000811011419888909	1.00086704301102	8.70771563474786e-05
"C16"	2.18077339073078e-05	2.18077339073078e-05	6.0522987516337e-05	0.0500988001607747	6.93324084365873e-05	6.93324084365873e-05	6.93324084365873e-05	6.93324084365873e-05	2.70857739866616e-05	0.0501016887862359	6.93324084365873e-05	6.93324084365873e-05	6.93324084365873e-05	6.93324084365873e-05	6.93324084365873e-05	5.43961578435875e-05	0.000651287500492001	0.000317748800735533	0.000652206363249797	0.000652206363249797	0.000652657792816241	0.000653078672606089	0.000652206363249797	0.000652657792816242	0.000652206363249797	0.000652657792816242	0.000652657792816242	0.000653530102172534	0.00065307680085717	0.000652625371290726	0.000653078672606089	1.00064712755599
