"Scardinius_erythrophthalmus"	"Rutilus_rutilus"	"Cyprinus_carpio"	"Esox_lucius"	"Abramis_brama"	"Alburnus_alburnus"	"Carassius_auratus_gibelio"	"Stizostedion_lucioperca"	"Gymnocephalus_cernuus"	"Tinca_tinca"	"Blicca_bjoerkna"	"Perca_fluviatilis"	"Diplostomum_spathaceum"	"Argulus_foliaceus"	"Tylodelphis_clavata"	"Myxobolus_pseudodispar"	"Paradiplozoon_homoion"	"Anodonta_sp."	"Hoferellus_carassii"	"Myxobolus_anurum"	"Myxobolus_bramae"	"Myxobolus_cyprini"	"Myxobolus_dispar"	"Henneguya_oviperda"	"Dactylogyrus_auriculatus"	"Dactylogyrus_crucifer"	"Dactylogyrus_vistulae"	"Dactylogyrus_extensus"	"Tetraonchus_monenteron"	"Diplozoon_paradoxum"	"Diplozoon_scardinii"	"Eudiplozoon_nipponicum"	"Khawia_sp."	"Proteocephalus_cernuae"	"Proteocephalus_percae"	"Proteocephalus_torulosus"	"Echinostomum_sp."	"Posthodiplostomum_cuticola"	"Skrjabillanus_scardinii"	"Skrjabillanus_tincae"	"Skrjabillanus_cyprini"	"Molnaria_intestinalis"	"Skrjabillanida_sp."	"Philometroides_sanguinea"	"Piscicola_geometra"	"Ergasilus_sieboldi"
"Scardinius_erythrophthalmus"	1.00704313061139	0.000705764130202935	0.000329956692859502	0	0.00032957732327875	0.000328695511042553	0.000141420794386754	0.000188377721726411	0.000142384061346318	0.000188062181154005	0.00014133544493905	0.000562305628684582	0.0112382391272674	0.0112273122148941	4.29437615296245e-05	0.0111994504626215	1.71491169641373e-05	0.0112174833993386	4.71402647955848e-06	0	6.59154646557499e-06	4.71366704085003e-06	4.71366704085003e-06	0	6.591546465575e-06	1.00823447171848e-05	1.00823447171848e-05	4.71366704085003e-06	0	6.591546465575e-06	0.0111893681179043	4.71366704085003e-06	1.00823447171848e-05	4.7461353782106e-06	6.27925739088036e-06	1.09565170347517e-05	0.0111893681179043	0.0111893681179043	0.0111893681179043	9.40310905770024e-06	4.71366704085003e-06	0.0111893681179043	6.27925739088036e-06	4.71402647955847e-06	0	0
"Rutilus_rutilus"	0.00090741102454663	1.00641540500158	0.000182591451850539	0	0.000182381516292217	0.000181893538991101	0.000182127529446153	3.76390548273086e-07	0.000663913667006668	3.7576007834298e-07	0.000902036583805729	0.00048249763686148	0.014473067673321	2.24328766770759e-05	0.014423618266004	0.0143874452733112	0.0144224647577843	3.42072265602588e-05	6.07091764820511e-06	0	3.64763032584433e-06	2.60844931215055e-06	2.60844931215055e-06	0	3.64763032584434e-06	0.014377362928594	0.014377362928594	2.60844931215055e-06	0	3.64763032584434e-06	1.00823447171848e-05	2.60844931215055e-06	0.014377362928594	2.21304555668889e-05	1.25463516091029e-08	6.06311796637001e-06	1.00823447171848e-05	1.00823447171848e-05	1.00823447171848e-05	1.8788003917149e-08	2.60844931215055e-06	1.00823447171848e-05	1.25463516091029e-08	6.0709176482051e-06	0	0
"Cyprinus_carpio"	0.000424230033676503	0.000182591451850539	1.00761854541928	0	0.000423812972691761	0.00042267902493874	0.000181781932097706	0.000242315478830761	0.000181464386666494	0.000241909590256505	0.000181153358412026	5.26452310035439e-07	0.014445604204031	0.0144420025383133	8.68358481653547e-06	7.32211635300058e-06	1.16661172327518e-05	4.73998965635181e-06	6.05939773659021e-06	0	8.47625945383521e-06	0.0143945506488468	0.0143945506488468	0	8.47625945383522e-06	2.60844931215055e-06	2.60844931215055e-06	0.0143945506488468	0	8.47625945383522e-06	4.71366704085003e-06	0.0143945506488468	2.60844931215055e-06	6.04881288888314e-06	8.07718262769202e-06	1.40893008312913e-05	4.71366704085003e-06	4.71366704085003e-06	4.71366704085003e-06	1.20954795128252e-05	0.0143945506488468	4.71366704085003e-06	8.07718262769202e-06	6.0593977365902e-06	0	0
"Esox_lucius"	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0	0	0	0.0202020202020202	0	0	0	0	0.0202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0.0202020202020202
"Abramis_brama"	0.00059323918190175	0.000255334122809104	0.000593338161768465	0	1.00662887327167	0.000591070266262423	0.000254202098205042	0.000338851625326718	0.000253758045740872	0.000338284034664529	0.000253323106833718	7.36185825904689e-07	0.0202005934040273	0.0201955568694724	1.21430411418353e-05	1.02391767914193e-05	1.63137856675302e-05	6.62835575687024e-06	8.4734032735014e-06	0	0.0201325774654334	8.47625945383522e-06	8.47625945383521e-06	0	0.0201325774654334	3.64763032584433e-06	3.64763032584433e-06	8.47625945383522e-06	0	0.0201325774654334	6.59154646557499e-06	8.47625945383522e-06	3.64763032584433e-06	8.45860152469575e-06	1.12950541775573e-05	1.97023422087474e-05	6.591546465575e-06	6.591546465575e-06	6.591546465575e-06	1.69142017332265e-05	8.47625945383522e-06	6.591546465575e-06	1.12950541775573e-05	8.47340327350139e-06	0	0
"Alburnus_alburnus"	0.000986086533127657	0.000424418257645901	0.000986251058190392	0	0.00098511711043737	1.00432696295094	0.000422536598019752	0.000563241664840732	0.000421798490746533	0.000562298211465788	0.000421075532094842	1.22369349657067e-06	0.0335775749893029	0.0335692032245076	2.01842523327497e-05	1.70196350011218e-05	2.71168945711121e-05	1.10177017095803e-05	1.40845532673251e-05	0	1.97023422087474e-05	1.40893008312913e-05	1.40893008312913e-05	0	1.97023422087474e-05	6.06311796637001e-06	6.06311796637001e-06	1.40893008312913e-05	0	1.97023422087474e-05	1.09565170347517e-05	1.40893008312913e-05	6.06311796637001e-06	1.40599496915511e-05	1.87747221613577e-05	0.0334775654316981	1.09565170347517e-05	1.09565170347518e-05	1.09565170347517e-05	2.81149105732894e-05	1.40893008312913e-05	1.09565170347518e-05	1.87747221613577e-05	1.4084553267325e-05	0	0
"Carassius_auratus_gibelio"	0.000424262383160263	0.000424964235374358	0.000424157841561314	0	0.00042367016367507	0.000422536598019752	1.00713480386843	5.60033612763721e-07	0.000422654188751799	5.59095533010347e-07	0.000421930214055222	9.11478839361878e-07	0.0336457474110139	3.33780033207178e-05	2.02049645485665e-05	1.07849441277636e-05	2.71674283509662e-05	4.75960042152657e-06	0.0335711601289476	0	8.47340327350139e-06	6.0593977365902e-06	6.0593977365902e-06	0	8.4734032735014e-06	6.0709176482051e-06	6.07091764820511e-06	6.0593977365902e-06	0	8.4734032735014e-06	4.71402647955847e-06	6.0593977365902e-06	6.0709176482051e-06	1.40884729583933e-05	1.8667787092124e-08	1.4084553267325e-05	4.71402647955848e-06	4.71402647955848e-06	4.71402647955848e-06	2.79547766505174e-08	6.0593977365902e-06	4.71402647955848e-06	1.8667787092124e-08	0.0335711601289476	0	0
"Stizostedion_lucioperca"	0.000565133165179232	8.78244612637201e-07	0.000565402783938441	0	0.000564752708877863	0.000563241664840732	5.60033612763721e-07	1.0072759810999	5.59733171736468e-07	0.000563626022682663	5.58323180877946e-07	3.16321011224129e-07	4.45040044276237e-05	0.033648473554155	4.7020174561525e-08	6.29180374248946e-06	4.04625106530002e-08	6.29507344144157e-06	1.8667787092124e-08	0	1.12950541775572e-05	8.07718262769202e-06	8.07718262769202e-06	0	1.12950541775572e-05	1.25463516091029e-08	1.25463516091029e-08	8.07718262769202e-06	0	1.12950541775573e-05	6.27925739088036e-06	8.07718262769202e-06	1.25463516091029e-08	1.86577723912156e-08	0.0335758660366634	1.87747221613577e-05	6.27925739088036e-06	6.27925739088036e-06	6.27925739088036e-06	2.81813011341332e-05	8.07718262769202e-06	6.27925739088036e-06	0.0335758660366634	1.8667787092124e-08	0	0
"Gymnocephalus_cernuus"	0.000427152184038953	0.00154913188968223	0.00042341690222182	0	0.000422930076234787	0.000421798490746534	0.000422654188751799	5.59733171736469e-07	1.00488861612608	5.58795595234397e-07	0.000421998011968386	0.00112219370252173	0.0335869195328096	3.33600970354935e-05	0.0335745273448956	2.68765909450995e-05	4.32303561653082e-05	6.08558205042973e-05	1.40884729583933e-05	0	8.45860152469574e-06	6.04881288888314e-06	6.04881288888314e-06	0	8.45860152469575e-06	2.21304555668889e-05	2.21304555668889e-05	6.04881288888314e-06	0	8.45860152469575e-06	4.74613537821059e-06	6.04881288888314e-06	2.21304555668889e-05	0.0334962872042026	1.86577723912156e-08	1.40599496915511e-05	4.74613537821059e-06	4.7461353782106e-06	4.74613537821059e-06	2.79397797617199e-08	6.04881288888314e-06	4.74613537821059e-06	1.86577723912156e-08	1.40884729583933e-05	0	0
"Tinca_tinca"	0.000846279815193021	1.31516027420043e-06	0.000846683565897766	0	0.000845710086661322	0.000843447317198684	8.38643299515521e-07	0.000845439034023996	8.38193392851596e-07	1.00586914851638	8.36081949254412e-07	4.73686740426083e-07	6.66441875348334e-05	0.0503881664278301	7.04121207001731e-08	9.42189706161738e-06	6.05921013798696e-08	9.42679339472155e-06	2.79547766505174e-08	0	1.69142017332264e-05	1.20954795128252e-05	1.20954795128252e-05	0	1.69142017332264e-05	1.8788003917149e-08	1.8788003917149e-08	1.20954795128252e-05	0	1.69142017332264e-05	9.40310905770023e-06	1.20954795128252e-05	1.8788003917149e-08	2.79397797617199e-08	2.81813011341332e-05	2.81149105732894e-05	9.40310905770024e-06	9.40310905770024e-06	9.40310905770023e-06	0.050293457425819	1.20954795128252e-05	9.40310905770024e-06	2.81813011341332e-05	2.79547766505174e-08	0	0
