"Prunus_padus"	"Prunus_domestica"	"Prunus_cerasus"	"Prunus_avium"	"Prunus_spinosa"	"Acronicta_psi"	"Allophyes_oxycanthae"	"Cosmia_trapezina"	"Diloba_caeruleocephala"	"Aporia_crataegi"	"Biston_betularia"	"Eupsilia_transversa"	"Operophtera_brumata"	"Arctia_caja"	"Colocasia_coryli"	"Electrophaes_corylata"	"Epirrita_autumnata"	"Erannis_defoliaria"	"Eriogaster_lanestris"	"Lomographa_temerata"	"Opisthograptis_luteolata"	"Orthosia_gothica"	"Orthosia_gracilis"	"Thecla_betulae"	"Abraxas_grossulariata"	"Abraxas_sylvata"	"Acronicta_strigosa"	"Agriopis_marginaria"	"Agrochola_circellaris"	"Angerona_prunaria"	"Apocheima_pilosaria"	"Blepharita_satura"	"Boarmia_punctinalis"	"Brachionycha_nubeculosa"	"Camptogramma_bilineata"	"Chloroclysta_siterata"	"Chloroclysta_truncata"	"Chloroclystis_chloerata"	"Chloroclystis_rectangulata"	"Colotois_pennaria"	"Conistra_vaccinii"	"Crocallis_elinguaria"	"Dasychira_fascelina"	"Dasychira_pudibunda"	"Epirrita_christyi"	"Eupithecia_exiguata"	"Euproctis_similis"	"Eurois_occulata"	"Lasiocampa_quercus"	"Lithophane_ornitopus"	"Lithophane_socia"	"Lomographa_bimaculata"	"Lycia_hirtaria"	"Lycia_pomonaria"	"Naenia_typica"	"Nola_cucullatella"	"Odontopera_bidentata"	"Plagodis_pulveraria"	"Plemyria_rubiginata"	"Polia_bombycina"	"Psyche_betulina"	"Selenia_dentaria"	"Selenia_lunalaria"	"Selenia_tetralunaria"	"Smerinthus_ocellata"	"Strymonidia_pruni"	"Trichiura_crataegi"	"Triphosa_dubitata"	"Xanthia_togata"
"Prunus_padus"	1.00833040111722	0.000752699939470446	0.000502210465771282	0.000264405470436758	0.000251293108113854	0.00159265697693633	0.00159239472968986	0.00159239472968987	0.00159141033960301	0.00158583022331666	0.00158707686064997	0.00158736886752759	0.00158736886752758	0.00158178875124124	0.00158178875124124	0.00158080436115439	0.00158178875124124	0.00158054211390793	0.001581096368032	0.001581096368032	0.00158178875124124	0.00158178875124124	0.001581096368032	0.00158178875124124	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174566	0.00157551625174565	0.00157551625174566	0.00157551625174565	0.00157551625174565	0.00157551625174566	0.00157551625174566	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565	0.00157551625174565
"Prunus_domestica"	0.0040143996771757	1.00397993996982	0.0011925616577923	0.000491885968182243	0.000422222828040727	0.00839586040369432	0.00839446714089143	0.0083944671408915	3.78053605066275e-05	2.45546754200465e-05	0.00838260971860772	0.00838602268433068	0.00838602268433062	0.00837277199924408	0.0083727719992441	1.61102188592319e-05	0.00837277199924407	1.47169560564016e-05	1.95231845821681e-05	1.95231845821682e-05	0.00837277199924411	0.00837277199924408	1.95231845821682e-05	0.0083727719992441	6.27249949558704e-06	6.27249949558701e-06	6.27249949558702e-06	6.27249949558706e-06	6.27249949558702e-06	6.27249949558707e-06	6.27249949558704e-06	6.27249949558703e-06	6.27249949558706e-06	6.27249949558706e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558703e-06	6.27249949558704e-06	6.27249949558703e-06	6.27249949558704e-06	6.27249949558703e-06	6.27249949558704e-06	6.27249949558703e-06	6.27249949558705e-06	6.27249949558704e-06	6.27249949558705e-06	6.27249949558705e-06	6.27249949558703e-06	6.27249949558703e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558705e-06	6.27249949558705e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558705e-06	6.27249949558704e-06	6.27249949558705e-06	6.27249949558705e-06	6.27249949558704e-06	6.27249949558705e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06	6.27249949558704e-06
"Prunus_cerasus"	0.00357127442326245	0.00159008221038973	1.00353642952534	0.00056207814521662	0.000841145796796729	0.0111804771367811	0.0111860584898126	0.0111860584898127	0.0111840493676304	3.36445951266146e-05	3.0072364277261e-05	0.0111692355738768	0.0111692355738767	1.88308013729287e-05	1.88308013729287e-05	1.682167919068e-05	1.88308013729287e-05	2.24030322222822e-05	0.0111559848887902	0.0111559848887902	1.88308013729287e-05	1.88308013729287e-05	0.0111559848887902	1.88308013729287e-05	5.58011628634758e-06	5.58011628634756e-06	5.58011628634757e-06	5.5801162863476e-06	5.58011628634757e-06	5.58011628634761e-06	5.58011628634758e-06	5.58011628634758e-06	5.5801162863476e-06	5.5801162863476e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634757e-06	5.58011628634758e-06	5.58011628634757e-06	5.58011628634758e-06	5.58011628634757e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634759e-06	5.58011628634758e-06	5.58011628634757e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634759e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634758e-06	5.58011628634759e-06	5.58011628634759e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06	5.58011628634758e-06
"Prunus_avium"	0.00338439002159049	0.00118052632363739	0.00101174066138991	1.00334788278799	0.00117647030639864	0.0200933250474366	4.98967978046852e-05	4.98967978046853e-05	0.0201070167342009	0.0200957751712966	0.0200820834845322	2.63673916767125e-05	2.63673916767123e-05	1.512582877238e-05	1.51258287723801e-05	0.0200722457651686	1.512582877238e-05	2.88175155367081e-05	1.65296723130675e-05	1.65296723130675e-05	1.51258287723801e-05	1.512582877238e-05	1.65296723130675e-05	1.51258287723801e-05	5.28810940873515e-06	5.28810940873513e-06	5.28810940873514e-06	5.28810940873517e-06	5.28810940873514e-06	5.28810940873518e-06	5.28810940873515e-06	5.28810940873514e-06	5.28810940873517e-06	5.28810940873517e-06	5.28810940873515e-06	5.28810940873515e-06	5.28810940873514e-06	5.28810940873515e-06	5.28810940873514e-06	5.28810940873515e-06	5.28810940873514e-06	5.28810940873515e-06	5.28810940873515e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873517e-06	5.28810940873516e-06	5.28810940873515e-06	5.28810940873515e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873517e-06	5.28810940873516e-06	5.28810940873515e-06	5.28810940873515e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873515e-06	5.28810940873516e-06	5.28810940873515e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06	5.28810940873516e-06
"Prunus_spinosa"	0.00321655178385733	0.00101333478729775	0.00151406243423412	0.00117647030639865	1.00318059078922	5.38226407869992e-05	0.0200939050504434	0.0200939050504435	0.0201089900000106	0.0200921670840747	3.69997248510645e-05	3.02932346590263e-05	3.02932346590261e-05	1.34703187230916e-05	1.34703187230917e-05	2.855526829025e-05	1.34703187230916e-05	0.0200686376779467	2.18487780982117e-05	2.18487780982117e-05	1.34703187230917e-05	1.34703187230916e-05	2.18487780982117e-05	1.34703187230917e-05	5.02586216227708e-06	5.02586216227706e-06	5.02586216227707e-06	5.0258621622771e-06	5.02586216227707e-06	5.0258621622771e-06	5.02586216227707e-06	5.02586216227707e-06	5.02586216227709e-06	5.02586216227709e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227707e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227709e-06	5.02586216227709e-06	5.02586216227707e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227709e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227707e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06	5.02586216227708e-06
"Acronicta_psi"	0.0254825116309811	0.025187581211083	0.0251560735577575	0.0251166563092958	6.72783009837489e-05	1.00103155798912	0.000530570428954965	0.00053057042895497	0.000823007045048524	0.000543495116628998	0.00075204606070168	0.000529224862935294	0.00052922486293529	0.000249712934515766	0.000249712934515766	0.000542149550609323	0.000249712934515765	4.1161990443083e-05	0.000319328352842935	0.000319328352842936	0.000249712934515766	0.000249712934515765	0.000319328352842935	0.000249712934515766	3.9816424423408e-05	3.98164244234079e-05	3.9816424423408e-05	3.98164244234082e-05	3.9816424423408e-05	3.98164244234083e-05	3.98164244234081e-05	3.9816424423408e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234081e-05	3.98164244234081e-05	3.9816424423408e-05	3.98164244234081e-05	3.9816424423408e-05	3.98164244234081e-05	3.9816424423408e-05	3.98164244234081e-05	3.98164244234081e-05	3.98164244234082e-05	3.98164244234081e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234081e-05	3.98164244234081e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234081e-05	3.98164244234081e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05	3.98164244234082e-05
"Allophyes_oxycanthae"	0.0254783156750378	0.0251834014226745	0.0251686316020786	6.23709972558567e-05	0.0251173813130543	0.000530570428954969	1.00103167063527	0.00103167063527094	0.000823056376693767	0.000543404914448451	0.00025091896670965	0.000529323009009852	0.000529323009009848	0.000249671546764533	0.000249671546764534	4.10572881873638e-05	0.000249671546764533	0.000542157494503334	0.000319461330487564	0.000319461330487564	0.000249671546764534	0.000249671546764533	0.000319461330487564	0.000249671546764534	3.98098682422466e-05	3.98098682422464e-05	3.98098682422465e-05	3.98098682422467e-05	3.98098682422465e-05	3.98098682422468e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422467e-05	3.98098682422467e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422467e-05	3.98098682422467e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422467e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05
"Cosmia_trapezina"	0.0254783156750378	0.0251834014226745	0.0251686316020785	6.23709972558567e-05	0.0251173813130543	0.000530570428954967	0.00103167063527094	1.00103167063527	0.000823056376693767	0.000543404914448451	0.00025091896670965	0.000529323009009852	0.000529323009009848	0.000249671546764533	0.000249671546764534	4.10572881873638e-05	0.000249671546764533	0.000542157494503334	0.000319461330487563	0.000319461330487564	0.000249671546764534	0.000249671546764533	0.000319461330487564	0.000249671546764534	3.98098682422466e-05	3.98098682422464e-05	3.98098682422465e-05	3.98098682422468e-05	3.98098682422465e-05	3.98098682422468e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422467e-05	3.98098682422467e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422466e-05	3.98098682422466e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05	3.98098682422465e-05
"Diloba_caeruleocephala"	0.0254625654336482	0.000113416081519883	0.0251641110771685	0.0251337709177512	0.0251362375000133	0.000823007045048527	0.000823056376693767	0.000823056376693767	1.00132478666103	0.00104518542684536	0.000543405810857764	0.000320331626693503	0.0003203316266935	4.0730392502741e-05	4.07303925027411e-05	0.000542460676845098	4.0730392502741e-05	0.000542510008490342	0.000319386492680836	0.000319386492680837	4.07303925027411e-05	4.0730392502741e-05	0.000319386492680836	4.07303925027411e-05	3.97852584900753e-05	3.97852584900751e-05	3.97852584900752e-05	3.97852584900755e-05	3.97852584900752e-05	3.97852584900755e-05	3.97852584900753e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900755e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900753e-05	3.97852584900753e-05	3.97852584900752e-05	3.97852584900753e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900755e-05	3.97852584900754e-05	3.97852584900753e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900753e-05	3.97852584900753e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05	3.97852584900754e-05
"Aporia_crataegi"	0.0338310447640887	9.82187016801861e-05	0.000100933785379844	0.0334929586188277	0.0334869451401245	0.000724660155505331	0.000724539885931267	0.000724539885931267	0.00139358056912715	1.00139245908262	0.000723538669001109	5.48009831287777e-05	5.48009831287773e-05	5.3679496624557e-05	5.36794966245572e-05	0.000722720179820442	5.3679496624557e-05	0.000722599910246379	5.39824939481093e-05	5.39824939481094e-05	5.36794966245572e-05	5.3679496624557e-05	5.39824939481093e-05	5.36794966245572e-05	5.28610074438888e-05	5.28610074438886e-05	5.28610074438887e-05	5.2861007443889e-05	5.28610074438887e-05	5.28610074438891e-05	5.28610074438888e-05	5.28610074438888e-05	5.2861007443889e-05	5.2861007443889e-05	5.28610074438888e-05	5.28610074438889e-05	5.28610074438888e-05	5.28610074438888e-05	5.28610074438888e-05	5.28610074438888e-05	5.28610074438888e-05	5.28610074438889e-05	5.28610074438888e-05	5.28610074438889e-05	5.28610074438889e-05	5.2861007443889e-05	5.2861007443889e-05	5.28610074438888e-05	5.28610074438888e-05	5.28610074438889e-05	5.28610074438889e-05	5.2861007443889e-05	5.2861007443889e-05	5.28610074438889e-05	5.28610074438889e-05	5.28610074438889e-05	5.28610074438889e-05	5.2861007443889e-05	5.28610074438889e-05	5.2861007443889e-05	5.2861007443889e-05	5.28610074438889e-05	5.2861007443889e-05	5.28610074438889e-05	5.2861007443889e-05	5.2861007443889e-05	5.28610074438889e-05	5.2861007443889e-05	5.2861007443889e-05
