"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Waterbuck"	"Wildebeest"	"Kongoni"	"Topi"	"Warthog"	"Reedbuck"	"Impala"	"Gr_Gazelle"	"Bushbuck"	"Th_Gazelle"	"Oribi"	"Dikdik"	"lion"	"Leopard"	"hyaena"	"Cheetah"	"wild_dog"	"caracal"	"canis_meso"	"canis_aureus"
"Giraffe"	1.00062730570371	0.000627305703710959	0.000627305703710959	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000632651109824595	0.000632651109824595	0.00063365710259002	0.000630112974829504	0.00063365710259002	0.000631233999341744	0.000634051568015786	0.100368912593753	0.000180720882640206	0.000159717116812555	9.65727217322612e-05	0.000155882153113579	9.05787954308265e-06	9.05787954308266e-06	3.017978296275e-05
"Buffalo"	0.000627305703710959	1.00062730570371	0.000627305703710959	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000632651109824595	0.000632651109824595	0.00063365710259002	0.000630112974829504	0.00063365710259002	0.000631233999341744	0.000634051568015786	0.100368912593753	0.000180720882640206	0.000159717116812555	9.65727217322612e-05	0.000155882153113579	9.05787954308265e-06	9.05787954308266e-06	3.017978296275e-05
"Eland"	0.000627305703710959	0.000627305703710959	1.00062730570371	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000631443950802942	0.000631443950802942	0.000632651109824595	0.000632651109824595	0.000632651109824595	0.00063365710259002	0.000630112974829504	0.00063365710259002	0.000631233999341744	0.000634051568015786	0.100368912593753	0.000180720882640206	0.000159717116812555	9.65727217322612e-05	0.000155882153113579	9.05787954308265e-06	9.05787954308266e-06	3.017978296275e-05
"Zebra"	0.000157860987700735	0.000157860987700735	0.000157860987700735	1.00079069645991	0.000790696459906545	0.000792096098062275	0.000790696459906545	0.000790696459906545	0.000792096098062275	0.000792096098062275	0.000792096098062275	0.000793246950118701	0.000580771120752803	0.000793246950118701	0.000563112116824111	0.000565879768218304	0.0252577580321177	0.0252103997358075	0.025191040698449	0.000111971052458374	0.025188237936198	8.08399668883291e-06	8.08399668883291e-06	3.45255616927896e-05
"Waterbuck"	0.000157860987700735	0.000157860987700735	0.000157860987700735	0.000790696459906545	1.00079069645991	0.000792096098062275	0.000790696459906545	0.000790696459906545	0.000792096098062275	0.000792096098062275	0.000792096098062275	0.000793246950118701	0.000580771120752803	0.000793246950118701	0.000563112116824111	0.000565879768218304	0.0252577580321177	0.0252103997358075	0.025191040698449	0.000111971052458374	0.025188237936198	8.08399668883291e-06	8.08399668883291e-06	3.45255616927896e-05
"Wildebeest"	0.000126530221964919	0.000126530221964919	0.000126530221964919	0.00063367687844982	0.00063367687844982	1.00088527681481	0.00063367687844982	0.00063367687844982	0.000885276814814446	0.000885276814814446	0.000885276814814446	0.000886597716093576	0.000465415523474694	0.000886597716093576	0.000701829024441576	0.000705164681954862	0.020244835514387	0.0202068764477976	0.0201913625970151	0.0201279949091701	0.0201792569410157	1.00737811707837e-05	1.00737811707837e-05	3.9627038373903e-05
"Kongoni"	0.000157860987700735	0.000157860987700735	0.000157860987700735	0.000790696459906545	0.000790696459906545	0.000792096098062275	1.00079069645991	0.000790696459906545	0.000792096098062275	0.000792096098062275	0.000792096098062275	0.000793246950118701	0.000580771120752803	0.000793246950118701	0.000563112116824111	0.000565879768218304	0.0252577580321177	0.0252103997358075	0.025191040698449	0.000111971052458374	0.025188237936198	8.08399668883291e-06	8.08399668883291e-06	3.45255616927896e-05
"Topi"	0.000157860987700735	0.000157860987700735	0.000157860987700735	0.000790696459906545	0.000790696459906545	0.000792096098062275	0.000790696459906545	1.00079069645991	0.000792096098062275	0.000792096098062275	0.000792096098062275	0.000793246950118701	0.000580771120752803	0.000793246950118701	0.000563112116824111	0.000565879768218304	0.0252577580321177	0.0252103997358075	0.025191040698449	0.000111971052458374	0.025188237936198	8.08399668883291e-06	8.08399668883291e-06	3.45255616927896e-05
"Warthog"	0.000126530221964919	0.000126530221964919	0.000126530221964919	0.00063367687844982	0.00063367687844982	0.000885276814814446	0.00063367687844982	0.00063367687844982	1.00088527681481	0.000885276814814446	0.000885276814814446	0.000886597716093576	0.000465415523474694	0.000886597716093576	0.000701829024441576	0.000705164681954862	0.020244835514387	0.0202068764477976	0.0201913625970151	0.0201279949091701	0.0201792569410157	1.00737811707837e-05	1.00737811707837e-05	3.9627038373903e-05
"Reedbuck"	0.000126530221964919	0.000126530221964919	0.000126530221964919	0.00063367687844982	0.00063367687844982	0.000885276814814446	0.00063367687844982	0.00063367687844982	0.000885276814814446	1.00088527681481	0.000885276814814446	0.000886597716093576	0.000465415523474694	0.000886597716093576	0.000701829024441576	0.000705164681954862	0.020244835514387	0.0202068764477976	0.0201913625970151	0.0201279949091701	0.0201792569410157	1.00737811707837e-05	1.00737811707837e-05	3.9627038373903e-05
"Impala"	0.000126530221964919	0.000126530221964919	0.000126530221964919	0.00063367687844982	0.00063367687844982	0.000885276814814446	0.00063367687844982	0.00063367687844982	0.000885276814814446	0.000885276814814446	1.00088527681481	0.000886597716093576	0.000465415523474694	0.000886597716093576	0.000701829024441576	0.000705164681954862	0.020244835514387	0.0202068764477976	0.0201913625970151	0.0201279949091701	0.0201792569410157	1.00737811707837e-05	1.00737811707837e-05	3.9627038373903e-05
"Gr_Gazelle"	0.000105609517098337	0.000105609517098337	0.000105609517098337	0.000528831300079134	0.000528831300079134	0.00073883143007798	0.000528831300079134	0.000528831300079134	0.00073883143007798	0.00073883143007798	0.00073883143007798	1.00129637340321	0.000388390520663171	0.00129637340321439	0.000585787656363949	0.00114660564563073	0.0168975227357339	0.0168658398806044	0.0168528935299156	0.0168000103999077	0.0168348151085434	1.63800806518676e-05	1.63800806518676e-05	0.0167262591940923
"Bushbuck"	0.000210037658276501	0.000210037658276501	0.000210037658276501	0.000774361494337071	0.000774361494337071	0.00077569253912449	0.000774361494337071	0.000774361494337071	0.00077569253912449	0.00077569253912449	0.00077569253912449	0.000776781041326341	1.0007728288299	0.000776781041326341	0.000470924552322024	0.000473365527459474	0.0336060253242402	0.0335430140267573	0.000183919732427254	0.000106483582993547	0.0335244785482712	6.76236467799248e-06	6.76236467799248e-06	3.26550660555372e-05
"Th_Gazelle"	0.000105609517098337	0.000105609517098337	0.000105609517098337	0.000528831300079134	0.000528831300079134	0.00073883143007798	0.000528831300079134	0.000528831300079134	0.00073883143007798	0.00073883143007798	0.00073883143007798	0.00129637340321439	0.000388390520663171	1.00129637340321	0.000585787656363949	0.00114660564563073	0.0168975227357339	0.0168658398806044	0.0168528935299156	0.0168000103999077	0.0168348151085434	1.63800806518676e-05	1.63800806518676e-05	0.0167262591940923
"Oribi"	0.000157808499835436	0.000157808499835436	0.000157808499835436	0.000563112116824111	0.000563112116824111	0.000877286280551969	0.000563112116824111	0.000563112116824111	0.000877286280551969	0.000877286280551969	0.000877286280551969	0.000878681484545923	0.000353193414241518	0.000878681484545923	1.00087576303864	0.000879671590030075	0.0252493599736698	0.0252020174237192	0.0251902443099111	0.0251339330982287	0.000167556610752817	1.25667370004296e-05	1.25667370004296e-05	4.18561198186271e-05
"Dikdik"	9.05787954308266e-05	9.05787954308266e-05	9.05787954308266e-05	0.000323359867553316	0.000323359867553316	0.000503689058539187	0.000323359867553316	0.000323359867553316	0.000503689058539187	0.000503689058539187	0.000503689058539187	0.000982804839112058	0.000202870940339775	0.000982804839112058	0.000502669480017186	1.00384992791177	0.0144926072689323	0.014465433630303	0.014458671265625	0.0144263352788697	0.000112153637420194	0.0143407132558824	0.0143407132558824	0.0143734734171861
