"Heteractis_crispa"	"Entacmaea_quadricolor"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Heteractis_aurora"	"Stichodactyla_gigantea"	"Stichodactyla_haddoni"	"Macrodactyla_doreensis"	"Heteractis_malu"	"Cryptodendrum_adhaesivum"	"Amphiprion_clarkii"	"Amphiprion_akindynos"	"Amphiprion_chrysopterus"	"Amphiprion_chrysogaster"	"Amphiprion_bicinctus"	"Amphiprion_tricinctus"	"Amphiprion_perideraion"	"Amphiprion_allardi"	"Amphiprion_melanopus"	"Amphiprion_ocellaris"	"Amphiprion_percula"	"Amphiprion_leucokranos"	"Amphiprion_polymnus"	"Amphiprion_omanensis"	"Amphiprion_rubrocinctus"	"Amphiprion_sandaracinos"	"Amphiprion_akallopisos"	"Amphiprion_ephippium"	"Amphiprion_frenatus"	"Amphiprion_fuscocaudatus"	"Amphiprion_latezonatus"	"Amphiprion_latifasciatus"	"Amphiprion_mccullochi"	"Amphiprion_nigripes"	"Amphiprion_sebae"	"Premnas_biaculeatus"
"Heteractis_crispa"	1.003332083272	0.0013628190366968	0.00124255805353104	0.00118327019252991	0.000581129144234997	0.000897837255877778	0.000760500985756466	0.000595684326550997	7.25639169182655e-05	7.25639169182655e-05	0.00725639169182655	0.00722698680027912	0.00723065594274442	3.8622873564332e-05	0.00721612250048261	0.00719454488433804	0.00720312746196545	2.78871466809252e-05	0.00719871857716088	3.06796945486405e-05	0.00718823535380168	0.00718611446650728	0.00719241414561741	0.00718800526081283	2.17061890576784e-05	0.00717575981606119	1.94567288501683e-05	0.00717714096101632	1.04832233592062e-05	9.10207840407624e-06	0.00716665773765711	9.10207840407624e-06	1.04832233592062e-05	1.0354650446092e-05	1.08642997965209e-05	1.04832233592062e-05
"Entacmaea_quadricolor"	0.00146765127028886	1.00442549570499	0.000628774612851476	0.000887052475745191	0.000882689831098111	0.000901898805092685	0.000560782001266102	0.000190642207773246	7.80115959496835e-05	7.80115959496835e-05	0.00780115959496835	0.00778079122058408	0.00777428354071475	3.26842951997159e-05	0.00777278004913743	0.00775626652563334	3.17628020576249e-05	0.00774578330227413	0.0077533467138248	2.33370040867429e-05	2.69967468632937e-05	2.25464923822904e-05	2.32604500001959e-05	0.00774484436176736	0.00773762370202516	1.73067039418615e-05	1.20632690230843e-05	0.00773683319032071	0.0077263499669615	6.82348058265532e-06	1.04832233592062e-05	6.82348058265532e-06	0.0077263499669615	5.23978844042896e-06	8.01117144665859e-06	0.0077263499669615
"Heteractis_magnifica"	0.00144965106245289	0.000681172497255765	1.00318802036226	0.0016583176069233	0.000676903612037483	0.00132507555486998	0.000537280023135133	0.000415600407470319	8.449448730442e-05	8.449448730442e-05	0.008449448730442	0.00842215982279436	0.00841598638854524	0.00839000193947196	0.00841448439389243	3.80207797710819e-05	0.0083972082747542	2.76661293249898e-05	0.00839205805300787	0.00838921990340537	0.00838681826456744	0.00838301110941559	2.84200895347805e-05	2.32698677884515e-05	2.18032328763038e-05	2.31109397301174e-05	0.00837265645896949	1.5594438886521e-05	5.23978844042897e-06	1.27562892840254e-05	1.0354650446092e-05	1.27562892840254e-05	5.23978844042897e-06	0.00835990016968547	7.67542890193047e-06	5.23978844042897e-06
"Stichodactyla_mertensii"	0.00127429097657067	0.000887052475745191	0.00153075471408305	1.00390980870445	0.00107577971719751	0.000580226115851487	0.000496398913754676	0.000190675549446366	7.80114669545425e-05	7.80114669545425e-05	0.00780114669545426	0.00778077751332719	0.0077782915756152	0.00775759912789232	0.00777368610027356	0.00775367698454138	3.38780828724044e-05	0.00774457490613731	3.59346747189006e-05	0.00774239225961257	2.91111941362452e-05	0.0077442415115685	2.09603801938736e-05	2.30169720403698e-05	1.40763070307989e-05	0.00773148522228448	0.00773513943316443	1.59255589867316e-05	6.82348058265532e-06	0.0077223831438804	9.10207840407624e-06	0.0077223831438804	6.82348058265532e-06	1.27562892840254e-05	7.09141305363822e-06	6.82348058265532e-06
"Heteractis_aurora"	0.00116225828846999	0.00163928111489649	0.00116040619206426	0.00199787661765251	1.0019901741657	0.000593813378698882	0.00091733494842377	0.000351500458393451	0.000144182468354887	0.000144182468354887	0.0144182468354887	0.0143806228303579	0.014381987674584	0.0143522884634766	0.0143675180453804	0.0143504253265462	3.41820752117506e-05	0.0143421234816285	3.80044184818874e-05	3.24610005085216e-05	2.53945637519143e-05	3.33401781924284e-05	3.01941413549615e-05	3.40164846250983e-05	2.00325219637091e-05	2.36701265918929e-05	2.50383332747856e-05	2.09116996476158e-05	1.2609854729973e-05	1.53682816742501e-05	8.30184491764281e-06	1.53682816742501e-05	1.2609854729973e-05	9.67005160053547e-06	1.31047849774824e-05	1.2609854729973e-05
"Stichodactyla_gigantea"	0.00157121519778611	0.00146558555827561	0.00198761333230497	0.000942867438258668	0.000519586706361522	1.00260891169704	0.000310251356652477	0.000442436928144321	0.000126270943091527	0.000126270943091527	0.0126270943091527	0.0125907791973308	6.92287243213858e-05	3.56711003556469e-05	0.0125863470350929	3.71721944440104e-05	0.012571458729551	2.59492287455382e-05	0.0125716715414111	0.0125564276670971	0.0125603978063474	3.50392365824906e-05	2.67160511399728e-05	2.69288630000233e-05	0.0125438851312767	1.84757921466158e-05	2.38162708840184e-05	2.24967007621308e-05	1.12737350636586e-05	7.25282644814359e-06	1.12229656984722e-05	7.2528264481436e-06	1.12737350636586e-05	1.65634444358748e-05	4.43216223789253e-06	1.12737350636586e-05
"Stichodactyla_haddoni"	0.00152100197151293	0.00104145228806562	0.000921051468231657	0.000921883696972969	0.00091733494842377	0.000354572979031403	1.00330506948371	0.000829968755176499	0.000144337254943352	0.000144337254943352	0.0144337254943352	0.0143841088244671	0.0144004258811086	0.014360801190986	5.11792604141232e-05	3.90716692743002e-05	4.37211098157564e-05	2.82073694777792e-05	3.09830623830025e-05	1.91990041934612e-05	2.29718909363439e-05	2.56311417520896e-05	0.0143645430827289	0.0143518050352962	1.24433336845511e-05	1.79557128501592e-05	1.47668419555687e-05	1.88754712431795e-05	8.01117144665859e-06	7.09141305363822e-06	1.08642997965209e-05	7.09141305363823e-06	8.01117144665859e-06	7.67542890193047e-06	0.014332929564053	8.01117144665859e-06
"Macrodactyla_doreensis"	0.00208489514292849	0.00061958717526305	0.00124680122241096	0.000619695535700688	0.00061512580218854	0.000884873856288643	0.00145244532155887	1.00207403366877	0.000251776187951333	0.000251776187951333	0.0251776187951334	7.541271582388e-05	0.0251162026343395	4.46936292621659e-05	5.46634969444675e-05	3.32125635541015e-05	0.0250881938832734	1.83204553903266e-05	4.11090967484721e-05	2.62178221265251e-05	3.6343041554141e-05	3.0049007086692e-05	0.0250874921687624	4.04073822375186e-05	1.58269783979392e-05	1.96589968999341e-05	1.51568989229171e-05	1.96581633581061e-05	4.76605519433115e-06	4.76688873615914e-06	1.48921081637749e-05	4.76688873615914e-06	4.76605519433116e-06	1.0390010186758e-05	2.07492188794125e-05	4.76605519433116e-06
"Heteractis_malu"	0.00101589483685572	0.00101415074734589	0.00101393384765304	0.00101414907040905	0.00100927727848421	0.00101016754473222	0.00101036078460346	0.00100710475180533	1.00100298561956	0.00100298561956059	0.100298561956059	7.27872133516678e-05	8.53377378376484e-05	4.51025677557202e-05	5.83534878573327e-05	3.72769448177379e-05	5.35105535265547e-05	3.00205531259113e-05	3.61340943263897e-05	2.8877689735049e-05	2.83329347314213e-05	2.35069871177228e-05	4.68677359812951e-05	2.94912767811301e-05	2.04282539041211e-05	1.50575383872808e-05	1.62505954258963e-05	1.50575512867949e-05	7.80115959496835e-06	7.80114669545426e-06	7.25639169182655e-06	7.80114669545426e-06	7.80115959496835e-06	8.449448730442e-06	1.44337254943352e-05	7.80115959496835e-06
"Cryptodendrum_adhaesivum"	0.00101589483685572	0.00101415074734589	0.00101393384765304	0.00101414907040905	0.00100927727848421	0.00101016754473222	0.00101036078460346	0.00100710475180533	0.00100298561956059	1.00100298561956	0.100298561956059	7.27872133516678e-05	8.53377378376484e-05	4.51025677557202e-05	5.83534878573327e-05	3.72769448177379e-05	5.35105535265547e-05	3.00205531259113e-05	3.61340943263897e-05	2.8877689735049e-05	2.83329347314213e-05	2.35069871177228e-05	4.68677359812951e-05	2.94912767811301e-05	2.04282539041211e-05	1.50575383872808e-05	1.62505954258963e-05	1.50575512867949e-05	7.80115959496835e-06	7.80114669545426e-06	7.25639169182655e-06	7.80114669545426e-06	7.80115959496835e-06	8.449448730442e-06	1.44337254943352e-05	7.80115959496835e-06
