"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Microtus_arvalis"	1.00277287512153	0.000622849852641873	0.000301737990070649	0.000861590177932525	0.00062304207237831	0.00134034244278739	0.000682321486058844	0.000301247962448781	0.000282625567658566	0.00104314822376359	0.000522027284756831	0.000301236828433386	0.000161398978731857	0.000282069141554673	1.54216935057416e-06	9.54800909816519e-07	0.0144610444784299	0.0144364035318286	0.0144178794226798	0.0144310694811944	0.0144064968610447	1.54729703510404e-05	2.86440272944956e-05	0.0143625679456459	2.01163213103849e-05	5.37996595772856e-06	2.73591145351745e-05	1.04354401846576e-05	7.06563919146414e-06	2.43044222008261e-05	1.00926332594654e-05	1.00579330023549e-05	1.03840345396385e-05	0.0143253267874505
"Lagurus_lagurus"	0.000871989793698622	1.00187060595303	0.00042133013488873	0.000869151525605758	0.000869873236353541	0.000870744093993338	0.000618531800954829	0.000420645879246896	0.000394046655524448	0.00145653571055995	0.000394518100063307	0.00042063034050785	0.000225361147027078	0.000393782787039349	2.15330074140726e-06	1.10964177348147e-06	0.0201835601617629	0.0201491548433815	0.0201383493139528	0.0201500788556273	8.73936706601868e-05	2.1605344233846e-05	3.3289253204444e-05	4.77770516273923e-05	1.97141188896939e-05	7.51203823423593e-06	0.0200582197720686	1.45696639639393e-05	9.85116638811119e-06	3.39337459093109e-05	1.40927880416419e-05	1.40443378296243e-05	1.4497887272559e-05	1.24569970528375e-05
"Marmota_bobak"	0.000704055310164847	0.000702216891481217	1.00404657576205	0.000702321447982543	0.000703273769912971	0.000703049516864611	0.000282806319250146	0.000700536869360071	0.000282364056575813	4.66490583653659e-06	0.000282468251902778	0.000700926296314857	1.64120801985745e-06	0.000281372313940422	2.54578443000775e-06	1.9139691963055e-07	0.0336056780633905	8.14309968468414e-05	0.0335765220521622	7.67439732002193e-05	4.86063281042722e-05	2.34907953936645e-05	5.74190758891649e-06	2.1842066462049e-05	1.41208077119648e-05	5.47069339952482e-08	1.41109793415749e-05	1.18060889795498e-05	7.05910141439532e-06	9.44571864329791e-06	2.34490693581622e-05	0.0334682191920685	1.17212294985495e-05	1.0057933002355e-05
"Arvicola_terrestris"	0.00120622624910554	0.000869151525605758	0.000421392868789526	1.00120288418358	0.000869897722398137	0.00120450306874967	0.000952205951676638	0.000420708400451312	0.000394594225144595	0.000788179035367378	0.000728772534102856	0.000420692969880613	0.000225295279174313	0.000393339158966847	2.15342235072003e-06	1.01350567019334e-06	0.0201955785988791	0.0201516338527814	0.0201353390055655	0.0201441708317382	0.0201098876712674	2.16052367325448e-05	3.04051701058003e-05	4.85665552097266e-05	2.80841689811863e-05	7.50984263914376e-06	2.86427310173634e-05	1.45700761183263e-05	9.86485562861488e-06	2.43710058041432e-05	1.40948797410444e-05	1.40464289596509e-05	1.44982953733023e-05	1.72318035586505e-05
"Allocricetulus_eversmanni"	0.000726882417774696	0.000724894363627951	0.000351636884956485	0.000724914768665114	1.003233384724	0.000725844014320732	0.000515349486888739	0.00035200014063023	0.000328731289618651	0.000377715442315778	0.000328924557539907	0.000352453774633558	0.00018888681908598	0.000327912434004517	0.000840953801523065	5.25181425685625e-07	0.0168449158565484	0.0168041783502978	0.0168072370561648	0.0168049635958885	6.09057687181175e-05	4.60613587079758e-05	1.57554427705687e-05	2.78773696685428e-05	1.6441396178964e-05	6.29622730286601e-06	1.98938221627844e-05	0.0167485882054508	8.21828224046628e-06	1.63263493570426e-05	3.97802525385541e-05	1.17212294985495e-05	0.0167205564120667	1.03840345396385e-05
"Apodemus_uralensis"	0.00156373284991862	0.000725620078327781	0.000351524758432306	0.00100375255729139	0.000725844014320732	1.00156149894585	0.000794904531258553	0.00035095387625283	0.000329258786322229	0.00121526768068458	0.000608161786741708	0.000350940905124895	0.000188029810222613	0.000328610549911194	1.7966272934189e-06	1.11234305993624e-06	0.0168471168173708	0.0168184101145803	0.016796829527422	0.0168121959455915	0.016783568843117	1.80260104589621e-05	3.33702917980873e-05	0.0167323916566775	2.34355143265984e-05	6.26766034075378e-06	3.18733684334783e-05	1.21572878151262e-05	8.23146965805573e-06	2.83146518639624e-05	1.17579177472771e-05	1.17174919477435e-05	1.20974002386789e-05	2.23390407131232e-05
"Microtus_gregalis"	0.000955250080482382	0.000618531800954829	0.000169683791550087	0.000952205951676638	0.000618419384266487	0.000953885437510264	1.00162178130462	0.000169557984052154	0.000394322930802381	0.00145880382637105	0.00072867180873126	0.000169402585939888	0.000225025011416899	0.000393548455176761	1.2416310408245e-06	0.000670678116413209	0.0201618498536082	0.02015261681438	8.82210771881564e-05	0.0201451610614448	0.0201200811153531	1.31941542169959e-05	0.0201203434923963	5.03845750087915e-05	2.8074868488341e-05	7.50083371389662e-06	3.32106906815401e-05	1.03483774391356e-05	9.85807327005952e-06	3.39583365016689e-05	5.68814056602377e-06	5.65612638500292e-06	1.03069897377748e-05	1.36464297211769e-05
"Spermophilus_major"	0.000702911912380489	0.000701076465411493	0.000700536869360071	0.000701180667418854	0.000704000281260459	0.00070190775250566	0.000282596640086923	1.00181381902171	0.000281738786103096	5.07439198965164e-06	0.000281843342176317	0.000701238994296298	0.00112061899515772	0.000281164822681602	0.00112110970615989	1.91452311567771e-07	0.0335311520182447	8.133251929053e-05	0.0335020383714799	0.000113969093344855	4.8534182308715e-05	0.0334685182574342	5.74356934703312e-06	2.18125526041916e-05	1.40895532069853e-05	3.73539665052574e-05	1.40940206223678e-05	4.91036615596705e-05	7.0434696525774e-06	9.44465207019129e-06	6.07449566818728e-05	2.3351228978669e-05	1.17333380210077e-05	1.00415987482927e-05
"Sorex_araneus"	0.00049459474340249	0.00049255831940556	0.000211773042431859	0.000493242781430744	0.000493096934427977	0.000493888179483344	0.000492903663502976	0.000211304089577322	1.00425849992319	0.000284538290992856	0.00174923393536536	0.000211421173555188	9.53883328762274e-07	0.000211531906577418	1.00358530587037e-06	4.65649030051134e-07	0.0252314838399121	0.0252073476655692	6.43813566255246e-05	6.42371787687805e-05	8.28157188607976e-05	7.10871860706516e-06	1.3969470901534e-05	1.93619415779892e-05	0.0251501933464639	3.17961109587424e-08	1.39159991165806e-05	8.2517350839953e-06	0.0251064624980798	1.111589628105e-05	7.08082529536863e-06	7.05910141439532e-06	8.21828224046629e-06	7.06563919146414e-06
"Clethrionomys_glareolus"	0.00104314822376359	0.00104038265039996	1.99924535851568e-06	0.000562985025262413	0.000323756093413524	0.00104165801201536	0.00104200273312218	2.17473942413642e-06	0.000162593309138775	1.00295485627674	0.000402225909290734	1.99667033359326e-06	0.000161310850280091	0.000879571698413266	4.56805429982991e-07	0.00047989185862547	0.000134211652993564	0.014432613426115	6.99320612566075e-05	0.0144531890306107	0.0144023450054883	5.46474650447368e-06	0.0143967557587641	0.0143601896025884	1.41204804607377e-05	5.3770283426697e-06	0.0143487341712471	5.4111617378915e-06	4.06483272846937e-06	0.0143572455748529	8.17825254525416e-08	6.66415119505227e-08	5.3959348902254e-06	1.4902117482337e-05
