"Guarea_guidonia"	"Cecropia_schreberiana"	"Schefflera_morototoni"	"Miconia_prasina"	"Cupania_americana"	"Alchornea_latifolia"	"Myrcia_sp1_M_SD_003"	"Byrsonima_coriacea"	"Clusia_rosea"	"Henriettea_fascicularis"	"Casearia_arborea"	"Ocotea_leucoxylon"	"Miconia_affinis"	"Phoradendron_sp1_M_SD_003"	"Psychotria_berteroana"	"Inga_vera"	"Ficus_sp1_M_SD_003"	"Myrcine_coriacea"	"Anthurium_scandens"	"Dendropanax_arboreus"	"Inga_laurina"	"Miconia_serrulata"	"Tournefortia_hisutissima"	"Unidentified_sp2_M_SD_003"	"Unidentified_sp3_M_SD_003"	"Loxigilla_portoricensis"	"Spindalis_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Columba_squamosa"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Euphonia_musica"	"Margarops_fuscatus"	"Icterus_dominicensis"	"Zenaida_zenaida"	"Molothrus_bonariensis"	"Nesospingus_sp1_M_SD_003"	"Tiaris_bicolor"	"Todus_mexicanus"	"Unidentified_sp1_M_SD_003"
"Guarea_guidonia"	1.00189622451087	0.00106786683052348	0.000254820164860992	0.000810351791122573	0.0012737740365872	0.000433693674281454	0.000808746342889014	0.000434142361537772	0.000251954658900492	0.000182870743180695	0.00127221029119749	1.04962222968748e-06	0.000180293369800024	0.000180920590864262	0.000181138080407592	0.000181138080407592	6.27221064237434e-07	0.00025279936950806	0.000180293369800024	8.44710607568156e-07	7.61489649858297e-07	8.44710607568156e-07	8.44710607568156e-07	0.000251954658900492	8.44710607568156e-07	0.0252410717720034	0.00010981237898386	0.0251954658900492	3.88469249297741e-05	5.24811114843739e-05	4.81634470067962e-05	0.0250910465905469	1.8816631927123e-05	0.0251043304992569	2.28446894957489e-05	1.44564558093818e-05	1.81967719512457e-05	9.70788027748619e-06	9.70788027748619e-06	9.70788027748619e-06	2.54442058239499e-05
"Cecropia_schreberiana"	0.000388315211099448	1.00422111626146	0.000575874100788456	0.000671604086769313	0.000695016677567236	0.000158761075757929	0.000366404027204215	0.00041291259146816	9.21238477140668e-05	0.000366912553138951	0.00034338670105143	0.000183584574677989	6.61080244580027e-05	0.00037205738044886	0.000137204169076105	0.000137204169076105	0.000305949355990858	0.000163219992332169	6.61080244580027e-05	7.1096144618102e-05	6.38850284548687e-07	7.1096144618102e-05	7.1096144618102e-05	9.21238477140668e-05	7.1096144618102e-05	0.00925512342412038	0.00924249880035325	0.00921238477140667	0.00916278135113192	0.00917922873389944	0.00915600178695296	2.65044239780467e-05	0.00917848067972572	0.0091679943251244	1.91655085364606e-05	5.29203585859764e-06	9.92880967953195e-06	0.0091292828751042	0.0091292828751042	0.0091292828751042	6.86773402102859e-06
"Schefflera_morototoni"	0.000254820164860992	0.00158365377716825	1.00157603325782	0.000196886833485508	0.000884630206506579	0.000253721282683398	0.000195821613560991	0.00094980474022945	0.000251928617036007	0.000823302677844194	0.00075839145740826	0.000502859932497379	9.46928038446211e-07	1.43082079963997e-06	0.000195016190696064	0.000195016190696064	4.83892761193759e-07	0.000445997879693625	9.46928038446211e-07	0.000194069262657618	1.1110415158786e-06	0.000194069262657618	0.000194069262657618	0.000251928617036007	0.000194069262657618	0.00013256992538247	0.0252290041454903	0.0251928617036007	0.0250870178252901	0.0251429966248689	3.19565977355145e-05	3.41759076483554e-05	1.45167828358128e-05	3.22169145970736e-05	3.33312454763581e-05	8.4573760894466e-06	1.26375743786654e-05	1.43968525197114e-05	1.43968525197114e-05	1.43968525197114e-05	1.51678291481652e-05
"Miconia_prasina"	0.000810351791122573	0.00184691123861561	0.000196886833485508	1.00183831344407	0.00102175834518408	0.000181762982777292	0.00100240196119787	0.00037604473388849	8.56211884177044e-07	0.000376437377611899	0.000183505362654327	6.97064100334055e-07	0.000180300894283858	0.000181165388316803	0.000374491457903979	0.000374491457903979	8.64494032945585e-07	0.000195046775504299	0.000180300894283858	0.000194190563620122	8.02925827044866e-07	0.000194190563620122	0.000194190563620122	8.56211884177044e-07	0.000194190563620122	0.0252421251997401	0.0252447732706158	8.56211884177044e-05	4.5719755235012e-05	3.48532050167027e-05	0.0250773444860592	3.85254498194949e-05	2.59348209883675e-05	0.0251164201317556	2.4087774811346e-05	6.05876609257641e-06	1.4596547788344e-05	1.67901021692328e-05	1.67901021692328e-05	1.67901021692328e-05	3.67010725308655e-06
"Cupania_americana"	0.000727870878049828	0.00109216906474851	0.000505502975146617	0.00058386191153376	1.0034786942443	0.00024860425644866	0.000105197402358972	0.000249325144627935	0.000144414114024375	0.00094381526766175	0.000729042591477372	8.6934598203293e-07	0.000103361461569457	0.000103867219785805	0.000104041684621528	0.000104041684621528	5.05758216348569e-07	0.000145094337076446	0.000103361461569457	6.80223052070918e-07	0.000480234290952085	6.80223052070918e-07	6.80223052070918e-07	0.000144414114024375	6.80223052070918e-07	0.0144706046197239	8.84289967692193e-05	0.0144414114024374	0.0143815716835255	4.34672991016465e-05	0.0143599352752437	0.0143681875415566	1.51727464904571e-05	4.62287094977541e-05	0.0144070287285625	8.28680854828868e-06	0.0143354099177758	9.92880967953194e-06	9.92880967953195e-06	9.92880967953195e-06	1.45808518295474e-05
"Alchornea_latifolia"	0.000578258232375272	0.000582123944445741	0.000338295043577864	0.000242350643703057	0.000580076598380207	1.00392267620437	0.000241696056686408	0.000577753410265029	0.000336106742014697	0.000242031154819865	0.000579367579097391	7.97206388509374e-07	0.000240160541671335	0.000240740108269063	0.000240849461861822	0.000240849461861822	5.79566597727451e-07	0.000336795662205184	0.000240160541671335	6.8892019048661e-07	4.79517973872418e-07	6.8892019048661e-07	6.8892019048661e-07	0.000336106742014697	6.8892019048661e-07	0.0336224758339869	8.95596247632593e-05	0.0336106742014697	2.80869993668295e-05	3.98603194254687e-05	1.96376104994627e-05	3.43306159396183e-05	1.73869979318235e-05	3.38637929834362e-05	1.43855392161725e-05	0.0334640892068122	8.28680854828868e-06	5.29203585859764e-06	5.29203585859764e-06	5.29203585859764e-06	1.15873515819478e-05
"Myrcia_sp1_M_SD_003"	0.00107832845718535	0.00134348143308212	0.000261095484747988	0.00133653594826382	0.000245460605504267	0.000241696056686408	1.00133489816672	0.000500239331329115	8.77844541544261e-07	0.000500041875484296	0.000243278333922233	7.23695484045011e-07	0.000240012558622576	0.000240823751101792	0.000498637791303526	0.000498637791303526	8.11192479216167e-07	0.000259503077222495	0.000240012558622576	0.000258625232680951	5.35372139322401e-07	0.000258625232680951	0.000258625232680951	8.77844541544261e-07	0.000258625232680951	0.0336017582071606	0.0336212802485236	8.7784454154426e-05	3.47484816579133e-05	3.61847742022505e-05	4.91334463587018e-05	3.53303581867108e-05	2.4335774376485e-05	0.0334504150166003	1.6061164179672e-05	8.05653522288026e-06	3.50658007863239e-06	1.22134675734738e-05	1.22134675734738e-05	1.22134675734738e-05	4.86556667844466e-06
"Byrsonima_coriacea"	0.000434142361537772	0.00113550962653744	0.00094980474022945	0.00037604473388849	0.000436319003098887	0.000433315057698771	0.000375179498496837	1.0011285806548	0.000251852315808818	0.000375867591804728	0.000937566334702682	0.000502625927381894	0.000180018358364291	0.000180665719593936	0.000374102411610447	0.000374102411610447	6.47361229645512e-07	0.000445936369054974	0.000180018358364291	0.000194084053246156	5.22736401699551e-07	0.000194084053246156	0.000194084053246156	0.000251852315808818	0.000194084053246156	0.0252025701710007	0.0252309269220003	0.0251852315808818	4.96977517032568e-05	0.0251312963690947	2.59570617496146e-05	3.58380143481963e-05	1.94208368893654e-05	4.30834754555885e-05	1.56820920509865e-05	1.44438352566257e-05	6.23312861569838e-06	1.0322814786704e-05	1.0322814786704e-05	1.0322814786704e-05	1.87513266940536e-05
"Clusia_rosea"	0.00100781863560197	0.00101336232485474	0.00100771446814403	3.42484753670818e-06	0.00101089879817062	0.00100832022604409	2.63353362463278e-06	0.00100740926323527	1.00100404102319	3.47824114096765e-06	0.00101057449100957	1.59923783318799e-06	9.18135438892821e-07	1.22829595960811e-06	1.76900221703208e-06	1.76900221703208e-06	3.10160520715287e-07	0.00100489188996319	9.18135438892821e-07	8.50866778139262e-07	4.85898576286343e-07	8.50866778139262e-07	8.50866778139262e-07	0.00100404102318505	8.50866778139262e-07	0.000128538961444995	0.000110612681158104	0.100404102318505	4.8933613905969e-05	7.99618916593995e-05	2.37394173622618e-05	5.98483671126782e-05	9.30481562145861e-06	3.4581256304028e-05	1.45769572885903e-05	3.36106742014697e-05	1.44414114024375e-05	9.21238477140668e-06	9.21238477140668e-06	9.21238477140668e-06	2.02114898201915e-05
"Henriettea_fascicularis"	0.000182870743180695	0.00100900952113212	0.000823302677844194	0.0003764373776119	0.00165167671840806	0.000181523366114899	0.000375031406613222	0.000375867591804728	8.69560285241913e-07	1.00184007187267	0.000183203775638235	8.58038999648528e-07	0.000180048727942607	0.000180657614047318	0.000374139992519837	0.000374139992519837	6.08886104710357e-07	0.000194960824862472	0.000180048727942607	0.00019409126457723	0.000838448066170848	0.00019409126457723	0.00019409126457723	8.69560285241913e-07	0.00019409126457723	0.025206821911965	0.0252318643950399	8.69560285241913e-05	0.0250993525592829	4.29019499824264e-05	4.2179129960315e-05	3.18312257838258e-05	1.82665831413107e-05	3.56565637353961e-05	0.0251534419851254	6.05077887049663e-06	2.35953816915438e-05	9.17281382847378e-06	9.17281382847378e-06	9.17281382847378e-06	3.6640755127647e-06
