"Ziziphus_cotinifolia"	"Caesalpinia_pyramidalis"	"Erythroxylon_catingae"	"Senna_spectabilis"	"Sidastrum_paniculatum"	"Cardiospermum_corindum"	"Capparis_yco"	"Melochia_tomentosa"	"Eugenia_rosea"	"Peltogyne_pauciflora"	"Opuntia_palmadora"	"Chlorophora_tinctoria"	"Echinodorus_subulatus"	"Sideroxylon_obtusifolium"	"Passiflora_foetida"	"Acacia_bahiensis"	"Sida_galheirensis"	"Solanum_paniculatum"	"Chaetocalyx_scandens"	"Tabebuia_heptaphylla"	"Herissantia_crispa"	"Boerhavia_coccinia"	"Syagrus_vagans"	"Sida_sp."	"Alternanthera_brasiliana"	"Gomphrena_holosericea"	"Hydrocleis_nymphaeoides"	"Rhaphiodon_echinus"	"Mimosa_arenosa"	"Chamaecrista_belemii"	"Cordia_aff._globosa"	"Herissantia_tiubae"	"Jatropha_mollissima"	"Capparis_jacobinae"	"Cereus_peruvianus"	"Poeppigia_procera"	"Anacardium_occidentale"	"Portulaca_marginata"	"Stigmaphyllon_auriculatum"	"Portulaca_elatior"	"Jacquemontia_sp."	"Lippia_pohliana"	"Mollugo_verticillata"	"Oxalis_sp."	"Nymphoides_indica"	"Cordia_latiloba"	"Evolvulus_glomeratus"	"Solanum_gardnerii"	"Croton_echioides"	"Polybia_ignobilis"	"Polybia_sericea"	"Polistes_Canadensis"	"Polybia_paulista"	"Brachygastra_lecheguana"	"Polybia_occidentalis"	"Protonectarina_sylveirae"	"Mischocyttarus_lanei"	"Protopolybia_ex?ua"	"Mischocyttarus_cerberus"	"Polistes_billardieri"	"Polistes_cinerascens"	"Polistes_versicolor"	"Apis_mellifera"	"Trigona_spinipes"	"Frieseomelitta_silvestrii"	"Plebeia_sp."	"Trigonisca_intermedia"	"Melipona_asilvai"	"Partamona_sp."	"Bombus_brevivillus"	"Bombus_morio"	"Melipona_quadrifasciata"	"Trigona_gr._fuscipennis"	"Trigonisca_sp."
"Ziziphus_cotinifolia"	1.00344001418356	0.000517725754614779	0.000636070787409377	0.000498048325138816	0.00056578587166547	0.000428299626425152	0.000395438212666463	0.000181594253222713	0.000304948842880624	0.000355428908511052	0.000176300366276547	0.000108637922082104	0.000152931241617651	8.92781790282749e-05	0.000136585167526542	0.000224457207201937	0.000236918203478432	8.94959680606211e-05	8.70283855202199e-05	0.000124372342814916	9.35698487760742e-05	6.82751748701387e-05	7.28900115615538e-05	8.72461745525661e-05	8.92029399726144e-05	9.38177766640294e-05	5.19291007790305e-05	5.385465002607e-05	5.38535727086703e-05	5.84694867174851e-05	5.84694867174851e-05	1.90785322284965e-05	1.90785322284965e-05	1.90785322284965e-05	0.000103659359920348	7.28568658815062e-05	6.83110699738035e-05	3.78434789676627e-07	3.31748128115496e-05	3.50992847411893e-05	3.50992847411893e-05	3.50992847411893e-05	3.50992847411893e-05	2.87409097280369e-07	1.87542879674809e-05	1.87542879674809e-05	1.87542879674809e-05	1.87542879674809e-05	1.87542879674809e-05	0.00597146630607893	0.00596706154996015	0.00596687840600218	0.00595727981250063	4.21517539320241e-05	0.00594784979151181	0.00595128357054278	0.00592665508691614	1.14963638912148e-05	0.00590258831872683	0.00590258831872683	4.75888473805725e-06	0.00590258831872683	0.0060013721495939	0.00594681384075871	0.00592571090906222	0.00592283723409449	1.88271307864122e-05	0.00591857074844692	0.005908874828412	2.26992816528391e-06	2.26992816528391e-06	5.30058989507814e-06	1.89217394838313e-08	0.00590258831872683
"Caesalpinia_pyramidalis"	0.000733444819037604	1.00100448534036	0.000586825471316653	0.000809939890458672	0.000446314712656569	0.000395955738837123	0.000622846947559608	0.000320761818123176	0.00032811326989055	0.000502075025291964	0.000248992786492313	0.000426834170527548	0.000215908001130511	0.000190227838045408	0.000192868060972323	0.000150135008977791	0.000125965207216223	0.000190538324143788	0.000122815957580957	0.000175710440365888	0.000132152008270867	9.6336804072278e-05	0.000102927918137736	0.000123126443679338	0.0001259056451838	0.000132496759249258	7.32968639140901e-05	7.60272827508768e-05	7.60127649632118e-05	8.26183968163348e-05	8.26183968163348e-05	9.11751329240079e-05	9.11751329240079e-05	9.11751329240079e-05	0.000146424137120633	0.000102865705025612	9.65457746877099e-05	5.40840107292949e-07	4.68031926177456e-05	4.95190936668673e-05	4.95190936668673e-05	4.95190936668673e-05	4.95190936668673e-05	0.000209482208692184	2.64936712963444e-05	2.64936712963444e-05	2.64936712963444e-05	2.64936712963444e-05	2.64936712963444e-05	0.00842457467119421	0.0084207139472705	0.00841824592336745	0.00841870882799856	0.00840859001159625	0.00839555761677512	0.00840092371021943	0.00837310105895788	0.00837928834768734	4.31438128845649e-06	4.31438128845649e-06	4.39950820930137e-06	4.31438128845649e-06	0.00847797481483022	0.00840625240696386	0.00837289817912391	2.5744700105468e-05	2.69067953378242e-05	1.67532319391355e-05	9.27343365130726e-06	4.0095227265397e-06	4.0095227265397e-06	4.89021226097211e-06	2.70420053646474e-08	4.31438128845649e-06
"Erythroxylon_catingae"	0.000901100282163284	0.000586825471316653	1.0017970614804	0.000628657415335363	0.000446527606444397	0.000535452318752419	0.000414094988132071	0.000320879254805343	0.000355952108277207	0.000293295995107438	0.000179375140273433	0.000147990212527571	0.000146374105145142	0.000190299477468647	0.000123289300256413	0.000317205717753303	0.00033483702883233	0.000190650602396457	0.000122898145928668	0.000106060022474708	0.000132167091388177	9.64254191435803e-05	0.000102928231030657	0.000123249270856478	0.000125962945844972	0.000132465757732049	7.33406142548518e-05	7.60812513711571e-05	7.605575491503e-05	8.25840632582342e-05	8.25840632582342e-05	9.11589176648883e-05	9.11589176648883e-05	9.11589176648883e-05	7.67710720427751e-05	0.000102878140956244	2.688937756896e-05	4.05686166650669e-07	4.68423910136375e-05	4.95575316738157e-05	4.95575316738157e-05	4.95575316738157e-05	4.95575316738157e-05	3.54300517916721e-07	2.64982232412143e-05	2.64982232412143e-05	2.64982232412143e-05	2.64982232412143e-05	2.64982232412143e-05	0.00843163038245476	0.00842911478209027	0.00842478038454867	0.00841287600255299	0.00840589027507762	0.00840475678271247	0.00840179094865323	0.00837357722019038	1.41720207166688e-05	5.30058989507814e-06	5.30058989507814e-06	5.94947020836021e-06	5.30058989507814e-06	0.00847943143718857	4.69385193294852e-05	3.03534046385885e-05	0.00837291118278054	2.01828867908708e-05	0.00836792983149428	1.02620077444603e-05	4.01099068506678e-06	4.01099068506678e-06	0.00834830884567003	2.02843083325334e-08	5.30058989507814e-06
"Senna_spectabilis"	0.000846682152735987	0.000971927868550406	0.000754388898402435	1.00137236792774	0.00038548736412365	0.000241297962057485	0.000773688488025607	0.000293943763480402	0.000703868368109562	0.000628721005783008	0.000124371560913876	0.00039695393678161	5.71999462201558e-05	7.85719032711005e-05	5.71350920867889e-05	0.000348884071839689	1.36793346500691e-06	0.000169546289658155	5.6688980557199e-05	6.80927773678858e-05	6.79920087161378e-05	5.64909997198265e-05	0.000123317271535705	0.000147663366944253	9.19626382831131e-05	0.000158788910098991	5.64261455864595e-05	7.55539889050669e-07	6.08177848581293e-07	6.7581811704929e-05	6.7581811704929e-05	7.78988712891523e-05	7.78988712891523e-05	7.78988712891523e-05	9.19985528014941e-05	9.18977841497461e-05	7.91454407431774e-07	0.000202039380464565	5.60808027086176e-05	2.62834970739428e-07	2.62834970739428e-07	2.62834970739428e-07	2.62834970739428e-07	0.00025137248513578	3.45342877841865e-07	3.45342877841865e-07	3.45342877841865e-07	3.45342877841865e-07	3.45342877841865e-07	0.0100945444875512	6.97334919054967e-05	4.46819450257027e-05	0.0100854703240631	0.0100819586934704	0.0100740820659199	0.0100707685399095	0.0100506684029966	0.0100548994054312	4.98048325138815e-06	4.98048325138815e-06	2.68108846730539e-06	4.98048325138815e-06	0.000110509720909397	5.35333835507891e-05	0.0100544370912448	0.0100437681008797	0.0100514591781121	1.39823442086723e-05	9.26367618609538e-06	3.67429704350503e-06	3.67429704350503e-06	6.28657415335363e-06	1.01019690232282e-05	4.98048325138815e-06
"Sidastrum_paniculatum"	0.00106870664647922	0.000595086283542092	0.000595370141925863	0.000428319293470722	1.0011499362951	0.00043412634393617	0.000365165417909247	0.000426911828706824	0.000250755454337607	0.000204430065691503	0.000238561820790509	0.000196713516009497	0.000194629616426649	0.000253171749081333	0.000163897197530845	0.000199646814197207	0.000167616921861955	0.000253653740385079	0.000163461326282062	0.000141054319783643	0.000175839854914249	0.000128258604386117	0.000136969402370587	0.000163943317585808	0.000167601695910446	0.000176312493894916	9.75261854903126e-05	0.000101175231654585	0.000101156547171139	0.000109886029639055	0.000109886029639055	0.000121282783014389	0.000121282783014389	0.000121282783014389	0.000102083741884034	0.000136869277014641	3.5657277628173e-05	2.9865667511393e-07	6.23047791109226e-05	6.5935140791749e-05	6.5935140791749e-05	6.5935140791749e-05	6.5935140791749e-05	3.30238486660349e-07	3.522140637939e-05	3.522140637939e-05	3.522140637939e-05	3.522140637939e-05	3.522140637939e-05	0.0112148602399661	0.0112121502967831	0.0112089739345973	0.0111996934889497	0.0111879789625499	0.0111802392322374	0.0111812657698776	2.74679958743157e-05	1.3209539466414e-05	6.28650968517189e-06	6.28650968517189e-06	4.82362604373522e-06	6.28650968517189e-06	0.0112708500414048	5.2304549853964e-05	2.6088798801185e-05	2.4104511600443e-05	1.4858169586918e-05	2.02619766248382e-05	0.0111301746907418	5.3363978588353e-06	5.3363978588353e-06	4.96141784938219e-06	1.49328337556965e-08	6.2865096851719e-06
"Cardiospermum_corindum"	0.000809010405469732	0.000527940985116165	0.000713936425003225	0.000268108846730539	0.00043412634393617	1.00191828735129	0.000297857734620419	0.000266547128615991	0.000164886191796535	0.000297268996177049	0.000257220244265546	0.000129433873698598	0.000287626503945075	0.000167575210542911	0.00025683695783604	0.000199580857164548	0.000446089599522806	0.000167971909616493	0.00016357046899369	0.000159638320840797	0.000101570831458353	0.000128315110857487	6.27098517180522e-05	0.000163967168067272	0.000167710098926332	0.000102104839786897	9.7525564748452e-05	0.000101187545028847	0.000101243903705144	3.55822858894119e-05	3.55822858894119e-05	3.55417607287326e-05	3.55417607287326e-05	3.55417607287326e-05	0.000194988042199741	0.000136920552817297	0.000128465488302256	2.53376978330541e-07	6.23265652885461e-05	6.60449042452381e-05	6.60449042452381e-05	6.60449042452381e-05	6.60449042452381e-05	2.42337698009492e-07	3.51989994599059e-05	3.51989994599059e-05	3.51989994599059e-05	3.51989994599059e-05	3.51989994599059e-05	0.0112187817519383	0.0112180527467199	0.0112276337216905	5.74929644259072e-05	4.45589649474759e-05	0.0111804663056598	0.011189370869313	2.5345181953082e-05	9.69350792037968e-06	4.75888473805724e-06	4.75888473805724e-06	0.0111324254150143	4.75888473805724e-06	0.0112636798271699	0.011191978661082	2.17512287703865e-05	2.07344818685013e-05	1.26055046719444e-05	0.0111542860099488	9.58251078179247e-06	3.33183910769989e-06	3.33183910769989e-06	5.94947020836021e-06	1.26688489165271e-08	4.75888473805725e-06
"Capparis_yco"	0.000746938846147764	0.000830462596746144	0.000552126650842761	0.000859653875584007	0.000365165417909247	0.000297857734620419	1.001051910076	0.000364822729469193	0.000597503516931626	0.000724447654223762	0.000203792191070099	0.000289717389102926	0.000159846418799729	0.000187564471674828	0.000129139217129361	0.000137809682744309	0.000101803333668315	0.000253641635527628	3.59411839368634e-05	0.000233758096584365	0.000175759951172629	6.63232648475214e-05	7.50691493371302e-05	0.000102018347789663	6.64141563826052e-05	7.5160040872214e-05	3.56160631771538e-05	0.000101106977231891	3.55250085404714e-05	0.0001098528617215	0.0001098528617215	0.00012133226146399	0.00012133226146399	0.00012133226146399	9.37051001239737e-05	3.57069547122376e-05	0.00012839792097326	0.000224351721455354	4.16175396392026e-07	3.25120759709573e-07	3.25120759709573e-07	3.25120759709573e-07	3.25120759709573e-07	5.34120505700496e-07	3.51998877807618e-05	3.51998877807618e-05	3.51998877807618e-05	3.51998877807618e-05	3.51998877807618e-05	7.49115713505647e-05	0.011204205206692	5.52705291506274e-05	0.0111979460911107	0.0111972085788196	0.0111762389632598	5.57773624623416e-05	0.0111576601267853	2.13648202280198e-05	4.39375791851625e-06	4.39375791851625e-06	3.30953038467132e-06	4.39375791851625e-06	0.0112639640898438	0.0111837639830998	0.0111615948358892	2.95723586942484e-05	0.0111614981424039	1.48494270685851e-05	8.45115145084122e-06	4.56028411836491e-06	4.56028411836491e-06	4.60105542368968e-06	1.12175860727677e-05	4.39375791851625e-06
"Melochia_tomentosa"	0.000385887788098264	0.000481142727184764	0.000481318882208014	0.000367429704350503	0.000480275807295177	0.00029986551969299	0.000410425570652842	1.00298680364698	0.00028182239515726	4.13547551604194e-05	0.000194308252485069	0.000221185917190656	0.000144879522509411	0.000210999336108845	0.000110270428620294	0.000224543315411594	0.000114367659865635	0.000285591844756922	0.000109964083724059	0.000158548089029673	0.000197836570512983	0.000144316063132115	0.000154149966728228	0.000184556592372135	7.45056589168767e-05	8.433956251299e-05	0.000109706969242999	0.000113798746648208	3.98519408606058e-05	0.000123632650244321	0.000123632650244321	0.000136538301359123	0.000136538301359123	0.000136538301359123	6.0808354444985e-07	3.98965650277603e-05	3.99011712757808e-05	2.58579428470415e-07	7.01121428634531e-05	2.57114481060188e-07	2.57114481060188e-07	2.57114481060188e-07	2.57114481060188e-07	3.03447070522754e-07	3.95948263795456e-05	3.95948263795456e-05	3.95948263795456e-05	3.95948263795456e-05	3.95948263795456e-05	0.0126201857154216	0.0126146664456725	4.3709461780232e-05	0.0126056735797163	0.0126026517473451	0.012588889445955	3.31912513036119e-05	1.91158049553378e-05	1.21378828209101e-05	2.26992816528391e-06	2.26992816528391e-06	3.33183910769989e-06	2.26992816528391e-06	0.0126703444414546	3.67613875482236e-05	1.91308484868033e-05	1.95948329956779e-05	1.28643265664032e-05	1.24719494546915e-05	7.6063260241192e-06	0.0125373350455873	0.0125373350455873	4.01099068506678e-06	1.29289714235208e-08	2.26992816528391e-06
"Eugenia_rosea"	0.0007405900469958	0.000562479891240943	0.000610203614189497	0.00100552624015652	0.000322399869862637	0.00021199653230983	0.000768218807483519	0.000322082737322583	1.0011327455242	0.000572771157325572	0.000126218707292296	0.000156992215391985	0.000165243286982033	0.000240655824154408	0.000125806753952871	0.000412316157410632	0.000130440645421371	0.000195761104561013	0.000125421579494913	8.53889388731044e-05	0.000130159042461706	0.000164541005608	8.03611478717027e-05	8.05268599015181e-05	8.50001119021379e-05	8.20254165840876e-07	0.000125104472578838	0.000129747089122282	4.54723849626346e-05	4.55672313859847e-05	4.55672313859847e-05	0.000155746906162612	0.000155746906162612	0.000155746906162612	7.93475284374819e-07	4.55635788729766e-05	4.55404525045186e-05	0.000288303216029482	7.99491945322782e-05	3.17106916074378e-07	3.17106916074378e-07	3.17106916074378e-07	3.17106916074378e-07	4.48181431990294e-07	4.51552780465602e-05	4.51552780465602e-05	4.51552780465602e-05	4.51552780465602e-05	4.51552780465602e-05	0.0143908550158101	0.0143806078828727	5.39081757326443e-05	6.17930009136707e-05	0.0143769116550868	6.35431906163893e-05	4.49130909058044e-05	4.09022466202163e-05	1.79272572796118e-05	4.35641204115176e-06	4.35641204115176e-06	2.35551702566478e-06	4.35641204115176e-06	0.0144496889748993	4.62209349550098e-05	0.0143377135811334	0.0143317009731277	0.0143430849974667	1.50579753205966e-05	7.93863281740329e-06	4.02603421653229e-06	4.02603421653229e-06	5.08503011824581e-06	1.44151608014741e-05	4.35641204115176e-06
"Peltogyne_pauciflora"	0.00086318449209827	0.000860700043357653	0.000502793134469895	0.000898172865404297	0.000262838655889075	0.000382202995084777	0.000931432698287695	4.72625773261936e-05	0.000572771157325571	1.00114505668488	0.00025034766432462	0.000166234214549961	0.00020521469294052	0.00013061022782636	0.00024991891780382	4.64329188606215e-05	0.000130600098374223	1.24160262349641e-06	0.000130140473362431	0.000120612186892878	4.5942963245477e-05	7.69846875281212e-07	7.93597465393705e-07	7.71848159566865e-07	0.000131032930045748	0.00013105668063586	4.5474071738581e-05	4.55142167246762e-05	0.000129775622417838	4.55379673147887e-05	4.55379673147887e-05	4.55388302718223e-05	4.55388302718223e-05	4.55388302718223e-05	0.000250406378556449	0.000175737154909048	0.000164887665235377	0.000288321643145218	3.64850944592978e-07	8.46664016238497e-05	8.46664016238497e-05	8.46664016238497e-05	8.46664016238497e-05	4.88193315948771e-07	4.5109220793988e-05	4.5109220793988e-05	4.5109220793988e-05	4.5109220793988e-05	4.5109220793988e-05	6.56731700267361e-05	6.88493082169997e-05	0.0143932882760545	6.43119781201091e-05	5.58492321184577e-05	4.47696936471275e-05	0.0143690727526566	0.0143378432181971	1.95277326379508e-05	5.07755583587217e-06	5.07755583587217e-06	4.24669994538641e-06	5.07755583587217e-06	0.0144349506540762	0.0143734133329667	0.0143418357205145	2.75924953533308e-05	0.0143440017464746	1.67792010278633e-05	7.99798534575079e-06	5.9078221657742e-07	5.9078221657742e-07	4.18994278724912e-06	1.44160821572609e-05	5.07755583587218e-06
