"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	1.00349580428413	0.000508318660762261	0.000241862844837285	0.00207111852724678	0.000145406369913715	6.97282929886218e-07	5.3488156064051e-07	0.000864384994632351	1.46817562236626e-06	0.00122766248908869	0.000144545854864475	5.35779012923464e-07	9.10552062364056e-07	5.3488156064051e-07	0.000145938577066552	0.00074583842437843	2.13269132477838e-07	0.000360156190188082	0.000144545854864475	5.32207152837308e-07	0.0144545854864475	6.918692986885e-05	3.44206019695871e-05	4.88326346263434e-06	0.0144120246513806	6.39807397433515e-06	4.6006565888642e-08	0.0143356543469162	0.0144062476075233	0.0143732857922681	6.35398325952826e-06	0.0143669318090086	0.0143731956527608	1.87193693905791e-05	1.59316809788214e-05	2.16997643731369e-05	2.22856642383496e-05	2.67440780320255e-08	2.67440780320255e-08	1.78593004307821e-08	1.59316809788213e-05	1.78593004307821e-08	1.59316809788213e-05	1.53457811136087e-05	1.53457811136087e-05	4.83725689674569e-06	1.59316809788214e-05	4.83725689674569e-06
"Grangeria_borbonica"	0.000444778828166978	1.00378409622545	9.89776932459343e-05	0.0014888848567348	0.000441508970774742	9.86736328816251e-05	9.77415337664129e-05	0.000225294441155377	9.76572082390771e-05	0.00117111312475985	0.000126539262315848	9.7905529628437e-05	0.000518749550660377	9.77415337664129e-05	0.000538761796872322	0.000128191296718839	0.000420075917778752	5.2660967704062e-07	0.000126539262315848	9.72528260975808e-05	0.0126539262315848	0.0126428673926855	0.0125987883383557	1.82374137274823e-05	4.3262555067222e-05	0.0126022775333626	1.62578598625636e-05	6.35398325952827e-06	2.10643870816248e-05	0.0125797470605736	0.0125473012028182	3.2445857755448e-05	2.34393047248342e-05	8.08764282992482e-06	1.14529604364215e-05	0.0125619401168777	0.0125587541632546	4.88707668832064e-06	4.88707668832064e-06	3.26351765428124e-06	1.14529604364215e-05	3.26351765428123e-06	1.14529604364215e-05	1.46389140594982e-05	1.46389140594982e-05	1.97955386491869e-06	1.14529604364215e-05	1.97955386491869e-06
"Badula_platiphylla"	0.000338607982772199	0.000158364309193495	1.00518370864579	0.000495798648715991	7.04768316314215e-07	0.000829740751156063	0.000156365057434295	0.000492364806515834	0.00015639587648838	0.000494224068296569	4.28812614925812e-07	0.000156627414913211	0.000830501356098115	0.000156365057434295	0.000156288000463437	0.000337323720028453	7.6060494205256e-07	4.28175079118065e-07	4.28812614925812e-07	0.000155583232147123	4.28812614925812e-05	0.020225820179126	1.10382280555361e-05	0.0201520947318567	0.0201392452795891	2.28181482615768e-05	4.84205589409883e-05	4.8372568967457e-06	1.71270031647226e-05	1.68084473747253e-05	1.97955386491869e-06	1.48288935098066e-05	2.09602128189953e-05	1.62528868251303e-05	3.81383575935378e-06	8.1573547186258e-06	5.79338962427246e-06	7.81825287171473e-06	7.81825287171473e-06	5.22091383044038e-06	3.81383575935378e-06	5.22091383044038e-06	3.81383575935378e-06	6.17780085370711e-06	6.17780085370711e-06	0.0201036741729157	3.81383575935378e-06	0.0201036741729157
"Helichrysum_proteoides"	0.00111521766851749	0.000916236834913722	0.000190691787967689	1.00484664651821	0.000272439840712651	6.04121180309457e-05	6.02918755385245e-05	0.000526603143596679	6.06458070530036e-05	0.000723449606775371	7.82962019717472e-05	6.0393036403522e-05	6.08460347970443e-05	6.02918755385245e-05	0.000332430256873483	0.000403021099631393	4.33916766098583e-07	0.000194375859575721	7.82962019717472e-05	5.99904161608319e-05	0.00782962019717471	0.00779875410090814	0.00776574554963615	7.34872389697807e-06	0.00778161883150521	1.30175029829575e-05	3.5348881376243e-06	1.59316809788214e-05	0.00777503438302883	0.00776601735010158	1.14529604364215e-05	0.00775456438966516	0.00775868634817038	1.3107817843435e-05	0.00772958958860165	2.04960805211137e-05	0.00774104254903806	3.01459377692622e-06	3.01459377692622e-06	2.01310121345073e-06	0.00772958958860164	2.01310121345073e-06	0.00772958958860164	9.04312008469214e-06	9.04312008469214e-06	3.81383575935378e-06	0.00772958958860165	3.81383575935378e-06
"Myonima_violacea"	0.000508922294698003	0.00176603588309897	1.76192079078554e-06	0.00177085896463223	1.00175777304856	8.81843027792618e-07	8.79236892512966e-07	0.00050608737356368	1.51058029996051e-06	0.000509808487367795	0.000503217856323257	8.8071212219839e-07	1.62150811948908e-06	8.79236892512966e-07	0.00175864788926408	0.000505570512928163	7.39665091696465e-07	8.40390309637153e-07	0.000503217856323257	8.74840708050401e-07	0.0503217856323257	0.000113729292046552	0.050182207689311	1.05170886396025e-07	5.25916022015275e-05	2.21899527508939e-05	6.99324705803143e-08	7.27031849568576e-06	3.36156123854861e-05	4.93403651621528e-05	2.20754485387371e-05	2.72649166234157e-05	3.35444948704103e-05	1.27147918382021e-05	1.36219920356326e-05	2.84480546308345e-05	3.56974405743696e-05	4.39618446256483e-08	4.39618446256483e-08	2.93570707399464e-08	1.36219920356325e-05	2.93570707399463e-08	1.36219920356325e-05	6.37260609209744e-06	6.37260609209744e-06	3.52384158157107e-08	1.36219920356325e-05	3.52384158157107e-08
"Harungana_madagascariensis"	1.62699350306784e-06	0.000263129687684334	0.00138290125192677	0.000261785844800765	5.87895351861745e-07	1.00305228387756	0.000260041330557319	0.000259922367769349	0.000259391602003088	0.000261009347907606	2.38481507531114e-07	0.00026047764151463	0.00305494818611805	0.000260041330557319	0.000259329019256394	1.59927483886354e-06	2.66430855347844e-06	5.20541830325644e-08	2.38481507531114e-07	0.000258741123904532	2.38481507531114e-05	0.0336363461075892	1.39765537732252e-05	0.0335391078589436	3.94956629846135e-05	7.99292566043533e-05	0.0335114498339051	2.32427643295406e-08	2.08216732130258e-06	8.58871797692698e-06	3.28912109605417e-06	5.29959688087281e-06	8.53503922626145e-06	1.3009561971126e-05	2.01373726769819e-06	6.55173794489925e-06	5.30285836375235e-06	1.30020665278659e-05	1.30020665278659e-05	8.68258805048766e-06	2.01373726769819e-06	8.68258805048765e-06	2.01373726769819e-06	3.26261684884508e-06	3.26261684884508e-06	2.76580250385354e-05	2.01373726769819e-06	2.76580250385354e-05
"Stillingia_lineata"	1.87208546224179e-06	0.000390966135065652	0.000390912643585737	0.000391897191000409	8.79236892512966e-07	0.000390061995835978	1.00541497912752	0.000389111769969249	0.000388878720885349	0.000390736036164992	3.56609860788881e-07	0.000390507615986792	0.000390551991704906	0.000389853499377099	0.000388783468772726	1.83376233765015e-06	4.89995868927869e-07	7.73729802857019e-08	3.56609860788881e-07	0.000387904231880214	3.56609860788881e-05	0.0504275501444278	2.09050812689634e-05	3.05841191922033e-05	2.55174294864079e-05	1.46998760678361e-05	2.27658663204886e-05	2.67440780320255e-08	3.09491921142808e-06	1.28126149953413e-05	4.88707668832065e-06	7.92553830702065e-06	1.27691321041895e-05	1.94897801027087e-05	3.01459377692623e-06	9.77127714038304e-06	7.90167046524686e-06	0.0502707489563759	1.94926749688549e-05	1.30169205328931e-05	3.01459377692622e-06	1.30169205328931e-05	3.01459377692622e-06	4.8842004520624e-06	4.8842004520624e-06	7.81825287171474e-06	3.01459377692622e-06	7.81825287171474e-06
"Ochna_mauritiana"	0.00151267374060661	0.000450588882310754	0.000615456008144793	0.00171146021668921	0.00025304368678184	0.000194941775827012	0.000194555884984624	1.0016999989467	0.000194911795901771	0.000869893456600705	0.000251885257189275	0.000194882321033256	0.000195293437933273	0.000194555884984624	0.000446626792341541	0.000673128681851921	3.51662106261413e-07	1.29330627824621e-06	0.000251885257189275	0.000193583105559701	0.0251885257189275	0.0251658037227612	4.63371837026114e-05	2.36895153054614e-05	0.0251172856825398	1.05498631878424e-05	1.13803951425655e-05	2.16096248658088e-05	5.17322511298484e-05	5.1280732692119e-05	5.63236102888443e-06	4.56483716632345e-05	0.0250772746771231	2.65738068413866e-05	1.3165078589917e-05	1.65060292363932e-05	1.87974396188014e-05	9.72779424923122e-06	9.72779424923122e-06	6.49607736777521e-06	1.3165078589917e-05	6.49607736777521e-06	1.3165078589917e-05	1.08736682075088e-05	1.08736682075088e-05	1.23091201628959e-05	1.3165078589917e-05	1.23091201628959e-05
"Olea_lancea"	5.13861467828192e-06	0.000390628832956308	0.000390989691220949	0.000394197745844523	1.51058029996051e-06	0.000389087403004633	0.000388878720885349	0.000389823591803541	1.00289732075499	0.000391451314427301	9.87109215819719e-07	0.00038953120196066	0.000389576442184116	0.000388878720885349	0.000388444907580883	0.00251450065466514	4.89039179483503e-07	1.65333873434579e-06	9.87109215819719e-07	0.000386934327280922	9.87109215819719e-05	0.0503014625465199	2.09388433656315e-05	3.05287849791763e-05	8.84267405502456e-05	1.46711753845051e-05	2.27089911547573e-05	7.34087811183131e-08	6.61335493738315e-05	1.28817009760636e-05	4.88286041195385e-06	7.99884056410975e-06	1.2851288928857e-05	0.050207728554116	3.03229035265018e-06	9.77600184229512e-06	7.91515076460403e-06	1.94439360442674e-05	1.94439360442674e-05	1.29843733986887e-05	3.03229035265018e-06	1.29843733986887e-05	3.03229035265018e-06	4.89314143034126e-06	4.89314143034126e-06	7.81979382441899e-06	3.03229035265018e-06	7.81979382441899e-06
"Psiadia_terebinthina"	0.00107420467795261	0.00117111312475985	0.000308890042685355	0.00117560561100998	0.000127452121841949	9.78785054653524e-05	9.76840090412479e-05	0.000434946728300353	9.78628286068253e-05	1.00430705870253	0.000126513549410343	9.78479083852768e-05	9.84504176560179e-05	9.76840090412479e-05	0.00022464771083799	0.000338066031413187	5.71912190665506e-07	8.23071478286479e-07	0.000126513549410343	9.71955889960417e-05	0.0126513549410343	0.0126354265694854	3.75428972642208e-05	1.19016781439526e-05	0.0126037302548264	1.71573657199652e-05	5.72387729024553e-06	1.53457811136087e-05	3.29228591314592e-05	0.0125928660490394	1.46389140594982e-05	0.0125782271349799	3.52625694058096e-05	1.33447922156709e-05	9.04312008469215e-06	0.0125684771478411	2.36820341441903e-05	4.88420045206239e-06	4.88420045206239e-06	3.2615969461759e-06	9.04312008469214e-06	3.2615969461759e-06	9.04312008469214e-06	0.0125538382337816	0.0125538382337816	6.17780085370711e-06	9.04312008469215e-06	6.17780085370711e-06
