"Angelica_sylvestris"	"Chaerophyllum_temulentum"	"Silene_dioica"	"Stachys_sylvatica"	"Lapsana_communis"	"Geranium_robertianum"	"Vicia_sepium"	"Veronica_agrestis"	"Unidentified_sp1_M_PL_038"	"Anaspis_flava"	"Meligethes_sp1_M_PL_038"	"Unidentified_sp2_M_PL_038"	"Adscita_statices"	"Apocrita_sp1_M_PL_038"	"Byturus_aestivus"	"Crambus_pratella"	"Dasytes_plumbeus"	"Unidentified_sp3_M_PL_038"	"Unidentified_sp4_M_PL_038"	"Anaspis_rufilabris"	"Bombus_hortorum"	"Bombus_pascuorum"	"Chrysogaster_solstitialis"	"Leptura_rubra"	"Nemophora_degeerella"	"Olibrus_aeneus"	"Unidentified_sp5_M_PL_038"	"Unidentified_sp6_M_PL_038"	"Unidentified_sp7_M_PL_038"	"Anaspis_frontalis"	"Aphantopus_hyperantus"	"Ceuthorrhynchus_pollinarius_Forster"	"Episyrphus_balteatus"	"Epuraea_depressa_Illiger"	"Eumerus_tuberculatus"	"Grammoptera_ruficornis"	"Maniola_jurtina"	"Melanostoma_scalare"	"Polyommatus_icarus"	"Rhingia_campestris"	"Rhynchites_germanicus"	"Strophosomus_capitatus_de_Geer"	"Unidentified_sp10_M_PL_038"	"Unidentified_sp11_M_PL_038"	"Unidentified_sp12_M_PL_038"	"Unidentified_sp13_M_PL_038"	"Unidentified_sp14_M_PL_038"	"Unidentified_sp8_M_PL_038"	"Unidentified_sp9_M_PL_038"	"Volucella_pellucens"
"Angelica_sylvestris"	1.00594404362993	0.00220099258953234	0.000399737116520014	0.000618204857660942	0.000468917466255012	0.000347793457679939	0.000120667424443425	6.53558984838582e-07	0.00594483254960648	2.49695026367473e-05	0.00594282142586576	0.00594340778942427	1.08825822650305e-05	2.33682289870774e-05	0.0059261893622298	0.00593761123179627	0.00593506608853203	0.00593720138170521	1.08629161792961e-05	0.00593199118763571	1.1416601788553e-05	7.63116790127776e-06	0.00593199118763571	0.00593199118763571	2.02933280907696e-05	8.87145852430679e-06	0.00593199118763571	1.98834779997157e-05	5.82923557724092e-06	5.62004416055403e-06	0.00591731790370549	5.21019406950013e-06	3.07490089630779e-06	0.0059173179037055	2.01112374072374e-06	0.0059173179037055	3.07490089630779e-06	5.21019406950014e-06	3.07490089630779e-06	5.62004416055402e-06	3.07490089630779e-06	3.07490089630779e-06	0.00591731790370549	5.21019406950013e-06	3.07490089630779e-06	3.07490089630779e-06	1.46732839302156e-05	0.0059173179037055	2.01112374072375e-06	0.00591731790370549
"Chaerophyllum_temulentum"	0.00249445826813665	1.00421661670652	0.000620297070339227	0.00125878851240567	0.00103452193450681	0.000170498725731184	0.000304918400081164	9.1048328821513e-07	0.00673747092206719	0.0067161256221317	0.00673238894873251	0.00672373590600018	1.26951346892255e-05	0.00671099249256678	2.2286445284755e-05	0.00672089426057133	0.00671422224456606	0.00672094541680155	2.29837442565581e-05	0.00670945072864036	1.42851773598137e-05	1.65255052656467e-05	0.00670945072864036	0.00670945072864036	0.0067062209766411	7.61316135453944e-06	0.00670945072864036	0.00670627213287133	2.88716959326383e-06	1.14435319309606e-05	1.46732839302156e-05	1.14946881611868e-05	4.77151592568636e-06	1.46732839302156e-05	5.08197333468605e-06	1.46732839302156e-05	4.77151592568636e-06	1.14946881611868e-05	4.77151592568636e-06	1.14435319309606e-05	4.77151592568636e-06	4.77151592568636e-06	1.46732839302156e-05	1.14946881611868e-05	4.77151592568636e-06	4.77151592568636e-06	0.00669477744471014	1.46732839302156e-05	5.08197333468606e-06	1.46732839302156e-05
"Silene_dioica"	0.000522733152372325	0.000715727388852954	1.00703934972273	0.000262503372517374	0.000196224998166259	0.000908143991626279	0.000455414662295331	9.1281244665012e-07	2.00033332465984e-05	0.00776099857438339	1.24130888750095e-05	2.5368544311378e-05	0.00776918251389408	0.00775361444655001	0.00776466717041879	1.02328111176067e-05	0.00775430295315072	1.0026694579397e-05	4.61231267534787e-06	7.84641682199416e-06	1.75221274893838e-05	9.97663866720133e-06	7.84641682199416e-06	7.84641682199416e-06	7.15791022129885e-06	0.00776159226952249	7.84641682199416e-06	6.95179368308924e-06	1.51813738161038e-05	2.38639429561249e-06	3.0749008963078e-06	2.18027775740288e-06	0.00774645653632871	3.0749008963078e-06	7.59024437158884e-06	3.0749008963078e-06	0.00774645653632871	2.18027775740288e-06	0.00774645653632871	2.38639429561249e-06	0.00774645653632872	0.00774645653632871	3.0749008963078e-06	2.18027775740288e-06	0.00774645653632871	0.00774645653632871	4.77151592568636e-06	3.0749008963078e-06	7.59024437158884e-06	3.0749008963078e-06
"Stachys_sylvatica"	0.000955407507294184	0.0017165297896441	0.000310231258429624	1.00475530287389	0.000722664181367235	0.000689855850157072	0.000644427339293955	0.000306591300930695	0.009169972750797	3.25999838966639e-05	0.00915923229514211	0.00916270029062953	2.46244474531296e-05	0.00914796904326196	1.95040359587844e-05	0.00915120269312692	1.94499703871272e-05	2.50931781067062e-05	0.00915749828409711	1.70635760915147e-05	0.00914563671453801	0.00914487957269029	1.70635760915147e-05	1.70635760915147e-05	0.00914558264896635	1.38839917982304e-05	1.70635760915147e-05	1.94731339461522e-05	2.68271625491526e-05	0.0091341391170354	5.62004416055402e-06	8.0296020151915e-06	2.38639429561249e-06	5.62004416055403e-06	1.07404556548993e-05	5.62004416055402e-06	2.38639429561249e-06	8.02960201519151e-06	2.38639429561249e-06	0.00913413911703539	2.38639429561249e-06	2.38639429561249e-06	5.62004416055402e-06	8.0296020151915e-06	2.38639429561249e-06	2.38639429561249e-06	1.14435319309606e-05	5.62004416055402e-06	1.07404556548993e-05	5.62004416055402e-06
"Lapsana_communis"	0.000885732991815022	0.00172420322417801	0.000283436108462374	0.000883256221671065	1.00544068534816	2.6757536310188e-06	0.000506805903590746	0.00037421454950263	0.0112047444198408	0.0111936849015135	0.011196297654781	2.47790801397287e-05	1.0671638711099e-05	2.17045679337811e-05	7.43506772075332e-06	2.47344842458784e-05	1.88851599880898e-05	0.0111882680527658	0.0111983035000254	1.67048822306869e-05	8.07419790904181e-06	1.64763670750373e-05	1.67048822306869e-05	1.67048822306869e-05	1.95242901763783e-05	2.22487365125319e-06	1.67048822306869e-05	0.0111830578586963	1.87553233689818e-05	8.02960201519151e-06	5.21019406950013e-06	0.0111715631705351	2.18027775740287e-06	5.21019406950013e-06	8.44676505984576e-06	5.21019406950013e-06	2.18027775740287e-06	0.0111715631705351	2.18027775740287e-06	8.0296020151915e-06	2.18027775740288e-06	2.18027775740287e-06	5.21019406950013e-06	0.0111715631705351	2.18027775740287e-06	2.18027775740287e-06	1.14946881611868e-05	5.21019406950013e-06	8.44676505984577e-06	5.21019406950013e-06
"Geranium_robertianum"	0.000985414796759828	0.000426246814327961	0.00196764531519027	0.00126473572528797	4.0136304465282e-06	1.00404953991869	0.000562818730727094	0.000840595169585392	2.95607086321052e-05	2.74022866952596e-05	2.01803964533202e-05	0.0167542947992042	0.0167586750440173	2.94749761252422e-05	0.0167550912894665	2.01358005594699e-05	2.37739362506234e-05	8.68279895070239e-06	5.35719518757378e-05	8.63820305685206e-06	0.0167456565961474	2.08779096814028e-05	8.63820305685206e-06	8.63820305685206e-06	1.43392429314709e-05	0.0167492947318385	8.63820305685206e-06	2.88624132270339e-06	0.016776188757124	1.14975975026179e-05	5.79655762799899e-06	4.45958938503134e-08	1.51357331937713e-05	5.79655762799899e-06	9.3803121787849e-06	5.79655762799899e-06	1.51357331937713e-05	4.45958938503134e-08	1.51357331937713e-05	1.14975975026179e-05	1.51357331937713e-05	1.51357331937713e-05	5.79655762799899e-06	4.45958938503134e-08	1.51357331937713e-05	1.51357331937713e-05	2.84164542885308e-06	5.79655762799899e-06	9.3803121787849e-06	5.79655762799899e-06
"Vicia_sepium"	0.000341891035923037	0.000762296000202909	0.000986731768306549	0.00118145012203892	0.000760208855386119	0.000562818730727094	1.00550450036034	1.11322808311037e-06	0.0167846886571292	0.0167795273221051	2.62803177901548e-05	2.7213864909094e-05	0.0167753788958894	2.34126733611741e-05	1.89816802910975e-05	1.78335527303091e-05	1.46833414469987e-05	1.55398621352556e-05	1.92428821189005e-05	7.09309707540981e-06	2.01207678336842e-05	0.0167691487949939	7.09309707540981e-06	7.0930970754098e-06	1.58224289895853e-05	1.69705565503738e-05	7.09309707540981e-06	1.35287383945318e-05	9.43597358294043e-06	1.07404556548993e-05	2.01112374072374e-06	8.44676505984577e-06	7.59024437158883e-06	2.01112374072375e-06	0.016758408339339	2.01112374072375e-06	7.59024437158884e-06	8.44676505984578e-06	7.59024437158883e-06	1.07404556548993e-05	7.59024437158884e-06	7.59024437158884e-06	2.01112374072375e-06	8.44676505984577e-06	7.59024437158884e-06	7.59024437158884e-06	5.08197333468606e-06	2.01112374072375e-06	0.016758408339339	2.01112374072375e-06
"Veronica_agrestis"	5.55525137112795e-06	6.82862466161347e-06	5.93328090322578e-06	0.00168625215511882	0.00168396547276184	0.00252178550875618	3.33968424933112e-06	1.00418735012319	3.41741560394744e-05	1.88575536660303e-05	3.41184946353189e-05	5.74375256394571e-05	4.21310605057577e-05	1.5420729833278e-05	4.21080770508441e-05	1.54077671601874e-05	1.23842735985192e-07	1.87889295887842e-05	0.050243407798681	7.82021136526856e-08	5.73593235258044e-05	1.53852264506903e-05	7.82021136526856e-08	7.82021136526856e-08	1.53750892109455e-05	4.20753991016021e-05	7.82021136526856e-08	1.87562516395423e-05	0.0502513972646387	1.53295650465348e-05	3.26779492419291e-08	1.87107274751315e-05	4.5640622332506e-08	3.26779492419291e-08	5.56614041555186e-08	3.26779492419291e-08	4.5640622332506e-08	1.87107274751315e-05	4.5640622332506e-08	1.53295650465347e-05	4.5640622332506e-08	4.5640622332506e-08	3.26779492419291e-08	1.87107274751315e-05	4.5640622332506e-08	4.5640622332506e-08	4.55241644107565e-08	3.26779492419291e-08	5.56614041555186e-08	3.26779492419291e-08
"Unidentified_sp1_M_PL_038"	0.0202124306686621	0.0202124127662016	5.20086664411558e-05	0.0201739400517534	0.0201685399557135	3.54728503585262e-05	0.020141626388555	1.36696624157898e-05	1.00099683418599	0.000694938146645676	0.000661140412846231	0.000437636738622056	0.000336685053980158	0.000318548940122215	0.000119887931829704	0.000437045524449414	0.000254046136098406	0.000477740957830291	0.000408177826533546	0.000253646069433474	0.000183990669188582	0.000519093228158523	0.000253646069433474	0.000253646069433474	0.000318148873457284	9.91280837574071e-07	0.000253646069433474	0.000358844306838161	1.27469729343159e-06	0.00018339945501594	0.00011889665099213	0.000224094888396817	4.00066664931967e-07	0.00011889665099213	0.000335693773142584	0.00011889665099213	4.00066664931967e-07	0.000224094888396817	4.00066664931967e-07	0.00018339945501594	4.00066664931967e-07	4.00066664931967e-07	0.00011889665099213	0.000224094888396817	4.00066664931967e-07	4.00066664931967e-07	0.000134749418441344	0.00011889665099213	0.000335693773142584	0.00011889665099213
"Anaspis_flava"	0.000106120386206176	0.0251854710829939	0.025223245366746	8.96499557158257e-05	0.0251857910284055	4.11034300428894e-05	0.0251692909831578	9.42877683301513e-06	0.000868672683307095	1.0010612584105	0.000449184500254467	0.000170027434884009	0.000614198204579595	0.000362743104510293	0.000195334259092885	0.000169342377716628	0.000362552342478797	0.00044836950065705	0.000281128560976906	0.000168527378119211	1.50005676479809e-06	0.000420303182650045	0.000168527378119211	0.000168527378119211	0.000168718140150709	0.000194710021526966	0.000168527378119211	0.000447745263091131	1.15649600903225e-06	8.14999597416598e-07	6.24237565918681e-07	0.000279842122537839	0.000194024964359585	6.24237565918682e-07	0.000419488183052629	6.24237565918682e-07	0.000194024964359585	0.000279842122537839	0.000194024964359585	8.14999597416597e-07	0.000194024964359585	0.000194024964359585	6.24237565918681e-07	0.000279842122537839	0.000194024964359585	0.000194024964359585	0.000167903140553293	6.24237565918682e-07	0.000419488183052629	6.24237565918681e-07
