"Angelica_sylvestris"	"Chaerophyllum_temulentum"	"Silene_dioica"	"Stachys_sylvatica"	"Lapsana_communis"	"Geranium_robertianum"	"Vicia_sepium"	"Veronica_agrestis"	"Unidentified_sp1_M_PL_038"	"Anaspis_flava"	"Meligethes_sp1_M_PL_038"	"Unidentified_sp2_M_PL_038"	"Adscita_statices"	"Apocrita_sp1_M_PL_038"	"Byturus_aestivus"	"Crambus_pratella"	"Dasytes_plumbeus"	"Unidentified_sp3_M_PL_038"	"Unidentified_sp4_M_PL_038"	"Anaspis_rufilabris"	"Bombus_hortorum"	"Bombus_pascuorum"	"Chrysogaster_solstitialis"	"Leptura_rubra"	"Nemophora_degeerella"	"Olibrus_aeneus"	"Unidentified_sp5_M_PL_038"	"Unidentified_sp6_M_PL_038"	"Unidentified_sp7_M_PL_038"	"Anaspis_frontalis"	"Aphantopus_hyperantus"	"Ceuthorrhynchus_pollinarius_Forster"	"Episyrphus_balteatus"	"Epuraea_depressa_Illiger"	"Eumerus_tuberculatus"	"Grammoptera_ruficornis"	"Maniola_jurtina"	"Melanostoma_scalare"	"Polyommatus_icarus"	"Rhingia_campestris"	"Rhynchites_germanicus"	"Strophosomus_capitatus_de_Geer"	"Unidentified_sp10_M_PL_038"	"Unidentified_sp11_M_PL_038"	"Unidentified_sp12_M_PL_038"	"Unidentified_sp13_M_PL_038"	"Unidentified_sp14_M_PL_038"	"Unidentified_sp8_M_PL_038"	"Unidentified_sp9_M_PL_038"	"Volucella_pellucens"
"Meligethes_sp1_M_PL_038"	0.0252569910599295	0.0252464585577469	4.0342538843781e-05	0.0251878888116408	0.0251916697232572	3.02705946799804e-05	3.94204766852322e-05	1.70592473176595e-05	0.000826425516057788	0.000449184500254466	1.00082576850811	0.000546365576654843	1.47184507796211e-06	0.00039760085831874	0.000149385372779852	0.00054586106674351	0.000317190586586832	0.000596787700734482	0.00050974121111396	0.000316880259364957	0.000229485317289886	0.000229637815323306	0.000316880259364957	0.000316880259364957	0.000397290531096865	8.14837133208245e-07	0.000316880259364957	0.000448217165087837	1.35747227721598e-06	0.000228980807378553	0.000148570535646644	0.000279907441369525	3.10327221875238e-07	0.000148570535646644	6.57007944753871e-07	0.000148570535646644	3.10327221875238e-07	0.000279907441369525	3.10327221875238e-07	0.000228980807378552	3.10327221875238e-07	3.10327221875238e-07	0.000148570535646644	0.000279907441369525	3.10327221875238e-07	3.10327221875238e-07	0.000168309723718313	0.000148570535646644	6.57007944753871e-07	0.000148570535646644
"Unidentified_sp2_M_PL_038"	0.0252594831050531	0.0252140096475007	8.24477690119784e-05	0.0251974257992312	5.57529303143896e-05	0.0251314421988063	4.08207973636409e-05	2.87187628197285e-05	0.00054704592327757	0.000170027434884009	0.000546365576654842	1.00096460346963	0.000420171930210617	0.000397795118523526	0.000568076778323496	0.00054574609965135	0.000317312805993396	0.000317298069389104	0.000231122922410218	0.000316678592385611	0.000647924877245844	0.000229747853888465	0.000316678592385611	0.000316678592385611	0.000397160904915742	0.00041949158358789	0.000316678592385611	0.000168712874653498	0.000420293308121092	0.000229067507265738	0.000148585194735607	6.19477003493218e-07	6.34213607784449e-07	0.000148585194735607	6.80346622727349e-07	0.000148585194735607	6.34213607784449e-07	6.19477003493218e-07	6.34213607784449e-07	0.000229067507265738	6.34213607784449e-07	6.34213607784449e-07	0.000148585194735607	6.19477003493218e-07	6.34213607784449e-07	6.34213607784449e-07	0.000168093397650004	0.000148585194735607	6.80346622727349e-07	0.000148585194735607
"Adscita_statices"	6.16679661685063e-05	6.34756734461274e-05	0.0336664575602077	9.02896406614752e-05	3.20149161332969e-05	0.0335173500880346	0.0335507577917788	2.80873736705051e-05	0.000561141756633597	0.00081893093943946	1.96246010394949e-06	0.000560229240280824	1.00137677454846	0.000260216736534547	0.000817958004672547	1.60673881357952e-06	0.000259758674361611	1.14164518884517e-06	2.58090488899954e-06	7.85923898475201e-07	0.000559443316382348	0.000560000111444751	7.85923898475201e-07	7.85923898475201e-07	1.24398607141184e-06	0.00081759525193038	7.85923898475201e-07	7.78892446677482e-07	0.000560026870150769	8.20814915104321e-07	3.62752742167684e-07	3.55721290369965e-07	0.000258972750463136	3.62752742167685e-07	0.000559179296529647	3.62752742167684e-07	0.000258972750463136	3.55721290369966e-07	0.000258972750463136	8.2081491510432e-07	0.000258972750463136	0.000258972750463136	3.62752742167684e-07	3.55721290369966e-07	0.000258972750463136	0.000258972750463136	4.23171156307517e-07	3.62752742167684e-07	0.000559179296529647	3.62752742167684e-07
"Apocrita_sp1_M_PL_038"	0.000132419964260105	0.0335549624628339	0.03359899593505	0.0335425531586272	6.51137038013434e-05	5.89499522504845e-05	4.68253467223483e-05	1.02804865555187e-05	0.000530914900203693	0.000483657472680392	0.000530134477758321	0.000530393491364702	0.000260216736534548	1.00078708586608	0.000260215255055411	0.000529410992160528	0.000482932505603463	0.000225202176316255	0.000306169811367634	0.000224478690718462	0.00030591480064624	0.000305712723887438	0.000224478690718462	0.000224478690718462	0.000528632051194292	0.000259436314089175	0.000224478690718462	0.000224423235350019	1.49652353195068e-06	0.000304932301442066	7.78940966235913e-07	7.23485597792704e-07	0.000258453814885	7.78940966235914e-07	7.80422445372472e-07	7.78940966235914e-07	0.000258453814885	7.23485597792705e-07	0.000258453814885	0.000304932301442066	0.000258453814885001	0.000258453814885	7.78940966235914e-07	7.23485597792705e-07	0.000258453814885	0.000258453814885	0.000223699749752226	7.78940966235914e-07	7.80422445372471e-07	7.78940966235914e-07
"Byturus_aestivus"	0.0335817397193022	0.000111432226423775	0.0336468910718148	7.15147985155427e-05	2.23052031622599e-05	0.0335101825789331	3.7963360582195e-05	2.80720513672294e-05	0.000199813219716173	0.000260445678790513	0.000199180497039803	0.000757435704431329	0.000817958004672547	0.000260215255055411	1.0010148649274	0.000198932661449111	0.000457104765931112	0.000198530362507844	2.30157269101273e-06	0.000198282526917152	0.000559153177514177	1.28285720832939e-06	0.000198282526917152	0.000198282526917152	1.39301604145131e-06	0.000817325281996178	0.000198282526917152	9.90717100183612e-07	0.00055990664555058	6.5013453195948e-07	0.00019753964540766	2.47835590691777e-07	0.00025882223901396	0.00019753964540766	6.32722676369916e-07	0.00019753964540766	0.00025882223901396	2.47835590691778e-07	0.000258822239013959	6.50134531959479e-07	0.00025882223901396	0.00025882223901396	0.00019753964540766	2.47835590691777e-07	0.00025882223901396	0.00025882223901396	7.42881509491834e-07	0.00019753964540766	6.32722676369916e-07	0.00019753964540766
"Crambus_pratella"	0.0336464636468455	0.0336044713028566	4.43421815096288e-05	0.0335544098747986	7.42034527376352e-05	4.02716011189399e-05	3.56671054606181e-05	1.02718447734583e-05	0.000728409207415689	0.000225789836955504	0.000727814755658013	0.000727661466201798	1.60673881357952e-06	0.000529410992160528	0.000198932661449111	1.00072699027285	0.00042229127678284	0.000422774665887116	0.000306378164817766	0.000421950183078919	0.000305711283122879	0.000305634541528574	0.00042195018307892	0.00042195018307892	0.000529069898456608	1.01228705590255e-06	0.00042195018307892	0.000224854291493907	1.18478559065525e-06	0.000305040089770897	0.000197920374393209	8.24482808195946e-07	3.41093703920221e-07	0.000197920374393209	5.94451757676968e-07	0.000197920374393209	3.41093703920222e-07	8.24482808195947e-07	3.41093703920221e-07	0.000305040089770897	3.41093703920222e-07	3.41093703920222e-07	0.000197920374393209	8.24482808195946e-07	3.41093703920222e-07	3.41093703920222e-07	0.000224029808685711	0.000197920374393209	5.94451757676969e-07	0.000197920374393209
"Dasytes_plumbeus"	0.0336320411683481	0.0335711112228302	0.0336019794636531	7.13165580861328e-05	5.66554799642693e-05	4.75478725012468e-05	2.93666828939973e-05	8.25618239901277e-08	0.000423410226830676	0.000483403123305061	0.000422920782115775	0.000423083741324527	0.000259758674361611	0.000482932505603463	0.000457104765931112	0.000422291276782839	1.00068011970954	0.000422272449769539	1.2819657703734e-06	0.000421642944436602	1.44079688792502e-06	1.13777706113753e-06	0.000421642944436602	0.000421642944436602	0.000224455740498439	0.000259269229646711	0.000421642944436602	0.000224436913485138	7.96592632886953e-07	6.48332346237572e-07	0.0001978355362844	6.29505332936326e-07	0.000258476765105023	0.000197835536284401	4.89444714899955e-07	0.000197835536284401	0.000258476765105023	6.29505332936326e-07	0.000258476765105023	6.48332346237572e-07	0.000258476765105024	0.000258476765105023	0.000197835536284401	6.29505332936326e-07	0.000258476765105023	0.000258476765105023	0.000223807408152202	0.000197835536284401	4.89444714899955e-07	0.000197835536284401
"Unidentified_sp3_M_PL_038"	0.0336441411629961	0.0336047270840077	4.34490098440538e-05	9.20083197245893e-05	0.0335648041582973	1.73655979014048e-05	3.10797242705111e-05	1.25259530591894e-05	0.00079623492971715	0.000597826000876067	0.000795716934312642	0.000423064092518806	1.14164518884517e-06	0.000225202176316255	0.000198530362507843	0.000422774665887115	0.000422272449769539	1.00079488049504	0.000374405005348709	0.000421938226616892	1.12586590191362e-06	1.35443467473206e-06	0.000421938226616892	0.000421938226616892	0.000224867953163608	6.23649784336647e-07	0.000421938226616892	0.000596973782318912	9.15724284649553e-07	8.3643927022354e-07	0.000197906712723507	0.000372942268425526	3.34223152646568e-07	0.000197906712723507	5.17995404508519e-07	0.000197906712723507	3.34223152646568e-07	0.000372942268425527	3.34223152646568e-07	8.36439270223539e-07	3.34223152646568e-07	3.34223152646568e-07	0.000197906712723507	0.000372942268425527	3.34223152646568e-07	3.34223152646568e-07	0.000224031513893385	0.000197906712723507	5.1799540450852e-07	0.000197906712723507
"Unidentified_sp4_M_PL_038"	6.15565250160111e-05	0.000114918721282791	1.99866882598408e-05	0.0335774937083561	0.0335949105000763	0.000107143903751476	3.84857642378011e-05	0.0334956051991207	0.00068029637755591	0.000374838081302541	0.000679654948151947	0.000308163896546957	2.58090488899954e-06	0.000306169811367634	2.30157269101272e-06	0.000306378164817766	1.2819657703734e-06	0.000374405005348709	1.00235330698609	1.12822201452847e-06	0.000307035674532428	0.0003058913722072	1.12822201452847e-06	1.12822201452847e-06	0.000306016067611789	1.93947548503619e-06	1.12822201452847e-06	0.000374042908142733	0.00167656599168523	0.000305249942803238	3.62097205976536e-07	0.000373276783334181	1.53743755844929e-07	3.62097205976536e-07	6.41429403963351e-07	3.62097205976536e-07	1.53743755844929e-07	0.000373276783334181	1.53743755844929e-07	0.000305249942803237	1.53743755844929e-07	1.53743755844929e-07	3.62097205976536e-07	0.000373276783334181	1.53743755844929e-07	1.53743755844929e-07	7.66124808551938e-07	3.62097205976536e-07	6.41429403963351e-07	3.62097205976536e-07
"Anaspis_rufilabris"	0.0504219250949035	0.0503208804648027	5.1001709342962e-05	9.38496685033306e-05	7.5171970038091e-05	2.59146091705562e-05	2.12792912262294e-05	7.82021136526856e-08	0.000634115173583684	0.000337054756238423	0.000633760518729913	0.000633357184771221	1.1788858477128e-06	0.000336718036077693	0.000297423790375728	0.000632925274618379	0.000632464416654903	0.000632907339925338	1.69233302179271e-06	1.00063207209581	1.28508895741834e-06	1.20783365834622e-06	0.000632072095813803	0.000632072095813803	0.000336325715236594	8.24230993942311e-07	0.000632072095813803	0.000336307780543552	4.35820258525238e-07	8.53178804575734e-07	0.000296599559381785	8.35244111534344e-07	3.92320841099708e-07	0.000296599559381786	3.5465485377049e-07	0.000296599559381786	3.92320841099708e-07	8.35244111534345e-07	3.92320841099708e-07	8.53178804575732e-07	3.92320841099708e-07	3.92320841099708e-07	0.000296599559381785	8.35244111534345e-07	3.92320841099708e-07	3.92320841099708e-07	0.000335472536432018	0.000296599559381785	3.5465485377049e-07	0.000296599559381785
"Bombus_hortorum"	9.70411152027006e-05	0.000107138830198603	0.000113893828680995	0.0503010019299591	3.63338905906882e-05	0.0502369697884422	6.03623035010525e-05	5.73593235258043e-05	0.000459976672971455	3.00011352959617e-06	0.000458970634579771	0.00129584975449169	0.000839164974573522	0.000458872200969361	0.000838729766271265	0.000458566924684319	2.16119533188753e-06	1.68879885287043e-06	0.000460553511798643	1.28508895741834e-06	1.00129456466553	0.000458287874118584	1.28508895741834e-06	1.28508895741834e-06	0.000457996094594891	0.000838158936181838	1.28508895741834e-06	1.11796876344278e-06	0.00084015079598366	0.000457281835726901	5.70830089427651e-07	4.03709895452091e-07	8.7610637446919e-07	5.70830089427651e-07	1.00603839168421e-06	5.70830089427651e-07	8.7610637446919e-07	4.03709895452091e-07	8.7610637446919e-07	0.0004572818357269	8.7610637446919e-07	8.7610637446919e-07	5.70830089427651e-07	4.03709895452091e-07	8.7610637446919e-07	8.7610637446919e-07	7.14258867990686e-07	5.70830089427651e-07	1.00603839168421e-06	5.70830089427651e-07
"Bombus_pascuorum"	6.48649271608611e-05	0.00012394128949235	6.48481513368087e-05	0.0502968376497966	7.41436518376677e-05	6.26337290442083e-05	0.0503074463849818	1.53852264506903e-05	0.00129773307039631	0.000840606365300091	0.000459275630646613	0.000459495707776931	0.000840000167167127	0.000458569085831157	1.92428581249409e-06	0.000458451812292861	1.70666559170629e-06	2.03165201209809e-06	0.000458837058310801	1.20783365834622e-06	0.000458287874118585	1.00129570141838	1.20783365834622e-06	1.20783365834622e-06	0.000458070253897797	1.54272741743021e-06	1.20783365834622e-06	1.6500936170342e-06	1.81315680660465e-06	0.000457243978634515	3.81558395063888e-07	8.23818353751864e-07	4.98831933360066e-07	3.81558395063889e-07	0.000838457439749697	3.81558395063889e-07	4.98831933360067e-07	8.23818353751864e-07	4.98831933360067e-07	0.000457243978634515	4.98831933360067e-07	4.98831933360067e-07	3.81558395063889e-07	8.23818353751864e-07	4.98831933360067e-07	4.98831933360067e-07	8.26275263282335e-07	3.81558395063889e-07	0.000838457439749697	3.81558395063889e-07
"Chrysogaster_solstitialis"	0.0504219250949035	0.0503208804648027	5.10017093429621e-05	9.38496685033306e-05	7.5171970038091e-05	2.59146091705562e-05	2.12792912262294e-05	7.82021136526856e-08	0.000634115173583683	0.000337054756238422	0.000633760518729914	0.000633357184771221	1.1788858477128e-06	0.000336718036077693	0.000297423790375728	0.000632925274618379	0.000632464416654903	0.000632907339925338	1.69233302179271e-06	0.000632072095813804	1.28508895741834e-06	1.20783365834622e-06	1.00063207209581	0.000632072095813803	0.000336325715236594	8.24230993942311e-07	0.000632072095813803	0.000336307780543552	4.35820258525238e-07	8.53178804575734e-07	0.000296599559381785	8.35244111534344e-07	3.92320841099708e-07	0.000296599559381786	3.5465485377049e-07	0.000296599559381786	3.92320841099708e-07	8.35244111534345e-07	3.92320841099708e-07	8.53178804575733e-07	3.92320841099708e-07	3.92320841099708e-07	0.000296599559381785	8.35244111534345e-07	3.92320841099708e-07	3.92320841099708e-07	0.000335472536432017	0.000296599559381785	3.5465485377049e-07	0.000296599559381785
"Leptura_rubra"	0.0504219250949035	0.0503208804648027	5.10017093429621e-05	9.38496685033306e-05	7.5171970038091e-05	2.59146091705562e-05	2.12792912262294e-05	7.82021136526856e-08	0.000634115173583684	0.000337054756238422	0.000633760518729913	0.000633357184771222	1.1788858477128e-06	0.000336718036077693	0.000297423790375727	0.000632925274618379	0.000632464416654903	0.000632907339925338	1.69233302179271e-06	0.000632072095813803	1.28508895741834e-06	1.20783365834622e-06	0.000632072095813803	1.00063207209581	0.000336325715236594	8.24230993942311e-07	0.000632072095813803	0.000336307780543552	4.35820258525238e-07	8.53178804575734e-07	0.000296599559381785	8.35244111534344e-07	3.92320841099708e-07	0.000296599559381786	3.5465485377049e-07	0.000296599559381786	3.92320841099708e-07	8.35244111534345e-07	3.92320841099708e-07	8.53178804575733e-07	3.92320841099708e-07	3.92320841099708e-07	0.000296599559381785	8.35244111534345e-07	3.92320841099708e-07	3.92320841099708e-07	0.000335472536432018	0.000296599559381785	3.5465485377049e-07	0.000296599559381785
