"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Toddalia_asiatica"	"Bertiera_zaluzania"	"Croton_fothergillifolius"	"Stillingia_lineata"	"Homalanthus_populifolius"	"Erythroxylum_macrocarpum"	"Dodonaea_viscosa"	"Aphloia_theiformis"	"Antirhea_borbonica"	"Chassalia_coriacea"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_074"	"Apis_mellifera"	"Stomorhina_lunata"	"Fannia_pusio"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_074"	"Pachycerina_crinicornis"	"Brachymyrmex_sp1_M_PL_074"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_074"	"Leptotes_pirithous"	"Villa_unifasciata"	"Dioxyna_sororcula"	"Ophyra_capensis"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_niger"	"Syritta_nigrofemorata"	"Panara_naso"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_074"	"Ahasverus_advena"	"Eristalinus_flaveolus"	"Syritta_bulbus"	"Episyrphus_sp1_M_PL_074"	"Gelechioidea_sp2_M_PL_074"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Pelecophora_intemipta"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Gelechioidea_sp1_M_PL_074"	"Palexorista_sp1_M_PL_074"	"Scatopsidae_sp1_M_PL_074"	"Scirtidae_sp1_M_PL_074"	"Unidentified_sp1_M_PL_074"
"Sideroxylon_cinereum"	1.00345048567007	0.00143207647217845	0.00058985770129189	0.000366457282687144	0.000159207478622839	0.000175040336192295	0.000513358636930746	0.000410749868381119	0.000618979484604871	0.000319496535858213	0.000618297106683427	0.000610324830983018	0.000352250746875281	0.000484427949651769	4.94547005330744e-05	0.00778195082313208	0.00778445795444843	0.00774154707559624	1.87135797847134e-05	0.00775051157987047	3.10451421732574e-06	2.79729277158027e-05	1.73081768826602e-05	4.14987437154369e-05	9.98188855666563e-06	1.92044776569979e-05	1.71182360750367e-05	1.42604606308778e-05	0.00772907900742818	3.17642911816068e-05	0.00773953056924303	0.00773958583141757	3.22001331690339e-05	8.97535999858042e-06	0.00772907900742818	0.00772958346437438	1.25028811565925e-06	0.00773897600423277	3.10451421732574e-06	0.00773150852684736	9.97448206936382e-06	1.30101725152186e-05	0.00771884988976976	1.02291176584175e-05	0.00774307128725235	6.8773743393399e-06	1.25028811565925e-06	5.13437335476398e-06	5.62708622368064e-06	1.25028811565925e-06	3.10451421732574e-06
"Molinaea_alternifolia"	0.00132978529559428	1.00287086175724	0.000694254426850183	0.000599497533336025	0.000655527558969576	0.000751823475881358	0.00043692562915907	0.00052725321069397	0.000541556923014778	0.000137786126951003	0.000450887142056376	0.000358125857472894	0.000655806365958861	9.09187978317318e-05	0.00720494315295896	0.00721440359633853	0.00724150440925127	0.00718642487576036	0.00718715264443373	0.00720004337533225	3.65397066763254e-06	2.41624932041998e-05	1.49056225038647e-05	0.00721023348514074	1.39473831071792e-05	0.00717794737503295	2.00913767045852e-05	1.88142929683831e-05	0.00717359241592441	0.00719618269228933	0.00719201624119044	3.04068553483642e-05	0.00719403126385534	1.45840767669469e-05	0.00717359241592442	1.83596615444612e-05	5.37016768486684e-06	2.46387927654682e-05	3.65397066763254e-06	1.87673478098733e-05	8.66382780159227e-06	1.34441252835162e-05	1.02291176584175e-05	0.007163363298266	1.47750575500041e-05	1.02934124395466e-05	5.37016768486684e-06	6.59066513367463e-06	4.9232447546798e-06	5.37016768486684e-06	3.65397066763254e-06
"Psiadia_terebinthina"	0.000403586848252346	0.000511555893468556	1.00380577023771	0.000593011701193711	0.000197736256809347	0.000776222966201275	0.000472914320581945	0.000407092407178231	0.000528056999589793	0.000516606823524249	0.000725241059771871	0.000612596216993249	0.000549964395762529	6.53973970972987e-07	0.00533311277095628	3.97690660143414e-05	0.0053563364154289	1.86030588401425e-05	1.99066709712902e-05	0.00531576259749302	0.00528318826440901	0.00531362439597721	0.00529800241727193	0.00532239498835832	0.00529353323234568	0.00529600830833936	0.00530147882196973	0.00530475547415791	6.75848488495827e-06	3.0441431971651e-05	2.33372044125885e-05	0.00530424018589162	0.00531009566069325	0.00529235433767172	6.75848488495827e-06	0.00529395023133875	5.54444975858054e-06	2.36207191052956e-05	0.00528318826440901	1.84705468081862e-05	0.00529124649840648	0.00529921102439934	3.10451421732574e-06	3.65397066763254e-06	3.13721291587439e-06	1.03449679366696e-05	5.54444975858054e-06	5.08865508972789e-06	4.80051817808903e-06	5.54444975858054e-06	0.00528318826440901
"Toddalia_asiatica"	0.000595493084366609	0.00104912068333804	0.00140840279033506	1.00202731723526	0.000412986452374816	0.00104980628606942	0.000491068659069593	0.000239873572898626	0.000420397594053969	0.00122165437155909	0.000419472566631235	0.000351580923388694	0.000413120607502851	7.15274162764273e-07	0.0125866036422189	3.87560140542317e-05	0.0126093475707928	2.20881214196595e-05	0.0125472169084761	0.0125608097658405	7.41264626492139e-06	0.0125645250459988	1.9088719118961e-05	4.73884102718231e-05	1.87330589035702e-05	2.17917088900026e-05	2.23044437975802e-05	0.0125606136342274	1.20744352002896e-05	3.33564653020648e-05	0.0125443012440994	2.34743845652276e-05	4.06981174007649e-05	1.42979897233022e-05	1.20744352002896e-05	1.63881238408694e-05	7.49861632906727e-06	1.74580801814321e-05	7.41264626492139e-06	3.19568887843778e-05	1.2073452560824e-05	0.0125531150178983	4.5807160335893e-06	7.49371916670031e-06	4.61647974172752e-06	1.13204126386488e-05	7.49861632906727e-06	2.99841966123282e-06	3.82179630958153e-06	7.49861632906727e-06	7.41264626492139e-06
"Bertiera_zaluzania"	0.00034494953701615	0.00152956430426234	0.000626164813229599	0.000550648603166422	1.00152355687588	0.00132121096280739	0.000410725444889511	0.000620798562343052	0.000831597613336236	0.000131601648050284	0.000620978417444193	0.00082923789714784	0.000549941027374282	0.000210034394062281	6.08219799813773e-05	0.0167501308142618	0.016775065876727	2.72064056780595e-05	0.0167193050692833	4.76545887727339e-05	3.29560428015578e-06	2.86050526904866e-05	1.60628708295446e-05	0.0167505686838602	2.02928037461224e-05	2.33867473858867e-05	3.08582811867019e-05	2.18092937834841e-05	1.35789172932069e-05	0.0167346416822699	2.96277086223585e-05	2.81687827833723e-05	0.0167319505460938	1.24612880697271e-05	1.35789172932069e-05	1.63145359715511e-05	9.43722116290993e-06	2.74786701882764e-05	3.29560428015578e-06	1.07143251334498e-05	1.01953644739801e-05	1.23720726205741e-05	2.65345797704731e-06	1.09254593161596e-05	1.31551776801613e-05	1.69971994659666e-05	9.43722116290993e-06	7.75998202928815e-06	7.55997830305669e-06	9.43722116290993e-06	3.29560428015578e-06
"Croton_fothergillifolius"	0.000162537455035703	0.000751823475881358	0.0010534454541303	0.000599889306325382	0.000566233269774596	1.00385793164796	0.000257623099727969	0.000527467070717885	0.00105004156514168	0.000317088245332525	0.000361304474439475	0.000447504430683328	0.0001475855247321	5.35081130106171e-07	0.0072179458302977	3.76983217198355e-05	0.00723668690370535	1.68941241806135e-05	0.00719271980266226	0.0072036376459444	5.54444975858054e-06	2.76020055561787e-05	1.3239273915133e-05	0.0072149583710152	0.00718550407965437	1.33743761889824e-05	0.00718814539101151	0.00718874166766193	6.62045580052609e-06	0.00720537485128797	1.65788308751284e-05	2.69484028290309e-05	0.00720003977147142	8.00420850411553e-06	6.62045580052609e-06	1.23885432577814e-05	0.00717041379748541	2.04044200700184e-05	5.54444975858054e-06	1.02154222006485e-05	9.55894391901915e-06	1.83278701765232e-05	1.25028811565925e-06	5.37016768486684e-06	1.27704217216456e-06	0.00717995962989579	0.00717041379748541	6.59333838397356e-06	9.54583241037894e-06	0.00717041379748541	5.54444975858054e-06
"Stillingia_lineata"	0.000953380325728528	0.00087385125831814	0.00128362458443671	0.000561221324650964	0.000352050381333867	0.000515246199455939	1.00211084330606	0.000632138690606464	0.000275002538453532	0.00103750740738484	0.000751931724196022	0.000640052683399594	0.000113287935464736	8.71741516450419e-07	0.0143756108439766	4.02301937595579e-05	0.0143987008359457	0.0143373464132348	2.28048976120878e-05	4.18818249476377e-05	6.75591886545636e-06	0.0143549328241758	0.0143309799058876	4.28360974290787e-05	1.29362719384205e-05	1.48858458254744e-05	2.63386410366459e-05	3.4743305542788e-05	1.35754895155688e-05	3.45461846988931e-05	2.24788883314515e-05	3.28461673236952e-05	0.0143464153985485	8.64405112320195e-06	1.35754895155688e-05	2.20902722212477e-05	3.68032999611385e-06	2.61891733681529e-05	6.75591886545636e-06	0.014340494675023	1.51107158009677e-05	3.10629755466741e-05	7.33369481329637e-06	6.24179470227243e-06	7.37728188911889e-06	6.18035307296414e-06	3.68032999611385e-06	7.90173363258079e-06	2.50002307685029e-06	3.68032999611385e-06	6.75591886545636e-06
"Homalanthus_populifolius"	0.000667468536119318	0.000922693118714448	0.000966844467048299	0.000239873572898626	0.000465598921757289	0.000923067373756298	0.000553121354280656	1.0027358358172	0.000858773543163394	0.000238767354612316	0.000700716343593608	0.000571131137634456	0.000256278112276928	8.40447954734946e-07	0.012582942984888	4.65302533687927e-05	0.0126072477813638	0.012553824719836	2.39424052081692e-05	4.19982209849893e-05	5.08865508972789e-06	2.71074035141775e-05	2.07761258733488e-05	0.012579448061654	1.94890256842778e-05	1.59506220946847e-05	0.0125530190804091	1.86598690451395e-05	1.17250384884386e-05	0.0125707347026235	1.89947600209536e-05	0.0125600137455211	4.10735134896757e-05	9.35995696101002e-06	1.17250384884386e-05	1.73621676649226e-05	6.59333838397356e-06	2.78662819368111e-05	5.08865508972789e-06	1.701556289755e-05	1.2874392240768e-05	1.2066530661166e-05	5.13437335476399e-06	6.59066513367463e-06	5.17639575250073e-06	1.44003705945499e-05	6.59333838397356e-06	0.012534197947715	7.80703221057631e-06	6.59333838397356e-06	5.08865508972789e-06
"Erythroxylum_macrocarpum"	0.000731521209078484	0.000689254265655172	0.000912098453836916	0.000305743704766523	0.000453598698183401	0.00133641653745305	0.00017500161537952	0.000624562576846105	1.00276858634004	0.000174184284087027	0.00098321404156484	0.000530521377743	0.000301206395296182	0.000115100601079433	0.00916330417644016	0.00916251962124401	0.00918814286477697	2.0857386265787e-05	2.5850851777697e-05	0.00915572113597497	4.80051817808903e-06	2.06569261877588e-05	1.82251417167709e-05	0.00916236628730357	0.0091304244082252	1.47438695210385e-05	2.87849000208318e-05	2.10712182995e-05	1.05503309783604e-05	0.00915683874577725	1.93922338762117e-05	0.00914523729471091	3.59611139448422e-05	9.82062476635872e-06	1.05503309783604e-05	1.70591216235572e-05	9.54583241037894e-06	0.00913926126154403	4.80051817808903e-06	1.10301807019814e-05	1.57251186399206e-05	1.1525385889121e-05	5.62708622368064e-06	4.9232447546798e-06	1.13821162776523e-05	0.00912562389004711	9.54583241037894e-06	7.8070322105763e-06	0.00911607805763673	9.54583241037894e-06	4.80051817808903e-06
"Dodonaea_viscosa"	0.000692242494359462	0.000321500962885674	0.00163592160782679	0.00162887249541211	0.000131601648050284	0.000739872572442558	0.00121042530861565	0.000318356472816422	0.00031933785415955	1.00218419723438	0.000319251462245721	0.000467307524295643	0.000131550693322554	5.71770195002608e-07	0.0167673437692666	2.43274925039939e-05	0.0167828959279408	2.88926237467729e-05	3.01355065315483e-05	4.83275115912653e-05	8.61011372540415e-06	0.0167551741080012	2.94491423178818e-05	3.33010969850282e-05	1.679798921573e-05	1.30990607299634e-05	2.37157177781804e-05	0.0167373257779133	7.62137771348693e-06	2.02043661199495e-05	3.01747954615143e-05	2.43648217707603e-05	4.15178482410773e-05	1.080262528078e-05	7.62137771348693e-06	1.97764000434032e-05	5.28480408887542e-06	1.76165961888464e-05	8.61011372540415e-06	0.0167256866862937	1.2157352194801e-05	0.0167320409738244	5.32494226430355e-06	2.29643544918339e-06	5.35353077405368e-06	8.18787549032587e-06	5.28480408887542e-06	3.97945591020527e-06	2.90307140145045e-06	5.28480408887542e-06	8.61011372540415e-06
