"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	1.00680189063464	4.7893941043948e-07	0.000518003947941925	0.000366652265141696	0.000781976772372624	0.000186192915847247	0.000384880324635601	0.000513643144207875	0.000199227025525285	6.64289569939751e-05	6.64289569939751e-05	6.64289569939751e-05	0.000148777260307481	0.00597860612945775	1.91575764175792e-05	0.00595251785858158	0.00595109041229923	2.15462302044998e-05	0.0059354800127568	6.47504934927405e-06	2.39473654966439e-05	2.14080504492157e-05	0.0059223640625567	0.00594477340533862	0.00593653671839868	0.00593092478162682	4.07391405712996e-06	0.00593213877221136	0.0059223640625567	6.64090085084284e-06	0.00592236406255669	4.07391405712995e-06	0.00592236406255669	9.77470965465781e-06	6.47504934927406e-06	0.00592236406255669	8.56071907013124e-06	0.00592236406255669	0.00592236406255669	4.07391405712995e-06	0.00592236406255669	6.47504934927406e-06	0.00592236406255669	4.07391405712995e-06
"Labourdonnaisia_callophylloides"	8.14196997747116e-06	1.00250881095145	0.0025220722889133	0.00252421392624772	5.89060737492749e-06	2.8261072260362e-06	4.47282130664964e-06	0.00251905428192901	2.46879013940151e-06	7.84127602769982e-07	7.84127602769982e-07	7.84127602769982e-07	7.05973632480776e-07	7.05714842492983e-05	0.100352438058192	3.1831090144981e-05	2.82389452992311e-05	2.8209910421072e-05	3.16560905571069e-05	3.15259036114162e-05	3.16889926297358e-05	4.21607346109981e-05	4.7893941043948e-08	7.01525859681332e-05	3.16632539785932e-05	4.20321319731941e-05	2.80468214027525e-05	1.21526533230542e-07	4.7893941043948e-08	8.22930046467168e-08	4.7893941043948e-08	2.80468214027524e-05	4.7893941043948e-08	7.36325921865937e-08	3.15259036114163e-05	4.7893941043948e-08	4.19842380321502e-05	4.7893941043948e-08	4.7893941043948e-08	2.80468214027525e-05	4.7893941043948e-08	3.15259036114163e-05	4.7893941043948e-08	2.80468214027525e-05
"Aphloia_theiformis"	0.00110075838937659	0.000315259036114162	1.00559819625883	0.000319470042373866	0.000676699284633054	0.000253836432708929	0.001093993091651	0.000318505234933076	0.000422018619137112	6.03488900596917e-07	6.03488900596917e-07	6.03488900596917e-07	4.63244549991845e-07	5.43140010537225e-05	0.0126103614445665	0.0126152523198992	1.85297819996738e-05	3.38882700284205e-05	0.0125905197898892	0.0125699774532354	0.0126003160561263	2.78369223104193e-05	6.47504934927405e-06	2.37918781268926e-05	0.0125983323644177	1.1783469931492e-05	3.5496671374874e-06	1.49337904071872e-05	6.47504934927406e-06	1.40672873045704e-05	6.47504934927406e-06	3.5496671374874e-06	6.47504934927405e-06	8.45874105791318e-06	0.0125699774532354	6.47504934927406e-06	5.30842058221793e-06	6.47504934927405e-06	6.47504934927405e-06	3.5496671374874e-06	6.47504934927405e-06	0.0125699774532354	6.47504934927405e-06	3.54966713748741e-06
"Gaertnera_sp1_M_PL_081"	0.000692565389712093	0.000280468214027524	0.000283973370998992	1.00580974080281	0.00106280096974128	0.000126295314206276	0.000500553183712793	0.000688097151768619	7.81062933999001e-07	0.000125069252020298	0.000125069252020298	0.000125069252020298	0.000280526885034507	0.0112562326818268	0.011218728561101	3.51295007975151e-05	0.0112210754013803	0.0111989598624939	7.64961662575065e-06	3.5496671374874e-06	2.68457429335093e-05	1.57041651008195e-05	4.07391405712995e-06	0.0112044909987396	1.76346448688732e-05	1.55421999199403e-05	0.0111756637866979	1.7358926178896e-05	4.07391405712996e-06	2.60354311333e-08	4.07391405712996e-06	0.0111756637866979	4.07391405712995e-06	1.3285012121766e-05	3.5496671374874e-06	4.07391405712995e-06	1.14682858628103e-05	4.07391405712995e-06	4.07391405712995e-06	0.0111756637866979	4.07391405712995e-06	3.5496671374874e-06	4.07391405712995e-06	0.0111756637866979
"Ochna_mauritiana"	0.00166170064129183	7.36325921865936e-07	0.000676699284633054	0.00119565109095894	1.00374349490598	0.000393387409916836	0.00123294571656498	0.000458139066166298	1.30665973673421e-06	0.000140638359946478	0.000140638359946478	0.000140638359946478	0.000315033920002535	0.012657452395183	2.94530368746374e-05	0.0126027989650325	0.0126013568001014	0.0125847376127778	1.82770060371288e-05	8.45874105791317e-06	0.0125799113417139	2.0792120091224e-05	9.77470965465781e-06	0.0125774890592039	4.28923650438706e-05	1.74103607574294e-05	1.3285012121766e-05	0.0125565683959794	9.77470965465781e-06	4.35553245578068e-08	9.77470965465781e-06	1.3285012121766e-05	9.77470965465781e-06	0.0125467936863247	8.45874105791318e-06	9.77470965465781e-06	7.63565110277164e-06	9.7747096546578e-06	9.7747096546578e-06	1.3285012121766e-05	9.77470965465781e-06	8.45874105791318e-06	9.7747096546578e-06	1.3285012121766e-05
"Croton_grangeroides"	0.00105509318980107	9.42035742012068e-07	0.000676897153890476	0.000378885942618828	0.00104903309311156	1.00215784845621	0.00104614134574104	0.00149497007254648	0.00112105627133078	0.000373184278684468	0.000373184278684468	0.000373184278684468	5.89703959874986e-07	0.0335865850816021	3.76814296804827e-05	0.0334539650007377	2.35881583949995e-05	3.82455843855912e-05	5.20361873295651e-05	8.46121442363095e-06	4.24969550023463e-05	0.0334675463254607	6.20643052824158e-06	4.84453558747867e-05	3.55904718666934e-05	3.11225984040163e-05	4.20984380687587e-06	1.93193441921361e-05	6.20643052824158e-06	3.73685423776925e-05	6.20643052824157e-06	4.20984380687586e-06	6.20643052824157e-06	1.31129136638945e-05	8.46121442363096e-06	6.20643052824157e-06	2.49161678757747e-05	6.20643052824157e-06	6.20643052824157e-06	4.20984380687586e-06	6.20643052824157e-06	8.46121442363095e-06	6.20643052824157e-06	4.20984380687586e-06
"Syzygium_coriaceum"	0.00130859310376104	8.94564261329928e-07	0.00175038894664159	0.000900995730683028	0.00197271314650397	0.000627684807444626	1.00263582313818	0.000228131311187301	1.82019498638015e-06	0.000224301104377888	0.000224301104377888	0.000224301104377888	1.06184422301422e-06	0.0201870993940099	3.57825704531971e-05	0.0201278756723355	4.24737689205689e-05	0.0200873864407692	2.96381414919446e-05	2.18798618330199e-05	0.020099255238928	2.47856886008219e-05	7.69760649271202e-06	4.61697730180559e-05	0.0200822939310894	1.14997950125004e-05	1.00110636742559e-05	3.23565208240117e-05	7.69760649271202e-06	6.06731662126717e-08	7.69760649271202e-06	1.00110636742559e-05	7.69760649271202e-06	2.46589143312996e-05	2.18798618330199e-05	7.69760649271202e-06	3.80218851978834e-06	7.69760649271201e-06	7.69760649271201e-06	1.00110636742559e-05	7.69760649271202e-06	2.18798618330199e-05	7.69760649271201e-06	1.00110636742559e-05
"Grangeria_borbonica"	0.00145532224192231	0.000419842380321501	0.000424673646577434	0.00103214572765293	0.000610852088221731	0.000747485036273241	0.000190109425989417	1.00409605610297	0.00056224758355009	0.000187194172584327	0.000187194172584327	0.000187194172584327	6.93349775331158e-07	0.0168474755325894	0.0167936952128601	5.02231471506838e-05	2.77339910132463e-05	2.29061254853703e-05	3.26107257706855e-05	5.30842058221792e-06	1.67462602047779e-05	0.016778592022377	8.56071907013125e-06	0.0167625989244186	1.76713281721375e-05	0.016743494987453	1.14682858628103e-05	1.61963701729029e-05	8.56071907013125e-06	1.87415861183363e-05	8.56071907013125e-06	1.14682858628103e-05	8.56071907013125e-06	7.63565110277164e-06	5.30842058221793e-06	8.56071907013125e-06	0.0167349342683829	8.56071907013124e-06	8.56071907013125e-06	1.14682858628103e-05	8.56071907013125e-06	5.30842058221793e-06	8.56071907013125e-06	1.14682858628103e-05
"Phyllanthus_phillyreifolius"	0.00112895314464328	8.22930046467169e-07	0.00112538298436563	2.343188801997e-06	3.48442596462455e-06	0.00112105627133077	3.03365831063358e-06	0.00112449516710018	1.00558916709441	7.01017762193706e-07	7.01017762193706e-07	7.01017762193706e-07	1.68182747030926e-07	6.30915985974335e-05	3.29172018586867e-05	5.81809590238762e-05	6.72730988123704e-06	1.30263921903779e-07	0.0335403470913025	1.40672873045704e-05	1.41715157953409e-05	0.0335757490316432	6.64090085084284e-06	2.54520777248703e-05	2.07688613216259e-05	2.53824869691792e-05	2.60354311333001e-08	6.68445617540065e-06	6.64090085084284e-06	0.0335196389031471	6.64090085084284e-06	2.60354311333e-08	6.64090085084284e-06	4.35553245578069e-08	1.40672873045704e-05	6.64090085084284e-06	1.87415861183363e-05	6.64090085084284e-06	6.64090085084284e-06	2.60354311333e-08	6.64090085084284e-06	1.40672873045704e-05	6.64090085084284e-06	2.60354311333e-08
"Croton_fothergillifolius"	0.00112929226889758	7.84127602769981e-07	4.82791120477533e-06	0.00112562326818268	0.00112510687957183	0.0011195528360534	0.00112150552188944	0.00112316503550596	2.10305328658112e-06	1.00111607225878	0.00111607225877883	0.00111607225877883	8.32422478598375e-07	0.100446503290094	3.13651041107992e-05	8.05156188903406e-05	3.3296899143935e-05	4.90008716344664e-05	6.77334636567656e-06	6.03488900596916e-08	3.65542953224963e-05	5.6107946903099e-05	6.64289569939751e-06	5.1933074154508e-05	2.9133355027246e-05	2.53623129578302e-05	1.25069252020298e-05	2.07067316940454e-05	6.64289569939751e-06	7.01017762193706e-08	6.64289569939751e-06	1.25069252020298e-05	6.64289569939751e-06	1.40638359946478e-05	6.03488900596917e-08	6.64289569939751e-06	1.87194172584327e-05	6.64289569939751e-06	6.64289569939751e-06	1.25069252020298e-05	6.64289569939751e-06	6.03488900596917e-08	6.64289569939751e-06	1.25069252020298e-05
