"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	1.00198293316864	0.00123404480995518	0.00129053799570507	0.00120236435686327	0.00100408658513922	0.00131277152746762	0.000592179482716346	0.000976217270707853	0	0.000421078617350592	8.47962864654873e-05	0.00673248207419166	0.00671082942374196	0.00671279905633211	0.00675457835453322	0.00672790773618178	0.00671279905633211	0.00671151028450959	0.00674997318392661	0.00670156970417069	0.00672950563815394	0.00674997318392661	0.00672956770972269	0.00674305648063723	0	4.99911476476712e-05	0.0067220783166205	0	9.24895659125593e-06	0.00671120062546035	1.05269654337648e-05	9.24895659125593e-06	0	1.01616091504378e-05	9.24895659125593e-06	5.92179482716346e-06	5.92179482716346e-06
"Alticola_barakshin"	0.0016827883772116	1.0018608404371	0.00140697406306733	0.00107367803390667	0.000759202604594257	0.00125534922165735	0.00068355855574689	0.000994463682890937	0	0.000268860867473044	0.000115294257363922	0.00915679937515842	4.16636783533984e-05	0.00914123043870955	0.00917569620316772	5.69348484063591e-05	0.00914123043870956	0.00913573905763162	0.00917581026703836	2.63756953637285e-05	5.9725383083643e-05	0.00917581026703836	0.00915911562074358	0.00917313939541107	0	0.0091452830195811	4.94240754665617e-05	0	8.25906179928205e-06	0.0091383530696127	6.72152168682609e-06	8.25906179928205e-06	0	1.2600298425665e-05	8.25906179928205e-06	6.8355855574689e-06	6.8355855574689e-06
"Alticola_argentatus"	0.00161317249463134	0.00128972622447838	1.00177723731003	0.000915186519223633	0.000766199346718129	0.00163833729261695	0.000905985031043089	0.000842717679491455	0	0.000246542517510222	0.000105905685264007	0.00839318990041831	0.00837959083462135	0.00838427572217852	0.00841535603726477	0.00839716401100643	0.00838427572217852	3.80324895328028e-05	0.00841825232463744	2.54313723099437e-05	0.00839948764447683	0.00841825232463744	0.00840269910226107	0.008415034282826	0	0.00839109441526605	4.93240462178436e-05	0	7.03989630172026e-06	3.88826932302842e-05	6.16356293775554e-06	7.03989630172026e-06	0	1.43551345736312e-05	7.03989630172026e-06	9.05985031043089e-06	9.05985031043089e-06
"Spermophilus_undulatus"	0.00138734348868839	0.000908496797921025	0.000844787556206431	1.00369967080329	0.000771907288875737	0.000870553122540487	0.000424344021636737	0.000868404705585596	0	0.000227904380652466	9.75979356086352e-05	0.00776066116386862	0.00774431016073436	3.18025240467623e-05	0.00777649252087731	0.00775713034860491	3.18025240467623e-05	0.00774685146453159	0.00777503835157736	2.35233137617424e-05	4.60125912911958e-05	0.00777503835157736	4.56949054363029e-05	0.00777134150070362	0	3.53737553260486e-05	0.00775549595325999	0	0.00772076669848689	0.00774792365805059	5.69760951631165e-06	0.00772076669848689	0	9.12333699679913e-06	0.00772076669848689	4.24344021636737e-06	4.24344021636737e-06
"Meriones_meridianus"	0.0016734776418987	0.000927914294504092	0.00102159912895751	0.00111497719504273	1.00189028078444	0.00124404868681674	0.000879917205471596	0.000833385328784782	0	0.000514152092827766	1.25774226316222e-06	5.87958151441622e-05	3.86136637316182e-05	3.84725005729351e-05	0.0112012771184726	0.0111795270667246	3.84725005729351e-05	0.0111602830807006	0.0111972224882066	0.0111561245508716	0.0111802101560569	0.0111972224882066	5.65315096141486e-05	6.51711443814816e-05	0	0.0111682293859532	0.0111714744055817	0	8.57674765417487e-06	3.74286867488222e-05	1.28538023206942e-05	8.57674765417486e-06	0	8.86205916787407e-06	8.57674765417486e-06	8.79917205471596e-06	8.79917205471596e-06
"Cricetulus_longicaudatus"	0.00164096440933453	0.00115073678651924	0.00163833729261695	0.000943099216085528	0.000933036515112553	1.00180515850476	0.000906111703971025	0.00087051803666682	0	0.000107145908602583	0.000105901727336304	5.4659496713716e-05	0.00838022350372825	0.00838343013788755	0.0084134028899769	0.0083996516931581	0.00838343013788755	3.90226879873517e-05	0.00841978535930154	2.39854828341009e-05	0.00840206950643323	0.00841978535930153	0.00840216367755689	0.00841471337327822	0	0.0083919185645885	0.00838661018797621	0	7.25460935450406e-06	3.83280382268435e-05	2.67864771506457e-06	7.25460935450406e-06	0	1.43562034065254e-05	7.25460935450406e-06	9.06111703971025e-06	9.06111703971025e-06
"Cricetulus_barabensis"	0.000888269224074519	0.000751914411321579	0.00108718203725171	0.000551647228127758	0.000791925484924436	0.00108733404476523	1.00359427406642	0.000716997223183428	0	1.7133762134102e-06	0.000629753004728342	3.40701411299151e-05	2.8286202393672e-05	3.08783477347735e-05	5.19304302243413e-05	0.0100730281151126	3.08783477347735e-05	2.57999926557157e-05	0.0100878303364832	1.47638012872147e-05	0.0100767513107094	0.0100878303364832	0.0100747877242121	0.0101105188146649	0	0.0100696984656265	3.59921599511063e-05	0	4.24344021636737e-06	2.49674564141489e-05	4.2834405335255e-08	4.24344021636737e-06	0	0.0100674303909006	4.24344021636737e-06	0.0100359427406642	0.0100359427406642
"Phodopus_sungorus"	0.00162702878451309	0.00121545561242226	0.00112362357265527	0.00125436235251253	0.000833385328784782	0.00116069071555576	0.00079666358131492	1.00162108418582	0	0.000328032109312775	0.000140683858122895	0.0111782328863383	3.95317521383525e-05	4.09324074417452e-05	0.0111971651459544	5.67582249379993e-05	4.09324074417452e-05	4.08052331996574e-05	0.0111969309790347	2.83074982827375e-05	0.011176232441385	0.0111969309790347	0.0111780222008751	0.0111947053349544	0	4.73120216779713e-05	0.0111685512169729	0	9.64894117317329e-06	0.0111606685538333	8.20080273281937e-06	9.64894117317329e-06	0	1.50008287192939e-05	9.64894117317329e-06	7.96663581314921e-06	7.9666358131492e-06
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0.0336700336700337	0	0	0	0	0.0336700336700337	0	0	0	0
"Meriones_unguiculatus"	0.00157904481506472	0.00073936738555087	0.000739627552530666	0.000740689237120514	0.00115684220886247	0.000321437725807749	4.2834405335255e-06	0.000738072245953743	0	1.0040811413732	5.04116389331891e-07	0.0251393389966374	2.50667856028966e-05	2.6090697773411e-05	0.0251548714466732	3.7963422328926e-05	2.6090697773411e-05	3.57998989575967e-05	5.28857467485714e-05	0.0251254093020844	4.04666155454337e-05	5.28857467485714e-05	3.43343349115656e-05	4.00571502473439e-05	0	2.84603690656756e-05	3.99578277186546e-05	0	5.69760951631165e-06	3.11468993697219e-05	0.0251020285343299	5.69760951631165e-06	0	6.80402248018495e-08	5.69760951631165e-06	4.2834405335255e-08	4.2834405335255e-08
