"Crataegus_monogyna"	"Prunus_mahaleb"	"Berberis_vulgaris"	"Juniperus_phoenicea"	"Lonicera_arborea"	"Rosa_canina"	"Taxus_baccata"	"Hedera_helix"	"Juniperus_communis"	"Juniperus_sabina"	"Sorbus_aria"	"Daphne_laureola"	"Amelanchier_ovalis"	"Rhamnus_myrtifolius"	"Rhamnus_saxatilis"	"Lonicera_splendida"	"Juniperus_oxycedrus"	"Paeonia_officinalis"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_torquatus"	"Phoenicurus_ochruros"	"Erithacus_rubecula"	"Fringilla_coelebs"	"Parus_ater"	"Sylvia_atricapilla"	"Coccothraustes_coccothraustes"	"Columba_palumbus"	"Corvus_corone"	"Parus_major"	"Turdus_pilaris"	"Garrulus_glandarius"	"Parus_caeruleus"	"Phoenicurus_phoenicurus"	"Sitta_europaea"	"Emberiza_cia"	"Loxia_curvirostra"	"Parus_cristatus"	"Pica_pica"	"Turdus_philomelos"	"Corvus_corax"	"Dendrocopos_major"	"Ficedula_hypoleuca"	"Sylvia_borin"	"Sylvia_cantillans"
"Crataegus_monogyna"	1.00299094114951	0.00141815015074036	0.00105722514878565	0.000711789974203165	0.000480475392038335	0.000832840959923715	0.00041909756792186	0.000312175028429806	0.000261168176749915	0.000261214453032559	0.000542445457696773	0.000299575476462966	0.000142705383056946	3.95479542773608e-05	0.000112276899569507	0.000142256998689436	3.86017090994683e-05	3.85222208258123e-05	0.00462266649909747	0.00463220509193619	0.00461414782443759	0.00462125417027254	3.94970118521728e-05	0.00459491960738855	0.00459809258703349	0.00459419770390886	0.00459097973709902	0.00458969849234067	0.00458451134387663	0.00458682515800887	0.00458652009383574	0.00458492063019356	0.0045740492607426	0.00457369209145707	1.59606241018923e-05	0.00457698939240539	0.0045698986416517	0.00456946024449681	0.00456614048325146	0.00456660134070337	0.00456946024449681	0.00455904973249776	7.09075075370177e-06	7.09075075370177e-06	7.09075075370177e-06	7.09075075370177e-06
"Prunus_mahaleb"	0.00155996516581439	1.00379410653379	0.000916144069731739	0.000556357713725973	0.000490435930622844	0.000187884784912468	0.000422738585207711	0.000305300589583844	0.000186414324660788	0.000186439527819998	0.00029537975949043	0.000329624491393435	0.000219736183626688	0.000273399286666626	0.000136019253575927	0.000156473442197411	4.22818608130755e-05	4.23085973799291e-05	0.00507703168559149	0.00507382329756906	4.92509587482064e-05	5.06245788188174e-05	0.00506158120043746	0.00505798852880836	0.0050584801791418	0.00505256637829457	0.00505065650703193	0.00503987582792387	0.00504125555460568	0.00504251571256614	0.00504629507003787	2.21649491522102e-05	0.00503224303579737	0.005032605169635	0.00503462772843686	0.00503196887861244	1.29983459435104e-05	9.43931056510763e-06	0.00502606128342264	1.36346369660713e-05	9.43931056510763e-06	7.09075075370178e-06	0.00501897053266893	0.00501897053266893	0.00501897053266893	0.00501897053266893
"Berberis_vulgaris"	0.00166135380523459	0.00130877724247391	1.00198433336583	0.000590000402735567	0.000722407151216855	0.000446273896995474	0.000459263616529414	0.000577982000588542	0.000265537626766087	0.000408620663128762	0.000134056112269352	0.000469635661478002	0.000193693853230437	0.000389707366006231	0.000265297258089474	0.000103526230104754	6.02289336603096e-05	6.03149146718872e-05	0.00723778976062647	0.00722747203923715	0.00722106737934968	0.00721490525965875	0.00721388921512359	0.00720390783748529	0.00720432728192057	3.64361360675857e-05	0.00719915097041534	3.19702733674376e-05	3.1702602190316e-05	0.00718585442032403	0.00719089408469264	0.00717671654456152	2.06510544483765e-05	0.00717112644703105	0.00717656508435898	1.67766166633684e-05	1.02327304509988e-05	1.31300319180552e-05	1.40954944179813e-05	0.00716458256081869	1.31300319180552e-05	7.55160820561179e-06	6.54388621236956e-06	6.54388621236956e-06	6.54388621236956e-06	6.54388621236956e-06
"Juniperus_phoenicea"	0.00173993104805218	0.00123635047494661	0.000917778404255327	1.00173152159633	0.000413535649850082	0.000915344245830828	0.000858875292636448	0.000412647893393172	0.000634527753300446	0.000634444112221463	0.000207183591101169	1.97519010773125e-06	1.39711930773542e-06	9.45541593384006e-05	0.00011308147857589	8.28045715627832e-07	9.35211592466916e-05	9.35128867987288e-05	0.0112215464158475	0.011222539109603	0.0112066309521008	0.0112070052413036	4.09308225966579e-05	3.52473640697109e-05	3.12266823942557e-05	2.29170151711651e-05	3.11852801084743e-05	0.011166618514056	0.0111678672660491	0.0111636852120999	2.52903102028576e-05	0.0111562563805537	0.0111444407698251	2.06460898962745e-05	1.58891177164082e-05	1.82342016879027e-05	1.20524493131697e-05	1.93505805640316e-05	1.40905298658793e-05	1.44643375215415e-05	1.93505805640316e-05	7.90877749114628e-06	6.18175237473303e-06	6.18175237473303e-06	6.18175237473303e-06	6.18175237473303e-06
"Lonicera_arborea"	0.00117449540276037	0.00108985762360632	0.00112374445744844	0.000413535649850082	1.00130588994599	0.000412829805507045	0.000552483196978803	0.000896508481863766	0.000411263190160278	0.000411285613252763	0.000392812820262054	0.000570052233692439	0.000326878748710211	0.000233928942654384	0.000252604283654723	0.000346047676493705	9.33962585379042e-05	9.33957695889181e-05	0.0112074923506702	0.0112075510245485	0.0111933259969599	0.0111927621105767	0.011185924070132	5.92880965931331e-05	0.0111887966028032	0.0111724635015053	0.0111714942189786	2.74491566700871e-05	3.05140479044546e-05	3.1635202528701e-05	0.0111586869549519	2.31205747144522e-05	1.5382744139014e-05	1.88146497097559e-05	2.12736656644761e-05	1.86441599903653e-05	1.31948718723337e-05	1.04989880359307e-05	1.07879035851242e-05	1.33653615917243e-05	1.04989880359307e-05	5.33861546709261e-06	5.4492881180316e-06	5.4492881180316e-06	5.4492881180316e-06	5.4492881180316e-06
"Rosa_canina"	0.00229031263979022	0.000469711962281171	0.000780979319742079	0.00102976227655968	0.000464433531195425	1.00228121934932	0.000715183206809648	0.00046358499481502	0.000463043036792326	0.000462975782563181	0.000232815831783216	1.85658130936202e-06	1.28470260853829e-06	0.000105934097280416	0.000126901243920012	8.09184794305263e-07	0.000105105871884254	0.00010509648756349	0.0126115785076188	0.0126127046261105	0.012599419203939	0.0125998454791106	3.64537904211785e-05	3.15965650250354e-05	3.02073846472548e-05	2.26590436749545e-05	3.01669254075395e-05	0.0125616559068349	4.24015257043048e-05	3.90388142470447e-05	2.35442826244678e-05	0.0125559459806508	2.42008748833376e-05	1.83374955228957e-05	1.14581200998632e-05	1.74153884461166e-05	1.50668286347108e-05	0.0125389257538655	1.27590718104523e-05	1.59889357114899e-05	0.0125389257538655	1.04105119990464e-05	2.34855981140585e-06	2.34855981140585e-06	2.34855981140585e-06	2.34855981140585e-06
"Taxus_baccata"	0.00115251831178511	0.00105684646301928	0.000803711328926474	0.000966234704216004	0.000621543596601153	0.000715183206809648	1.00130074735958	0.000620433355653457	0.000713105421056735	0.00046279492592292	0.00023252037108711	0.000181168140269311	0.000337269039152994	0.000262980457470508	0.000462729040716638	1.07935101865688e-06	0.000105055351195449	0.00010508967653179	0.0126107611838147	0.0126066421434538	0.0126016262699547	0.0125908523760192	0.0125784863610422	0.0125637188952845	3.66162917928302e-05	3.33756681541295e-05	3.65623242418974e-05	0.0125464580251519	0.0125517803434879	3.62555867971513e-05	2.76989905897051e-05	3.06552460487171e-05	2.12588930720752e-05	1.62637471207373e-05	1.9791042770731e-05	1.51733593358618e-05	9.88912702076544e-06	1.41785096841438e-05	1.05229519141196e-05	1.09795148056409e-05	1.41785096841438e-05	5.23871959902325e-06	5.28423231509638e-06	5.28423231509638e-06	5.28423231509639e-06	5.28423231509638e-06
"Hedera_helix"	0.000981121517922246	0.000872287398810982	0.00115596400117708	0.000530547291505507	0.00115265376239627	0.000529811422645737	0.00070906669217538	1.00115111223369	0.000528151148102815	0.0005281390142907	0.000265367334732028	0.000445693613129558	0.000181032480839023	0.000300266734462683	0.000324121436907539	0.000205770617975984	0.000119932094015727	0.000119971306229689	0.0143965567475627	0.0143918512818872	0.0143809933366939	0.0143754966354916	0.0143632950216648	5.39221038853479e-05	0.0143534748474293	4.32586379053703e-05	0.0143431863165305	3.02020265982185e-05	3.41424067772031e-05	3.3535716171462e-05	4.10275703348955e-05	2.52341416746648e-05	1.47160501629546e-05	1.70779659800313e-05	2.26272138655045e-05	1.41284269519784e-05	9.7669899579235e-06	1.10822860463547e-05	8.82108025733785e-06	1.27165289859764e-05	1.10822860463547e-05	4.45964326328294e-06	4.36143699405491e-06	4.36143699405491e-06	4.36143699405491e-06	4.36143699405491e-06
"Juniperus_communis"	0.00114913997769962	0.000745657298643154	0.000743505354945045	0.0011421499559408	0.0007402737422885	0.000740868858867722	0.00114096867369078	0.00073941160734394	1.00113887863238	0.00073853946959924	0.000370451612089883	1.98119436997979e-06	1.59812884372254e-06	0.000168913911682861	0.000202285009051016	8.84883353692633e-07	0.000167758311991937	0.00016774347822614	0.0201292173871368	0.0201309974390324	0.0201098271227332	0.02011049332134	5.45160025341873e-05	3.53701454404113e-05	3.31444633557318e-05	2.46834612023593e-05	3.31002191880472e-05	4.51651742512042e-05	0.020058681886163	4.17237470215295e-05	2.25371962259909e-05	3.24855318721755e-05	2.1642205094223e-05	1.42624025635358e-05	1.46695027512995e-05	1.63606822700117e-05	1.2632395776796e-05	1.44842242708448e-05	8.95165002821406e-06	1.053411607032e-05	1.44842242708448e-05	5.22336353499829e-06	3.72828649321577e-06	3.72828649321577e-06	3.72828649321577e-06	3.72828649321577e-06
"Juniperus_sabina"	0.00114934359334326	0.000745758111279991	0.00114413785676053	0.00114199940199863	0.000740314103854973	0.00074076125210109	0.000740471881476672	0.00073939462000698	0.00073853946959924	1.00113867785525	0.00037041221062577	2.09662755173597e-06	1.54067578813128e-06	0.000168964622730694	0.000202206004736239	9.2587850338695e-07	0.000167740374249826	0.000167725561154567	0.0201270673385481	0.0201288449099791	0.0201076740379431	0.0201083420819977	5.2369304996805e-05	3.32253631043572e-05	3.60126950444584e-05	2.46846858793955e-05	3.5966401119289e-05	4.01573760312024e-05	4.56686497719236e-05	0.020052587932229	2.5403620833475e-05	3.53451002189193e-05	2.16419618614804e-05	1.71254928796264e-05	1.75333579099983e-05	1.63613238295665e-05	1.26325332731666e-05	1.44838047119148e-05	8.95307961705114e-06	1.33967023232264e-05	1.44838047119148e-05	5.22428906065119e-06	3.72879055639995e-06	3.72879055639995e-06	3.72879055639995e-06	3.72879055639995e-06
