"Cedronella_canariensis"	"Galactites_tomentosa"	"Anacyclus_radiatus"	"Andryala_pinnatifida"	"Geranium_canariense"	"Laurus_azorica"	"Senecio_steetzii"	"Sonchus_cf._ortunoi"	"Echium_plantagineum"	"Cistus_monspeliensis"	"Raphanus_raphanistrum"	"Adenocarpus_foliosus"	"Ilex_canarienis"	"Leontodon_taraxacoides"	"Picconia_excelsa"	"Ranunculus_cortusaefolius"	"Sonchus_tenerrimus"	"Viola_riviniana"	"Ageretina_adenophora"	"Aichryson_laxum"	"Appolonias_barbujana"	"Argyranthemum_broussonetti"	"Carduus_tenuiflorus"	"Erica_arborea"	"Geranium_robertianum"	"Hypericum_grandifolium"	"Psoralia_bituminosa"	"Rhamnus_glandulosa"	"Silene_gallica"	"Unidentified_sp1_M_PL_012"	"Bombus_canariensis"	"Anthophora_alluaudi"	"Vanessa_indica"	"Apis_mellifera"	"Eristalis_tenax"	"Macroglossum_stellatarum"	"Artogeia_rapae"	"Cyclyrius_webbianus"	"Tachina_canariensis"	"Gonepteryx_cleopatra"	"Lasioglossum_chalcodes"	"Lasioglossum_loetum"	"Lycaena_phlaeas"	"Maniola_jurtina"	"Pararge_xiphioides"	"Pontia_daplidice"	"Thyreus_histrionicus"	"Anaspis_proteus"	"Attalus_sp1_M_PL_012"	"Bruchidius_wollastoni"	"Delia_platura"	"Empis_sp1_M_PL_012"	"Halictus_sp1_M_PL_012"	"Meliscaeva_auricollis"	"Pandoriana_pandora"	"Acmaeodera_cisti"	"Andrena_sp1_M_PL_012"	"Aricia_cramera"	"Bibio_elmoi"	"Brachypterus_sp1_M_PL_012"	"Chrysotoxum_triarcuatum"	"Cleora_fortunata"	"Colias_crocea"	"Cornutiplusia_circumflexa"	"Dasyphora_albofasciata"	"Drosophila_sp1_M_PL_012"	"Heringia_adpropinquans"	"Lampides_boeticus"	"Mordella_israelsoni"	"Myotropa_florea"	"Piezodorus_punctipes"	"Podalonia_tydei"	"Pseudogonia_fasciata"	"Sapromyza_sp1_M_PL_012"	"Siphona_sp1_M_PL_012"	"Sphecodes_marginatus"	"Sphecodes_ruficrus"	"Thaumatomyia_notata"	"Tricimba_humeralis"	"Unidentified_sp2_M_PL_012"	"Unidentified_sp3_M_PL_012"	"Unidentified_sp4_M_PL_012"	"Vanessa_atalanta"	"Vanessa_cardui"
"Cedronella_canariensis"	1.00496938079201	0.00108016159615831	0.0006989932408091	0.000518900576957765	0.000391859822985872	0.000118197843740681	0.000398276069053234	2.69666628333549e-05	0.000389956435437932	0.000236913113287051	0.000123355815801739	9.04399147905884e-05	5.68474608478869e-05	7.93270224399176e-05	0.000236536626374005	2.69282374549937e-05	0.000114419396010912	7.93270224399176e-05	3.32952036133029e-07	3.02707970381513e-05	3.02707970381513e-05	2.57323885520832e-07	3.02707970381513e-05	7.02355702813005e-05	5.2750358630182e-05	3.02707970381513e-05	0.000140236036153816	2.65766638097356e-05	5.2750358630182e-05	0.0042522662095577	0.00423791158534118	0.00422002869041456	0.00421183824267059	0.00421413421687802	1.99771221679818e-05	0.00421165626713308	0.00420742994863806	0.00420170897883751	1.02929554208333e-05	0.00420708108461449	1.32389659592316e-05	0.00419786323679034	1.43365588708146e-05	0.00419771743593784	0.00419559473693257	1.43365588708146e-05	0.00419771743593784	1.14594658033793e-05	0.00419526952374293	3.94760006762079e-06	8.22231696587161e-06	0.00419179770962285	7.03147290516185e-06	0.0041991992512854	0.00419305748099911	3.85238040476499e-07	0.00418737241996669	5.68506103241217e-06	1.18197843740681e-06	1.18197843740681e-06	4.11186052672464e-06	0.0041873724199667	3.99154289967511e-06	0.0041873724199667	1.18197843740681e-06	3.85238040476499e-07	0.0041873724199667	0.0041873724199667	4.65995493872733e-06	0.0041873724199667	1.18197843740681e-06	3.99154289967511e-06	4.65995493872733e-06	3.56236202714429e-06	4.65995493872733e-06	4.42528965614705e-06	4.42528965614705e-06	3.85238040476499e-07	3.85238040476499e-07	0.0041873724199667	1.18197843740681e-06	3.85238040476499e-07	5.68506103241217e-06	5.68506103241217e-06
"Galactites_tomentosa"	0.00136441464777892	1.00382610703674	0.001147004900241	0.00109566253276052	0.000427333679148295	0.000237642796460825	0.000326037987763473	3.38830238926435e-05	0.00024941407834075	3.40144346338872e-05	8.89413271227306e-05	0.000114119587488956	7.15884266761943e-05	3.36739224281665e-05	3.37912888257409e-05	0.000298333155450351	0.000144411385187119	3.36739224281665e-05	8.85704381490873e-05	3.81658691241384e-05	3.81658691241384e-05	3.41999288421836e-07	3.81658691241384e-05	8.85717911100004e-05	2.51364876110525e-07	3.81658691241384e-05	0.000176888975291833	3.34225575520559e-05	2.51364876110525e-07	0.00534760920832895	0.00534322167737938	2.0109190088842e-05	0.00531676028553719	0.00531430746660001	0.00531422628894525	0.00530360946937266	0.00531227580314901	0.00530505523388966	1.36799715368734e-05	0.00530666925875498	0.00529560832515092	1.82701356670184e-05	0.00529937017285725	0.00529662706056074	1.7216611995973e-05	0.00529937017285725	0.00529662706056073	5.0186661164171e-06	6.81887552020841e-06	4.3688948270872e-06	1.15315509635608e-05	9.30770534089521e-06	0.00529821195796589	7.37462547369921e-06	0.00528898036122579	4.84043198466336e-07	5.68506103241217e-06	0.00528329530019338	2.37642796460825e-06	2.37642796460825e-06	2.96471090409102e-06	5.68506103241218e-06	8.42817332892708e-06	5.68506103241218e-06	2.37642796460825e-06	4.84043198466336e-07	5.68506103241218e-06	5.68506103241218e-06	7.64669933493997e-06	5.68506103241218e-06	2.37642796460825e-06	8.42817332892708e-06	7.64669933493997e-06	3.88485162862087e-06	7.64669933493997e-06	3.62264430848304e-06	3.62264430848304e-06	4.84043198466335e-07	4.84043198466335e-07	5.68506103241217e-06	2.37642796460825e-06	4.84043198466335e-07	0.00528329530019338	0.00528329530019338
"Anacyclus_radiatus"	0.00111838918529456	0.00145287287363859	1.00418205441526	0.00100353332188384	0.000603917534823372	0.000420911112101992	0.000420594909714531	4.27765643198456e-05	4.39676867489315e-05	4.28161810936286e-05	5.78661381213205e-07	9.64679804458807e-05	4.25156643940096e-05	4.23556510501548e-05	4.25052155585052e-05	4.26549270570622e-05	0.000134775948986326	4.23556510501548e-05	0.000112166871515142	3.4970962133705e-07	3.4970962133705e-07	0.000168005749807787	3.4970962133705e-07	4.38215284669708e-07	1.89696277482255e-07	3.4970962133705e-07	4.11593788416967e-07	4.21659547726726e-05	1.89696277482255e-07	0.00674655276362762	4.8959346987187e-05	1.51757021985804e-05	0.00672827895771805	2.62929170801825e-05	0.00673001229090855	2.32221739476144e-05	0.00672131196824945	0.00671457317080014	0.00672022999231146	1.2347813652509e-05	2.08563458338393e-05	1.31122368092903e-05	0.00670991321586141	0.00670685368370873	0.00670469714378128	0.00670991321586142	0.00670685368370873	6.91736544393949e-06	6.08716097518162e-06	6.101253183483e-06	0.00670003718884253	9.33323171333323e-06	9.77944568779307e-06	6.78521571665259e-06	1.23066542736673e-05	6.11093775997795e-07	4.65995493872733e-06	7.64669933493997e-06	4.20911112101992e-06	4.20911112101992e-06	1.92887127071068e-08	4.65995493872734e-06	7.71948709141415e-06	4.65995493872734e-06	4.20911112101992e-06	6.11093775997795e-07	4.65995493872734e-06	4.65995493872733e-06	0.00669454702943506	4.65995493872734e-06	4.20911112101992e-06	7.71948709141415e-06	0.00669454702943506	5.4901594074852e-06	0.00669454702943506	4.67327677460589e-06	4.6732767746059e-06	6.11093775997795e-07	6.11093775997795e-07	4.65995493872733e-06	4.20911112101992e-06	6.11093775997795e-07	7.64669933493997e-06	7.64669933493997e-06
"Andryala_pinnatifida"	0.000957970295922027	0.00160135293249615	0.00115792306371212	1.00339679305258	0.000494231337039735	0.000346454940477229	0.000346367493870825	4.92415642765987e-05	0.000492040472920425	4.92183044313231e-05	7.56323186721783e-07	0.000166468855598857	0.000104324405650542	4.89006987496765e-05	4.89519727406583e-05	4.91743602308464e-05	0.000210676588033858	4.89006987496765e-05	0.000129247038517028	5.56943899867193e-05	5.56943899867193e-05	3.76755995134393e-07	5.56943899867193e-05	0.000129274628924331	2.70683085853558e-07	5.56943899867193e-05	4.15375124702415e-07	4.86300156638229e-05	2.70683085853558e-07	0.00778080250621168	0.0077972145981407	2.16546468682846e-05	0.00775421259284963	0.00775647773545983	0.00775482231102172	2.89871414147492e-05	0.00774910990235693	0.00773857607295524	1.50702398053757e-05	1.24612537410724e-05	0.00773135805511905	0.00773062908708358	0.00773458453005557	2.01392033200164e-05	1.6204042145996e-05	0.00773458453005557	2.01392033200164e-05	6.13362230261745e-06	5.63215304738588e-06	5.19646307314381e-06	1.22124992463208e-05	7.84007060935095e-06	1.08868913404694e-05	6.43914153670803e-06	1.24197162286022e-05	7.03450918237125e-07	3.99154289967511e-06	8.42817332892709e-06	3.46454940477229e-06	3.46454940477229e-06	2.52107728907261e-08	3.99154289967512e-06	0.00771843686963522	3.99154289967512e-06	3.46454940477229e-06	7.03450918237125e-07	3.99154289967512e-06	3.99154289967511e-06	7.71948709141415e-06	3.99154289967512e-06	3.46454940477229e-06	0.00771843686963522	7.71948709141415e-06	4.49301215490669e-06	7.71948709141416e-06	3.84852770967583e-06	3.84852770967583e-06	7.03450918237124e-07	7.03450918237125e-07	3.99154289967511e-06	3.46454940477229e-06	7.03450918237125e-07	8.42817332892709e-06	8.42817332892709e-06
"Geranium_canariense"	0.00085496688651463	0.000738121809437964	0.00082352391112278	0.00058409158013787	1.00343390308934	0.000124727237501038	0.000277563724674319	0.000517752365441243	0.000543715663036943	0.000515581032684989	0.000268203609213941	6.59756288849002e-05	0.000123195613577006	0.000172376593825404	5.79008618111719e-05	5.79170267034765e-05	6.60322619880701e-05	0.000172376593825404	3.03828663627602e-07	6.5617622021719e-05	6.5617622021719e-05	2.46152209718441e-07	6.5617622021719e-05	0.000152639875546731	0.000114798602270117	6.5617622021719e-05	2.49070690828266e-07	5.75779915552868e-05	0.000114798602270117	0.00921247864884589	0.00918646708304065	0.00918388818160936	2.50604804226826e-05	0.00915839253280385	1.82297198176561e-05	0.00915065969478667	2.07319983175606e-05	1.7430385218157e-05	9.84608838873763e-06	7.47212072484798e-06	0.00913050425550475	1.71173018993334e-05	1.38680231910128e-05	1.29373730632504e-05	0.00913117891315588	1.38680231910128e-05	1.29373730632504e-05	0.00913931242614406	2.07483964499772e-05	0.00912952285408468	0.00912761655112871	6.64640341241451e-06	6.78070296379469e-06	6.45740511770289e-06	7.44721365576516e-06	7.39646236344635e-06	3.56236202714429e-06	3.88485162862087e-06	1.24727237501038e-06	1.24727237501038e-06	8.94012030713138e-06	3.5623620271443e-06	4.49301215490669e-06	3.5623620271443e-06	1.24727237501038e-06	7.39646236344635e-06	3.56236202714429e-06	3.56236202714429e-06	5.4901594074852e-06	3.5623620271443e-06	1.24727237501038e-06	4.49301215490668e-06	5.4901594074852e-06	0.00912212639172124	5.49015940748521e-06	3.08404138527021e-06	3.08404138527021e-06	7.39646236344634e-06	7.39646236344634e-06	3.56236202714429e-06	1.24727237501038e-06	7.39646236344634e-06	3.88485162862087e-06	3.88485162862087e-06
"Laurus_azorica"	0.000283674824977635	0.000451521313275567	0.000631366668152988	0.000450391422620398	0.000137199961251142	1.005728815102	0.000702429569318888	6.37421900586231e-05	0.000136299356261145	6.35121647028518e-05	3.87959647529298e-07	0.000216429189501043	0.000135506092298808	6.33174107336691e-05	6.33965853317546e-05	6.34564574885065e-05	7.26243630538634e-05	6.33174107336691e-05	0.000168199382512567	7.23270973522534e-05	7.23270973522534e-05	0.000252363459527154	7.23270973522534e-05	1.75991387637454e-07	1.38415787114296e-07	7.23270973522534e-05	1.19010247559032e-07	6.31789949465548e-05	1.38415787114296e-07	0.0101086391914488	0.0101257936293155	1.10732629691437e-05	0.0100871464504153	1.05594832582472e-05	0.0100919629507541	1.48950396953942e-05	1.48632850805004e-05	1.12320669278073e-05	0.0100945383810861	3.57030742677097e-06	7.08824974439091e-06	6.91818377986486e-06	1.00500884904005e-05	7.76751752303499e-06	6.63836193343713e-06	1.00500884904005e-05	7.76751752303499e-06	3.36434453177211e-06	3.29905059416854e-06	2.15787509013357e-06	5.4563834960303e-06	8.9867514298389e-06	5.54925083903357e-06	4.35180770399454e-06	3.55840640201506e-06	9.10602715123188e-07	1.18197843740681e-06	2.37642796460825e-06	0.01005728815102	0.01005728815102	1.29319882509766e-08	1.18197843740681e-06	3.46454940477229e-06	1.18197843740681e-06	0.01005728815102	9.10602715123188e-07	1.18197843740681e-06	1.18197843740681e-06	4.20911112101993e-06	1.18197843740681e-06	0.01005728815102	3.46454940477229e-06	4.20911112101993e-06	1.24727237501038e-06	4.20911112101993e-06	7.80477299243208e-06	7.80477299243209e-06	9.10602715123187e-07	9.10602715123187e-07	1.18197843740681e-06	0.01005728815102	9.10602715123187e-07	2.37642796460825e-06	2.37642796460825e-06
"Senecio_steetzii"	0.00106206951747529	0.000688302418611777	0.000700991516190884	0.000500308602257858	0.000339244552379723	0.000780477299243208	1.00375125734686	7.08223648399344e-05	0.000337776939666599	7.07229109211173e-05	0.000187218419811759	0.000240108666617273	0.000150375058048907	7.04428271899768e-05	7.0509238912732e-05	7.0469006063225e-05	8.06754269121545e-05	7.04428271899768e-05	0.000186523221537289	8.02633567162641e-05	8.02633567162641e-05	0.000279831323259787	8.02633567162641e-05	3.44075437741004e-07	3.31125857333963e-07	8.02633567162641e-05	2.69161671057862e-07	7.01117013326428e-05	3.31125857333963e-07	0.0112178722132229	0.011236869940277	2.6490068586717e-05	0.0111891716930706	2.06445262644602e-05	0.0111913932922374	0.0111757939533032	2.06035097945195e-05	1.65697384489118e-05	0.0111932529303914	8.07485013173587e-06	1.05552134034291e-05	1.39034330269329e-05	1.21444487927648e-05	1.2721210739236e-05	1.21826078160232e-05	1.21444487927648e-05	1.2721210739236e-05	5.44147174930746e-06	6.78272002018429e-06	4.09578945441213e-06	7.7573181598761e-06	0.0111572170379546	7.14609461164428e-06	7.95075160178365e-06	8.04793396463009e-06	1.01174806914192e-06	4.42528965614704e-06	3.62264430848304e-06	7.80477299243208e-06	7.80477299243208e-06	6.24061399372531e-06	4.42528965614705e-06	3.84852770967583e-06	4.42528965614705e-06	7.80477299243208e-06	1.01174806914192e-06	4.42528965614705e-06	4.42528965614705e-06	4.6732767746059e-06	4.42528965614705e-06	7.80477299243208e-06	3.84852770967583e-06	4.67327677460589e-06	3.08404138527021e-06	4.6732767746059e-06	0.0111527917482984	0.0111527917482984	1.01174806914192e-06	1.01174806914192e-06	4.42528965614705e-06	7.80477299243208e-06	1.01174806914192e-06	3.62264430848304e-06	3.62264430848303e-06
"Sonchus_cf._ortunoi"	9.24571297143597e-05	9.19682077086036e-05	9.16640663996692e-05	9.14486193708261e-05	0.000813610859979097	9.10602715123188e-05	9.10573262227728e-05	1.00801075347804	9.10928611428807e-05	9.09915535078215e-05	4.11686954057592e-07	1.8019281777963e-07	9.0420567750498e-05	9.05293208247704e-05	9.05447871792379e-05	9.05497398187361e-05	1.65246206101689e-07	9.05293208247704e-05	6.21191765770677e-08	1.21404441232032e-07	1.21404441232032e-07	6.34948511344086e-08	1.21404441232032e-07	1.75081951135353e-07	2.30157515504383e-07	1.21404441232032e-07	2.90729511352119e-08	9.0299163309266e-05	2.30157515504383e-07	0.0144478661294826	1.69966217724845e-05	1.84126012403507e-05	4.11518635833184e-06	1.05049170681212e-05	3.72715059462407e-06	1.0809428922381e-05	2.19208824348284e-06	2.18382593317775e-06	2.53979404537634e-06	8.72188534056355e-07	8.5839564801498e-06	2.60690331109497e-06	1.79858789270125e-06	1.48037501494063e-06	8.39279417992064e-06	1.79858789270126e-06	1.48037501494063e-06	1.04295141470404e-05	3.41828982407055e-06	0.0144075500834783	8.00755613944412e-06	1.39698610961842e-06	5.01153018940314e-06	4.91247739943839e-06	8.69281238942834e-07	0.0144001536211149	3.85238040476498e-07	4.84043198466335e-07	9.10602715123187e-07	9.10602715123187e-07	1.37228984685864e-08	3.85238040476499e-07	7.03450918237125e-07	3.85238040476499e-07	9.10602715123187e-07	0.0144001536211149	3.85238040476499e-07	3.85238040476499e-07	6.11093775997795e-07	3.85238040476499e-07	9.10602715123187e-07	7.03450918237125e-07	6.11093775997794e-07	7.39646236344635e-06	6.11093775997795e-07	1.01174806914192e-06	1.01174806914192e-06	0.0144001536211149	0.0144001536211149	3.85238040476499e-07	9.10602715123186e-07	0.0144001536211149	4.84043198466335e-07	4.84043198466335e-07
"Echium_plantagineum"	0.00155982574175173	0.000789811248079043	0.000109919216872329	0.00106608769132759	0.000996812048901062	0.000227165593768576	0.000506665409499899	0.000106275004666694	1.00154990664847	0.000106118679400417	0.000490512077166405	0.000120476037993159	0.000224984146693666	0.000314960651207514	0.000105575793567136	0.000105458381405819	0.000120509558756551	0.000314960651207514	3.50444778502462e-07	0.000119997256306646	0.000119997256306646	2.16392641051243e-07	0.000119997256306646	0.000279138851780247	0.000209973760820493	0.000119997256306646	3.56393820389455e-07	0.00010498689038702	0.000209973760820493	0.0167979024619232	0.0167996158829304	0.0167979008656395	3.3514718055921e-05	0.0167483311068148	2.10266867101478e-05	0.0167341965653214	2.56151224952949e-05	1.95896445574673e-05	8.65570564204972e-06	1.06918146116837e-05	2.14195035716353e-05	0.0167071983926138	1.30903706335018e-05	1.13889700087936e-05	1.62939964203968e-05	1.30903706335018e-05	1.13889700087936e-05	1.25992170306296e-05	1.00365632373128e-05	1.05801420696637e-05	9.79472249643123e-06	1.21288895850755e-05	9.4298203759701e-06	1.17780636023224e-05	1.06561752296447e-05	1.51821435238134e-06	6.49927392396553e-06	4.15690130567917e-06	2.27165593768576e-06	2.27165593768576e-06	1.63504025722135e-05	6.49927392396554e-06	8.20067454867374e-06	6.49927392396554e-06	2.27165593768576e-06	1.51821435238134e-06	6.49927392396554e-06	6.49927392396554e-06	7.32794779148858e-07	6.49927392396554e-06	2.27165593768576e-06	8.20067454867374e-06	7.32794779148858e-07	9.06192771728238e-06	7.32794779148859e-07	5.62961566110999e-06	5.62961566110999e-06	1.51821435238134e-06	1.51821435238134e-06	6.49927392396553e-06	2.27165593768575e-06	1.51821435238134e-06	4.15690130567917e-06	4.15690130567917e-06
"Cistus_monspeliensis"	0.00189530490629641	0.000215424752681285	0.000214080905468143	0.0002132793192024	0.00189046378651163	0.000211707215676173	0.000212168732763352	0.000212313624851584	0.000212237358800835	1.00355622772732	1.16252340298952e-06	5.69778827234941e-07	0.000210118755963695	0.000210408952588706	0.000210707769261431	0.000210368757267023	5.75161164358125e-07	0.000210408952588706	1.44843625922542e-07	3.3261131422984e-07	3.3261131422984e-07	1.47912495169255e-07	3.3261131422984e-07	5.24121070916899e-07	6.22807939240419e-07	3.3261131422984e-07	3.02037400134825e-07	0.000209786144649465	6.22807939240419e-07	0.0335657831439145	4.65655839921776e-05	4.98246351392335e-05	1.66017259103571e-05	3.14472642550139e-05	8.69061755535253e-06	3.21504231443484e-05	1.21274925064142e-05	1.20987344481963e-05	5.91649980677019e-06	9.06112200404476e-06	1.996045905834e-05	1.30750032372931e-05	4.2016306719613e-06	1.04581243004856e-05	2.65103442355223e-05	4.2016306719613e-06	1.04581243004856e-05	0.033469060292	0.0334597713613535	2.0219086206427e-05	1.86132404592872e-05	1.02545341402723e-05	1.16522523511474e-05	1.84324922393066e-05	9.03091826403128e-06	3.03305178359405e-06	7.89710377623503e-06	1.13381448779624e-06	2.11707215676173e-06	2.11707215676173e-06	3.87507800996508e-08	7.89710377623505e-06	1.64061014771077e-06	7.89710377623505e-06	2.11707215676173e-06	3.03305178359405e-06	7.89710377623505e-06	7.89710377623504e-06	1.42720603645429e-06	7.89710377623505e-06	2.11707215676173e-06	1.64061014771077e-06	1.42720603645429e-06	1.7186034422833e-05	1.42720603645429e-06	2.35743036403725e-06	2.35743036403725e-06	3.03305178359405e-06	3.03305178359405e-06	7.89710377623504e-06	2.11707215676173e-06	3.03305178359405e-06	1.13381448779624e-06	1.13381448779624e-06
