"Marmota_caudata"	"Cricetulus_migratorius"	"Microtus_juldaschi"	"Alticola_argentatus"	"Oropsylla_silantiewi"	"Citellophilus_lebedewi"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Rhadinopsylla_li"	"Neopsylla_meridiana"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Amphipsylla_montana"	"Leptopsylla_nana"	"Neopsylla_pleskei"	"Amphipsylla_phaiomydis"	"Paraneopsylla_ioffi"	"Rhadinopsylla_dahurica"	"Pectinoctenus_pamirensis"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Paradoxopsyllus_naryni"
"Marmota_caudata"	1.00432975022453	0.00183397646063015	0.00211084110581117	0.00182644231004231	0.0167550664096842	0.0167388291704088	0.0167875867228667	0.0167875867228667	0.0167875867228667	2.84637490130049e-05	4.87575524579195e-05	2.84637490130049e-05	4.87575524579195e-05	4.87575524579195e-05	3.25203131824489e-05	3.65310427203851e-05	0.0167713494835912	2.84637490130049e-05	1.22265097375343e-05	1.22265097375343e-05	1.62372392754706e-05	2.84637490130049e-05	1.22265097375343e-05
"Cricetulus_migratorius"	0.000733590584252061	1.00509493747664	0.00252981188536556	0.00174267015475456	3.16866011634233e-05	1.22265097375343e-05	0.00675168251939384	0.00675168251939384	0.00675168251939384	0.00672009300793681	0.0067394560096563	0.00672009300793681	0.0067394560096563	0.0067394560096563	0.00671999591823042	3.8823093145384e-05	0.00673222242796795	0.00672009300793681	0.00670063291651092	0.00670063291651092	1.94600914258889e-05	0.00672009300793681	0.00670063291651092
"Microtus_juldaschi"	0.000974234356528234	0.00291901371388334	1.00445649369753	0.0017512683330634	0.00774282565233343	1.62372392754706e-05	0.00778174428079336	0.00778174428079336	0.00778174428079336	0.00774604850448385	0.00776550704151789	0.00774604850448385	0.00776550704151789	0.00776550704151789	3.89186284599267e-05	0.007746046950092	5.51558677353973e-05	0.00774604850448385	1.94600914258889e-05	1.94600914258889e-05	0.00772658841305796	0.00774604850448385	1.94600914258889e-05
"Alticola_argentatus"	0.00121762820669487	0.00290445025792426	0.00252960981442491	1.00344932182197	3.97523404789523e-05	2.02938034449146e-05	0.0112085522513314	0.0112085522513314	0.0112085522513314	3.88215387535328e-05	0.0111882584478865	3.88215387535329e-05	0.0111882584478865	0.0111882584478865	0.0111687999108525	0.011168895446167	0.0111890937142974	3.88215387535329e-05	1.93630017194951e-05	1.93630017194951e-05	1.94585370340378e-05	3.88215387535328e-05	1.93630017194951e-05
"Oropsylla_silantiewi"	0.0502651992290527	0.000237649508725675	0.0503283667401673	0.000178885532155286	1.0012248946031	0.000837753320484213	0.001228466550183	0.001228466550183	0.001228466550183	0.000388725612674843	0.000390713229698791	0.000388725612674843	0.000390713229698791	0.000390713229698791	3.57194708211878e-06	0.000389128899640619	0.000841325267566331	0.000388725612674843	1.58433005817116e-06	1.58433005817116e-06	0.000387141282616672	0.000388725612674843	1.58433005817116e-06
"Citellophilus_lebedewi"	0.100432975022453	0.000183397646063015	0.000211084110581117	0.000182644231004231	0.00167550664096843	1.00167388291704	0.00167875867228667	0.00167875867228667	0.00167875867228667	2.84637490130049e-06	4.87575524579195e-06	2.84637490130049e-06	4.87575524579195e-06	4.87575524579195e-06	3.25203131824489e-06	3.65310427203851e-06	0.00167713494835912	2.84637490130049e-06	1.22265097375344e-06	1.22265097375343e-06	1.62372392754706e-06	2.84637490130049e-06	1.22265097375343e-06
"Amphipsylla_anceps"	0.0251813800843	0.0253188094477269	0.0252906689125784	0.0252192425654957	0.000614233275091502	0.000419689668071667	1.00106323914436	0.00106323914435963	0.00106323914435963	0.00036333567000468	0.000643549476287965	0.00036333567000468	0.000643549476287965	0.000643549476287965	0.000449005869268131	0.000474757413303119	0.000868695537339798	0.00036333567000468	0.000168792062984846	0.000168792062984846	0.000194543607019834	0.00036333567000468	0.000168792062984846
"Callopsylla_caspia"	0.0251813800843	0.0253188094477269	0.0252906689125784	0.0252192425654957	0.000614233275091501	0.000419689668071667	0.00106323914435963	1.00106323914436	0.00106323914435963	0.00036333567000468	0.000643549476287965	0.00036333567000468	0.000643549476287965	0.000643549476287965	0.000449005869268131	0.000474757413303119	0.000868695537339799	0.00036333567000468	0.000168792062984846	0.000168792062984846	0.000194543607019834	0.00036333567000468	0.000168792062984846
"Rhadinopsylla_li"	0.0251813800843	0.0253188094477269	0.0252906689125784	0.0252192425654957	0.000614233275091501	0.000419689668071667	0.00106323914435963	0.00106323914435963	1.00106323914436	0.00036333567000468	0.000643549476287965	0.00036333567000468	0.000643549476287965	0.000643549476287965	0.000449005869268131	0.000474757413303119	0.000868695537339798	0.00036333567000468	0.000168792062984846	0.000168792062984846	0.000194543607019834	0.00036333567000468	0.000168792062984846
"Neopsylla_meridiana"	8.53912470390148e-05	0.0504006975595261	0.050349315279145	0.000174696924390898	0.000388725612674843	1.42318745065025e-06	0.00072667134000936	0.00072667134000936	0.00072667134000936	1.00072330707562	0.00072524815255871	0.000723307075621033	0.00072524815255871	0.00072524815255871	0.000337945727334517	0.000389243502161869	0.000339368914785167	0.000723307075621033	0.000336004650396841	0.000336004650396841	0.000387302425224193	0.000723307075621033	0.000336004650396841
