"Sideroxylon_cinereum"	"Geniostoma_borbonicum"	"Croton_fothergillifolius"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Toddalia_asiatica"	"Molinaea_alternifolia"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Roussea_simplex"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Stomoxys_niger"	"Fannia_pusio"	"Stomoxys_calcitrans"	"Brachymyrmex_sp1_M_PL_060"	"Nacoleia_sp1_M_PL_060"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Chrysomya_megacephala"	"Henotesia_narcissus"	"Miridae_sp1_M_PL_060"	"Nyctemera_insulare"	"Orthellia_albigena"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_060"	"Homoneura_quadrivittata"	"Lygistorrhina_sp1_M_PL_060"	"Ophyra_capensis"	"Orchisia_costata"	"Chironomidae_sp1_M_PL_060"	"Cicadellidae_sp1_M_PL_060"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_060"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Limnophora_quaterna"	"Ornidia_obesa"	"Pelecophora_intemipta"	"Psyllidae_sp1_M_PL_060"	"Sapromyza_sp1_M_PL_060"	"Scirtidae_sp1_M_PL_060"	"Scirtidae_sp2_M_PL_060"	"Syritta_nigrofemorata"	"Tarundia_servillei"	"Tettigoniidae_sp1_M_PL_060"
"Sideroxylon_cinereum"	1.00413699167852	0.000793597129745804	0.000685677258517927	0.00140330099797605	0.000914188013000899	0.0010412637777853	0.000531862219251178	9.31198057107321e-05	0.000408234068475147	9.25349841873145e-05	2.40167836345365e-07	0.00917035753625838	0.00918841627911293	0.00912851810616838	0.00916945468172133	0.00916980461045557	0.00916258373432432	0.00915252103577031	0.00916945468172132	1.86239611421464e-06	2.60328558474093e-05	1.86898758124389e-05	0.00915011128225632	2.40483558294778e-05	7.20503509036096e-06	2.3692120864712e-05	1.56921294837275e-05	1.39793510449457e-05	1.72381484577035e-05	1.36294223107018e-05	5.66855092675574e-06	6.80390114125245e-06	1.98803976491377e-05	1.09871731192675e-05	0.0091285181061684	8.31080011819e-06	5.71397715431605e-06	5.31862219251178e-06	5.66855092675574e-06	5.71397715431605e-06	1.00235785569718e-05	5.71397715431605e-06	1.00235785569718e-05	5.71397715431606e-06	0.0091285181061684	5.31862219251178e-06	5.66855092675574e-06	5.71397715431606e-06	5.66855092675574e-06	1.86239611421464e-06
"Geniostoma_borbonicum"	0.000623540601943131	1.00510899482041	0.000479732371623265	0.00116416290427437	0.000839182987218312	0.000699477727792959	0.000538560254082244	7.3403062351992e-05	0.000321243323653741	0.000252482828133224	2.29219524677668e-07	0.00721570032719195	0.00723756450459893	5.66855092675574e-06	3.87682835480452e-05	0.00721273264401016	0.00720645999339343	0.00720096289949338	3.87682835480452e-05	1.46806124703984e-06	0.00720428732348938	1.51375659575144e-05	2.17559749962564e-05	1.99421553272119e-05	6.87658574033005e-06	1.85116326883065e-05	0.00718766541231919	0.00718697889925038	0.0071871219377562	1.30145387882616e-05	0.00717934996300294	5.35405539422901e-06	1.54009110006943e-05	0.00718473556554376	5.66855092675574e-06	7.62893624743921e-06	3.9977697635272e-06	5.38560254082244e-06	0.00717934996300295	3.99776976352721e-06	8.31544931624551e-06	3.9977697635272e-06	8.31544931624551e-06	3.99776976352721e-06	5.66855092675574e-06	5.38560254082244e-06	0.00717934996300294	3.99776976352721e-06	0.00717934996300294	1.46806124703984e-06
"Croton_fothergillifolius"	0.000628537486974766	0.000559687766893809	1.00530365762284	0.00111935894720209	0.000908225192871241	0.000507647436014739	0.000487602080588444	8.53383049154603e-05	0.000206290174972295	0.000294444927642266	2.20160097130223e-07	0.00841180843121081	0.00843387797075809	5.71397715431605e-06	0.00841001301893125	0.00840913476788889	2.67858646189888e-05	2.59637606317526e-05	0.00841001301893124	1.70676609830921e-06	0.0084042459173874	1.31403567326243e-05	1.934992527259e-05	0.00839378249390423	6.60480291390668e-06	1.39547174555865e-05	1.19931908149707e-05	1.2254362425993e-05	9.63829683035764e-06	1.31326134683503e-05	3.9977697635272e-06	3.43816958287158e-06	1.38971197292963e-05	8.87379056941165e-06	5.71397715431606e-06	8.25659266246583e-06	0.00837753048019031	4.87602080588444e-06	3.99776976352721e-06	0.00837753048019031	7.99542105144349e-06	0.00837753048019031	7.99542105144348e-06	0.00837753048019032	5.71397715431606e-06	4.87602080588444e-06	3.9977697635272e-06	0.00837753048019032	3.9977697635272e-06	1.70676609830921e-06
"Aphloia_theiformis"	0.0011025936412669	0.00116416290427437	0.000959450526173219	1.00355094535158	0.000958665069126951	0.000819123713795506	0.000419033218980132	0.000313513148909886	0.000560795925269197	0.000252376748952123	3.49852681203982e-07	0.00721680755508658	0.00724479803011013	1.00235785569718e-05	0.00720824688161358	0.00721237199874002	0.007205008039451	0.00719527520309086	0.00720824688161357	6.27026297819774e-06	0.00719715074604087	0.00718383789995826	0.00718734599138028	0.00718493159626908	1.04955804361195e-05	2.26383055420158e-05	0.00717653648754182	1.70305863083087e-05	1.74168239139733e-05	1.29054691818645e-05	8.31544931624551e-06	9.34659875448662e-06	1.7816511589791e-05	1.25057815060468e-05	1.00235785569718e-05	8.7151369920632e-06	7.99542105144349e-06	4.19033218980132e-06	8.31544931624552e-06	7.99542105144349e-06	0.00716822103822558	7.99542105144349e-06	0.00716822103822557	7.9954210514435e-06	1.00235785569718e-05	4.19033218980132e-06	8.31544931624551e-06	7.99542105144349e-06	8.31544931624551e-06	6.27026297819774e-06
"Psiadia_terebinthina"	0.000914188013000899	0.00106805107464149	0.0009907911194959	0.00122011917888885	1.00349672767795	0.00101048984806733	0.000989202027340615	9.31131033512212e-05	0.000225334405767139	9.26005326908944e-05	3.93119810716742e-07	0.00916925658406805	0.00918697653774817	8.31080011818999e-06	0.0091690997393697	0.00916683665534372	3.96381117656706e-05	0.00914735239770274	0.00916909973936968	1.86226206702443e-06	2.92306925365129e-05	1.43329724885399e-05	2.82536020887791e-05	0.00913966925399957	1.17935943215023e-05	2.48752586813843e-05	1.63440732395024e-05	0.00913032646059248	1.88566012259651e-05	0.00913258954461845	7.6289362474392e-06	3.75557342945231e-06	0.00913392518932358	1.75209565208453e-05	8.31080011819e-06	0.00912269752434505	8.25659266246583e-06	9.89202027340615e-06	7.62893624743921e-06	8.25659266246583e-06	8.71513699206319e-06	8.25659266246583e-06	8.71513699206319e-06	8.25659266246583e-06	8.31080011819e-06	9.89202027340615e-06	7.6289362474392e-06	8.25659266246583e-06	7.6289362474392e-06	1.86226206702443e-06
"Erythroxylum_macrocarpum"	0.00127265572840425	0.00108807646545571	0.000676863248019653	0.0012741924436819	0.00123504314763785	1.00275444773815	0.000861996045340359	0.000113747560303998	0.000710765314981234	0.000112858030715691	3.64378316370688e-07	6.57771879637111e-05	0.0112154111266851	1.15695975309477e-05	0.0111878752106069	0.0111870272249068	0.0111820051214444	3.96706118604566e-05	0.0111878752106069	2.27495120607997e-06	2.81567779535979e-05	2.32224143868284e-05	0.0111623870581082	2.59695666430842e-05	1.09313494911206e-05	0.0111621821350159	1.68733493509829e-05	1.8999639731781e-05	0.0111494880607327	1.98476254319295e-05	7.77197475325509e-06	1.18460885830205e-05	0.011152943750958	1.63919352066587e-05	1.15695975309477e-05	1.12276649785259e-05	5.64052706683043e-06	8.61996045340359e-06	7.7719747532551e-06	5.64052706683044e-06	9.10137459772784e-06	5.64052706683044e-06	9.10137459772784e-06	5.64052706683044e-06	1.15695975309477e-05	8.61996045340359e-06	7.77197475325509e-06	5.64052706683044e-06	7.77197475325509e-06	2.27495120607996e-06
"Toddalia_asiatica"	0.000585048441176295	0.000753984355715142	0.000585122496706134	0.000586646506572185	0.00108812223007468	0.000775796440806323	1.00426602376221	0.000439729884511497	0.000582833429850039	0.000101533495347928	0.000336169058037203	0.010082036726122	0.0101045279590331	5.31862219251177e-06	0.0100755571935371	3.82825584558297e-05	3.32284078740398e-05	2.47865771965417e-05	0.0100755571935371	8.79459769022995e-06	1.95286303039046e-05	2.26988203775319e-05	1.81289148357167e-05	1.89583732690919e-05	0.0100850717411161	0.010060994088573	9.57593473062376e-06	1.52776228142286e-05	1.4005562994226e-05	0.0100525522578955	5.38560254082244e-06	9.71389049750064e-06	1.85119807268097e-05	0.0100480458401629	5.31862219251178e-06	9.89202027340615e-06	4.87602080588444e-06	0.0100426602376221	5.38560254082244e-06	4.87602080588444e-06	4.19033218980132e-06	4.87602080588444e-06	4.19033218980132e-06	4.87602080588445e-06	5.31862219251178e-06	0.0100426602376221	5.38560254082244e-06	4.87602080588445e-06	5.38560254082244e-06	8.79459769022995e-06
"Molinaea_alternifolia"	0.000204863572563611	0.000205528574585578	0.000204811931797105	0.000877836816947683	0.000204848827372687	0.000204745608547197	0.000879459769022995	1.00556786352744	0.000876044933521701	0.000202091761008273	0.000672914778201976	3.65650950870441e-05	0.0201603019048924	1.86239611421464e-06	2.27712361540559e-05	1.54446997108658e-05	2.64764204375605e-05	1.14629824064766e-05	2.27712361540559e-05	0.0201113572705488	1.95496783739604e-05	0.0201322282824191	1.04076102984923e-05	9.83929114353136e-06	0.0201874433460593	2.56702977883383e-05	7.73832422523757e-06	3.33032331406426e-06	3.7430124531198e-06	1.06568597572544e-05	1.46806124703984e-06	1.46007488920283e-05	4.13721327310439e-06	1.02626589372698e-05	1.86239611421464e-06	1.86226206702443e-06	1.70676609830921e-06	8.79459769022994e-06	1.46806124703984e-06	1.70676609830921e-06	6.27026297819773e-06	1.70676609830921e-06	6.27026297819773e-06	1.70676609830921e-06	1.86239611421465e-06	8.79459769022994e-06	1.46806124703984e-06	1.70676609830921e-06	1.46806124703984e-06	0.0201113572705488
"Claoxylon_linostachys"	0.000748429125537769	0.000749567755192062	0.00041258034994459	0.00130852382562813	0.000413113077239754	0.00106614797247185	0.000971389049750064	0.000730037444601417	1.00353175580665	0.000168652495357354	8.13198641790268e-07	0.0167639414522439	0.0167988209144868	6.80390114125244e-06	4.49042219885841e-05	4.05443868853125e-05	0.0167588799073171	2.52601287194204e-05	4.49042219885841e-05	1.46007488920284e-05	2.65714484994549e-05	0.0167494766110906	2.79965884787596e-05	1.65403417668105e-05	2.4395959253708e-05	0.0167470892425246	1.47006541487156e-05	9.10962882368132e-06	1.72001439772496e-05	1.34694639269529e-05	5.35405539422901e-06	0.0167255292634441	1.56016620124729e-05	1.50679458917297e-05	6.80390114125245e-06	3.75557342945231e-06	3.43816958287158e-06	9.71389049750064e-06	5.35405539422901e-06	3.43816958287158e-06	9.34659875448661e-06	3.43816958287158e-06	9.34659875448661e-06	3.43816958287159e-06	6.80390114125245e-06	9.71389049750064e-06	5.35405539422901e-06	3.43816958287159e-06	5.35405539422901e-06	1.46007488920284e-05
"Antirhea_borbonica"	0.00050894241303023	0.00176737979693257	0.00176666956585359	0.00176663724266486	0.000509302929799919	0.000507861138220608	0.000507667476739643	0.000505229402520682	0.000505957486072063	1.00175485491463	5.07734542401675e-07	6.27313006155552e-05	0.0501662215359335	4.62674920936572e-06	4.73174359768108e-05	5.48649026160756e-05	4.39452543672853e-05	3.44997546981778e-05	4.73174359768108e-05	1.01045880504136e-05	0.0501277079709681	3.11560502658875e-05	2.28884881927564e-05	3.19711104642642e-05	1.52320362720502e-05	1.91522010710487e-05	2.52429788542673e-05	1.72541680412059e-05	1.82670429424457e-05	9.70670140194114e-06	1.26241414066612e-05	8.43262476786772e-06	1.02729281703293e-05	1.77008161740576e-05	4.62674920936573e-06	4.63002663454473e-06	1.47222463821133e-05	5.07667476739642e-06	1.26241414066612e-05	1.47222463821133e-05	1.26188374476062e-05	1.47222463821133e-05	1.26188374476061e-05	1.47222463821133e-05	4.62674920936573e-06	5.07667476739642e-06	1.26241414066612e-05	1.47222463821133e-05	1.26241414066612e-05	1.01045880504136e-05
