"Trema_micrantha"	"Cecropia_pachystachia"	"Urera_baccifera"	"Chamissoa_altissima"	"Cabralea_canjerana"	"Dendropanax_cuneatum"	"Pera_glabrata"	"Trichilia_clauseni"	"Citharexylum_mirianthum"	"Zanthoxylum_hyemale"	"Talauma_ovata"	"Gomidesia_affinis"	"Ocotea_macropoda"	"Ocotea_corimbosa"	"Miconia_discolor"	"Cestrum_sp1_M_SD_012"	"Momordica_charantia"	"Ocotea_sp1_M_SD_012"	"Miconia_elegans"	"Pereskia_aculeata"	"Persia_major"	"Protium_heptaphyllum"	"Rubus_sp1_M_SD_012"	"Copaifera_langsdorffii"	"Maytenus_aquifolium"	"Miconia_sp1_M_SD_012"	"Palicourea_sp1_M_SD_012"	"Paullinia_sp1_M_SD_012"	"Xylopia_brasiliensis"	"Chlorophora_tinctoria"	"Cordia_sp1_M_SD_012"	"Ficus_luschnatiana"	"Paullinia_rhomboidea"	"Piper_sp1_M_SD_012"	"Rhipsalis_sp1_M_SD_012"	"Tachyphonus_coronatus"	"Chiroxiphia_caudata"	"Trichothraupis_melanops"	"Vireo_olivaceus"	"Manacus_manacus"	"Saltator_similis"	"Dacnis_cayana"	"Elaenia_flavogaster"	"Pitangus_sulphuratus"	"Thraupis_sayaca"	"Myiodynastes_maculatus"	"Habia_rubica"	"Turdus_rufiventris"	"Ramphocelus_carbo"	"Tyrannus_melancholicus"	"Thlypopsis_sordida"	"Myiophobus_fasciatus"	"Tangara_cayana"	"Coereba_flaveola"	"Cyclarhis_gujanensis"	"Penelope_superciliaris"	"Ramphastos_toco"	"Turdus_amaurochalinus"	"Tyrannus_savanna"	"Conirostrum_speciosum"	"Cyanocorax_cristatellus"	"Pipraeidea_melanonota"	"Sirystes_sibilator"	"Tityra_cayana"
"Trema_micrantha"	1.00217329656853	0.000612631807964264	0.000392988422338246	0.000912493723052708	0.000435614119382688	0.000253738505776474	0.000556563496858044	0.000665705322432474	0.000379007307162348	0.000603909821942159	0.000442906878515799	0.0003310197331502	0.000148626550874152	0.000161042214241043	3.52978197299027e-05	0.00011939668260984	0.0003497182673442	0.000161744801759457	0.000140306648586429	0.000154189056012681	9.05178340747441e-05	3.52978197299027e-05	0.000126270578017058	2.03708818336848e-07	4.22390075309092e-05	4.22390075309092e-05	7.75368272608119e-05	0.000215854803449968	9.05178340747441e-05	0.000105008828856526	4.87337507562458e-05	3.52978197299027e-05	4.22390075309092e-05	7.01217746306966e-05	4.87337507562458e-05	0.00633538759831196	0.00635360755138248	0.00631095971676269	0.00630103746191045	0.00633585112963638	0.00631417369738793	0.00631529958362313	0.00629039551689266	3.5207226298085e-05	0.00630052973139156	0.00629199648754554	0.00629455689456873	1.61151436213828e-05	0.00629615359020279	0.006301041158934	0.00628398261652256	9.79461006485501e-06	0.00628395669747445	1.51633898118482e-05	2.03995129692491e-05	4.02605535602608e-06	4.05380548490328e-06	9.29977213913732e-06	0.00626358310355331	8.29539748229735e-06	1.01854409168424e-08	5.6141203191178e-06	5.56563496858044e-06	4.04362004398643e-06
"Cecropia_pachystachia"	0.000891100811584384	1.00162597423267	0.000692113239401188	0.00073698226547311	0.000297622636006251	0.000418347714918935	0.000554128794390485	0.000225951794916379	0.000570103793698015	0.000115939927509985	0.000642911261811221	0.000480304633277071	0.000345747189945271	0.000233558341862893	5.11495419700602e-05	0.000375608102820194	0.000224374014791679	5.17713436122679e-05	0.00020363172507339	0.000122487702225991	0.000131206183345175	5.11495419700602e-05	0.000183199988409031	6.52032035418991e-08	6.13714155153897e-05	6.13714155153897e-05	0.00011252095748545	9.80679163877961e-07	0.000131206183345175	0.00015248218310333	7.06790309235814e-05	5.11495419700602e-05	6.13714155153897e-05	0.000101768262663061	7.06790309235814e-05	0.00918827402006557	0.00920691755461084	0.00915914363967547	2.81867031850481e-05	0.00920571232730845	5.93216399114042e-05	0.0091495708967156	0.00913675043295472	0.00914571001938652	0.00914893098619978	2.13748047826408e-05	3.05902986471229e-05	0.00912216486665273	0.00914544291376836	3.87228147757602e-05	1.07125760590568e-05	1.25137498592204e-05	1.45880173996304e-05	0.0091280982769279	5.14319598665444e-06	5.83895854657233e-06	1.29754375048379e-06	1.60993903962086e-05	5.5693800724024e-06	6.69983877702827e-06	3.26016017709496e-09	9.88733199144554e-06	5.54128794390485e-06	1.2942835903067e-06
"Urera_baccifera"	0.000898259251058848	0.00108760651905901	1.0028046610333	0.00065767781986213	1.86273275434255e-06	9.83489074772712e-05	0.0003698130772706	0.000560221867862387	0.000337469299037309	1.88993367503967e-06	0.000337633711852696	0.000208486308227654	0.000257096836470056	0.000160764498790208	3.57907487130188e-07	0.00059028217733325	0.000638438972793939	5.86228068509273e-07	7.78899429136867e-07	0.000112128608937929	5.50316499778838e-07	3.57907487130188e-07	0.000207448835329414	7.38322504419739e-10	9.60861399212898e-05	9.60861399212898e-05	9.64440474084199e-05	4.3418263541992e-07	5.50316499778838e-07	4.2099194200668e-07	0.000111004787920995	3.57907487130188e-07	9.60861399212898e-05	0.000159812271043454	0.000111004787920995	0.0144306224297293	6.44233476834338e-05	0.0143831043939108	1.80230171174647e-05	0.0144129209881935	6.8932217682375e-05	3.42403814794557e-05	3.04734064873431e-05	2.39577971272383e-05	2.52595165204008e-05	1.13060190157957e-05	0.014360337629163	1.71509687666885e-05	0.0143676911255928	1.45643578572804e-05	1.26546923408984e-05	5.33727923066052e-06	1.16308082640925e-05	0.0143553442764735	7.04057202178063e-06	4.0191124697552e-06	1.46926178379528e-08	9.96527547015392e-06	5.6141203191178e-06	5.97888927147391e-06	3.6916125220987e-11	0.0143257808719043	3.698130772706e-06	1.46557017127318e-08
"Chamissoa_altissima"	0.00132726359716758	0.00073698226547311	0.000418522249003174	1.00223495314553	0.000167143905490367	0.000215831208100028	0.000655694539710071	0.000510434109203815	0.000215686501111408	0.000420859084217659	0.000360298385891322	0.000480513347649706	0.000215044753185143	0.000102636345704198	5.11614752555178e-05	0.000173159770208464	0.000356003981382162	5.16753660320402e-05	0.00020379868665396	0.000223706221451023	5.77695354099963e-07	5.11614752555178e-05	0.00018320951664609	6.50823249773806e-08	6.13008567924608e-05	6.13008567924608e-05	0.000112462332047979	5.89679893970306e-07	5.77695354099963e-07	0.000152637211398442	7.07471845981116e-05	5.11614752555178e-05	6.13008567924608e-05	0.000101802059485838	7.07471845981116e-05	0.00919713399775451	0.0092090655459932	0.00916218535372538	3.60328694886389e-05	0.00919512851886912	0.00916178054376538	0.00915873932862793	0.00914097946978831	2.15572635753663e-05	0.0091582326839065	1.59972724044931e-05	0.00914078165943091	1.38918005972189e-05	3.86161198823245e-05	1.88814112116311e-05	2.30930055316982e-05	1.01541321987678e-05	0.00912793942594419	1.84507203887843e-05	1.47976080494009e-05	2.56590864260495e-06	1.29513826704987e-06	9.44801486215033e-06	8.29539748229735e-06	0.00911122684677754	3.25411624886903e-09	5.97888927147391e-06	6.55694539710071e-06	1.29188415080101e-06
"Cabralea_canjerana"	0.00116163765168717	0.000545641499344793	2.17318821339964e-06	0.000306430493399007	1.00139565573778	0.000374102318814026	0.000584492952864103	0.000374984342115917	0.000430134751796504	0.00049004681711664	0.00069110721127167	0.00030386214380539	0.000334656742848446	0.000481227528819309	9.33112300810628e-05	8.73105850510015e-07	1.49063323812696e-06	0.000429801189931021	9.37375765368804e-05	9.40169850535386e-05	0.00047953176314769	9.33112300810628e-05	9.40363877466154e-05	5.41311322331261e-07	4.32540703346152e-07	4.32540703346152e-07	9.3743770784409e-05	0.000574816644793535	0.00047953176314769	4.26346455817588e-07	2.92616962206476e-07	9.33112300810628e-05	4.32540703346152e-07	4.92696849571032e-07	2.92616962206476e-07	3.80402050868419e-05	0.0167960214145913	4.43427164613929e-05	0.016723756039747	6.48811055019227e-05	3.71824209242379e-05	0.0167365300088857	3.09565473851201e-05	0.0167714379324496	2.55807873490552e-05	0.0167438426054706	1.48015827345254e-05	1.8364328443613e-05	2.93307966576401e-05	0.0167957854878886	2.17484759418266e-05	1.20799681755415e-05	1.98469034235504e-05	5.02052634102689e-06	1.44882406187818e-05	1.20306882204827e-05	1.07720953143921e-05	1.65660950179928e-05	7.2602353230448e-06	2.78573175817279e-06	2.70655661165631e-08	3.10455459057091e-08	5.84492952864103e-06	1.07450297482755e-05
"Dendropanax_cuneatum"	0.000676636015403931	0.000766970810684715	0.000114740392056816	0.000395690548183385	0.000374102318814026	1.00206412146382	0.00151035433482805	0.000561420649561591	0.000950482483908481	0.000281225041248142	0.000114384742167843	0.000207104442946712	0.000206595984500655	9.23787638181836e-07	9.34997008775683e-05	0.000187334976086405	0.000187846893921914	9.44281741070848e-05	9.40774310731476e-05	0.000280339473311435	4.4634926897537e-07	9.34997008775683e-05	0.000206098724047893	1.18927171419502e-07	0.000112060837956707	0.000112060837956707	0.000205560538834276	7.48402133156928e-07	4.4634926897537e-07	5.77730195579219e-07	5.38185213617248e-07	9.34997008775683e-05	0.000112060837956707	4.75128900111011e-07	5.38185213617248e-07	6.99640777702422e-05	0.0168299461579623	4.2761601009991e-05	0.0167392785070995	0.0168091256935061	0.0167671428498225	4.75378632375902e-05	2.05747804174464e-05	1.90412176153361e-05	3.46638117347531e-05	2.8703512934318e-05	2.11792408234639e-05	0.0167238825277107	3.50122002946554e-05	1.22032312129398e-05	1.68712340407573e-05	0.0167161722344119	1.34506627229045e-05	1.48561095761503e-05	1.26422589444827e-05	2.30946909545459e-08	2.36665071124809e-06	5.76598743526799e-06	4.22897509627457e-06	3.59718680166713e-06	5.94635857097511e-09	1.63914845795452e-06	1.51035433482805e-05	2.36070435267712e-06
"Pera_glabrata"	0.00089050159497287	0.000609541673829533	0.00025886915408942	0.000721263993681078	0.000350695771718462	0.000906212600896831	1.00239098063917	0.000527390169116273	0.000237321458458828	0.000295326785101093	0.00019510316639208	0.000327731122837894	0.000236297762776632	0.000112732705880602	5.63053870883222e-05	0.000190222505435277	0.000190685349798004	5.68550993394804e-05	0.000224131434608049	0.00024600855356034	5.55340684415557e-07	5.63053870883222e-05	0.000201407672379741	7.16059185635773e-08	6.74101391961281e-05	6.74101391961281e-05	0.00012371552628445	5.80621404899227e-07	5.55340684415557e-07	0.000167826047519727	7.76921460952912e-05	5.63053870883222e-05	6.74101391961281e-05	0.000111895533431484	7.76921460952912e-05	0.0100999789923878	0.010134969675898	0.0100705980088336	0.0100629228270531	0.0101115208794192	0.0100809918339054	0.01006266695048	2.70056788576593e-05	2.17732125348505e-05	0.0100695628511836	1.68163306919339e-05	2.71802219972906e-05	2.46001889331658e-05	2.63147331624373e-05	1.71006353742384e-05	1.80645477845557e-05	0.0100390133497399	1.8029116067703e-05	1.55801688977867e-05	1.24989128159753e-05	2.81831764701504e-06	1.42495777941519e-06	7.51314334684807e-06	5.56563496858044e-06	6.55694539710071e-06	3.58029592817886e-09	3.698130772706e-06	0.0100239098063917	1.42137748348701e-06
"Trichilia_clauseni"	0.00133141064486495	0.000310683718010021	0.000490194134379588	0.000701846900155246	0.000281238256586938	0.000421065487171193	0.000659237711395341	1.00195357115368	0.000211714009083227	0.00125772413639614	2.76082092054788e-06	0.000168653464338838	0.000210663388541682	0.000140555126592792	7.00945736001659e-05	0.000237475645408545	0.00048861653439785	7.07267330540061e-05	7.05561148888187e-05	0.000306978784820988	4.56596661172445e-07	7.00945736001659e-05	0.000167517531165038	8.9076489992451e-08	3.90123885557636e-07	3.90123885557636e-07	7.04846974857236e-05	6.04394637498845e-07	4.56596661172445e-07	4.615412886528e-07	9.70328336793148e-05	7.00945736001659e-05	3.90123885557636e-07	0.000139747142115137	9.70328336793148e-05	0.0126142683783109	0.0126170232480299	0.0125772427903623	0.0125761928781893	5.85185828336454e-05	0.0125866239787356	5.73728140358753e-05	2.09386499175501e-05	1.53239476135393e-05	2.7692477319168e-05	1.83355756831338e-05	0.0125583395690247	1.33707223740284e-05	3.39319077920055e-05	1.66378186685318e-05	0.0125578954386794	1.36101352334733e-05	3.98562256233765e-05	1.77430256316861e-05	0.012549574122149	3.51387816481979e-06	1.77262215084977e-06	4.25270806969861e-06	8.32131653040593e-06	6.38042636504769e-06	4.45382449962255e-09	7.00277334827983e-06	6.59237711395341e-06	1.76816832635015e-06
"Citharexylum_mirianthum"	0.00101068615243293	0.00104519028844636	0.000393714182210194	0.00039542525203758	0.000430134751796504	0.000950482483908481	0.000395535764098047	0.000282285345444303	1.00156240943535	1.95795270292194e-06	0.000393340326152736	0.000207096603365777	0.0002067387158332	1.30469629956991e-06	9.34491290464875e-05	0.000187404127024807	0.000466163117808447	0.000429735898179566	9.39176521452261e-05	0.000280140821989747	8.93324460192816e-07	9.34491290464875e-05	0.00020600889337959	5.41229090906254e-07	0.000112014544680549	0.000112014544680549	0.000205463673727036	0.000335187994986491	8.93324460192816e-07	4.6852309873853e-07	5.45219652554061e-07	9.34491290464875e-05	0.000112014544680549	4.08110098628167e-07	5.45219652554061e-07	7.08785548320279e-05	0.0168208432283678	3.6729908876535e-05	3.68501592275482e-05	0.0168021817020823	0.0167531825961635	4.033780217496e-05	2.91743729499794e-05	2.65465141115489e-05	2.81113859243118e-05	0.0167336953221089	3.07186965517827e-05	0.0167180499285492	0.0167314230560491	3.59861981019483e-05	9.88451432481803e-06	1.97967323727885e-05	9.9507225252877e-06	2.13730224464156e-05	3.56772587211223e-06	3.26174074892477e-08	1.07704589090345e-05	9.75392183313166e-06	6.3167884527058e-06	3.59477501852346e-06	2.70614545453127e-08	5.62448831728848e-06	3.95535764098047e-06	1.07433974544891e-05
"Zanthoxylum_hyemale"	0.00193251143021491	0.000255067840521967	2.64590714505554e-06	0.000925889985278851	0.000588056180539968	0.00033747004949777	0.000590653570202186	0.00201235861823383	2.34954324350633e-06	1.00292996048918	0.000253318954304193	0.00025311215365696	1.71360743999776e-06	1.19611024014648e-06	4.15284762782246e-07	1.17305620943886e-06	2.31061741132916e-06	8.58105958447961e-07	8.95509935941095e-07	1.50848433564283e-06	5.92706519811464e-07	4.15284762782246e-07	1.15972412070619e-06	1.08073798293194e-09	2.88653191199827e-07	2.88653191199827e-07	7.03937953982073e-07	8.05706792664286e-07	5.92706519811464e-07	4.80225173158848e-07	4.55786166724116e-07	4.15284762782246e-07	2.88653191199827e-07	6.00413444734652e-07	4.55786166724116e-07	5.92522016741351e-05	7.47512573008044e-05	5.40372100261187e-05	0.0201171638618197	4.3297978679974e-05	5.73672065522817e-05	0.0201058019437789	3.14952619508809e-05	1.58620226536629e-05	2.88135103895309e-05	2.19800298238288e-05	4.57454249599033e-05	7.98245842922098e-06	1.8150560356231e-05	2.56274337331396e-05	0.0200958318889504	1.15310365269847e-05	0.0200790945879068	2.39569909734845e-06	0.0200837536925116	2.99027560036621e-08	2.15066858603456e-08	3.65311435314557e-06	1.20781964388432e-05	8.41718168435319e-06	5.4036899146597e-11	3.77986735007934e-08	5.90653570202186e-06	2.1452648961199e-08
