"Microtus_oeconomus"	"Sorex_arcticus"	"Clethrionomys_rutilus"	"Sorex_caecutiens"	"Sorex_roboratus"	"Neomys_fodiens"	"Lemmus_sibiricus"	"Clethrionomys_rufocanus"	"Arvicola_terrestris"	"Microtus_middendorffi"	"Sorex_minutus"	"Corrodopsylla_birulai"	"Peromyscopsylla_bidentata"	"Megabothris_rectangulatus"	"Amphipsylla_sibirica"	"Amalaraeus_penicilliger"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Catallagia_ioffi"	"Rhadinopsylla_integella"	"Amphalius_runatus"
"Microtus_oeconomus"	1.00213826634165	0.00106475133041967	0.00185283027235862	0.00106310017183335	0.000775230742642308	0.000485966145087295	0.000504454904785473	0.00142499507477379	0.000485966145087295	0.000160638195966752	0.000144810776402906	0.0144810776402906	0.0143934714595523	0.014441373817411	0.0144574376370077	0.0143857651353027	0.0143825070705143	0.0143427299516287	4.42814423255098e-05	4.84336843417784e-05	3.3023171726382e-05
"Sorex_arcticus"	0.00106475133041967	1.00225800674078	0.000778296981119534	0.00154099434140568	0.00125314913164191	0.000486067774574029	0.000146112835512189	0.00178211701626884	0.000486067774574029	0.00016073112334957	0.00014471505136038	0.014471505136038	0.0143922604881886	0.0144497279891263	0.0144658011014613	5.59113660723873e-05	0.0144062049425197	2.63292615934172e-05	3.33949910050681e-05	0.0143687177465246	0.0143402479875717
"Clethrionomys_rutilus"	0.00185283027235862	0.000778296981119534	1.00256843990412	0.000776582066751645	0.000488659734550864	0.000485862238895202	0.000504712208696323	0.00185438072448477	0.000485862238895202	0.000160603788883831	0.000144779942253165	0.0144779942253165	0.0143961166100391	0.0144382806206564	0.0144543409995448	0.0143972906577263	8.34835203854827e-05	0.0143488752882354	0.0143455860434006	3.38347574385857e-05	3.42982873577673e-05
"Sorex_caecutiens"	0.00124028353380558	0.00179782673163996	0.000906012411210253	1.00179576617308	0.00146039680018712	0.000566319219998173	0.000169975108871554	0.00124223457216209	0.000566319219998173	0.000187268422640417	0.000168607907415586	0.0168607907415586	0.0167684686447032	0.0168354311953735	0.0168541580376375	5.46880582386872e-05	0.0167847335462611	3.06613706430833e-05	2.84709665978869e-05	0.0167514872779119	4.12111711754542e-05
"Sorex_roboratus"	0.00108532303969923	0.00175440878429867	0.00068412362837121	0.00175247616022455	1.00175061339568	0.000678603076793882	0.000203263338128443	0.0010871599079732	0.000678603076793882	0.000224398116797145	0.000202037576245944	0.0202037576245944	9.31382270301091e-05	0.0201733907000634	0.0201958305117431	4.90304752999506e-05	0.0201183773002528	2.52778095438634e-05	2.33626935406823e-05	0.0200892831865503	3.86524814825032e-05
"Neomys_fodiens"	0.00113392100520369	0.00113415814067273	0.00113367855742214	0.00113263843999635	0.0011310051279898	1.00112731999979	0.000337218151618178	0.0011353403500237	0.00112731999978981	0.000372778350421278	0.000335631978082621	0.0335631978082621	8.16656003271195e-05	0.0335127737028729	0.033550051537915	6.34469414222883e-05	8.80902949237421e-05	3.23942794660832e-05	3.03871623384696e-05	5.76996690455361e-05	3.03940135277638e-05
"Lemmus_sibiricus"	0.00176559216674915	0.000511394924292663	0.00176649273043713	0.000509925326614661	0.000508158345321107	0.000505827227427267	1.00175671290814	0.00176690494275441	0.000505827227427267	1.47090152108951e-06	0.000502703400321853	0.0502703400321853	8.83490646777071e-05	0.000132234046745947	0.000132381136898056	0.0501603803128657	7.32766211493131e-05	5.04583556740898e-05	4.73219222192463e-05	2.59675641256093e-05	2.93919535600396e-05
"Clethrionomys_rufocanus"	0.00124687069042707	0.00155935238923524	0.00162258313392417	0.00093167592912157	0.000679474942483248	0.000425752631258886	0.000441726235688603	1.0025002191656	0.000425752631258886	0.000140734397547457	0.000126867954467475	0.0126867954467475	0.0126100493319161	0.0126520223395163	0.0126660957792711	0.0125943312488451	0.0126004590717097	4.0992197490732e-05	0.012554432498626	5.13938937050517e-05	0.0125535292022733
"Arvicola_terrestris"	0.00113392100520369	0.00113415814067273	0.00113367855742214	0.00113263843999635	0.0011310051279898	0.00112731999978981	0.000337218151618178	0.0011353403500237	1.00112731999979	0.000372778350421278	0.000335631978082621	0.0335631978082621	8.16656003271195e-05	0.0335127737028729	0.033550051537915	6.34469414222883e-05	8.80902949237421e-05	3.23942794660832e-05	3.03871623384696e-05	5.76996690455361e-05	3.03940135277638e-05
"Microtus_middendorffi"	0.00112446737176726	0.00112511786344699	0.00112422652218682	0.0011236105358425	0.00112199058398573	0.00111833505126383	2.94180304217902e-06	0.00112587518037965	0.00111833505126383	1.001114326953	1.7831848323812e-06	0.00017831848323812	8.09975928388027e-05	0.000177993074602773	0.100289425769903	4.63447283919129e-05	8.73770256301341e-05	3.21241984850583e-05	3.01338186431288e-05	5.72397662787133e-05	3.01465520897026e-05
