"Arvicola_terrestris"	"Sorex_araneus"	"Clethrionomys_rutilus"	"Microtus_gregalis"	"Lagurus_lagurus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sicista_betulina"	"Microtus_agrestis"	"Talpa_europaea"	"Myospalax_aspalax"	"Spermophilus_erythrogenys"	"Microtus_oeconomus"	"Phodopus_campbelli"	"Tamias_sibiricus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_arvalis"	"Myopus_schisticolor"	"Cricetulus_barabensis"	"Clethrionomys_rufocanus"	"Micromys_minutus"	"Sicista_subtilis"	"Pteromys_volans"	"Sciurus_vulgaris"	"Ctenophthalmus_assimilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Megabothris_turbidus"	"Hystrichopsylla_talpae"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Ctenophthalmus_dilatatus"	"Ceratophyllus_indages"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Leptopsylla_sicistae"	"Peromyscopsylla_silvatica"	"Megabothris_calcarifer"	"Neopsylla_pleskei"	"Amphipsylla_kuznetzovi"	"Peromyscopsylla_bidentata"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_pisticus"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_vinogradovi"	"Oropsylla_ilovaiskii"	"Ctenophthalmus_uncinatus"	"Amphipsylla_prima"	"Catallagia_dacenkoi"	"Rhadinopsylla_integella"
"Arvicola_terrestris"	1.00223376152335	0.000802717610400444	0.000853267039763998	0.000699670671678356	0.000385044792146123	0.000742395753890195	0.000361795870681194	0.000481883850967977	0.000368213703241565	0.000192305878174963	0	0.000119664031438098	0.000284514998368051	0.0002667044102579	0.000329797015412626	0.000315149268240724	0.000560386814335874	0.000161716435605041	9.95964281967577e-05	0.000304741449549534	0.000146205853912966	0.000315195101723999	7.62815996683927e-05	0	0	0.00598388089096639	0.00594855114061389	0.00594471036065525	0.00594963251798518	0.00594657063963976	0.00594750121126974	0.0059340016372869	0.00595918486479499	0.00591565464392977	0.00591999951742867	0	1.62557440522328e-05	0.00591232324041002	5.6665291643355e-05	2.54960172916566e-05	7.51411243643045e-06	1.99799909328786e-05	2.72188271780007e-05	0.00592692907873716	0.00590589401481407	0.00591427936640298	0.00590373764022858	0.00592009537201826	8.24492538531566e-06	0	7.77429808590958e-06	2.99160078595245e-06	4.50213240343892e-06	0.00589549271484327	5.01921788096469e-06	0
"Sorex_araneus"	0.000974728526914825	1.00129501571426	0.00111797998998026	0.000686718089090237	0.000328896312535672	0.000816753093752616	0.000295513712353222	0.000500722740033985	0.000463445000197414	0.000292704880396229	0	0.000288281984246553	0.000523634791131344	0.000244888462553628	4.11752339912881e-05	0.00038213327942694	0.000434185589982392	0.000153154288669384	0.000240038412437473	0.000250109673569202	0.000177291896353771	0.000441700590460988	0.000151937838675448	0	0	0.00724326886050434	0.00721045733215518	0.00720391613183134	0.00721848497916035	0.00720829600436177	0.00721896738916403	0.00719642506622392	0.00722179117336639	0.00717710596001631	0.00717726965320102	0	1.48127833381828e-05	2.02815662366332e-05	0.00721358801402254	0.00717627003205024	7.55979887816292e-06	2.31585692762242e-05	0.00718357856208619	3.51684723713728e-05	1.75924969385385e-05	0.00717409999225323	6.76307806692824e-06	2.85185011565099e-05	1.0293808497822e-06	0	6.72106603730976e-06	7.20704960616384e-06	5.45904684895628e-06	5.73369721714603e-06	6.5763528822368e-06	0
"Clethrionomys_rutilus"	0.000853267039763998	0.000920689403513152	1.002051401961	0.000910174517117434	0.000418998792403555	0.000526056841211198	0.000243700371227575	0.000412865137113533	0.000382352426161985	0.000241377836283469	0	0.000435059182807637	0.00057928417661672	0.00020220254381001	0.000231368181019126	0.000315137236843181	0.000358063540688828	0.000126391251083014	0.000197992690080446	0.000206291105525344	0.00014622405185166	0.000216801124072122	0.000125310690819854	0	0	0.00597844192654036	0.00594692871853672	0.00593828480752058	0.00595354887505402	0.00594514562567961	0.00595394721585713	0.00593076589403685	0.00595627713835232	0.00592387537507539	0.00591527371147718	0	0.00591108069563094	1.94847670559799e-05	0.00594627454305352	0.00592290020807062	6.2351722225189e-06	0.00591484115803266	0.00592581335937121	3.44096448402744e-05	0.0059064405718556	2.07139281647457e-05	1.08034224064428e-05	2.24676712846051e-05	5.78420452547814e-06	0	5.54470594347263e-06	1.08764795701909e-05	4.50196052633115e-06	5.01921788096469e-06	0.00589442001153527	0
"Microtus_gregalis"	0.000914953955271696	0.000739542557481794	0.00119022821469203	1.00129828598322	0.000348325515394969	0.000532635722973397	0.000318055038722479	0.000538994571069783	0.000609046245562466	0.000315082757367631	0	1.19423086426432e-06	0.000756329446888506	0.000219468585928635	4.40161499617089e-05	0.000411358526825657	0.000423322808686978	0.000275023998784932	0.000258534094698527	0.000269297267155582	0.000190911654744158	0.000282836199983387	0.00016356657473423	0	0	0.00779596774131486	0.00776365198508685	0.00775238944399584	0.00777229674996468	0.00776187496165009	0.0077733689366809	0.00774172574196128	0.00777768962067115	2.35011523965435e-05	2.77995494130631e-05	0	8.13160196001421e-06	2.00651668509154e-05	0.00776408603713194	2.25084420252827e-05	9.97367902378004e-06	0.00772350493578014	0.00773921283858886	0.0077353597331194	0.00771467793209241	2.11633958647787e-05	6.48248583887624e-06	2.62066231572817e-05	1.10040374904272e-06	0	9.07202109900858e-06	2.98557716066081e-08	5.87655038322367e-06	5.38208208983351e-06	7.00134243936487e-06	0
"Lagurus_lagurus"	0.00109096024441401	0.000767424729249902	0.00118716324514341	0.000754705283355767	1.00183825765696	9.71872514807862e-05	9.51347075776133e-05	9.67029279617404e-05	0.000334816165227523	9.48869005435091e-05	0	0.000672178134039318	0.000514053203984606	0.0010862617064122	9.47562764508324e-05	9.5223436295742e-05	0.000334775000045992	0.000334354535592939	1.16749321711742e-06	0.000420757896447028	1.133077338556e-06	9.49290033094336e-05	9.41812259602764e-05	0	0	0.0167774725149097	4.2636551683564e-05	4.22340017990005e-05	4.39168877103767e-05	4.63937558254384e-05	3.97699694544204e-05	2.97972214927101e-05	5.79678275582985e-05	0.0167329910792518	2.39505395866712e-05	0	2.61566734689797e-05	0.0167324595732208	6.70787292910017e-05	0.0167482989001776	6.53960487283305e-06	0.0167158047350125	2.82061644446469e-05	0.0167451948320291	1.92061516657441e-05	1.46811189455591e-05	8.7863201137062e-06	1.40382289102617e-05	2.36890691127081e-06	0	1.25852072006661e-05	1.68044533509829e-05	1.36033480422489e-06	6.41741320243538e-06	6.98331320672591e-06	0
"Apodemus_agrarius"	0.00114733889237576	0.00103950393750333	0.000812996936417306	0.000629478581695833	5.30112280804289e-05	1.00122021725453	0.000466599698758701	0.000727341784816727	0.000437143749411325	0.000280935379159317	0	9.16615398362069e-07	0.000513454037579119	0.000128567665566544	5.18265376623909e-05	0.000485617015572429	0.000642752253856956	0.000194359563508916	0.000153383608212807	0.000226592494371778	0.000225328989708965	0.000470614802393294	0.00019302907443026	0	0	0.0091964469130557	0.00916722929213972	6.56905861606128e-05	0.00916994657654189	0.0091627338820639	0.00916942313969231	0.00914942363316331	0.00918101549416349	1.98628512061845e-05	0.00912899279356761	0	6.10091374662063e-06	1.39804676602937e-05	0.00916308247078732	1.56851522094227e-05	1.05127439066492e-05	1.6213043186221e-05	3.33316346513061e-05	3.1784095122888e-05	1.63735301643163e-05	0.00912558835152216	8.04471574965246e-06	0.00913183551001663	1.29566344155977e-06	0	7.0158676313449e-06	2.29153849590517e-08	6.937385936749e-06	6.74905230809268e-06	4.7823349201018e-06	0
"Neomys_fodiens"	0.00102508830026338	0.000689531995490851	0.000690484385144796	0.000689119250565372	9.51347075776134e-05	0.000855432781057619	1.00101925116353	0.000869918425152548	0.000519619046340733	0.000262341460491038	0	7.98717085005227e-07	0.000520084650247194	9.49423403954652e-05	9.40705544234992e-05	0.000400042183116932	0.000868791824141854	0.000215222943902346	1.61120600773143e-06	0.000440965725063144	0.000272637178366615	0.000262370275141583	0.000213550987507089	0	0	0.0167763323635428	0.0167496852460807	0.0167413746814589	7.09428744046776e-05	0.016745786055336	6.91708825484583e-05	4.77558896136519e-05	0.0167707243860684	1.66223789577852e-05	3.36533920187847e-05	0	6.43340464150553e-06	1.68637851966085e-05	6.69903085255279e-05	1.24912945876746e-05	1.22862333165646e-05	1.67268869615411e-05	2.66154819873181e-05	3.57574587036689e-05	1.53925213438542e-05	2.39792268660503e-05	8.38169503860739e-06	0.0167170198609361	2.35176386058748e-06	0	1.09364778160915e-05	1.99679271251307e-08	5.71488833024188e-06	6.02993117801991e-06	4.06167285379292e-06	0
"Sicista_betulina"	0.000819202546645561	0.000701011836047579	0.000701870733093007	0.000700692942390718	5.80217567770443e-05	0.0008000759632984	0.000521951055091529	1.001400329224	0.000389409154871649	0.000408856041792739	0	7.45237559520425e-07	0.00047330616463045	0.000141364604883898	5.68170602405606e-05	0.000442569844286674	0.000515453929307402	0.000715041709516056	0.000168449373293942	0.000349655721121617	0.000156657838341214	0.000367200809949929	0.000212326553868567	0	0	0.0101119435281546	6.34313653202261e-05	0.0100698390459866	0.0100773056453097	0.0100715971508512	0.010076084399138	0.010054287815626	0.0100959347401862	1.49403774997604e-05	2.76713092456647e-05	0	5.56770881613736e-06	1.44407552390021e-05	0.0100842324300606	1.29488310877586e-05	0.0100259206540653	1.57445837462334e-05	3.02673754126495e-05	3.72312559751787e-05	1.43374355915129e-05	2.44434999571855e-05	6.23926501569379e-06	0.0100412379069657	1.42042650601402e-06	0	1.77449571772946e-05	1.86309389880106e-08	6.32242634695248e-06	4.81883850967977e-06	4.12865137113533e-06	0
"Microtus_agrestis"	0.000782454119388326	0.000811028750345474	0.000812498905594218	0.000989700149039007	0.000251112123920642	0.000601072655440572	0.00038971428475555	0.000486761443589561	1.00098692133052	0.000280906707416188	0	1.00522584781927e-06	0.000808859416147516	0.000250618964137469	7.07382611828689e-05	0.000509765300265576	0.000560116640156266	0.000340723169536413	0.000419057431301582	0.000206172562974078	0.000309247804753341	7.20294629427301e-05	0.000160505391755762	0	0	0.0126042766899865	0.0125806636752068	5.16474604967306e-05	0.0125883145065967	0.0125716577808652	0.0125916213087532	4.18430791843e-05	0.0125927140368107	1.93854718315516e-05	2.76408939896069e-05	0	6.57299250279201e-06	1.72364620215143e-05	6.40409953389387e-05	1.97951798237814e-05	1.05463339281692e-05	2.55650123079832e-05	0.01255347797042	0.0125464300248339	1.69951546870752e-05	1.73006199194834e-05	6.37112782009129e-06	2.84312786752692e-05	1.76845652957172e-06	0	9.11492887517485e-06	2.51306461954819e-08	7.28236143236537e-06	4.60267129051957e-06	4.77940532702481e-06	0
"Talpa_europaea"	0.000653839985794873	0.00081957366510944	0.000820684643363795	0.000819215169155842	0.000113864280652211	0.000618057834150498	0.000314809752589245	0.000817712083585477	0.000449450731865901	1.00081466541289	0	9.51168498385563e-07	0.00061687332112025	0.000280449485998045	0.000112620445506974	0.000448961118845402	0.000482620549405973	0.000281434941129503	0.000335457493939566	0.000370307776400022	0.000168555433069464	0.000481142027666301	0.000279762780270118	0	0	0.0201150452500117	6.22322475706674e-05	0.0200723740790422	0.0200870192494836	6.49298933766324e-05	0.0200866050070516	5.0661826286033e-05	8.41834427717982e-05	1.6449289120423e-05	2.61792363478542e-05	0	7.66684707580336e-06	1.7524641567664e-05	0.0200893462290781	1.82121612768847e-05	1.28677031880132e-05	1.98810978963394e-05	4.06375081063698e-05	3.39959738097398e-05	1.49753294365213e-05	2.49417633079362e-05	6.66162870117359e-06	2.89215320599358e-05	2.81551113767434e-06	0	1.08623786254921e-05	2.37792124596391e-08	6.41373026922003e-06	3.84611756349925e-06	4.82755672566938e-06	0
